time,action_idx,lights_on,state,rewarded_states,choice,action,reward_time,n_rewards,mouse_rotation,maze_rotation,note,adjacency_file,st_positions_file,start_state,reward_duration
250302-214136,0,"[False, True, True, True]",28,"[3, 4, 5, 6, 9, 10, 11, 12, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]","['W', 11]",left,250302-214136,1,270,90,,250228_latMaz007-mp002circleGone-adjacency.csv,240901_latMaz007-mop001half-state_positions.csv,29,"{'N': 0.053040000000000004, 'S': 0.04448, 'W': 0.04568, 'E': 0.05104}"
250302-214152,1,"[True, True, True, True]",35,"[3, 4, 5, 6, 9, 10, 11, 12, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 36, 37, 38, 39, 40]","['N', 2]",left,250302-214152,2,180,180,,250228_latMaz007-mp002circleGone-adjacency.csv,240901_latMaz007-mop001half-state_positions.csv,29,"{'N': 0.053040000000000004, 'S': 0.04448, 'W': 0.04568, 'E': 0.05104}"
250302-214242,2,"[True, False, True, True]",36,"[3, 4, 5, 6, 9, 10, 11, 12, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 37, 38, 39, 40]","['E', 14]",left,250302-214242,3,90,270,,250228_latMaz007-mp002circleGone-adjacency.csv,240901_latMaz007-mop001half-state_positions.csv,29,"{'N': 0.053040000000000004, 'S': 0.04448, 'W': 0.04568, 'E': 0.05104}"
250302-214259,3,"[False, True, True, True]",29,"[3, 4, 5, 6, 9, 10, 11, 12, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 30, 31, 32, 33, 34, 37, 38, 39, 40]","['S', 10]",left,250302-214259,4,0,0,,250228_latMaz007-mp002circleGone-adjacency.csv,240901_latMaz007-mop001half-state_positions.csv,29,"{'N': 0.053040000000000004, 'S': 0.04448, 'W': 0.04568, 'E': 0.05104}"
250302-214314,4,"[False, True, True, True]",28,"[3, 4, 5, 6, 9, 10, 11, 12, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 30, 31, 32, 33, 34, 37, 38, 39, 40]","['W', 11]",left,NA,4,270,90,,250228_latMaz007-mp002circleGone-adjacency.csv,240901_latMaz007-mop001half-state_positions.csv,29,"{'N': 0.053040000000000004, 'S': 0.04448, 'W': 0.04568, 'E': 0.05104}"
250302-214338,5,"[True, True, True, True]",35,"[3, 4, 5, 6, 9, 10, 11, 12, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 30, 31, 32, 33, 34, 37, 38, 39, 40]","['N', 2]",left,NA,4,180,180,,250228_latMaz007-mp002circleGone-adjacency.csv,240901_latMaz007-mop001half-state_positions.csv,29,"{'N': 0.053040000000000004, 'S': 0.04448, 'W': 0.04568, 'E': 0.05104}"
250302-214747,6,"[True, False, True, True]",36,"[3, 4, 5, 6, 9, 10, 11, 12, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 30, 31, 32, 33, 34, 37, 38, 39, 40]","['E', 14]",left,NA,4,90,270,,250228_latMaz007-mp002circleGone-adjacency.csv,240901_latMaz007-mop001half-state_positions.csv,29,"{'N': 0.053040000000000004, 'S': 0.04448, 'W': 0.04568, 'E': 0.05104}"
250302-215554,7,"[False, True, True, True]",29,"[3, 4, 5, 6, 9, 10, 11, 12, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 30, 31, 32, 33, 34, 37, 38, 39, 40]","['S', 10]",left,NA,4,0,0,,250228_latMaz007-mp002circleGone-adjacency.csv,240901_latMaz007-mop001half-state_positions.csv,29,"{'N': 0.053040000000000004, 'S': 0.04448, 'W': 0.04568, 'E': 0.05104}"
250302-215603,8,"[False, True, True, True]",30,"[3, 4, 5, 6, 9, 10, 11, 12, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 31, 32, 33, 34, 37, 38, 39, 40]","['E', 14]",right,250302-215603,5,90,270,,250228_latMaz007-mp002circleGone-adjacency.csv,240901_latMaz007-mop001half-state_positions.csv,29,"{'N': 0.053040000000000004, 'S': 0.04448, 'W': 0.04568, 'E': 0.05104}"
250302-215635,9,"[True, False, True, True]",31,"[3, 4, 5, 6, 9, 10, 11, 12, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 32, 33, 34, 37, 38, 39, 40]","['W', 11]",forwards,250302-215635,6,90,90,,250228_latMaz007-mp002circleGone-adjacency.csv,240901_latMaz007-mop001half-state_positions.csv,29,"{'N': 0.053040000000000004, 'S': 0.04448, 'W': 0.04568, 'E': 0.05104}"
