time,action_idx,lights_on,state,rewarded_states,choice,action,reward_time,n_rewards,mouse_rotation,maze_rotation,note,adjacency_file,st_positions_file,start_state,reward_duration
241003-141907,0,"[False, True, True, False]",8,"[3, 11, 12, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]","['S', 10]",backwards,241003-141907,1,180,0,,240901_latMaz007-mop001half-adjacency.csv,240901_latMaz007-mop001half-state_positions.csv,2,"{'N': 0.125, 'S': 0.1, 'W': 0.11, 'E': 0.115}"
241003-141926,1,"[True, True, True, False]",15,"[3, 11, 12, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]","['N', 2]",forwards,241003-141926,2,180,180,,240901_latMaz007-mop001half-adjacency.csv,240901_latMaz007-mop001half-state_positions.csv,2,"{'N': 0.125, 'S': 0.1, 'W': 0.11, 'E': 0.115}"
241003-141944,2,"[True, False, True, False]",14,"[3, 11, 12, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]","['W', 11]",right,241003-141944,3,270,90,,240901_latMaz007-mop001half-adjacency.csv,240901_latMaz007-mop001half-state_positions.csv,2,"{'N': 0.125, 'S': 0.1, 'W': 0.11, 'E': 0.115}"
241003-141956,3,"[True, False, True, True]",13,"[3, 11, 12, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]","['E', 14]",forwards,241003-141956,4,270,270,,240901_latMaz007-mop001half-adjacency.csv,240901_latMaz007-mop001half-state_positions.csv,2,"{'N': 0.125, 'S': 0.1, 'W': 0.11, 'E': 0.115}"
241003-142011,4,"[True, False, False, True]",7,"[3, 11, 12, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]","['N', 2]",right,241003-142011,5,0,180,,240901_latMaz007-mop001half-adjacency.csv,240901_latMaz007-mop001half-state_positions.csv,2,"{'N': 0.125, 'S': 0.1, 'W': 0.11, 'E': 0.115}"
241003-142022,5,"[True, True, False, False]",0,"[3, 11, 12, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]","['S', 10]",forwards,241003-142022,6,0,0,,240901_latMaz007-mop001half-adjacency.csv,240901_latMaz007-mop001half-state_positions.csv,2,"{'N': 0.125, 'S': 0.1, 'W': 0.11, 'E': 0.115}"
241003-142040,6,"[False, True, False, True]",1,"[3, 11, 12, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]","['E', 14]",right,241003-142040,7,90,270,,240901_latMaz007-mop001half-adjacency.csv,240901_latMaz007-mop001half-state_positions.csv,2,"{'N': 0.125, 'S': 0.1, 'W': 0.11, 'E': 0.115}"
241003-142051,7,"[False, False, True, True]",2,"[3, 11, 12, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]","['W', 11]",forwards,241003-142051,8,90,90,,240901_latMaz007-mop001half-adjacency.csv,240901_latMaz007-mop001half-state_positions.csv,2,"{'N': 0.125, 'S': 0.1, 'W': 0.11, 'E': 0.115}"
241003-142104,8,"[False, True, True, False]",8,"[3, 11, 12, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]","['S', 10]",right,NA,8,180,0,,240901_latMaz007-mop001half-adjacency.csv,240901_latMaz007-mop001half-state_positions.csv,2,"{'N': 0.125, 'S': 0.1, 'W': 0.11, 'E': 0.115}"
241003-142120,9,"[True, True, True, False]",15,"[3, 11, 12, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]","['N', 2]",forwards,NA,8,180,180,,240901_latMaz007-mop001half-adjacency.csv,240901_latMaz007-mop001half-state_positions.csv,2,"{'N': 0.125, 'S': 0.1, 'W': 0.11, 'E': 0.115}"
