time,action_idx,lights_on,state,rewarded_states,choice,action,reward_time,n_rewards,mouse_rotation,maze_rotation,note,adjacency_file,st_positions_file,start_state
240222_135637,0,"[False, True, False, True]",9,"[0, 2, 3, 8, 12, 15, 16, 30, 34, 37, 41]","['S', 10]",backwards,NA,0,180,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240222_135712,1,"[False, True, True, False]",10,"[0, 2, 3, 8, 12, 15, 16, 30, 34, 37, 41]","['W', 11]",left,NA,0,90,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240222_135743,2,"[True, True, True, False]",1,"[0, 2, 3, 8, 12, 15, 16, 30, 34, 37, 41]","['N', 2]",left,NA,0,0,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240222_135858,3,"[True, False, False, True]",10,"[0, 2, 3, 8, 12, 15, 16, 30, 34, 37, 41]","['N', 2]",backwards,NA,0,180,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240222_135913,4,"[True, True, True, False]",19,"[0, 2, 3, 8, 12, 15, 16, 30, 34, 37, 41]","['S', 10]",forwards,NA,0,180,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240222_135931,5,"[True, True, True, True]",20,"[0, 2, 3, 8, 12, 15, 16, 30, 34, 37, 41]","['W', 11]",left,NA,0,90,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240222_140054,6,"[True, True, True, False]",29,"[0, 2, 3, 8, 12, 15, 16, 30, 34, 37, 41]","['S', 10]",right,NA,0,180,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240222_140116,7,"[True, True, True, False]",30,"[0, 2, 3, 8, 12, 15, 16, 34, 37, 38, 41]","['W', 11]",left,240222_140116,1,90,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240222_140150,8,"[False, True, True, False]",29,"[0, 2, 3, 8, 12, 15, 16, 34, 37, 38, 41]","['W', 11]",backwards,NA,1,270,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240222_140218,9,"[True, True, True, False]",38,"[0, 2, 3, 8, 12, 15, 16, 24, 34, 37, 41]","['N', 2]",left,240222_140218,2,180,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240222_140319,10,"[True, False, True, False]",37,"[0, 2, 3, 8, 12, 15, 16, 24, 33, 34, 41]","['W', 11]",right,240222_140319,3,270,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240222_140331,11,"[False, False, True, True]",38,"[0, 2, 3, 8, 12, 15, 16, 24, 33, 34, 41]","['W', 11]",backwards,NA,3,90,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240222_140350,12,"[True, False, True, False]",29,"[0, 2, 3, 8, 12, 15, 16, 24, 33, 34, 41]","['N', 2]",left,NA,3,0,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240222_140402,13,"[True, True, True, False]",20,"[0, 2, 3, 8, 12, 15, 16, 24, 33, 34, 41]","['S', 10]",forwards,NA,3,0,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240222_140422,14,"[True, True, True, False]",11,"[0, 2, 3, 8, 12, 15, 16, 24, 33, 34, 41]","['N', 2]",forwards,NA,3,0,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240222_140441,15,"[True, True, False, False]",2,"[0, 3, 8, 12, 15, 16, 23, 24, 33, 34, 41]","['S', 10]",forwards,240222_140441,4,0,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240222_140522,16,"[False, True, False, True]",3,"[0, 1, 8, 12, 15, 16, 23, 24, 33, 34, 41]","['E', 14]",right,240222_140522,5,90,270,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
