time,action_idx,lights_on,state,rewarded_states,choice,action,reward_time,n_rewards,mouse_rotation,maze_rotation,note,adjacency_file,st_positions_file,start_state,reward_duration
250228-014715,0,"[False, False, False, True]",21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]","['E', 14]",right,250228-014715,1,90,270,,250228_latMaz007-mp002circleGone-adjacency.csv,240901_latMaz007-mop001half-state_positions.csv,20,"{'N': 0.07955999999999999, 'S': 0.06671999999999999, 'W': 0.06852, 'E': 0.07655999999999999}"
250228-014758,1,"[True, False, True, True]",28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]","['N', 2]",right,250228-014758,2,180,180,,250228_latMaz007-mp002circleGone-adjacency.csv,240901_latMaz007-mop001half-state_positions.csv,20,"{'N': 0.07955999999999999, 'S': 0.06671999999999999, 'W': 0.06852, 'E': 0.07655999999999999}"
250228-014828,2,"[True, True, True, True]",35,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 36, 37, 38, 39, 40]","['S', 10]",forwards,250228-014828,3,180,0,,250228_latMaz007-mp002circleGone-adjacency.csv,240901_latMaz007-mop001half-state_positions.csv,20,"{'N': 0.07955999999999999, 'S': 0.06671999999999999, 'W': 0.06852, 'E': 0.07655999999999999}"
250228-014856,3,"[False, True, True, True]",34,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 36, 37, 38, 39, 40]","['E', 14]",right,250228-014856,4,270,270,,250228_latMaz007-mp002circleGone-adjacency.csv,240901_latMaz007-mop001half-state_positions.csv,20,"{'N': 0.07955999999999999, 'S': 0.06671999999999999, 'W': 0.06852, 'E': 0.07655999999999999}"
250228-014926,4,"[True, False, False, True]",27,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 29, 30, 31, 32, 33, 36, 37, 38, 39, 40]","['N', 2]",right,250228-014926,5,0,180,,250228_latMaz007-mp002circleGone-adjacency.csv,240901_latMaz007-mop001half-state_positions.csv,20,"{'N': 0.07955999999999999, 'S': 0.06671999999999999, 'W': 0.06852, 'E': 0.07655999999999999}"
250228-014959,5,"[True, False, True, False]",28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 29, 30, 31, 32, 33, 36, 37, 38, 39, 40]","['W', 11]",right,NA,5,90,90,,250228_latMaz007-mp002circleGone-adjacency.csv,240901_latMaz007-mop001half-state_positions.csv,20,"{'N': 0.07955999999999999, 'S': 0.06671999999999999, 'W': 0.06852, 'E': 0.07655999999999999}"
250228-015019,6,"[True, True, True, True]",29,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 30, 31, 32, 33, 36, 37, 38, 39, 40]","['E', 14]",forwards,250228-015019,6,90,270,,250228_latMaz007-mp002circleGone-adjacency.csv,240901_latMaz007-mop001half-state_positions.csv,20,"{'N': 0.07955999999999999, 'S': 0.06671999999999999, 'W': 0.06852, 'E': 0.07655999999999999}"
250228-015059,7,"[True, False, True, True]",36,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 30, 31, 32, 33, 37, 38, 39, 40]","['N', 2]",right,250228-015059,7,180,180,,250228_latMaz007-mp002circleGone-adjacency.csv,240901_latMaz007-mop001half-state_positions.csv,20,"{'N': 0.07955999999999999, 'S': 0.06671999999999999, 'W': 0.06852, 'E': 0.07655999999999999}"
250228-015207,8,"[True, False, True, True]",37,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 30, 31, 32, 33, 38, 39, 40]","['E', 14]",left,250228-015207,8,90,270,,250228_latMaz007-mp002circleGone-adjacency.csv,240901_latMaz007-mop001half-state_positions.csv,20,"{'N': 0.07955999999999999, 'S': 0.06671999999999999, 'W': 0.06852, 'E': 0.07655999999999999}"
250228-015241,9,"[False, True, False, True]",30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 31, 32, 33, 38, 39, 40]","['S', 10]",left,250228-015241,9,0,0,,250228_latMaz007-mp002circleGone-adjacency.csv,240901_latMaz007-mop001half-state_positions.csv,20,"{'N': 0.07955999999999999, 'S': 0.06671999999999999, 'W': 0.06852, 'E': 0.07655999999999999}"
