time,action_idx,lights_on,state,rewarded_states,choice,action,reward_time,n_rewards,mouse_rotation,maze_rotation,note,adjacency_file,st_positions_file,start_state,reward_duration
240524_065128,0,"[False, False, False, True]",18,"[67, 71]","['E', 14]",right,NA,0,90,270,,240722_latent_maze_005-mop0full-adjacency.csv,240722_latent_maze_005-mop0full-state_positions.csv,17,0.1
240524_065135,1,"[False, True, True, True]",19,"[67, 71]","['W', 11]",forwards,NA,0,90,90,,240722_latent_maze_005-mop0full-adjacency.csv,240722_latent_maze_005-mop0full-state_positions.csv,17,0.1
240524_065143,2,"[False, True, True, True]",25,"[67, 71]","['S', 10]",right,NA,0,180,0,,240722_latent_maze_005-mop0full-adjacency.csv,240722_latent_maze_005-mop0full-state_positions.csv,17,0.1
240524_065151,3,"[True, True, True, True]",31,"[67, 71]","['N', 2]",forwards,NA,0,180,180,,240722_latent_maze_005-mop0full-adjacency.csv,240722_latent_maze_005-mop0full-state_positions.csv,17,0.1
240524_065158,4,"[True, False, True, True]",30,"[67, 71]","['W', 11]",right,NA,0,270,90,,240722_latent_maze_005-mop0full-adjacency.csv,240722_latent_maze_005-mop0full-state_positions.csv,17,0.1
240524_065202,5,"[False, True, True, True]",29,"[67, 71]","['E', 14]",forwards,240524_065202,1,270,270,,240722_latent_maze_005-mop0full-adjacency.csv,240722_latent_maze_005-mop0full-state_positions.csv,17,0.1
240524_065227,6,"[True, False, False, True]",23,"[67, 71]","['N', 2]",right,NA,1,0,180,,240722_latent_maze_005-mop0full-adjacency.csv,240722_latent_maze_005-mop0full-state_positions.csv,17,0.1
240524_065233,7,"[True, False, True, False]",24,"[67, 71]","['W', 11]",right,NA,1,90,90,,240722_latent_maze_005-mop0full-adjacency.csv,240722_latent_maze_005-mop0full-state_positions.csv,17,0.1
240524_065239,8,"[False, True, True, True]",30,"[67, 71]","['S', 10]",right,NA,1,180,0,,240722_latent_maze_005-mop0full-adjacency.csv,240722_latent_maze_005-mop0full-state_positions.csv,17,0.1
240524_065247,9,"[False, True, True, True]",29,"[67, 71]","['E', 14]",right,NA,1,270,270,,240722_latent_maze_005-mop0full-adjacency.csv,240722_latent_maze_005-mop0full-state_positions.csv,17,0.1
240524_065252,10,"[True, False, False, True]",23,"[67, 71]","['N', 2]",right,NA,1,0,180,,240722_latent_maze_005-mop0full-adjacency.csv,240722_latent_maze_005-mop0full-state_positions.csv,17,0.1
240524_065256,11,"[True, False, True, False]",24,"[67, 71]","['W', 11]",right,NA,1,90,90,,240722_latent_maze_005-mop0full-adjacency.csv,240722_latent_maze_005-mop0full-state_positions.csv,17,0.1
240524_065301,12,"[False, True, True, True]",25,"[67, 71]","['E', 14]",forwards,NA,1,90,270,,240722_latent_maze_005-mop0full-adjacency.csv,240722_latent_maze_005-mop0full-state_positions.csv,17,0.1
240524_065305,13,"[True, True, True, True]",26,"[67, 71]","['W', 11]",forwards,NA,1,90,90,,240722_latent_maze_005-mop0full-adjacency.csv,240722_latent_maze_005-mop0full-state_positions.csv,17,0.1
240524_065310,14,"[False, True, True, True]",27,"[67, 71]","['E', 14]",forwards,NA,1,90,270,,240722_latent_maze_005-mop0full-adjacency.csv,240722_latent_maze_005-mop0full-state_positions.csv,17,0.1
