time,action_idx,lights_on,state,rewarded_states,choice,action,reward_time,n_rewards,mouse_rotation,maze_rotation,note,adjacency_file,st_positions_file,start_state,reward_duration
240829-212600,0,"[False, False, False, True]",18,"[1, 2, 7, 8, 10, 13, 16, 17, 22]","['E', 14]",right,240829-212600,1,90,270,,240824_latent_maze_006-mop0half-adjacency.csv,240824_latent_maze_006-mop0half-state_positions.csv,17,"{'N': 0.1707, 'S': 0.1167, 'W': 0.1342, 'E': 0.1434}"
240829-212628,1,"[False, True, True, True]",19,"[1, 2, 7, 8, 10, 13, 16, 17, 22]","['W', 11]",forwards,240829-212628,2,90,90,,240824_latent_maze_006-mop0half-adjacency.csv,240824_latent_maze_006-mop0half-state_positions.csv,17,"{'N': 0.1707, 'S': 0.1167, 'W': 0.1342, 'E': 0.1434}"
240829-212644,2,"[False, True, True, True]",25,"[1, 2, 7, 8, 10, 13, 16, 17, 22]","['S', 10]",right,240829-212644,3,180,0,,240824_latent_maze_006-mop0half-adjacency.csv,240824_latent_maze_006-mop0half-state_positions.csv,17,"{'N': 0.1707, 'S': 0.1167, 'W': 0.1342, 'E': 0.1434}"
240829-212659,3,"[True, True, True, True]",31,"[1, 2, 7, 8, 10, 13, 16, 17, 22]","['N', 2]",forwards,240829-212659,4,180,180,,240824_latent_maze_006-mop0half-adjacency.csv,240824_latent_maze_006-mop0half-state_positions.csv,17,"{'N': 0.1707, 'S': 0.1167, 'W': 0.1342, 'E': 0.1434}"
240829-212718,4,"[True, False, True, True]",30,"[1, 2, 7, 8, 10, 13, 16, 17, 22]","['W', 11]",right,240829-212718,5,270,90,,240824_latent_maze_006-mop0half-adjacency.csv,240824_latent_maze_006-mop0half-state_positions.csv,17,"{'N': 0.1707, 'S': 0.1167, 'W': 0.1342, 'E': 0.1434}"
240829-212731,5,"[False, True, True, True]",29,"[1, 2, 7, 8, 10, 13, 16, 17, 22]","['E', 14]",forwards,240829-212731,6,270,270,,240824_latent_maze_006-mop0half-adjacency.csv,240824_latent_maze_006-mop0half-state_positions.csv,17,"{'N': 0.1707, 'S': 0.1167, 'W': 0.1342, 'E': 0.1434}"
240829-212749,6,"[True, False, False, True]",23,"[1, 2, 7, 8, 10, 13, 16, 17, 22]","['N', 2]",right,240829-212749,7,0,180,,240824_latent_maze_006-mop0half-adjacency.csv,240824_latent_maze_006-mop0half-state_positions.csv,17,"{'N': 0.1707, 'S': 0.1167, 'W': 0.1342, 'E': 0.1434}"
240829-212804,7,"[True, False, True, False]",24,"[1, 2, 7, 8, 10, 13, 16, 17, 22]","['W', 11]",right,240829-212804,8,90,90,,240824_latent_maze_006-mop0half-adjacency.csv,240824_latent_maze_006-mop0half-state_positions.csv,17,"{'N': 0.1707, 'S': 0.1167, 'W': 0.1342, 'E': 0.1434}"
240829-212814,8,"[False, True, True, True]",30,"[1, 2, 7, 8, 10, 13, 16, 17, 22]","['S', 10]",right,NA,8,180,0,,240824_latent_maze_006-mop0half-adjacency.csv,240824_latent_maze_006-mop0half-state_positions.csv,17,"{'N': 0.1707, 'S': 0.1167, 'W': 0.1342, 'E': 0.1434}"
240829-212820,9,"[False, True, True, True]",29,"[1, 2, 7, 8, 10, 13, 16, 17, 22]","['E', 14]",right,NA,8,270,270,,240824_latent_maze_006-mop0half-adjacency.csv,240824_latent_maze_006-mop0half-state_positions.csv,17,"{'N': 0.1707, 'S': 0.1167, 'W': 0.1342, 'E': 0.1434}"
