time,action_idx,lights_on,state,rewarded_states,choice,action,reward_time,n_rewards,mouse_rotation,maze_rotation,note,adjacency_file,st_positions_file,start_state
240307_142751,0,"[False, True, False, True]",9,[44],"['S', 10]",backwards,NA,0,180,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240307_142801,1,"[False, True, True, False]",10,[44],"['W', 11]",left,240307_142801,1,90,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240307_142808,2,"[True, True, True, False]",1,[44],"['N', 2]",left,NA,1,0,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240307_142817,3,"[True, False, False, True]",0,[44],"['E', 14]",left,NA,1,270,270,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240307_142821,4,"[False, True, False, True]",9,[44],"['S', 10]",left,NA,1,180,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240307_142826,5,"[False, True, True, False]",10,[44],"['W', 11]",left,NA,1,90,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240307_142829,6,"[True, True, True, False]",1,[44],"['N', 2]",left,NA,1,0,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240307_142834,7,"[True, False, False, True]",0,[44],"['E', 14]",left,NA,1,270,270,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240307_142837,8,"[False, True, False, True]",9,[44],"['S', 10]",left,NA,1,180,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240307_142856,9,"[False, True, True, False]",10,[44],"['W', 11]",left,NA,1,90,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240307_142906,10,"[True, True, True, False]",19,[44],"['S', 10]",right,240307_142906,2,180,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240307_142916,11,"[True, True, True, True]",18,[44],"['E', 14]",right,NA,2,270,270,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240307_142924,12,"[False, True, False, True]",27,[44],"['S', 10]",left,NA,2,180,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240307_142929,13,"[True, True, True, False]",36,[44],"['N', 2]",forwards,NA,2,180,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240307_142934,14,"[True, False, False, True]",37,[44],"['E', 14]",left,NA,2,90,270,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240307_142939,15,"[False, False, True, True]",38,[44],"['W', 11]",forwards,NA,2,90,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240307_142945,16,"[True, False, True, False]",29,[44],"['N', 2]",left,240307_142945,3,0,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240307_142957,17,"[True, True, True, False]",30,[44],"['W', 11]",right,240307_142957,4,90,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
