time,action_idx,lights_on,state,rewarded_states,choice,action,reward_time,n_rewards,mouse_rotation,maze_rotation,note,adjacency_file,st_positions_file,start_state,reward_duration
251223-182750,0,"[False, True, False, True]",1,"[0, 5, 6, 7, 11, 12, 13, 15, 16, 17, 18, 20, 21, 22, 23]","['E', 14]",right,251223-182750,1,90,270,,250311_latMaz103-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,0,"{'N': 0.0592, 'S': 0.044800000000000006, 'W': 0.05280000000000001, 'E': 0.05280000000000001}"
251223-182808,1,"[True, False, False, True]",6,"[0, 5, 7, 11, 12, 13, 15, 16, 17, 18, 20, 21, 22, 23]","['N', 2]",right,251223-182808,2,180,180,,250311_latMaz103-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,0,"{'N': 0.0592, 'S': 0.044800000000000006, 'W': 0.05280000000000001, 'E': 0.05280000000000001}"
251223-182834,2,"[True, True, True, True]",11,"[0, 5, 7, 12, 13, 15, 16, 17, 18, 20, 21, 22, 23]","['S', 10]",forwards,251223-182834,3,180,0,,250311_latMaz103-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,0,"{'N': 0.0592, 'S': 0.044800000000000006, 'W': 0.05280000000000001, 'E': 0.05280000000000001}"
251223-182844,3,"[False, True, True, False]",12,"[0, 5, 7, 13, 15, 16, 17, 18, 20, 21, 22, 23]","['W', 11]",left,251223-182844,4,90,90,,250311_latMaz103-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,0,"{'N': 0.0592, 'S': 0.044800000000000006, 'W': 0.05280000000000001, 'E': 0.05280000000000001}"
251223-182917,4,"[True, False, True, True]",7,"[0, 5, 13, 15, 16, 17, 18, 20, 21, 22, 23]","['N', 2]",left,251223-182917,5,0,180,,250311_latMaz103-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,0,"{'N': 0.0592, 'S': 0.044800000000000006, 'W': 0.05280000000000001, 'E': 0.05280000000000001}"
251223-184132,5,"[True, False, False, True]",6,"[0, 5, 13, 15, 16, 17, 18, 20, 21, 22, 23]","['E', 14]",left,NA,5,270,270,,250311_latMaz103-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,0,"{'N': 0.0592, 'S': 0.044800000000000006, 'W': 0.05280000000000001, 'E': 0.05280000000000001}"
251223-184141,6,"[True, True, True, True]",5,"[0, 13, 15, 16, 17, 18, 20, 21, 22, 23]","['W', 11]",forwards,251223-184141,6,270,90,,250311_latMaz103-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,0,"{'N': 0.0592, 'S': 0.044800000000000006, 'W': 0.05280000000000001, 'E': 0.05280000000000001}"
251223-184157,7,"[False, True, True, False]",0,"[13, 15, 16, 17, 18, 20, 21, 22, 23]","['S', 10]",right,251223-184157,7,0,0,,250311_latMaz103-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,0,"{'N': 0.0592, 'S': 0.044800000000000006, 'W': 0.05280000000000001, 'E': 0.05280000000000001}"
251223-184443,8,"[False, True, False, True]",1,"[13, 15, 16, 17, 18, 20, 21, 22, 23]","['E', 14]",right,NA,7,90,270,,250311_latMaz103-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,0,"{'N': 0.0592, 'S': 0.044800000000000006, 'W': 0.05280000000000001, 'E': 0.05280000000000001}"
251223-184450,9,"[True, False, False, True]",6,"[13, 15, 16, 17, 18, 20, 21, 22, 23]","['N', 2]",right,NA,7,180,180,,250311_latMaz103-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,0,"{'N': 0.0592, 'S': 0.044800000000000006, 'W': 0.05280000000000001, 'E': 0.05280000000000001}"
251223-184459,10,"[True, True, True, True]",5,"[13, 15, 16, 17, 18, 20, 21, 22, 23]","['W', 11]",right,NA,7,270,90,,250311_latMaz103-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,0,"{'N': 0.0592, 'S': 0.044800000000000006, 'W': 0.05280000000000001, 'E': 0.05280000000000001}"
