time,action_idx,lights_on,state,rewarded_states,choice,action,reward_time,n_rewards,mouse_rotation,maze_rotation,note,adjacency_file,st_positions_file,start_state
240504_233439,0,"[False, True, False, True]",1,"[34, 35, 43, 44]","['E', 14]",right,NA,0,90,270,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240504_233445,1,"[True, False, False, True]",10,"[34, 35, 43, 44]","['N', 2]",right,240504_233445,1,180,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240504_233501,2,"[True, True, True, False]",9,"[34, 35, 43, 44]","['W', 11]",right,NA,1,270,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240504_233508,3,"[False, True, True, False]",0,"[34, 35, 43, 44]","['S', 10]",right,NA,1,0,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240504_233518,4,"[False, True, False, True]",1,"[34, 35, 43, 44]","['E', 14]",right,NA,1,90,270,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240504_233524,5,"[True, False, False, True]",10,"[34, 35, 43, 44]","['N', 2]",right,NA,1,180,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240504_233529,6,"[True, True, True, False]",9,"[34, 35, 43, 44]","['W', 11]",right,NA,1,270,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240504_233536,7,"[False, True, True, False]",0,"[34, 35, 43, 44]","['S', 10]",right,NA,1,0,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240504_233543,8,"[False, True, False, True]",1,"[34, 35, 43, 44]","['E', 14]",right,NA,1,90,270,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240504_233923,9,"[True, False, False, True]",0,"[34, 35, 43, 44]","['E', 14]",backwards,NA,1,270,270,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240504_233927,10,"[False, True, False, True]",9,"[34, 35, 43, 44]","['S', 10]",left,NA,1,180,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240504_233933,11,"[False, True, True, False]",10,"[34, 35, 43, 44]","['W', 11]",left,NA,1,90,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240504_233939,12,"[True, True, True, False]",1,"[34, 35, 43, 44]","['N', 2]",left,NA,1,0,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240504_233945,13,"[True, False, False, True]",0,"[34, 35, 43, 44]","['E', 14]",left,NA,1,270,270,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240504_233949,14,"[False, True, False, True]",9,"[34, 35, 43, 44]","['S', 10]",left,NA,1,180,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240504_233954,15,"[False, True, True, False]",10,"[34, 35, 43, 44]","['W', 11]",left,NA,1,90,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240504_234001,16,"[True, True, True, False]",1,"[34, 35, 43, 44]","['N', 2]",left,NA,1,0,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240504_234005,17,"[True, False, False, True]",0,"[34, 35, 43, 44]","['E', 14]",left,NA,1,270,270,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240504_234009,18,"[False, True, False, True]",9,"[34, 35, 43, 44]","['S', 10]",left,NA,1,180,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240504_234013,19,"[False, True, True, False]",10,"[34, 35, 43, 44]","['W', 11]",left,NA,1,90,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240504_234339,20,"[True, True, True, False]",9,"[34, 35, 43, 44]","['W', 11]",backwards,NA,1,270,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240504_234344,21,"[False, True, True, False]",0,"[34, 35, 43, 44]","['S', 10]",right,NA,1,0,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240504_234349,22,"[False, True, False, True]",1,"[34, 35, 43, 44]","['E', 14]",right,NA,1,90,270,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240504_234353,23,"[True, False, False, True]",10,"[34, 35, 43, 44]","['N', 2]",right,NA,1,180,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240504_234358,24,"[True, True, True, False]",9,"[34, 35, 43, 44]","['W', 11]",right,NA,1,270,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240504_234403,25,"[False, True, True, False]",0,"[34, 35, 43, 44]","['S', 10]",right,NA,1,0,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
