time,action_idx,lights_on,state,rewarded_states,choice,action,reward_time,n_rewards,mouse_rotation,maze_rotation,note,adjacency_file,st_positions_file,start_state
240227_111018,0,"[False, True, False, True]",9,"[15, 21, 22, 23, 24, 35, 44]","['S', 10]",backwards,240227_111018,1,180,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_111025,1,"[False, True, True, False]",10,"[15, 21, 22, 23, 24, 35, 44]","['W', 11]",left,240227_111025,2,90,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_111047,2,"[True, True, True, False]",1,"[15, 21, 22, 23, 24, 35, 44]","['N', 2]",left,240227_111047,3,0,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_111057,3,"[True, False, False, True]",0,"[15, 21, 22, 23, 24, 35, 44]","['E', 14]",left,240227_111057,4,270,270,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_111103,4,"[False, True, False, True]",9,"[15, 21, 22, 23, 24, 35, 44]","['S', 10]",left,NA,4,180,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_111109,5,"[False, True, True, False]",10,"[15, 21, 22, 23, 24, 35, 44]","['W', 11]",left,NA,4,90,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_111127,6,"[True, True, True, False]",1,"[15, 21, 22, 23, 24, 35, 44]","['N', 2]",left,NA,4,0,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_111143,7,"[True, False, False, True]",0,"[15, 21, 22, 23, 24, 35, 44]","['E', 14]",left,NA,4,270,270,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_111218,8,"[False, True, False, True]",9,"[15, 21, 22, 23, 24, 35, 44]","['S', 10]",left,NA,4,180,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_111250,9,"[False, True, True, False]",10,"[15, 21, 22, 23, 24, 35, 44]","['W', 11]",left,NA,4,90,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_111305,10,"[True, True, True, False]",1,"[15, 21, 22, 23, 24, 35, 44]","['N', 2]",left,NA,4,0,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_111323,11,"[True, False, False, True]",0,"[15, 21, 22, 23, 24, 35, 44]","['E', 14]",left,NA,4,270,270,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_111350,12,"[False, True, False, True]",9,"[15, 21, 22, 23, 24, 35, 44]","['S', 10]",left,NA,4,180,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_111402,13,"[False, True, True, False]",10,"[15, 21, 22, 23, 24, 35, 44]","['W', 11]",left,NA,4,90,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_111424,14,"[True, True, True, False]",1,"[15, 21, 22, 23, 24, 35, 44]","['N', 2]",left,NA,4,0,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_111438,15,"[True, False, False, True]",0,"[15, 21, 22, 23, 24, 35, 44]","['E', 14]",left,NA,4,270,270,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_111511,16,"[False, True, False, True]",9,"[15, 21, 22, 23, 24, 35, 44]","['S', 10]",left,NA,4,180,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_111539,17,"[False, True, True, False]",10,"[15, 21, 22, 23, 24, 35, 44]","['W', 11]",left,NA,4,90,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_111633,18,"[True, True, True, False]",19,"[15, 21, 22, 23, 24, 35, 44]","['S', 10]",right,240227_111633,5,180,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_111645,19,"[True, True, True, True]",28,"[15, 21, 22, 23, 24, 35, 44]","['N', 2]",forwards,240227_111645,6,180,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_111659,20,"[True, False, True, False]",27,"[15, 21, 22, 23, 24, 35, 44]","['W', 11]",right,240227_111659,7,270,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_111711,21,"[True, True, True, False]",18,"[15, 21, 22, 23, 24, 35, 44]","['S', 10]",right,240227_111711,8,0,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_111718,22,"[False, True, False, True]",19,"[15, 21, 22, 23, 24, 35, 44]","['E', 14]",right,NA,8,90,270,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_111723,23,"[True, True, True, True]",20,"[15, 21, 22, 23, 24, 35, 44]","['W', 11]",forwards,240227_111723,9,90,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_111734,24,"[True, True, True, False]",29,"[15, 21, 22, 23, 24, 35, 44]","['S', 10]",right,240227_111734,10,180,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_111740,25,"[True, True, True, False]",38,"[15, 21, 22, 23, 24, 35, 44]","['N', 2]",forwards,240227_111740,11,180,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_111749,26,"[True, False, True, False]",37,"[15, 21, 22, 23, 24, 35, 44]","['W', 11]",right,240227_111749,12,270,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_111756,27,"[False, False, True, True]",36,"[15, 21, 22, 23, 24, 35, 44]","['E', 14]",forwards,240227_111756,13,270,270,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_111804,28,"[True, False, False, True]",27,"[15, 21, 22, 23, 24, 35, 44]","['N', 2]",right,NA,13,0,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_111811,29,"[True, True, True, False]",28,"[15, 21, 22, 23, 24, 35, 44]","['W', 11]",right,NA,13,90,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_111931,30,"[True, False, True, False]",27,"[15, 21, 22, 23, 24, 35, 44]","['W', 11]",backwards,NA,13,270,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_111947,31,"[True, True, True, False]",18,"[15, 21, 22, 23, 24, 35, 44]","['S', 10]",right,NA,13,0,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_111957,32,"[False, True, False, True]",19,"[15, 21, 22, 23, 24, 35, 44]","['E', 14]",right,NA,13,90,270,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_112026,33,"[True, True, True, True]",28,"[15, 21, 22, 23, 24, 35, 44]","['N', 2]",right,NA,13,180,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_112037,34,"[True, False, True, False]",27,"[15, 21, 22, 23, 24, 35, 44]","['W', 11]",right,NA,13,270,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_112456,35,"[True, True, True, False]",18,"[15, 21, 22, 23, 24, 35, 44]","['S', 10]",right,NA,13,0,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_112506,36,"[False, True, False, True]",19,"[15, 21, 22, 23, 24, 35, 44]","['E', 14]",right,NA,13,90,270,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_112513,37,"[True, True, True, True]",20,"[15, 21, 22, 23, 24, 35, 44]","['W', 11]",forwards,NA,13,90,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_112610,38,"[True, True, True, False]",29,"[15, 21, 22, 23, 24, 35, 44]","['S', 10]",right,NA,13,180,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_112626,39,"[True, True, True, False]",38,"[15, 21, 22, 23, 24, 35, 44]","['N', 2]",forwards,NA,13,180,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_112642,40,"[True, False, True, False]",37,"[15, 21, 22, 23, 24, 35, 44]","['W', 11]",right,NA,13,270,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_112653,41,"[False, False, True, True]",36,"[15, 21, 22, 23, 24, 35, 44]","['E', 14]",forwards,NA,13,270,270,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_113113,42,"[True, False, False, True]",37,"[15, 21, 22, 23, 24, 35, 44]","['E', 14]",backwards,NA,13,90,270,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_113202,43,"[False, False, True, True]",38,"[15, 21, 22, 23, 24, 35, 44]","['W', 11]",forwards,NA,13,90,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_113540,44,"[True, False, True, False]",29,"[15, 21, 22, 23, 24, 35, 44]","['N', 2]",left,NA,13,0,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_113549,45,"[True, True, True, False]",20,"[15, 21, 22, 23, 24, 35, 44]","['S', 10]",forwards,NA,13,0,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_113616,46,"[True, True, True, False]",19,"[15, 21, 22, 23, 24, 35, 44]","['W', 11]",left,NA,13,270,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_113625,47,"[True, True, True, True]",18,"[15, 21, 22, 23, 24, 35, 44]","['E', 14]",forwards,NA,13,270,270,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_113701,48,"[False, True, False, True]",27,"[15, 21, 22, 23, 24, 35, 44]","['S', 10]",left,NA,13,180,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_113724,49,"[True, True, True, False]",36,"[15, 21, 22, 23, 24, 35, 44]","['N', 2]",forwards,NA,13,180,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_113733,50,"[True, False, False, True]",37,"[15, 21, 22, 23, 24, 35, 44]","['E', 14]",left,NA,13,90,270,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_113750,51,"[False, False, True, True]",38,"[15, 21, 22, 23, 24, 35, 44]","['W', 11]",forwards,NA,13,90,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_114250,52,"[True, False, True, False]",29,"[15, 21, 22, 23, 24, 35, 44]","['N', 2]",left,NA,13,0,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_114258,53,"[True, True, True, False]",20,"[15, 21, 22, 23, 24, 35, 44]","['S', 10]",forwards,NA,13,0,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_114307,54,"[True, True, True, False]",19,"[15, 21, 22, 23, 24, 35, 44]","['W', 11]",left,NA,13,270,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_114315,55,"[True, True, True, True]",18,"[15, 21, 22, 23, 24, 35, 44]","['E', 14]",forwards,NA,13,270,270,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_114407,56,"[False, True, False, True]",27,"[15, 21, 22, 23, 24, 35, 44]","['S', 10]",left,NA,13,180,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_114440,57,"[True, True, True, False]",36,"[15, 21, 22, 23, 24, 35, 44]","['N', 2]",forwards,NA,13,180,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_114448,58,"[True, False, False, True]",37,"[15, 21, 22, 23, 24, 35, 44]","['E', 14]",left,NA,13,90,270,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_114500,59,"[False, False, True, True]",38,"[15, 21, 22, 23, 24, 35, 44]","['W', 11]",forwards,NA,13,90,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_114609,60,"[True, False, True, False]",37,"[15, 21, 22, 23, 24, 35, 44]","['W', 11]",backwards,NA,13,270,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_114615,61,"[False, False, True, True]",36,"[15, 21, 22, 23, 24, 35, 44]","['E', 14]",forwards,NA,13,270,270,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_114717,62,"[True, False, False, True]",27,"[15, 21, 22, 23, 24, 35, 44]","['N', 2]",right,NA,13,0,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_114727,63,"[True, True, True, False]",18,"[15, 21, 22, 23, 24, 35, 44]","['S', 10]",forwards,NA,13,0,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240227_114746,64,"[False, True, False, True]",19,"[15, 21, 22, 23, 24, 35, 44]","['E', 14]",right,NA,13,90,270,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
