time,action_idx,lights_on,state,rewarded_states,choice,action,reward_time,n_rewards,mouse_rotation,maze_rotation,note,adjacency_file,st_positions_file,start_state,reward_duration
241116-165143,0,"[True, False, False, True]",5,"[0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]","['N', 2]",forwards,241116-165143,1,0,180,,240901_latMaz007-mop001half-adjacency.csv,240901_latMaz007-mop001half-state_positions.csv,11,"{'N': 0.0646, 'S': 0.0476, 'W': 0.0532, 'E': 0.0523}"
241116-165155,1,"[True, False, True, True]",6,"[0, 1, 2, 3, 4, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]","['W', 11]",right,241116-165155,2,90,90,,240901_latMaz007-mop001half-adjacency.csv,240901_latMaz007-mop001half-state_positions.csv,11,"{'N': 0.0646, 'S': 0.0476, 'W': 0.0532, 'E': 0.0523}"
241116-165729,2,"[False, False, True, False]",5,"[0, 1, 2, 3, 4, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]","['W', 11]",backwards,NA,2,270,90,,240901_latMaz007-mop001half-adjacency.csv,240901_latMaz007-mop001half-state_positions.csv,11,"{'N': 0.0646, 'S': 0.0476, 'W': 0.0532, 'E': 0.0523}"
241116-165744,3,"[True, False, True, True]",4,"[0, 1, 2, 3, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]","['E', 14]",forwards,241116-165744,3,270,270,,240901_latMaz007-mop001half-adjacency.csv,240901_latMaz007-mop001half-state_positions.csv,11,"{'N': 0.0646, 'S': 0.0476, 'W': 0.0532, 'E': 0.0523}"
241116-165758,4,"[False, True, True, True]",10,"[0, 1, 2, 3, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]","['S', 10]",left,241116-165758,4,180,0,,240901_latMaz007-mop001half-adjacency.csv,240901_latMaz007-mop001half-state_positions.csv,11,"{'N': 0.0646, 'S': 0.0476, 'W': 0.0532, 'E': 0.0523}"
241116-170237,5,"[False, True, False, True]",9,"[0, 1, 2, 3, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]","['E', 14]",right,241116-170237,5,270,270,,240901_latMaz007-mop001half-adjacency.csv,240901_latMaz007-mop001half-state_positions.csv,11,"{'N': 0.0646, 'S': 0.0476, 'W': 0.0532, 'E': 0.0523}"
241116-170246,6,"[False, True, True, True]",8,"[0, 1, 2, 3, 7, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]","['W', 11]",forwards,241116-170246,6,270,90,,240901_latMaz007-mop001half-adjacency.csv,240901_latMaz007-mop001half-state_positions.csv,11,"{'N': 0.0646, 'S': 0.0476, 'W': 0.0532, 'E': 0.0523}"
241116-170254,7,"[True, True, True, False]",2,"[0, 1, 3, 7, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]","['S', 10]",right,241116-170254,7,0,0,,240901_latMaz007-mop001half-adjacency.csv,240901_latMaz007-mop001half-state_positions.csv,11,"{'N': 0.0646, 'S': 0.0476, 'W': 0.0532, 'E': 0.0523}"
241116-170305,8,"[False, True, True, False]",1,"[0, 3, 7, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]","['W', 11]",left,241116-170305,8,270,90,,240901_latMaz007-mop001half-adjacency.csv,240901_latMaz007-mop001half-state_positions.csv,11,"{'N': 0.0646, 'S': 0.0476, 'W': 0.0532, 'E': 0.0523}"
241116-170314,9,"[False, False, True, True]",0,"[3, 7, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]","['E', 14]",forwards,241116-170314,9,270,270,,240901_latMaz007-mop001half-adjacency.csv,240901_latMaz007-mop001half-state_positions.csv,11,"{'N': 0.0646, 'S': 0.0476, 'W': 0.0532, 'E': 0.0523}"
