time,action_idx,lights_on,state,rewarded_states,choice,action,reward_time,n_rewards,mouse_rotation,maze_rotation,note,adjacency_file,st_positions_file,start_state,reward_duration
260428-171430,0,"[True, True, True, True]",12,"[6, 7, 11, 13, 15, 16, 17, 18, 20, 21, 22]","['N', 2]",forwards,260428-171430,1,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.08710000000000001, 'S': 0.078, 'W': 0.0806, 'E': 0.0858}"
260428-171435,1,"[True, True, True, True]",7,"[6, 11, 13, 15, 16, 17, 18, 20, 21, 22]","['N', 2]",forwards,260428-171435,2,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.08710000000000001, 'S': 0.078, 'W': 0.0806, 'E': 0.0858}"
260428-171452,2,"[False, True, True, False]",12,"[6, 11, 13, 15, 16, 17, 18, 20, 21, 22]","['S', 10]",backwards,NA,2,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.08710000000000001, 'S': 0.078, 'W': 0.0806, 'E': 0.0858}"
260428-171457,3,"[True, True, True, True]",17,"[6, 11, 13, 15, 16, 18, 20, 21, 22]","['S', 10]",backwards,260428-171457,3,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.08710000000000001, 'S': 0.078, 'W': 0.0806, 'E': 0.0858}"
260428-171502,4,"[True, True, True, True]",22,"[6, 11, 13, 15, 16, 18, 20, 21]","['S', 10]",backwards,260428-171502,4,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.08710000000000001, 'S': 0.078, 'W': 0.0806, 'E': 0.0858}"
260428-171522,5,"[True, False, True, False]",21,"[6, 11, 13, 15, 16, 18, 20]","['W', 11]",left,260428-171522,5,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.08710000000000001, 'S': 0.078, 'W': 0.0806, 'E': 0.0858}"
260428-171526,6,"[True, False, True, True]",20,"[6, 11, 13, 15, 16, 18]","['W', 11]",left,260428-171526,6,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.08710000000000001, 'S': 0.078, 'W': 0.0806, 'E': 0.0858}"
260428-171544,7,"[True, False, False, True]",21,"[6, 11, 13, 15, 16, 18]","['E', 14]",right,NA,6,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.08710000000000001, 'S': 0.078, 'W': 0.0806, 'E': 0.0858}"
260428-171549,8,"[True, False, True, True]",22,"[6, 11, 13, 15, 16, 18]","['E', 14]",right,NA,6,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.08710000000000001, 'S': 0.078, 'W': 0.0806, 'E': 0.0858}"
260428-171709,9,"[True, False, True, False]",17,"[6, 11, 13, 15, 16, 18]","['N', 2]",forwards,NA,6,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.08710000000000001, 'S': 0.078, 'W': 0.0806, 'E': 0.0858}"
260428-171714,10,"[True, True, True, True]",12,"[6, 11, 13, 15, 16, 18]","['N', 2]",forwards,NA,6,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.08710000000000001, 'S': 0.078, 'W': 0.0806, 'E': 0.0858}"
260428-171732,11,"[True, True, True, True]",11,"[6, 13, 15, 16, 18]","['W', 11]",left,260428-171732,7,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.08710000000000001, 'S': 0.078, 'W': 0.0806, 'E': 0.0858}"
260428-171757,12,"[True, False, False, True]",12,"[6, 13, 15, 16, 18]","['E', 14]",right,NA,7,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.08710000000000001, 'S': 0.078, 'W': 0.0806, 'E': 0.0858}"
260428-182000,13,"[True, True, True, True]",7,"[6, 13, 15, 16, 18]","['N', 2]",forwards,NA,7,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.08710000000000001, 'S': 0.078, 'W': 0.0806, 'E': 0.0858}"
260428-182016,14,"[False, True, True, False]",12,"[6, 13, 15, 16, 18]","['S', 10]",backwards,NA,7,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.08710000000000001, 'S': 0.078, 'W': 0.0806, 'E': 0.0858}"
260428-182020,15,"[True, True, True, True]",17,"[6, 13, 15, 16, 18]","['S', 10]",backwards,NA,7,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.08710000000000001, 'S': 0.078, 'W': 0.0806, 'E': 0.0858}"
260428-182056,16,"[True, True, True, True]",18,"[6, 13, 15, 16]","['E', 14]",right,260428-182056,8,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.08710000000000001, 'S': 0.078, 'W': 0.0806, 'E': 0.0858}"
260428-182119,17,"[True, False, True, False]",17,"[6, 13, 15, 16]","['W', 11]",left,NA,8,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.08710000000000001, 'S': 0.078, 'W': 0.0806, 'E': 0.0858}"
260428-184035,18,"[True, True, True, True]",12,"[6, 13, 15, 16]","['N', 2]",forwards,NA,8,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.08710000000000001, 'S': 0.078, 'W': 0.0806, 'E': 0.0858}"
260428-184040,19,"[True, True, True, True]",7,"[6, 13, 15, 16]","['N', 2]",forwards,NA,8,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.08710000000000001, 'S': 0.078, 'W': 0.0806, 'E': 0.0858}"
260428-184101,20,"[False, True, True, False]",6,"[13, 15, 16]","['W', 11]",left,260428-184101,9,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.08710000000000001, 'S': 0.078, 'W': 0.0806, 'E': 0.0858}"
260428-184158,21,"[False, True, False, True]",7,"[13, 15, 16]","['E', 14]",right,NA,9,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.08710000000000001, 'S': 0.078, 'W': 0.0806, 'E': 0.0858}"
260428-184211,22,"[False, True, True, False]",12,"[13, 15, 16]","['S', 10]",backwards,NA,9,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.08710000000000001, 'S': 0.078, 'W': 0.0806, 'E': 0.0858}"
260428-184215,23,"[True, True, True, True]",17,"[13, 15, 16]","['S', 10]",backwards,NA,9,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.08710000000000001, 'S': 0.078, 'W': 0.0806, 'E': 0.0858}"
260428-184232,24,"[True, True, True, True]",16,"[6, 7, 11, 12, 13, 15, 17, 18, 20, 21, 22]","['W', 11]",left,260428-184232,10,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.08710000000000001, 'S': 0.078, 'W': 0.0806, 'E': 0.0858}"
260428-184237,25,"[False, True, True, True]",15,"[6, 7, 11, 12, 13, 17, 18, 20, 21, 22]","['W', 11]",left,260428-184237,11,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.08710000000000001, 'S': 0.078, 'W': 0.0806, 'E': 0.0858}"
260428-184305,26,"[False, True, False, True]",16,"[6, 7, 11, 12, 13, 17, 18, 20, 21, 22]","['E', 14]",right,NA,11,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.08710000000000001, 'S': 0.078, 'W': 0.0806, 'E': 0.0858}"
260428-203813,27,"[False, True, True, True]",21,"[6, 7, 11, 12, 13, 17, 18, 20, 22]","['S', 10]",backwards,260428-203813,12,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.08710000000000001, 'S': 0.078, 'W': 0.0806, 'E': 0.0858}"
260428-203843,28,"[True, False, True, True]",16,"[6, 7, 11, 12, 13, 17, 18, 20, 22]","['N', 2]",forwards,NA,12,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.08710000000000001, 'S': 0.078, 'W': 0.0806, 'E': 0.0858}"
260428-203859,29,"[False, True, True, True]",15,"[6, 7, 11, 12, 13, 17, 18, 20, 22]","['W', 11]",left,NA,12,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.08710000000000001, 'S': 0.078, 'W': 0.0806, 'E': 0.0858}"
260428-205133,30,"[False, True, False, True]",16,"[6, 7, 11, 12, 13, 17, 18, 20, 22]","['E', 14]",right,NA,12,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.08710000000000001, 'S': 0.078, 'W': 0.0806, 'E': 0.0858}"
260428-205155,31,"[False, True, True, True]",21,"[6, 7, 11, 12, 13, 17, 18, 20, 22]","['S', 10]",backwards,NA,12,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.08710000000000001, 'S': 0.078, 'W': 0.0806, 'E': 0.0858}"
260428-205243,32,"[True, False, True, True]",20,"[6, 7, 11, 12, 13, 17, 18, 22]","['W', 11]",left,260428-205243,13,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.08710000000000001, 'S': 0.078, 'W': 0.0806, 'E': 0.0858}"
260428-205310,33,"[True, False, False, True]",15,"[6, 7, 11, 12, 13, 17, 18, 22]","['N', 2]",forwards,NA,13,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.08710000000000001, 'S': 0.078, 'W': 0.0806, 'E': 0.0858}"
260428-210121,34,"[False, True, False, True]",20,"[6, 7, 11, 12, 13, 17, 18, 22]","['S', 10]",backwards,NA,13,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.08710000000000001, 'S': 0.078, 'W': 0.0806, 'E': 0.0858}"
260428-210142,35,"[True, False, False, True]",15,"[6, 7, 11, 12, 13, 17, 18, 22]","['N', 2]",forwards,NA,13,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.08710000000000001, 'S': 0.078, 'W': 0.0806, 'E': 0.0858}"
260428-210205,36,"[False, True, False, True]",16,"[6, 7, 11, 12, 13, 17, 18, 22]","['E', 14]",right,NA,13,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.08710000000000001, 'S': 0.078, 'W': 0.0806, 'E': 0.0858}"
260428-210211,37,"[False, True, True, True]",17,"[6, 7, 11, 12, 13, 18, 22]","['E', 14]",right,260428-210211,14,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.08710000000000001, 'S': 0.078, 'W': 0.0806, 'E': 0.0858}"
260428-210216,38,"[True, True, True, True]",18,"[6, 7, 11, 12, 13, 22]","['E', 14]",right,260428-210216,15,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.08710000000000001, 'S': 0.078, 'W': 0.0806, 'E': 0.0858}"
260428-210243,39,"[True, False, True, False]",17,"[6, 7, 11, 12, 13, 22]","['W', 11]",left,NA,15,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.08710000000000001, 'S': 0.078, 'W': 0.0806, 'E': 0.0858}"
260428-211349,40,"[True, True, True, True]",12,"[6, 7, 11, 13, 22]","['N', 2]",forwards,260428-211349,16,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.08710000000000001, 'S': 0.078, 'W': 0.0806, 'E': 0.0858}"
