time,action_idx,lights_on,state,rewarded_states,choice,action,reward_time,n_rewards,mouse_rotation,maze_rotation,note,adjacency_file,st_positions_file,start_state
240223_193333,0,"[False, True, False, True]",9,"[8, 14, 15, 17, 23, 24, 26, 35, 41, 44]","['S', 10]",backwards,240223_193333,1,180,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240223_193548,1,"[False, True, True, False]",10,"[8, 14, 15, 17, 23, 24, 26, 35, 41, 44]","['W', 11]",left,240223_193548,2,90,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240223_193615,2,"[True, True, True, False]",1,"[8, 14, 15, 17, 23, 24, 26, 35, 41, 44]","['N', 2]",left,240223_193615,3,0,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240223_193643,3,"[True, False, False, True]",10,"[8, 14, 15, 17, 23, 24, 26, 35, 41, 44]","['N', 2]",backwards,NA,3,180,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240223_193650,4,"[True, True, True, False]",19,"[8, 14, 15, 17, 23, 24, 26, 35, 41, 44]","['S', 10]",forwards,240223_193650,4,180,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240223_193947,5,"[True, True, True, True]",20,"[8, 14, 15, 17, 23, 24, 26, 35, 41, 44]","['W', 11]",left,240223_193947,5,90,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240223_194009,6,"[True, True, True, False]",29,"[8, 14, 15, 17, 23, 24, 26, 35, 41, 44]","['S', 10]",right,240223_194009,6,180,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240223_194023,7,"[True, True, True, False]",38,"[8, 14, 15, 17, 23, 24, 26, 35, 41, 44]","['N', 2]",forwards,240223_194023,7,180,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240223_194043,8,"[True, False, True, False]",37,"[8, 14, 15, 17, 23, 24, 26, 35, 41, 44]","['W', 11]",right,240223_194043,8,270,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240223_194058,9,"[False, False, True, True]",36,"[8, 14, 15, 17, 23, 24, 26, 35, 41, 44]","['E', 14]",forwards,240223_194058,9,270,270,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240223_194119,10,"[True, False, False, True]",27,"[8, 14, 15, 17, 23, 24, 26, 35, 41, 44]","['N', 2]",right,240223_194119,10,0,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240223_194130,11,"[True, True, True, False]",18,"[8, 14, 15, 17, 23, 24, 26, 35, 41, 44]","['S', 10]",forwards,240223_194130,11,0,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240223_194153,12,"[False, True, False, True]",27,"[8, 14, 15, 17, 23, 24, 26, 35, 41, 44]","['S', 10]",backwards,NA,11,180,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240223_194205,13,"[True, True, True, False]",36,"[8, 14, 15, 17, 23, 24, 26, 35, 41, 44]","['N', 2]",forwards,NA,11,180,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240223_194221,14,"[True, False, False, True]",27,"[8, 14, 15, 17, 23, 24, 26, 35, 41, 44]","['N', 2]",backwards,NA,11,0,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240223_194232,15,"[True, True, True, False]",28,"[8, 14, 15, 17, 23, 24, 26, 35, 41, 44]","['W', 11]",right,240223_194232,12,90,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
