time,action_idx,lights_on,state,rewarded_states,choice,action,reward_time,n_rewards,mouse_rotation,maze_rotation,note,adjacency_file,st_positions_file,start_state,reward_duration
260417-213040,0,"[True, True, True, True]",12,"[6, 7, 11, 13, 15, 16, 17, 18, 20, 21, 22]","['N', 2]",forwards,260417-213040,1,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.10720000000000002, 'S': 0.096, 'W': 0.0976, 'E': 0.10560000000000001}"
260417-213045,1,"[True, True, True, True]",7,"[6, 11, 13, 15, 16, 17, 18, 20, 21, 22]","['N', 2]",forwards,260417-213045,2,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.10720000000000002, 'S': 0.096, 'W': 0.0976, 'E': 0.10560000000000001}"
260417-213103,2,"[False, True, True, False]",12,"[6, 11, 13, 15, 16, 17, 18, 20, 21, 22]","['S', 10]",backwards,NA,2,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.10720000000000002, 'S': 0.096, 'W': 0.0976, 'E': 0.10560000000000001}"
260417-213124,3,"[True, True, True, True]",11,"[6, 13, 15, 16, 17, 18, 20, 21, 22]","['W', 11]",left,260417-213124,3,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.10720000000000002, 'S': 0.096, 'W': 0.0976, 'E': 0.10560000000000001}"
260417-213518,4,"[True, False, False, True]",6,"[13, 15, 16, 17, 18, 20, 21, 22]","['N', 2]",forwards,260417-213518,4,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.10720000000000002, 'S': 0.096, 'W': 0.0976, 'E': 0.10560000000000001}"
260417-213543,5,"[False, True, False, True]",11,"[13, 15, 16, 17, 18, 20, 21, 22]","['S', 10]",backwards,NA,4,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.10720000000000002, 'S': 0.096, 'W': 0.0976, 'E': 0.10560000000000001}"
260417-213555,6,"[True, False, False, True]",12,"[13, 15, 16, 17, 18, 20, 21, 22]","['E', 14]",right,NA,4,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.10720000000000002, 'S': 0.096, 'W': 0.0976, 'E': 0.10560000000000001}"
260417-214233,7,"[True, True, True, True]",7,"[13, 15, 16, 17, 18, 20, 21, 22]","['N', 2]",forwards,NA,4,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.10720000000000002, 'S': 0.096, 'W': 0.0976, 'E': 0.10560000000000001}"
260417-214248,8,"[False, True, True, False]",6,"[13, 15, 16, 17, 18, 20, 21, 22]","['W', 11]",left,NA,4,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.10720000000000002, 'S': 0.096, 'W': 0.0976, 'E': 0.10560000000000001}"
260417-214337,9,"[False, True, False, True]",11,"[13, 15, 16, 17, 18, 20, 21, 22]","['S', 10]",backwards,NA,4,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.10720000000000002, 'S': 0.096, 'W': 0.0976, 'E': 0.10560000000000001}"
260417-215157,10,"[True, False, False, True]",6,"[13, 15, 16, 17, 18, 20, 21, 22]","['N', 2]",forwards,NA,4,0,0,,250311_latMaz100-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,17,"{'N': 0.10720000000000002, 'S': 0.096, 'W': 0.0976, 'E': 0.10560000000000001}"
