time,action_idx,lights_on,state,rewarded_states,choice,action,reward_time,n_rewards,mouse_rotation,maze_rotation,note,adjacency_file,st_positions_file,start_state,reward_duration
240828-153055,0,"[False, True, True, True]",18,"[0, 1, 2, 3, 5, 6, 7, 11, 12, 13]","['W', 11]",left,240828-153055,1,270,90,,240824_latent_maze_006-mop0half-adjacency.csv,240824_latent_maze_006-mop0half-state_positions.csv,19,"{'N': 0.1707, 'S': 0.1167, 'W': 0.1342, 'E': 0.1434}"
240828-153104,1,"[False, True, True, True]",17,"[0, 1, 2, 3, 5, 6, 7, 11, 12, 13]","['E', 14]",forwards,240828-153104,2,270,270,,240824_latent_maze_006-mop0half-adjacency.csv,240824_latent_maze_006-mop0half-state_positions.csv,19,"{'N': 0.1707, 'S': 0.1167, 'W': 0.1342, 'E': 0.1434}"
240828-153336,2,"[False, False, False, True]",18,"[0, 1, 2, 3, 5, 6, 7, 11, 12, 13]","['E', 14]",backwards,NA,2,90,270,,240824_latent_maze_006-mop0half-adjacency.csv,240824_latent_maze_006-mop0half-state_positions.csv,19,"{'N': 0.1707, 'S': 0.1167, 'W': 0.1342, 'E': 0.1434}"
240828-153348,3,"[False, True, True, True]",19,"[0, 1, 2, 3, 5, 6, 7, 11, 12, 13]","['W', 11]",forwards,240828-153348,3,90,90,,240824_latent_maze_006-mop0half-adjacency.csv,240824_latent_maze_006-mop0half-state_positions.csv,19,"{'N': 0.1707, 'S': 0.1167, 'W': 0.1342, 'E': 0.1434}"
240828-153405,4,"[False, True, True, True]",25,"[0, 1, 2, 3, 5, 6, 7, 11, 12, 13]","['S', 10]",right,240828-153405,4,180,0,,240824_latent_maze_006-mop0half-adjacency.csv,240824_latent_maze_006-mop0half-state_positions.csv,19,"{'N': 0.1707, 'S': 0.1167, 'W': 0.1342, 'E': 0.1434}"
240828-153422,5,"[True, True, True, True]",31,"[0, 1, 2, 3, 5, 6, 7, 11, 12, 13]","['N', 2]",forwards,240828-153422,5,180,180,,240824_latent_maze_006-mop0half-adjacency.csv,240824_latent_maze_006-mop0half-state_positions.csv,19,"{'N': 0.1707, 'S': 0.1167, 'W': 0.1342, 'E': 0.1434}"
240828-153522,6,"[True, False, True, True]",25,"[0, 1, 2, 3, 5, 6, 7, 11, 12, 13]","['N', 2]",backwards,NA,5,0,180,,240824_latent_maze_006-mop0half-adjacency.csv,240824_latent_maze_006-mop0half-state_positions.csv,19,"{'N': 0.1707, 'S': 0.1167, 'W': 0.1342, 'E': 0.1434}"
240828-153619,7,"[True, True, True, True]",19,"[0, 1, 2, 3, 5, 6, 7, 11, 12, 13]","['S', 10]",forwards,NA,5,0,0,,240824_latent_maze_006-mop0half-adjacency.csv,240824_latent_maze_006-mop0half-state_positions.csv,19,"{'N': 0.1707, 'S': 0.1167, 'W': 0.1342, 'E': 0.1434}"
240828-153630,8,"[False, True, True, True]",20,"[0, 1, 2, 3, 5, 6, 7, 11, 12, 13]","['E', 14]",right,240828-153630,6,90,270,,240824_latent_maze_006-mop0half-adjacency.csv,240824_latent_maze_006-mop0half-state_positions.csv,19,"{'N': 0.1707, 'S': 0.1167, 'W': 0.1342, 'E': 0.1434}"
240828-153909,9,"[False, False, True, True]",19,"[0, 1, 2, 3, 5, 6, 7, 11, 12, 13]","['E', 14]",backwards,NA,6,270,270,,240824_latent_maze_006-mop0half-adjacency.csv,240824_latent_maze_006-mop0half-state_positions.csv,19,"{'N': 0.1707, 'S': 0.1167, 'W': 0.1342, 'E': 0.1434}"
240828-154055,10,"[False, True, True, True]",20,"[0, 1, 2, 3, 5, 6, 7, 11, 12, 13]","['E', 14]",backwards,NA,6,90,270,,240824_latent_maze_006-mop0half-adjacency.csv,240824_latent_maze_006-mop0half-state_positions.csv,19,"{'N': 0.1707, 'S': 0.1167, 'W': 0.1342, 'E': 0.1434}"
240828-154218,11,"[False, False, True, True]",21,"[0, 1, 2, 3, 5, 6, 7, 11, 12, 13]","['W', 11]",forwards,240828-154218,7,90,90,,240824_latent_maze_006-mop0half-adjacency.csv,240824_latent_maze_006-mop0half-state_positions.csv,19,"{'N': 0.1707, 'S': 0.1167, 'W': 0.1342, 'E': 0.1434}"
240828-154238,12,"[True, False, True, True]",22,"[0, 1, 2, 3, 5, 6, 7, 11, 12, 13]","['E', 14]",forwards,240828-154238,8,90,270,,240824_latent_maze_006-mop0half-adjacency.csv,240824_latent_maze_006-mop0half-state_positions.csv,19,"{'N': 0.1707, 'S': 0.1167, 'W': 0.1342, 'E': 0.1434}"
240828-154352,13,"[False, False, False, True]",21,"[0, 1, 2, 3, 5, 6, 7, 11, 12, 13]","['E', 14]",backwards,NA,8,270,270,,240824_latent_maze_006-mop0half-adjacency.csv,240824_latent_maze_006-mop0half-state_positions.csv,19,"{'N': 0.1707, 'S': 0.1167, 'W': 0.1342, 'E': 0.1434}"
240828-154402,14,"[True, False, True, True]",20,"[0, 1, 2, 3, 5, 6, 7, 11, 12, 13]","['W', 11]",forwards,NA,8,270,90,,240824_latent_maze_006-mop0half-adjacency.csv,240824_latent_maze_006-mop0half-state_positions.csv,19,"{'N': 0.1707, 'S': 0.1167, 'W': 0.1342, 'E': 0.1434}"
240828-154459,15,"[False, False, True, True]",19,"[0, 1, 2, 3, 5, 6, 7, 11, 12, 13]","['E', 14]",forwards,NA,8,270,270,,240824_latent_maze_006-mop0half-adjacency.csv,240824_latent_maze_006-mop0half-state_positions.csv,19,"{'N': 0.1707, 'S': 0.1167, 'W': 0.1342, 'E': 0.1434}"
240828-154506,16,"[False, True, True, True]",25,"[0, 1, 2, 3, 5, 6, 7, 11, 12, 13]","['S', 10]",left,NA,8,180,0,,240824_latent_maze_006-mop0half-adjacency.csv,240824_latent_maze_006-mop0half-state_positions.csv,19,"{'N': 0.1707, 'S': 0.1167, 'W': 0.1342, 'E': 0.1434}"
240828-154515,17,"[True, True, True, True]",31,"[0, 1, 2, 3, 5, 6, 7, 11, 12, 13]","['N', 2]",forwards,NA,8,180,180,,240824_latent_maze_006-mop0half-adjacency.csv,240824_latent_maze_006-mop0half-state_positions.csv,19,"{'N': 0.1707, 'S': 0.1167, 'W': 0.1342, 'E': 0.1434}"
240828-154629,18,"[True, False, True, True]",32,"[0, 1, 2, 3, 5, 6, 7, 11, 12, 13]","['E', 14]",left,240828-154629,9,90,270,,240824_latent_maze_006-mop0half-adjacency.csv,240824_latent_maze_006-mop0half-state_positions.csv,19,"{'N': 0.1707, 'S': 0.1167, 'W': 0.1342, 'E': 0.1434}"
240828-154802,19,"[False, True, True, True]",31,"[0, 1, 2, 3, 5, 6, 7, 11, 12, 13]","['E', 14]",backwards,NA,9,270,270,,240824_latent_maze_006-mop0half-adjacency.csv,240824_latent_maze_006-mop0half-state_positions.csv,19,"{'N': 0.1707, 'S': 0.1167, 'W': 0.1342, 'E': 0.1434}"
240828-154810,20,"[True, False, True, True]",30,"[0, 1, 2, 3, 5, 6, 7, 11, 12, 13]","['W', 11]",forwards,240828-154810,10,270,90,,240824_latent_maze_006-mop0half-adjacency.csv,240824_latent_maze_006-mop0half-state_positions.csv,19,"{'N': 0.1707, 'S': 0.1167, 'W': 0.1342, 'E': 0.1434}"
240828-154835,21,"[False, True, True, True]",24,"[0, 1, 2, 3, 5, 6, 7, 11, 12, 13]","['S', 10]",right,240828-154835,11,0,0,,240824_latent_maze_006-mop0half-adjacency.csv,240824_latent_maze_006-mop0half-state_positions.csv,19,"{'N': 0.1707, 'S': 0.1167, 'W': 0.1342, 'E': 0.1434}"
240828-154913,22,"[False, True, True, True]",25,"[0, 1, 2, 3, 5, 6, 7, 11, 12, 13]","['E', 14]",right,NA,11,90,270,,240824_latent_maze_006-mop0half-adjacency.csv,240824_latent_maze_006-mop0half-state_positions.csv,19,"{'N': 0.1707, 'S': 0.1167, 'W': 0.1342, 'E': 0.1434}"
240828-154927,23,"[True, True, True, True]",31,"[0, 1, 2, 3, 5, 6, 7, 11, 12, 13]","['N', 2]",right,NA,11,180,180,,240824_latent_maze_006-mop0half-adjacency.csv,240824_latent_maze_006-mop0half-state_positions.csv,19,"{'N': 0.1707, 'S': 0.1167, 'W': 0.1342, 'E': 0.1434}"
240828-155104,24,"[True, False, True, True]",25,"[0, 1, 2, 3, 5, 6, 7, 11, 12, 13]","['N', 2]",backwards,NA,11,0,180,,240824_latent_maze_006-mop0half-adjacency.csv,240824_latent_maze_006-mop0half-state_positions.csv,19,"{'N': 0.1707, 'S': 0.1167, 'W': 0.1342, 'E': 0.1434}"
240828-155145,25,"[True, True, True, True]",24,"[0, 1, 2, 3, 5, 6, 7, 11, 12, 13]","['E', 14]",left,NA,11,270,270,,240824_latent_maze_006-mop0half-adjacency.csv,240824_latent_maze_006-mop0half-state_positions.csv,19,"{'N': 0.1707, 'S': 0.1167, 'W': 0.1342, 'E': 0.1434}"
240828-155304,26,"[False, True, True, True]",30,"[0, 1, 2, 3, 5, 6, 7, 11, 12, 13]","['S', 10]",left,NA,11,180,0,,240824_latent_maze_006-mop0half-adjacency.csv,240824_latent_maze_006-mop0half-state_positions.csv,19,"{'N': 0.1707, 'S': 0.1167, 'W': 0.1342, 'E': 0.1434}"
240828-155317,27,"[False, True, True, True]",29,"[0, 1, 2, 3, 5, 6, 7, 11, 12, 13]","['E', 14]",right,240828-155317,12,270,270,,240824_latent_maze_006-mop0half-adjacency.csv,240824_latent_maze_006-mop0half-state_positions.csv,19,"{'N': 0.1707, 'S': 0.1167, 'W': 0.1342, 'E': 0.1434}"
240828-155348,28,"[True, False, False, True]",23,"[0, 1, 2, 3, 5, 6, 7, 11, 12, 13]","['N', 2]",right,240828-155348,13,0,180,,240824_latent_maze_006-mop0half-adjacency.csv,240824_latent_maze_006-mop0half-state_positions.csv,19,"{'N': 0.1707, 'S': 0.1167, 'W': 0.1342, 'E': 0.1434}"
240828-155452,29,"[True, False, True, False]",29,"[0, 1, 2, 3, 5, 6, 7, 11, 12, 13]","['N', 2]",backwards,NA,13,180,180,,240824_latent_maze_006-mop0half-adjacency.csv,240824_latent_maze_006-mop0half-state_positions.csv,19,"{'N': 0.1707, 'S': 0.1167, 'W': 0.1342, 'E': 0.1434}"
