time,action_idx,lights_on,state,rewarded_states,choice,action,reward_time,n_rewards,mouse_rotation,maze_rotation,note,adjacency_file,st_positions_file,start_state
240415_122630,0,"[False, True, False, True]",9,"[8, 17]","['S', 10]",backwards,NA,0,180,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240415_122657,1,"[False, True, True, False]",10,"[8, 17]","['W', 11]",left,240415_122657,1,90,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240415_122731,2,"[True, True, True, False]",1,"[8, 17]","['N', 2]",left,NA,1,0,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240415_122746,3,"[True, False, False, True]",0,"[8, 17]","['E', 14]",left,NA,1,270,270,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240415_122757,4,"[False, True, False, True]",9,"[8, 17]","['S', 10]",left,NA,1,180,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240415_124229,5,"[False, True, True, False]",0,"[8, 17]","['S', 10]",backwards,NA,1,0,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240415_124236,6,"[False, True, False, True]",1,"[8, 17]","['E', 14]",right,NA,1,90,270,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240415_124317,7,"[True, False, False, True]",10,"[8, 17]","['N', 2]",right,NA,1,180,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240415_124336,8,"[True, True, True, False]",9,"[8, 17]","['W', 11]",right,NA,1,270,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240415_124352,9,"[False, True, True, False]",0,"[8, 17]","['S', 10]",right,NA,1,0,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240415_124357,10,"[False, True, False, True]",1,"[8, 17]","['E', 14]",right,NA,1,90,270,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240415_124403,11,"[True, False, False, True]",10,"[8, 17]","['N', 2]",right,NA,1,180,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240415_125110,12,"[True, True, True, False]",19,"[8, 17]","['S', 10]",forwards,240415_125110,2,180,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240415_125142,13,"[True, True, True, True]",18,"[8, 17]","['E', 14]",right,NA,2,270,270,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240415_125152,14,"[False, True, False, True]",27,"[8, 17]","['S', 10]",left,NA,2,180,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240415_125156,15,"[True, True, True, False]",36,"[8, 17]","['N', 2]",forwards,NA,2,180,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240415_125205,16,"[True, False, False, True]",37,"[8, 17]","['E', 14]",left,NA,2,90,270,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240415_125210,17,"[False, False, True, True]",38,"[8, 17]","['W', 11]",forwards,NA,2,90,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240415_125222,18,"[True, False, True, False]",29,"[8, 17]","['N', 2]",left,240415_125222,3,0,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240415_125240,19,"[True, True, True, False]",20,"[8, 17]","['S', 10]",forwards,240415_125240,4,0,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240415_131947,20,"[True, True, True, False]",29,"[8, 17]","['S', 10]",backwards,NA,4,180,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240415_131958,21,"[True, True, True, False]",38,"[8, 17]","['N', 2]",forwards,NA,4,180,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240415_132012,22,"[True, False, True, False]",37,"[8, 17]","['W', 11]",right,NA,4,270,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240415_132022,23,"[False, False, True, True]",36,"[8, 17]","['E', 14]",forwards,NA,4,270,270,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240415_132119,24,"[True, False, False, True]",27,"[8, 17]","['N', 2]",right,NA,4,0,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240415_132127,25,"[True, True, True, False]",18,"[8, 17]","['S', 10]",forwards,NA,4,0,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240415_132150,26,"[False, True, False, True]",19,"[8, 17]","['E', 14]",right,NA,4,90,270,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240415_132159,27,"[True, True, True, True]",20,"[8, 17]","['W', 11]",forwards,NA,4,90,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240415_132208,28,"[True, True, True, False]",29,"[8, 17]","['S', 10]",right,NA,4,180,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240415_132215,29,"[True, True, True, False]",38,"[8, 17]","['N', 2]",forwards,NA,4,180,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240415_132623,30,"[True, False, True, False]",37,"[8, 17]","['W', 11]",right,NA,4,270,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240415_132630,31,"[False, False, True, True]",36,"[8, 17]","['E', 14]",forwards,NA,4,270,270,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240415_132638,32,"[True, False, False, True]",27,"[8, 17]","['N', 2]",right,NA,4,0,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240415_132644,33,"[True, True, True, False]",18,"[8, 17]","['S', 10]",forwards,NA,4,0,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240415_132649,34,"[False, True, False, True]",19,"[8, 17]","['E', 14]",right,NA,4,90,270,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240415_132654,35,"[True, True, True, True]",20,"[8, 17]","['W', 11]",forwards,NA,4,90,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240415_134307,36,"[True, True, True, False]",29,"[8, 17]","['S', 10]",right,NA,4,180,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240415_134314,37,"[True, True, True, False]",38,"[8, 17]","['N', 2]",forwards,NA,4,180,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240415_134320,38,"[True, False, True, False]",37,"[8, 17]","['W', 11]",right,NA,4,270,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240415_134328,39,"[False, False, True, True]",36,"[8, 17]","['E', 14]",forwards,NA,4,270,270,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240415_134340,40,"[True, False, False, True]",27,"[8, 17]","['N', 2]",right,NA,4,0,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240415_134346,41,"[True, True, True, False]",28,"[8, 17]","['W', 11]",right,NA,4,90,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240415_141630,42,"[True, False, True, False]",27,"[8, 17]","['W', 11]",backwards,NA,4,270,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240415_141636,43,"[True, True, True, False]",18,"[8, 17]","['S', 10]",right,NA,4,0,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240415_141642,44,"[False, True, False, True]",19,"[8, 17]","['E', 14]",right,NA,4,90,270,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240415_141649,45,"[True, True, True, True]",28,"[8, 17]","['N', 2]",right,NA,4,180,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240415_141659,46,"[True, False, True, False]",27,"[8, 17]","['W', 11]",right,NA,4,270,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
