time,action_idx,lights_on,state,rewarded_states,choice,action,reward_time,n_rewards,mouse_rotation,maze_rotation,note,adjacency_file,st_positions_file,start_state
240227_205348,0,"[True, True, False, True]",36,"[5, 6, 21, 22, 34, 35, 43, 44]","['S', 10]",backwards,NA,0,180,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,27
240227_205359,1,"[False, True, True, False]",37,"[5, 6, 21, 22, 34, 35, 43, 44]","['W', 11]",left,NA,0,90,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,27
240227_205410,2,"[False, False, True, True]",38,"[5, 6, 21, 22, 34, 35, 43, 44]","['E', 14]",forwards,NA,0,90,270,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,27
240227_205423,3,"[False, True, False, True]",29,"[5, 6, 21, 22, 34, 35, 43, 44]","['S', 10]",left,240227_205423,1,0,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,27
240227_205454,4,"[True, True, False, True]",20,"[5, 6, 21, 22, 34, 35, 43, 44]","['N', 2]",forwards,240227_205454,2,0,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,27
240227_205519,5,"[True, True, False, True]",11,"[5, 6, 21, 22, 34, 35, 43, 44]","['S', 10]",forwards,240227_205519,3,0,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,27
240227_205534,6,"[True, True, False, False]",2,"[5, 6, 21, 22, 34, 35, 43, 44]","['N', 2]",forwards,240227_205534,4,0,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,27
240227_205556,7,"[True, False, True, False]",3,"[5, 6, 21, 22, 34, 35, 43, 44]","['W', 11]",right,240227_205556,5,90,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,27
240227_205610,8,"[False, True, True, True]",4,"[5, 6, 21, 22, 34, 35, 43, 44]","['E', 14]",forwards,240227_205610,6,90,270,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,27
240227_205719,9,"[False, False, False, True]",3,"[5, 6, 21, 22, 34, 35, 43, 44]","['E', 14]",backwards,NA,6,270,270,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,27
240227_205733,10,"[False, True, True, True]",2,"[5, 6, 21, 22, 34, 35, 43, 44]","['W', 11]",forwards,NA,6,270,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,27
240227_205748,11,"[True, False, True, False]",11,"[5, 6, 21, 22, 34, 35, 43, 44]","['N', 2]",left,NA,6,180,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,27
240227_205802,12,"[True, True, False, False]",20,"[5, 6, 21, 22, 34, 35, 43, 44]","['S', 10]",forwards,NA,6,180,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,27
240227_205823,13,"[True, True, False, True]",29,"[5, 6, 21, 22, 34, 35, 43, 44]","['N', 2]",forwards,NA,6,180,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,27
240227_205831,14,"[True, True, False, True]",38,"[5, 6, 21, 22, 34, 35, 43, 44]","['S', 10]",forwards,NA,6,180,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,27
240227_205922,15,"[False, True, False, True]",37,"[5, 6, 21, 22, 34, 35, 43, 44]","['E', 14]",right,NA,6,270,270,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,27
240227_205931,16,"[False, False, True, True]",36,"[5, 6, 21, 22, 34, 35, 43, 44]","['W', 11]",forwards,NA,6,270,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,27
240227_210130,17,"[False, True, True, False]",37,"[5, 6, 21, 22, 34, 35, 43, 44]","['W', 11]",backwards,NA,6,90,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,27
240227_210210,18,"[False, False, True, True]",38,"[5, 6, 21, 22, 34, 35, 43, 44]","['E', 14]",forwards,NA,6,90,270,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,27
240227_210339,19,"[False, True, False, True]",29,"[5, 6, 21, 22, 34, 35, 43, 44]","['S', 10]",left,NA,6,0,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,27
240227_210354,20,"[True, True, False, True]",20,"[5, 6, 21, 22, 34, 35, 43, 44]","['N', 2]",forwards,NA,6,0,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,27
240227_210420,21,"[True, True, False, True]",11,"[5, 6, 21, 22, 34, 35, 43, 44]","['S', 10]",forwards,NA,6,0,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,27
240227_210438,22,"[True, True, False, False]",2,"[5, 6, 21, 22, 34, 35, 43, 44]","['N', 2]",forwards,NA,6,0,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,27
240227_210519,23,"[True, False, True, False]",3,"[5, 6, 21, 22, 34, 35, 43, 44]","['W', 11]",right,NA,6,90,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,27
