time,action_idx,lights_on,state,rewarded_states,choice,action,reward_time,n_rewards,mouse_rotation,maze_rotation,note,adjacency_file,st_positions_file,start_state,reward_duration
251109-111326,0,"[True, False, False, True]",15,"[0, 1, 5, 6, 7, 11, 12, 13, 16, 17, 18, 20, 21, 22, 23]","['N', 2]",forwards,251109-111326,1,0,180,,250311_latMaz103-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,20,"{'N': 0.0711, 'S': 0.054, 'W': 0.06210000000000001, 'E': 0.0594}"
251109-111337,1,"[True, False, True, False]",16,"[0, 1, 5, 6, 7, 11, 12, 13, 17, 18, 20, 21, 22, 23]","['W', 11]",right,251109-111337,2,90,90,,250311_latMaz103-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,20,"{'N': 0.0711, 'S': 0.054, 'W': 0.06210000000000001, 'E': 0.0594}"
251109-111357,2,"[False, True, True, True]",21,"[0, 1, 5, 6, 7, 11, 12, 13, 17, 18, 20, 22, 23]","['S', 10]",right,251109-111357,3,180,0,,250311_latMaz103-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,20,"{'N': 0.0711, 'S': 0.054, 'W': 0.06210000000000001, 'E': 0.0594}"
251109-111412,3,"[False, True, True, True]",20,"[0, 1, 5, 6, 7, 11, 12, 13, 17, 18, 22, 23]","['E', 14]",right,251109-111412,4,270,270,,250311_latMaz103-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,20,"{'N': 0.0711, 'S': 0.054, 'W': 0.06210000000000001, 'E': 0.0594}"
251109-111427,4,"[True, False, False, True]",15,"[0, 1, 5, 6, 7, 11, 12, 13, 17, 18, 22, 23]","['N', 2]",right,NA,4,0,180,,250311_latMaz103-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,20,"{'N': 0.0711, 'S': 0.054, 'W': 0.06210000000000001, 'E': 0.0594}"
251109-111443,5,"[True, False, True, False]",16,"[0, 1, 5, 6, 7, 11, 12, 13, 17, 18, 22, 23]","['W', 11]",right,NA,4,90,90,,250311_latMaz103-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,20,"{'N': 0.0711, 'S': 0.054, 'W': 0.06210000000000001, 'E': 0.0594}"
251109-111907,6,"[False, True, True, True]",21,"[0, 1, 5, 6, 7, 11, 12, 13, 17, 18, 22, 23]","['S', 10]",right,NA,4,180,0,,250311_latMaz103-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,20,"{'N': 0.0711, 'S': 0.054, 'W': 0.06210000000000001, 'E': 0.0594}"
251109-111930,7,"[False, True, True, True]",22,"[0, 1, 5, 6, 7, 11, 12, 13, 17, 18, 23]","['W', 11]",left,251109-111930,5,90,90,,250311_latMaz103-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,20,"{'N': 0.0711, 'S': 0.054, 'W': 0.06210000000000001, 'E': 0.0594}"
251109-112057,8,"[True, False, True, True]",17,"[0, 1, 5, 6, 7, 11, 12, 13, 18, 23]","['N', 2]",left,251109-112057,6,0,180,,250311_latMaz103-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,20,"{'N': 0.0711, 'S': 0.054, 'W': 0.06210000000000001, 'E': 0.0594}"
251109-112115,9,"[True, False, True, True]",18,"[0, 1, 5, 6, 7, 11, 12, 13, 23]","['W', 11]",right,251109-112115,7,90,90,,250311_latMaz103-adjacency.csv,240507_latent_maze_004-5x5-state_positions.csv,20,"{'N': 0.0711, 'S': 0.054, 'W': 0.06210000000000001, 'E': 0.0594}"
