time,action_idx,lights_on,state,rewarded_states,choice,action,reward_time,n_rewards,mouse_rotation,maze_rotation,note,adjacency_file,st_positions_file,start_state
240228_173135,0,"[False, True, False, True]",9,"[2, 5, 6, 7, 11]","['S', 10]",backwards,NA,0,180,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240228_173150,1,"[False, True, True, False]",10,"[2, 5, 6, 7, 11]","['W', 11]",left,NA,0,90,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240228_173218,2,"[True, True, True, False]",19,"[2, 5, 6, 7, 11]","['S', 10]",right,NA,0,180,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240228_173312,3,"[True, True, True, True]",10,"[2, 5, 6, 7, 11]","['S', 10]",backwards,NA,0,0,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240228_173330,4,"[True, True, True, False]",9,"[2, 5, 6, 7, 11]","['W', 11]",left,NA,0,270,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240228_173405,5,"[False, True, True, False]",0,"[2, 5, 6, 7, 11]","['S', 10]",right,NA,0,0,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240228_173423,6,"[False, True, False, True]",1,"[2, 5, 6, 7, 11]","['E', 14]",right,NA,0,90,270,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240228_173507,7,"[True, False, False, True]",10,"[2, 5, 6, 7, 11]","['N', 2]",right,NA,0,180,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240228_173523,8,"[True, True, True, False]",19,"[2, 5, 6, 7, 11]","['S', 10]",forwards,NA,0,180,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240228_173532,9,"[True, True, True, True]",20,"[2, 5, 6, 7, 11]","['W', 11]",left,NA,0,90,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240228_173624,10,"[True, True, True, False]",29,"[2, 5, 6, 7, 11]","['S', 10]",right,NA,0,180,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240228_173633,11,"[True, True, True, False]",30,"[2, 5, 6, 7, 11]","['W', 11]",left,240228_173633,1,90,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240228_173644,12,"[False, True, True, False]",39,"[2, 5, 6, 7, 11]","['S', 10]",right,240228_173644,2,180,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240228_173656,13,"[False, True, True, False]",40,"[2, 5, 6, 7, 11]","['W', 11]",left,240228_173656,3,90,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240228_173708,14,"[True, False, True, False]",31,"[2, 5, 6, 7, 11]","['N', 2]",left,240228_173708,4,0,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240228_173719,15,"[True, False, True, False]",32,"[2, 5, 6, 7, 11]","['W', 11]",right,240228_173719,5,90,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240228_173732,16,"[True, True, True, True]",33,"[2, 5, 6, 7, 11]","['E', 14]",forwards,240228_173732,6,90,270,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240228_173745,17,"[True, False, False, True]",42,"[2, 5, 6, 7, 11]","['N', 2]",right,240228_173745,7,180,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240228_173802,18,"[True, False, True, True]",43,"[2, 5, 6, 7, 11]","['E', 14]",left,240228_173802,8,90,270,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240228_173815,19,"[False, True, False, True]",34,"[2, 5, 6, 7, 11]","['S', 10]",left,240228_173815,9,0,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240228_173828,20,"[True, True, False, True]",25,"[2, 5, 6, 7, 11]","['N', 2]",forwards,240228_173828,10,0,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240228_173842,21,"[True, True, True, True]",16,"[2, 5, 6, 7, 11]","['S', 10]",forwards,240228_173842,11,0,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240228_173952,22,"[True, True, False, True]",25,"[2, 5, 6, 7, 11]","['S', 10]",backwards,NA,11,180,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240228_174010,23,"[True, True, True, True]",26,"[2, 5, 6, 7, 11]","['W', 11]",left,240228_174010,12,90,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240228_174024,24,"[True, False, True, False]",17,"[2, 5, 6, 7, 11]","['N', 2]",left,240228_174024,13,0,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240228_174038,25,"[True, True, False, True]",8,"[2, 5, 6, 7, 11]","['S', 10]",forwards,240228_174038,14,0,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240228_174145,26,"[False, True, False, False]",17,"[2, 5, 6, 7, 11]","['S', 10]",backwards,NA,14,180,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240228_174155,27,"[True, True, False, True]",16,"[2, 5, 6, 7, 11]","['E', 14]",right,NA,14,270,270,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240228_174208,28,"[True, True, False, True]",25,"[2, 5, 6, 7, 11]","['S', 10]",left,NA,14,180,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240228_174217,29,"[True, True, True, True]",26,"[2, 5, 6, 7, 11]","['W', 11]",left,NA,14,90,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240228_174233,30,"[True, False, True, False]",17,"[2, 5, 6, 7, 11]","['N', 2]",left,NA,14,0,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240228_174243,31,"[True, True, False, True]",8,"[2, 5, 6, 7, 11]","['S', 10]",forwards,NA,14,0,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240228_174537,32,"[False, True, False, False]",17,"[2, 5, 6, 7, 11]","['S', 10]",backwards,NA,14,180,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240228_174556,33,"[True, True, False, True]",16,"[2, 5, 6, 7, 11]","['E', 14]",right,NA,14,270,270,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240228_174608,34,"[True, True, False, True]",25,"[2, 5, 6, 7, 11]","['S', 10]",left,NA,14,180,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240228_174613,35,"[True, True, True, True]",26,"[2, 5, 6, 7, 11]","['W', 11]",left,NA,14,90,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240228_174626,36,"[True, False, True, False]",17,"[2, 5, 6, 7, 11]","['N', 2]",left,NA,14,0,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240228_174634,37,"[True, True, False, True]",8,"[2, 5, 6, 7, 11]","['S', 10]",forwards,NA,14,0,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240228_174745,38,"[False, True, False, False]",17,"[2, 5, 6, 7, 11]","['S', 10]",backwards,NA,14,180,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240228_174755,39,"[True, True, False, True]",16,"[2, 5, 6, 7, 11]","['E', 14]",right,NA,14,270,270,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240228_174805,40,"[True, True, False, True]",25,"[2, 5, 6, 7, 11]","['S', 10]",left,NA,14,180,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240228_174814,41,"[True, True, True, True]",26,"[2, 5, 6, 7, 11]","['W', 11]",left,NA,14,90,90,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240228_174821,42,"[True, False, True, False]",17,"[2, 5, 6, 7, 11]","['N', 2]",left,NA,14,0,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240228_174827,43,"[True, True, False, True]",8,"[2, 5, 6, 7, 11]","['S', 10]",forwards,NA,14,0,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240228_175200,44,"[False, True, False, False]",17,"[2, 5, 6, 7, 11]","['S', 10]",backwards,NA,14,180,0,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
240228_175216,45,"[True, True, False, True]",26,"[2, 5, 6, 7, 11]","['N', 2]",forwards,NA,14,180,180,,240218_intuition_maze_003-adjacency.csv,240218_intuition_maze_003-state_positions.csv,0
