exp_moment,animal_ID,model,hpo_config,pretrain_type,n_pretrain_sessions,repeat_idx,total_reward,n_actions,seed,timestamp
260216-230300,033,DRQN_seq,large_net,prior_sessions_same_maze,26,2,57.0,270,44,2026-03-16T18:18:08.268039
260216-230300,033,DRQN_seq,large_net,none,0,3,68.0,270,45,2026-03-16T18:18:09.614974
260216-230300,033,DRQN_seq,large_net,prior_sessions_same_maze,26,3,228.0,270,45,2026-03-16T18:18:25.145161
260216-230300,033,DRQN_seq,large_net,none,0,4,53.0,270,46,2026-03-16T18:18:26.326441
260216-230300,033,DRQN_seq,large_net,prior_sessions_same_maze,26,4,140.0,270,46,2026-03-16T18:18:41.027721
260217-193501,033,DRQN_seq,large_net,none,0,0,80.0,242,42,2026-03-16T18:18:42.081311
260217-193501,033,DRQN_seq,large_net,prior_sessions_same_maze,27,0,130.0,242,42,2026-03-16T18:18:57.122225
260217-193501,033,DRQN_seq,large_net,none,0,1,13.0,242,43,2026-03-16T18:18:58.129542
260217-193501,033,DRQN_seq,large_net,prior_sessions_same_maze,27,1,197.0,242,43,2026-03-16T18:19:13.200945
260217-193501,033,DRQN_seq,large_net,none,0,2,96.0,242,44,2026-03-16T18:19:14.164701
260217-193501,033,DRQN_seq,large_net,prior_sessions_same_maze,27,2,90.0,242,44,2026-03-16T18:19:29.100912
260217-193501,033,DRQN_seq,large_net,none,0,3,45.0,242,45,2026-03-16T18:19:30.237182
260217-193501,033,DRQN_seq,large_net,prior_sessions_same_maze,27,3,193.0,242,45,2026-03-16T18:19:45.761719
260217-193501,033,DRQN_seq,large_net,none,0,4,53.0,242,46,2026-03-16T18:19:46.855708
260217-193501,033,DRQN_seq,large_net,prior_sessions_same_maze,27,4,68.0,242,46,2026-03-16T18:20:03.010809
260218-180723,033,DRQN_seq,large_net,none,0,0,74.0,291,42,2026-03-16T18:20:05.034537
260218-180723,033,DRQN_seq,large_net,prior_sessions_same_maze,3,0,134.0,291,42,2026-03-16T18:20:07.368680
260218-180723,033,DRQN_seq,large_net,none,0,1,108.0,291,43,2026-03-16T18:20:08.430823
260218-180723,033,DRQN_seq,large_net,prior_sessions_same_maze,3,1,156.0,291,43,2026-03-16T18:20:10.436047
260218-180723,033,DRQN_seq,large_net,none,0,2,119.0,291,44,2026-03-16T18:20:11.593368
260218-180723,033,DRQN_seq,large_net,prior_sessions_same_maze,3,2,87.0,291,44,2026-03-16T18:20:13.079269
260218-180723,033,DRQN_seq,large_net,none,0,3,63.0,291,45,2026-03-16T18:20:14.174051
260218-180723,033,DRQN_seq,large_net,prior_sessions_same_maze,3,3,139.0,291,45,2026-03-16T18:20:15.613162
260218-180723,033,DRQN_seq,large_net,none,0,4,78.0,291,46,2026-03-16T18:20:16.756516
260218-180723,033,DRQN_seq,large_net,prior_sessions_same_maze,3,4,8.0,291,46,2026-03-16T18:20:18.628024
260219-233757,033,DRQN_seq,large_net,none,0,0,26.0,175,42,2026-03-16T18:20:19.790009
260219-233757,033,DRQN_seq,large_net,prior_sessions_same_maze,5,0,76.0,175,42,2026-03-16T18:20:22.601703
260219-233757,033,DRQN_seq,large_net,none,0,1,47.0,175,43,2026-03-16T18:20:23.335910
260219-233757,033,DRQN_seq,large_net,prior_sessions_same_maze,5,1,120.0,175,43,2026-03-16T18:20:25.762092
260219-233757,033,DRQN_seq,large_net,none,0,2,49.0,175,44,2026-03-16T18:20:26.481325
260219-233757,033,DRQN_seq,large_net,prior_sessions_same_maze,5,2,89.0,175,44,2026-03-16T18:20:28.669496
260219-233757,033,DRQN_seq,large_net,none,0,3,32.0,175,45,2026-03-16T18:20:29.399353
260219-233757,033,DRQN_seq,large_net,prior_sessions_same_maze,5,3,62.0,175,45,2026-03-16T18:20:31.346576
260219-233757,033,DRQN_seq,large_net,none,0,4,38.0,175,46,2026-03-16T18:20:32.095410
260219-233757,033,DRQN_seq,large_net,prior_sessions_same_maze,5,4,49.0,175,46,2026-03-16T18:20:35.951432
260220-185055,033,DRQN_seq,large_net,none,0,0,67.0,246,42,2026-03-16T18:20:39.302900
260220-185055,033,DRQN_seq,large_net,prior_sessions_same_maze,6,0,152.0,246,42,2026-03-16T18:20:47.225710
260220-185055,033,DRQN_seq,large_net,none,0,1,88.0,246,43,2026-03-16T18:20:49.356253
260220-185055,033,DRQN_seq,large_net,prior_sessions_same_maze,6,1,167.0,246,43,2026-03-16T18:20:56.870244
260220-185055,033,DRQN_seq,large_net,none,0,2,90.0,246,44,2026-03-16T18:20:58.860903
260220-185055,033,DRQN_seq,large_net,prior_sessions_same_maze,6,2,126.0,246,44,2026-03-16T18:21:05.374847
260220-185055,033,DRQN_seq,large_net,none,0,3,61.0,246,45,2026-03-16T18:21:07.291689
260220-185055,033,DRQN_seq,large_net,prior_sessions_same_maze,6,3,134.0,246,45,2026-03-16T18:21:13.422885
260220-185055,033,DRQN_seq,large_net,none,0,4,66.0,246,46,2026-03-16T18:21:15.663669
260220-185055,033,DRQN_seq,large_net,prior_sessions_same_maze,6,4,63.0,246,46,2026-03-16T18:21:23.023112
260222-190726,033,DRQN_seq,large_net,none,0,0,21.0,151,42,2026-03-16T18:21:25.176358
260222-190726,033,DRQN_seq,large_net,prior_sessions_same_maze,7,0,71.0,151,42,2026-03-16T18:21:34.031334
260222-190726,033,DRQN_seq,large_net,none,0,1,39.0,151,43,2026-03-16T18:21:35.400568
260222-190726,033,DRQN_seq,large_net,prior_sessions_same_maze,7,1,119.0,151,43,2026-03-16T18:21:43.794197
260222-190726,033,DRQN_seq,large_net,none,0,2,34.0,151,44,2026-03-16T18:21:45.256508
260222-190726,033,DRQN_seq,large_net,prior_sessions_same_maze,7,2,98.0,151,44,2026-03-16T18:21:52.375811
260222-190726,033,DRQN_seq,large_net,none,0,3,32.0,151,45,2026-03-16T18:21:53.934195
260222-190726,033,DRQN_seq,large_net,prior_sessions_same_maze,7,3,72.0,151,45,2026-03-16T18:22:00.910552
260222-190726,033,DRQN_seq,large_net,none,0,4,37.0,151,46,2026-03-16T18:22:02.443376
260222-190726,033,DRQN_seq,large_net,prior_sessions_same_maze,7,4,50.0,151,46,2026-03-16T18:22:10.901982
260223-191545,033,DRQN_seq,large_net,none,0,0,17.0,131,42,2026-03-16T18:22:12.014172
260223-191545,033,DRQN_seq,large_net,prior_sessions_same_maze,8,0,60.0,131,42,2026-03-16T18:22:22.415261
260223-191545,033,DRQN_seq,large_net,none,0,1,31.0,131,43,2026-03-16T18:22:23.951833
260223-191545,033,DRQN_seq,large_net,prior_sessions_same_maze,8,1,46.0,131,43,2026-03-16T18:22:35.252661
260223-191545,033,DRQN_seq,large_net,none,0,2,34.0,131,44,2026-03-16T18:22:36.665332
260223-191545,033,DRQN_seq,large_net,prior_sessions_same_maze,8,2,100.0,131,44,2026-03-16T18:22:47.038843
260223-191545,033,DRQN_seq,large_net,none,0,3,27.0,131,45,2026-03-16T18:22:48.556075
260223-191545,033,DRQN_seq,large_net,prior_sessions_same_maze,8,3,49.0,131,45,2026-03-16T18:22:57.551421
260223-191545,033,DRQN_seq,large_net,none,0,4,37.0,131,46,2026-03-16T18:22:59.113322
260223-191545,033,DRQN_seq,large_net,prior_sessions_same_maze,8,4,52.0,131,46,2026-03-16T18:23:09.067214
260124-225237,033,DRQN_rand,large_net,none,0,0,82.0,258,42,2026-03-16T18:23:11.670380
260124-225237,033,DRQN_rand,large_net,prior_sessions_same_maze,13,0,163.0,258,42,2026-03-16T18:23:23.433493
260124-225237,033,DRQN_rand,large_net,none,0,1,20.0,258,43,2026-03-16T18:23:25.900359
260124-225237,033,DRQN_rand,large_net,prior_sessions_same_maze,13,1,63.0,258,43,2026-03-16T18:23:37.571112
260124-225237,033,DRQN_rand,large_net,none,0,2,102.0,258,44,2026-03-16T18:23:39.723031
260124-225237,033,DRQN_rand,large_net,prior_sessions_same_maze,13,2,56.0,258,44,2026-03-16T18:23:50.620977
260124-225237,033,DRQN_rand,large_net,none,0,3,59.0,258,45,2026-03-16T18:23:53.195781
260124-225237,033,DRQN_rand,large_net,prior_sessions_same_maze,13,3,56.0,258,45,2026-03-16T18:24:03.643411
260124-225237,033,DRQN_rand,large_net,none,0,4,53.0,258,46,2026-03-16T18:24:05.964431
260124-225237,033,DRQN_rand,large_net,prior_sessions_same_maze,13,4,70.0,258,46,2026-03-16T18:24:17.977990
260123-141609,033,DRQN_rand,large_net,none,0,0,28.0,98,42,2026-03-16T18:24:18.885378
260123-141609,033,DRQN_rand,large_net,prior_sessions_same_maze,12,0,54.0,98,42,2026-03-16T18:24:29.054313
260123-141609,033,DRQN_rand,large_net,none,0,1,11.0,98,43,2026-03-16T18:24:29.990599
260123-141609,033,DRQN_rand,large_net,prior_sessions_same_maze,12,1,10.0,98,43,2026-03-16T18:24:39.722699
260123-141609,033,DRQN_rand,large_net,none,0,2,26.0,98,44,2026-03-16T18:24:40.637392
260123-141609,033,DRQN_rand,large_net,prior_sessions_same_maze,12,2,45.0,98,44,2026-03-16T18:24:49.963244
260123-141609,033,DRQN_rand,large_net,none,0,3,18.0,98,45,2026-03-16T18:24:50.932615
260123-141609,033,DRQN_rand,large_net,prior_sessions_same_maze,12,3,66.0,98,45,2026-03-16T18:25:01.422328
260123-141609,033,DRQN_rand,large_net,none,0,4,13.0,98,46,2026-03-16T18:25:02.425747
260123-141609,033,DRQN_rand,large_net,prior_sessions_same_maze,12,4,48.0,98,46,2026-03-16T18:25:12.580978
260121-174047,033,DRQN_rand,large_net,none,0,0,68.0,157,42,2026-03-16T18:25:14.294341
260121-174047,033,DRQN_rand,large_net,prior_sessions_same_maze,10,0,26.0,157,42,2026-03-16T18:25:23.256403
260121-174047,033,DRQN_rand,large_net,none,0,1,40.0,157,43,2026-03-16T18:25:24.664788
260121-174047,033,DRQN_rand,large_net,prior_sessions_same_maze,10,1,14.0,157,43,2026-03-16T18:25:33.799803
260121-174047,033,DRQN_rand,large_net,none,0,2,36.0,157,44,2026-03-16T18:25:35.160671
260121-174047,033,DRQN_rand,large_net,prior_sessions_same_maze,10,2,68.0,157,44,2026-03-16T18:25:43.939811
260121-174047,033,DRQN_rand,large_net,none,0,3,42.0,157,45,2026-03-16T18:25:45.325719
260121-174047,033,DRQN_rand,large_net,prior_sessions_same_maze,10,3,28.0,157,45,2026-03-16T18:25:55.356784
260121-174047,033,DRQN_rand,large_net,none,0,4,40.0,157,46,2026-03-16T18:25:56.814656
260121-174047,033,DRQN_rand,large_net,prior_sessions_same_maze,10,4,96.0,157,46,2026-03-16T18:26:06.523017
260119-172108,033,DRQN_rand,large_net,none,0,0,70.0,195,42,2026-03-16T18:26:08.526647
260119-172108,033,DRQN_rand,large_net,prior_sessions_same_maze,9,0,22.0,195,42,2026-03-16T18:26:16.747495
260119-172108,033,DRQN_rand,large_net,none,0,1,50.0,195,43,2026-03-16T18:26:18.399495
260119-172108,033,DRQN_rand,large_net,prior_sessions_same_maze,9,1,36.0,195,43,2026-03-16T18:26:27.199375
260119-172108,033,DRQN_rand,large_net,none,0,2,37.0,195,44,2026-03-16T18:26:28.844047
260119-172108,033,DRQN_rand,large_net,prior_sessions_same_maze,9,2,97.0,195,44,2026-03-16T18:26:36.889557
260119-172108,033,DRQN_rand,large_net,none,0,3,42.0,195,45,2026-03-16T18:26:38.544267
260119-172108,033,DRQN_rand,large_net,prior_sessions_same_maze,9,3,50.0,195,45,2026-03-16T18:26:47.409129
260119-172108,033,DRQN_rand,large_net,none,0,4,53.0,195,46,2026-03-16T18:26:49.022780
260119-172108,033,DRQN_rand,large_net,prior_sessions_same_maze,9,4,54.0,195,46,2026-03-16T18:26:57.486364
260117-175942,033,DRQN_rand,large_net,none,0,0,50.0,135,42,2026-03-16T18:26:58.749264
260117-175942,033,DRQN_rand,large_net,prior_sessions_same_maze,8,0,36.0,135,42,2026-03-16T18:27:05.837395
260117-175942,033,DRQN_rand,large_net,none,0,1,38.0,135,43,2026-03-16T18:27:07.027540
260117-175942,033,DRQN_rand,large_net,prior_sessions_same_maze,8,1,14.0,135,43,2026-03-16T18:27:14.076602
260117-175942,033,DRQN_rand,large_net,none,0,2,33.0,135,44,2026-03-16T18:27:15.341628
260117-175942,033,DRQN_rand,large_net,prior_sessions_same_maze,8,2,39.0,135,44,2026-03-16T18:27:21.856512
260117-175942,033,DRQN_rand,large_net,none,0,3,42.0,135,45,2026-03-16T18:27:23.052081
260117-175942,033,DRQN_rand,large_net,prior_sessions_same_maze,8,3,14.0,135,45,2026-03-16T18:27:30.395925
260117-175942,033,DRQN_rand,large_net,none,0,4,31.0,135,46,2026-03-16T18:27:31.630999
260117-175942,033,DRQN_rand,large_net,prior_sessions_same_maze,8,4,50.0,135,46,2026-03-16T18:27:39.166804
260116-175247,033,DRQN_rand,large_net,none,0,0,70.0,179,42,2026-03-16T18:27:41.023998
260116-175247,033,DRQN_rand,large_net,prior_sessions_same_maze,7,0,32.0,179,42,2026-03-16T18:27:47.461926
260116-175247,033,DRQN_rand,large_net,none,0,1,46.0,179,43,2026-03-16T18:27:49.064354
260116-175247,033,DRQN_rand,large_net,prior_sessions_same_maze,7,1,13.0,179,43,2026-03-16T18:27:55.695653
260116-175247,033,DRQN_rand,large_net,none,0,2,36.0,179,44,2026-03-16T18:27:58.254222
260116-175247,033,DRQN_rand,large_net,prior_sessions_same_maze,7,2,54.0,179,44,2026-03-16T18:28:05.946194
260116-175247,033,DRQN_rand,large_net,none,0,3,42.0,179,45,2026-03-16T18:28:07.879603
260116-175247,033,DRQN_rand,large_net,prior_sessions_same_maze,7,3,9.0,179,45,2026-03-16T18:28:15.625101
260116-175247,033,DRQN_rand,large_net,none,0,4,41.0,179,46,2026-03-16T18:28:17.454063
260116-175247,033,DRQN_rand,large_net,prior_sessions_same_maze,7,4,84.0,179,46,2026-03-16T18:28:24.706624
251231-172527,031,DRQN_rand,large_net,none,0,0,46.0,121,42,2026-03-16T18:28:25.874922
251231-172527,031,DRQN_rand,large_net,prior_sessions_same_maze,10,0,79.0,121,42,2026-03-16T18:28:46.624308
251231-172527,031,DRQN_rand,large_net,none,0,1,28.0,121,43,2026-03-16T18:28:47.812177
251231-172527,031,DRQN_rand,large_net,prior_sessions_same_maze,10,1,92.0,121,43,2026-03-16T18:29:09.116374
251231-172527,031,DRQN_rand,large_net,none,0,2,33.0,121,44,2026-03-16T18:29:10.442855
251231-172527,031,DRQN_rand,large_net,prior_sessions_same_maze,10,2,84.0,121,44,2026-03-16T18:29:32.404877
251231-172527,031,DRQN_rand,large_net,none,0,3,42.0,121,45,2026-03-16T18:29:33.540062
251231-172527,031,DRQN_rand,large_net,prior_sessions_same_maze,10,3,95.0,121,45,2026-03-16T18:29:54.050931
251231-172527,031,DRQN_rand,large_net,none,0,4,28.0,121,46,2026-03-16T18:29:55.214587
251231-172527,031,DRQN_rand,large_net,prior_sessions_same_maze,10,4,24.0,121,46,2026-03-16T18:30:14.419791
251230-171810,031,DRQN_rand,large_net,none,0,0,70.0,171,42,2026-03-16T18:30:16.290255
251230-171810,031,DRQN_rand,large_net,prior_sessions_same_maze,9,0,131.0,171,42,2026-03-16T18:30:34.187674
251230-171810,031,DRQN_rand,large_net,none,0,1,46.0,171,43,2026-03-16T18:30:35.682862
251230-171810,031,DRQN_rand,large_net,prior_sessions_same_maze,9,1,56.0,171,43,2026-03-16T18:30:54.082333
251230-171810,031,DRQN_rand,large_net,none,0,2,36.0,171,44,2026-03-16T18:30:55.551433
251230-171810,031,DRQN_rand,large_net,prior_sessions_same_maze,9,2,33.0,171,44,2026-03-16T18:31:14.657070
251230-171810,031,DRQN_rand,large_net,none,0,3,42.0,171,45,2026-03-16T18:31:16.124076
251230-171810,031,DRQN_rand,large_net,prior_sessions_same_maze,9,3,56.0,171,45,2026-03-16T18:31:34.922142
251230-171810,031,DRQN_rand,large_net,none,0,4,40.0,171,46,2026-03-16T18:31:36.439986
251230-171810,031,DRQN_rand,large_net,prior_sessions_same_maze,9,4,149.0,171,46,2026-03-16T18:31:54.631873
251229-180544,031,DRQN_rand,large_net,none,0,0,93.0,318,42,2026-03-16T18:31:57.332066
251229-180544,031,DRQN_rand,large_net,prior_sessions_same_maze,8,0,164.0,318,42,2026-03-16T18:32:15.014554
251229-180544,031,DRQN_rand,large_net,none,0,1,110.0,318,43,2026-03-16T18:32:17.554242
251229-180544,031,DRQN_rand,large_net,prior_sessions_same_maze,8,1,137.0,318,43,2026-03-16T18:32:30.688539
251229-180544,031,DRQN_rand,large_net,none,0,2,92.0,318,44,2026-03-16T18:32:31.982641
251229-180544,031,DRQN_rand,large_net,prior_sessions_same_maze,8,2,96.0,318,44,2026-03-16T18:32:44.500752
251229-180544,031,DRQN_rand,large_net,none,0,3,55.0,318,45,2026-03-16T18:32:48.077197
251229-180544,031,DRQN_rand,large_net,prior_sessions_same_maze,8,3,175.0,318,45,2026-03-16T18:33:07.937268
251229-180544,031,DRQN_rand,large_net,none,0,4,124.0,318,46,2026-03-16T18:33:10.354862
251229-180544,031,DRQN_rand,large_net,prior_sessions_same_maze,8,4,187.0,318,46,2026-03-16T18:33:27.743323
251228-174043,031,DRQN_rand,large_net,none,0,0,77.0,195,42,2026-03-16T18:33:30.052518
251228-174043,031,DRQN_rand,large_net,prior_sessions_same_maze,11,0,22.0,195,42,2026-03-16T18:33:55.612444
251228-174043,031,DRQN_rand,large_net,none,0,1,54.0,195,43,2026-03-16T18:33:57.344489
251228-174043,031,DRQN_rand,large_net,prior_sessions_same_maze,11,1,41.0,195,43,2026-03-16T18:34:19.954454
251228-174043,031,DRQN_rand,large_net,none,0,2,61.0,195,44,2026-03-16T18:34:22.224854
251228-174043,031,DRQN_rand,large_net,prior_sessions_same_maze,11,2,97.0,195,44,2026-03-16T18:34:46.366020
251228-174043,031,DRQN_rand,large_net,none,0,3,63.0,195,45,2026-03-16T18:34:48.329257
251228-174043,031,DRQN_rand,large_net,prior_sessions_same_maze,11,3,138.0,195,45,2026-03-16T18:35:12.145317
251228-174043,031,DRQN_rand,large_net,none,0,4,14.0,195,46,2026-03-16T18:35:14.417572
251228-174043,031,DRQN_rand,large_net,prior_sessions_same_maze,11,4,36.0,195,46,2026-03-16T18:35:46.333650
251227-174332,031,DRQN_rand,large_net,none,0,0,91.0,247,42,2026-03-16T18:35:49.770185
251227-174332,031,DRQN_rand,large_net,prior_sessions_same_maze,10,0,113.0,247,42,2026-03-16T18:36:14.144097
251227-174332,031,DRQN_rand,large_net,none,0,1,69.0,247,43,2026-03-16T18:36:16.377776
251227-174332,031,DRQN_rand,large_net,prior_sessions_same_maze,10,1,119.0,247,43,2026-03-16T18:36:38.818112
251227-174332,031,DRQN_rand,large_net,none,0,2,97.0,247,44,2026-03-16T18:36:41.356486
251227-174332,031,DRQN_rand,large_net,prior_sessions_same_maze,10,2,81.0,247,44,2026-03-16T18:37:01.632241
251227-174332,031,DRQN_rand,large_net,none,0,3,83.0,247,45,2026-03-16T18:37:03.950139
251227-174332,031,DRQN_rand,large_net,prior_sessions_same_maze,10,3,177.0,247,45,2026-03-16T18:37:24.882442
251227-174332,031,DRQN_rand,large_net,none,0,4,22.0,247,46,2026-03-16T18:37:27.913317
251227-174332,031,DRQN_rand,large_net,prior_sessions_same_maze,10,4,132.0,247,46,2026-03-16T18:37:50.081029
251226-181307,031,DRQN_rand,large_net,none,0,0,78.0,208,42,2026-03-16T18:37:52.412571
251226-181307,031,DRQN_rand,large_net,prior_sessions_same_maze,9,0,36.0,208,42,2026-03-16T18:38:12.733707
251226-181307,031,DRQN_rand,large_net,none,0,1,54.0,208,43,2026-03-16T18:38:14.434151
251226-181307,031,DRQN_rand,large_net,prior_sessions_same_maze,9,1,173.0,208,43,2026-03-16T18:38:32.793051
251226-181307,031,DRQN_rand,large_net,none,0,2,68.0,208,44,2026-03-16T18:38:34.934440
251226-181307,031,DRQN_rand,large_net,prior_sessions_same_maze,9,2,25.0,208,44,2026-03-16T18:38:53.352568
251226-181307,031,DRQN_rand,large_net,none,0,3,71.0,208,45,2026-03-16T18:38:55.378493
251226-181307,031,DRQN_rand,large_net,prior_sessions_same_maze,9,3,164.0,208,45,2026-03-16T18:39:14.360264
251226-181307,031,DRQN_rand,large_net,none,0,4,14.0,208,46,2026-03-16T18:39:17.379824
251226-181307,031,DRQN_rand,large_net,prior_sessions_same_maze,9,4,50.0,208,46,2026-03-16T18:39:48.032471
251225-181630,031,DRQN_rand,large_net,none,0,0,69.0,178,42,2026-03-16T18:39:50.703449
251225-181630,031,DRQN_rand,large_net,prior_sessions_same_maze,8,0,13.0,178,42,2026-03-16T18:40:20.218377
251225-181630,031,DRQN_rand,large_net,none,0,1,49.0,178,43,2026-03-16T18:40:22.381618
251225-181630,031,DRQN_rand,large_net,prior_sessions_same_maze,8,1,98.0,178,43,2026-03-16T18:40:48.973361
251225-181630,031,DRQN_rand,large_net,none,0,2,61.0,178,44,2026-03-16T18:40:51.973189
251225-181630,031,DRQN_rand,large_net,prior_sessions_same_maze,8,2,27.0,178,44,2026-03-16T18:41:15.605753
251225-181630,031,DRQN_rand,large_net,none,0,3,53.0,178,45,2026-03-16T18:41:18.131389
251225-181630,031,DRQN_rand,large_net,prior_sessions_same_maze,8,3,98.0,178,45,2026-03-16T18:41:41.636786
251225-181630,031,DRQN_rand,large_net,none,0,4,14.0,178,46,2026-03-16T18:41:45.020815
251225-181630,031,DRQN_rand,large_net,prior_sessions_same_maze,8,4,74.0,178,46,2026-03-16T18:42:11.538778
251224-181729,031,DRQN_rand,large_net,none,0,0,28.0,80,42,2026-03-16T18:42:12.584177
251224-181729,031,DRQN_rand,large_net,prior_sessions_same_maze,7,0,63.0,80,42,2026-03-16T18:42:40.372257
251224-181729,031,DRQN_rand,large_net,none,0,1,14.0,80,43,2026-03-16T18:42:41.875099
251224-181729,031,DRQN_rand,large_net,prior_sessions_same_maze,7,1,55.0,80,43,2026-03-16T18:43:06.164305
251224-181729,031,DRQN_rand,large_net,none,0,2,14.0,80,44,2026-03-16T18:43:07.268581
251224-181729,031,DRQN_rand,large_net,prior_sessions_same_maze,7,2,42.0,80,44,2026-03-16T18:43:29.390233
251224-181729,031,DRQN_rand,large_net,none,0,3,10.0,80,45,2026-03-16T18:43:30.566573
251224-181729,031,DRQN_rand,large_net,prior_sessions_same_maze,7,3,68.0,80,45,2026-03-16T18:44:06.081621
251224-181729,031,DRQN_rand,large_net,none,0,4,7.0,80,46,2026-03-16T18:44:08.255730
251224-181729,031,DRQN_rand,large_net,prior_sessions_same_maze,7,4,65.0,80,46,2026-03-16T18:44:50.122319
251222-194856,031,DRQN_rand,large_net,none,0,0,80.0,212,42,2026-03-16T18:44:55.895584
251222-194856,031,DRQN_rand,large_net,prior_sessions_same_maze,6,0,94.0,212,42,2026-03-16T18:45:41.567341
251222-194856,031,DRQN_rand,large_net,none,0,1,54.0,212,43,2026-03-16T18:45:45.748299
251222-194856,031,DRQN_rand,large_net,prior_sessions_same_maze,6,1,133.0,212,43,2026-03-16T18:46:24.027258
251222-194856,031,DRQN_rand,large_net,none,0,2,72.0,212,44,2026-03-16T18:46:28.117423
251222-194856,031,DRQN_rand,large_net,prior_sessions_same_maze,6,2,107.0,212,44,2026-03-16T18:46:53.154265
251222-194856,031,DRQN_rand,large_net,none,0,3,75.0,212,45,2026-03-16T18:46:56.161151
251222-194856,031,DRQN_rand,large_net,prior_sessions_same_maze,6,3,134.0,212,45,2026-03-16T18:47:18.732219
251222-194856,031,DRQN_rand,large_net,none,0,4,18.0,212,46,2026-03-16T18:47:22.496355
251222-194856,031,DRQN_rand,large_net,prior_sessions_same_maze,6,4,165.0,212,46,2026-03-16T18:47:48.827369
251221-193410,031,DRQN_rand,large_net,none,0,0,223.0,529,42,2026-03-16T18:47:51.674956
251221-193410,031,DRQN_rand,large_net,prior_sessions_same_maze,5,0,13.0,529,42,2026-03-16T18:48:03.797671
251221-193410,031,DRQN_rand,large_net,none,0,1,172.0,529,43,2026-03-16T18:48:06.070612
251221-193410,031,DRQN_rand,large_net,prior_sessions_same_maze,5,1,336.0,529,43,2026-03-16T18:48:15.947860
251221-193410,031,DRQN_rand,large_net,none,0,2,306.0,529,44,2026-03-16T18:48:18.600293
251221-193410,031,DRQN_rand,large_net,prior_sessions_same_maze,5,2,41.0,529,44,2026-03-16T18:48:27.009199
251221-193410,031,DRQN_rand,large_net,none,0,3,263.0,529,45,2026-03-16T18:48:29.569406
251221-193410,031,DRQN_rand,large_net,prior_sessions_same_maze,5,3,389.0,529,45,2026-03-16T18:48:37.407838
251221-193410,031,DRQN_rand,large_net,none,0,4,23.0,529,46,2026-03-16T18:48:40.102713
251221-193410,031,DRQN_rand,large_net,prior_sessions_same_maze,5,4,304.0,529,46,2026-03-16T18:48:49.822904
251220-165800,031,DRQN_rand,large_net,none,0,0,302.0,695,42,2026-03-16T18:48:53.135598
251220-165800,031,DRQN_rand,large_net,prior_sessions_same_maze,4,0,232.0,695,42,2026-03-16T18:49:04.055438
251220-165800,031,DRQN_rand,large_net,none,0,1,249.0,695,43,2026-03-16T18:49:07.626959
251220-165800,031,DRQN_rand,large_net,prior_sessions_same_maze,4,1,377.0,695,43,2026-03-16T18:49:15.338570
251220-165800,031,DRQN_rand,large_net,none,0,2,425.0,695,44,2026-03-16T18:49:19.958726
251220-165800,031,DRQN_rand,large_net,prior_sessions_same_maze,4,2,276.0,695,44,2026-03-16T18:49:28.135884
251220-165800,031,DRQN_rand,large_net,none,0,3,349.0,695,45,2026-03-16T18:49:33.228132
251220-165800,031,DRQN_rand,large_net,prior_sessions_same_maze,4,3,502.0,695,45,2026-03-16T18:49:41.645414
251220-165800,031,DRQN_rand,large_net,none,0,4,31.0,695,46,2026-03-16T18:49:46.228510
251220-165800,031,DRQN_rand,large_net,prior_sessions_same_maze,4,4,333.0,695,46,2026-03-16T18:49:53.882151
251130-232218,031,DRQN_rand,large_net,none,0,0,91.0,239,42,2026-03-16T18:49:55.934505
251130-232218,031,DRQN_rand,large_net,prior_sessions_same_maze,3,0,13.0,239,42,2026-03-16T18:50:02.712326
251130-232218,031,DRQN_rand,large_net,none,0,1,62.0,239,43,2026-03-16T18:50:04.452783
251130-232218,031,DRQN_rand,large_net,prior_sessions_same_maze,3,1,123.0,239,43,2026-03-16T18:50:09.420741
251130-232218,031,DRQN_rand,large_net,none,0,2,93.0,239,44,2026-03-16T18:50:11.265317
251130-232218,031,DRQN_rand,large_net,prior_sessions_same_maze,3,2,179.0,239,44,2026-03-16T18:50:16.768797
251130-232218,031,DRQN_rand,large_net,none,0,3,83.0,239,45,2026-03-16T18:50:18.509744
251130-232218,031,DRQN_rand,large_net,prior_sessions_same_maze,3,3,175.0,239,45,2026-03-16T18:50:23.654794
251130-232218,031,DRQN_rand,large_net,none,0,4,22.0,239,46,2026-03-16T18:50:26.716495
251130-232218,031,DRQN_rand,large_net,prior_sessions_same_maze,3,4,120.0,239,46,2026-03-16T18:50:34.841905
251130-134624,031,DRQN_rand,large_net,none,0,0,91.0,270,42,2026-03-16T18:50:37.027272
251130-134624,031,DRQN_rand,large_net,prior_sessions_same_maze,2,0,79.0,270,42,2026-03-16T18:50:41.805483
251130-134624,031,DRQN_rand,large_net,none,0,1,69.0,270,43,2026-03-16T18:50:43.126829
251130-134624,031,DRQN_rand,large_net,prior_sessions_same_maze,2,1,134.0,270,43,2026-03-16T18:50:46.395982
251130-134624,031,DRQN_rand,large_net,none,0,2,116.0,270,44,2026-03-16T18:50:48.664702
251130-134624,031,DRQN_rand,large_net,prior_sessions_same_maze,2,2,157.0,270,44,2026-03-16T18:50:53.077079
251130-134624,031,DRQN_rand,large_net,none,0,3,91.0,270,45,2026-03-16T18:50:56.443802
251130-134624,031,DRQN_rand,large_net,prior_sessions_same_maze,2,3,149.0,270,45,2026-03-16T18:51:01.701157
