exp_moment,animal_ID,model,history_len,config_name,repeat_idx,total_reward,n_actions,timestamp,seed,hpo_config
260205-191855,033,DQN,0,ego,0,75.0,127,2026-03-17T02:58:49.690625,89071,aggressive_explore
260205-191855,033,DQN,0,ego,1,56.0,127,2026-03-17T02:58:49.893244,89072,aggressive_explore
260205-191855,033,DQN,0,ego,2,52.0,127,2026-03-17T02:58:50.099444,89073,aggressive_explore
260205-191855,033,DQN,0,ego,3,24.0,127,2026-03-17T02:58:50.286707,89074,aggressive_explore
260205-191855,033,DQN,0,ego,4,42.0,127,2026-03-17T02:58:50.499315,89075,aggressive_explore
260206-144834,033,DQN,0,ego,0,275.0,518,2026-03-17T02:58:51.102452,89071,aggressive_explore
260206-144834,033,DQN,0,ego,1,152.0,518,2026-03-17T02:58:51.701790,89072,aggressive_explore
260206-144834,033,DQN,0,ego,2,124.0,518,2026-03-17T02:58:52.312506,89073,aggressive_explore
260206-144834,033,DQN,0,ego,3,111.0,518,2026-03-17T02:58:52.926142,89074,aggressive_explore
260206-144834,033,DQN,0,ego,4,182.0,518,2026-03-17T02:58:53.526264,89075,aggressive_explore
260208-145358,033,DQN,0,ego,0,140.0,234,2026-03-17T02:58:53.818876,89071,aggressive_explore
260208-145358,033,DQN,0,ego,1,84.0,234,2026-03-17T02:58:54.130323,89072,aggressive_explore
260208-145358,033,DQN,0,ego,2,55.0,234,2026-03-17T02:58:54.447171,89073,aggressive_explore
260208-145358,033,DQN,0,ego,3,56.0,234,2026-03-17T02:58:54.748788,89074,aggressive_explore
260208-145358,033,DQN,0,ego,4,82.0,234,2026-03-17T02:58:55.066886,89075,aggressive_explore
260209-143612,033,DQN,0,ego,0,140.0,223,2026-03-17T02:58:55.354284,89071,aggressive_explore
260209-143612,033,DQN,0,ego,1,84.0,223,2026-03-17T02:58:55.651257,89072,aggressive_explore
260209-143612,033,DQN,0,ego,2,55.0,223,2026-03-17T02:58:55.958809,89073,aggressive_explore
260209-143612,033,DQN,0,ego,3,55.0,223,2026-03-17T02:58:56.240587,89074,aggressive_explore
260209-143612,033,DQN,0,ego,4,74.0,223,2026-03-17T02:58:56.543270,89075,aggressive_explore
260210-142932,033,DQN,0,ego,0,140.0,236,2026-03-17T02:58:56.848622,89071,aggressive_explore
260210-142932,033,DQN,0,ego,1,84.0,236,2026-03-17T02:58:57.227376,89072,aggressive_explore
260210-142932,033,DQN,0,ego,2,55.0,236,2026-03-17T02:58:57.596640,89073,aggressive_explore
260210-142932,033,DQN,0,ego,3,56.0,236,2026-03-17T02:58:57.938420,89074,aggressive_explore
260210-142932,033,DQN,0,ego,4,82.0,236,2026-03-17T02:58:58.309005,89075,aggressive_explore
260211-143636,033,DQN,0,ego,0,164.0,283,2026-03-17T02:58:58.708064,89071,aggressive_explore
260211-143636,033,DQN,0,ego,1,100.0,283,2026-03-17T02:58:59.118396,89072,aggressive_explore
260211-143636,033,DQN,0,ego,2,70.0,283,2026-03-17T02:58:59.546601,89073,aggressive_explore
260211-143636,033,DQN,0,ego,3,56.0,283,2026-03-17T02:58:59.950597,89074,aggressive_explore
260211-143636,033,DQN,0,ego,4,82.0,283,2026-03-17T02:59:00.379525,89075,aggressive_explore
260213-001923,033,DQN,0,ego,0,140.0,250,2026-03-17T02:59:00.732923,89071,aggressive_explore
260213-001923,033,DQN,0,ego,1,84.0,250,2026-03-17T02:59:01.116452,89072,aggressive_explore
260213-001923,033,DQN,0,ego,2,56.0,250,2026-03-17T02:59:01.492734,89073,aggressive_explore
260213-001923,033,DQN,0,ego,3,56.0,250,2026-03-17T02:59:01.863110,89074,aggressive_explore
260213-001923,033,DQN,0,ego,4,82.0,250,2026-03-17T02:59:02.227164,89075,aggressive_explore
260213-223917,033,DQN,0,ego,0,140.0,257,2026-03-17T02:59:02.594813,89071,aggressive_explore
260213-223917,033,DQN,0,ego,1,84.0,257,2026-03-17T02:59:02.970401,89072,aggressive_explore
260213-223917,033,DQN,0,ego,2,63.0,257,2026-03-17T02:59:03.363663,89073,aggressive_explore
260213-223917,033,DQN,0,ego,3,56.0,257,2026-03-17T02:59:03.728134,89074,aggressive_explore
260213-223917,033,DQN,0,ego,4,82.0,257,2026-03-17T02:59:04.115044,89075,aggressive_explore
260216-230300,033,DQN,0,ego,0,153.0,270,2026-03-17T02:59:04.489257,89071,aggressive_explore
260216-230300,033,DQN,0,ego,1,89.0,270,2026-03-17T02:59:04.890935,89072,aggressive_explore
260216-230300,033,DQN,0,ego,2,66.0,270,2026-03-17T02:59:05.288518,89073,aggressive_explore
260216-230300,033,DQN,0,ego,3,56.0,270,2026-03-17T02:59:05.665215,89074,aggressive_explore
260216-230300,033,DQN,0,ego,4,82.0,270,2026-03-17T02:59:06.076613,89075,aggressive_explore
260217-193501,033,DQN,0,ego,0,140.0,242,2026-03-17T02:59:06.431036,89071,aggressive_explore
260217-193501,033,DQN,0,ego,1,84.0,242,2026-03-17T02:59:06.807573,89072,aggressive_explore
260217-193501,033,DQN,0,ego,2,55.0,242,2026-03-17T02:59:07.174570,89073,aggressive_explore
260217-193501,033,DQN,0,ego,3,56.0,242,2026-03-17T02:59:07.519859,89074,aggressive_explore
260217-193501,033,DQN,0,ego,4,82.0,242,2026-03-17T02:59:07.891761,89075,aggressive_explore
260218-180723,033,DQN,0,ego,0,155.0,291,2026-03-17T02:59:08.306100,89071,aggressive_explore
260218-180723,033,DQN,0,ego,1,167.0,291,2026-03-17T02:59:08.741580,89072,aggressive_explore
260218-180723,033,DQN,0,ego,2,112.0,291,2026-03-17T02:59:09.176152,89073,aggressive_explore
260218-180723,033,DQN,0,ego,3,36.0,291,2026-03-17T02:59:09.608567,89074,aggressive_explore
260218-180723,033,DQN,0,ego,4,138.0,291,2026-03-17T02:59:10.040555,89075,aggressive_explore
260219-233757,033,DQN,0,ego,0,66.0,175,2026-03-17T02:59:10.326028,89071,aggressive_explore
260219-233757,033,DQN,0,ego,1,79.0,175,2026-03-17T02:59:10.624905,89072,aggressive_explore
260219-233757,033,DQN,0,ego,2,41.0,175,2026-03-17T02:59:10.926788,89073,aggressive_explore
260219-233757,033,DQN,0,ego,3,35.0,175,2026-03-17T02:59:11.243766,89074,aggressive_explore
260219-233757,033,DQN,0,ego,4,68.0,175,2026-03-17T02:59:11.535286,89075,aggressive_explore
260220-185055,033,DQN,0,ego,0,118.0,246,2026-03-17T02:59:11.890441,89071,aggressive_explore
260220-185055,033,DQN,0,ego,1,134.0,246,2026-03-17T02:59:12.253117,89072,aggressive_explore
260220-185055,033,DQN,0,ego,2,81.0,246,2026-03-17T02:59:12.623507,89073,aggressive_explore
260220-185055,033,DQN,0,ego,3,36.0,246,2026-03-17T02:59:13.026678,89074,aggressive_explore
260220-185055,033,DQN,0,ego,4,101.0,246,2026-03-17T02:59:13.403952,89075,aggressive_explore
260222-190726,033,DQN,0,ego,0,46.0,151,2026-03-17T02:59:13.667797,89071,aggressive_explore
260222-190726,033,DQN,0,ego,1,59.0,151,2026-03-17T02:59:13.946366,89072,aggressive_explore
260222-190726,033,DQN,0,ego,2,37.0,151,2026-03-17T02:59:14.218145,89073,aggressive_explore
260222-190726,033,DQN,0,ego,3,28.0,151,2026-03-17T02:59:14.472203,89074,aggressive_explore
260222-190726,033,DQN,0,ego,4,54.0,151,2026-03-17T02:59:14.740790,89075,aggressive_explore
260223-191545,033,DQN,0,ego,0,46.0,131,2026-03-17T02:59:14.957129,89071,aggressive_explore
260223-191545,033,DQN,0,ego,1,42.0,131,2026-03-17T02:59:15.208307,89072,aggressive_explore
260223-191545,033,DQN,0,ego,2,26.0,131,2026-03-17T02:59:15.461869,89073,aggressive_explore
260223-191545,033,DQN,0,ego,3,28.0,131,2026-03-17T02:59:15.688857,89074,aggressive_explore
260223-191545,033,DQN,0,ego,4,38.0,131,2026-03-17T02:59:15.938958,89075,aggressive_explore
260124-225237,033,DQN,0,ego,0,42.0,258,2026-03-17T02:59:16.227213,86218,high_lr
260124-225237,033,DQN,0,ego,1,104.0,258,2026-03-17T02:59:16.521966,86219,high_lr
260124-225237,033,DQN,0,ego,2,34.0,258,2026-03-17T02:59:16.802977,86220,high_lr
260124-225237,033,DQN,0,ego,3,50.0,258,2026-03-17T02:59:17.085217,86221,high_lr
260124-225237,033,DQN,0,ego,4,69.0,258,2026-03-17T02:59:17.359367,86222,high_lr
260123-141609,033,DQN,0,ego,0,12.0,98,2026-03-17T02:59:17.511391,86218,high_lr
260123-141609,033,DQN,0,ego,1,14.0,98,2026-03-17T02:59:17.669511,86219,high_lr
260123-141609,033,DQN,0,ego,2,30.0,98,2026-03-17T02:59:17.828843,86220,high_lr
260123-141609,033,DQN,0,ego,3,13.0,98,2026-03-17T02:59:17.997299,86221,high_lr
260123-141609,033,DQN,0,ego,4,36.0,98,2026-03-17T02:59:18.142187,86222,high_lr
260121-174047,033,DQN,0,ego,0,24.0,157,2026-03-17T02:59:18.345787,86218,high_lr
260121-174047,033,DQN,0,ego,1,14.0,157,2026-03-17T02:59:18.542500,86219,high_lr
260121-174047,033,DQN,0,ego,2,20.0,157,2026-03-17T02:59:18.757427,86220,high_lr
260121-174047,033,DQN,0,ego,3,41.0,157,2026-03-17T02:59:18.969655,86221,high_lr
260121-174047,033,DQN,0,ego,4,58.0,157,2026-03-17T02:59:19.172907,86222,high_lr
260119-172108,033,DQN,0,ego,0,25.0,195,2026-03-17T02:59:19.408359,86218,high_lr
260119-172108,033,DQN,0,ego,1,14.0,195,2026-03-17T02:59:19.652166,86219,high_lr
260119-172108,033,DQN,0,ego,2,20.0,195,2026-03-17T02:59:19.910498,86220,high_lr
260119-172108,033,DQN,0,ego,3,52.0,195,2026-03-17T02:59:20.147075,86221,high_lr
260119-172108,033,DQN,0,ego,4,69.0,195,2026-03-17T02:59:20.369300,86222,high_lr
260117-175942,033,DQN,0,ego,0,24.0,135,2026-03-17T02:59:20.555817,86218,high_lr
260117-175942,033,DQN,0,ego,1,12.0,135,2026-03-17T02:59:20.741497,86219,high_lr
260117-175942,033,DQN,0,ego,2,20.0,135,2026-03-17T02:59:20.949810,86220,high_lr
260117-175942,033,DQN,0,ego,3,35.0,135,2026-03-17T02:59:21.142734,86221,high_lr
260117-175942,033,DQN,0,ego,4,53.0,135,2026-03-17T02:59:21.325970,86222,high_lr
260116-175247,033,DQN,0,ego,0,25.0,179,2026-03-17T02:59:21.544871,86218,high_lr
260116-175247,033,DQN,0,ego,1,14.0,179,2026-03-17T02:59:21.779206,86219,high_lr
260116-175247,033,DQN,0,ego,2,20.0,179,2026-03-17T02:59:22.017793,86220,high_lr
260116-175247,033,DQN,0,ego,3,48.0,179,2026-03-17T02:59:22.247193,86221,high_lr
260116-175247,033,DQN,0,ego,4,66.0,179,2026-03-17T02:59:22.462118,86222,high_lr
251231-172527,031,DQN,0,ego,0,24.0,121,2026-03-17T02:59:22.641867,86218,high_lr
251231-172527,031,DQN,0,ego,1,10.0,121,2026-03-17T02:59:22.816987,86219,high_lr
251231-172527,031,DQN,0,ego,2,16.0,121,2026-03-17T02:59:23.006175,86220,high_lr
251231-172527,031,DQN,0,ego,3,31.0,121,2026-03-17T02:59:23.197545,86221,high_lr
251231-172527,031,DQN,0,ego,4,49.0,121,2026-03-17T02:59:23.372244,86222,high_lr
251230-171810,031,DQN,0,ego,0,25.0,171,2026-03-17T02:59:23.580082,86218,high_lr
251230-171810,031,DQN,0,ego,1,14.0,171,2026-03-17T02:59:23.803322,86219,high_lr
251230-171810,031,DQN,0,ego,2,20.0,171,2026-03-17T02:59:24.036056,86220,high_lr
251230-171810,031,DQN,0,ego,3,41.0,171,2026-03-17T02:59:24.254189,86221,high_lr
251230-171810,031,DQN,0,ego,4,66.0,171,2026-03-17T02:59:24.462539,86222,high_lr
251229-180544,031,DQN,0,ego,0,50.0,318,2026-03-17T02:59:24.793802,86218,high_lr
251229-180544,031,DQN,0,ego,1,92.0,318,2026-03-17T02:59:25.134606,86219,high_lr
251229-180544,031,DQN,0,ego,2,20.0,318,2026-03-17T02:59:25.481386,86220,high_lr
251229-180544,031,DQN,0,ego,3,109.0,318,2026-03-17T02:59:25.805825,86221,high_lr
251229-180544,031,DQN,0,ego,4,112.0,318,2026-03-17T02:59:26.107806,86222,high_lr
251228-174043,031,DQN,0,ego,0,76.0,195,2026-03-17T02:59:26.324974,86218,high_lr
251228-174043,031,DQN,0,ego,1,8.0,195,2026-03-17T02:59:26.568165,86219,high_lr
251228-174043,031,DQN,0,ego,2,63.0,195,2026-03-17T02:59:26.786996,86220,high_lr
251228-174043,031,DQN,0,ego,3,40.0,195,2026-03-17T02:59:27.027569,86221,high_lr
251228-174043,031,DQN,0,ego,4,70.0,195,2026-03-17T02:59:27.257523,86222,high_lr
251227-174332,031,DQN,0,ego,0,105.0,247,2026-03-17T02:59:27.509431,86218,high_lr
251227-174332,031,DQN,0,ego,1,8.0,247,2026-03-17T02:59:27.787297,86219,high_lr
251227-174332,031,DQN,0,ego,2,63.0,247,2026-03-17T02:59:28.059892,86220,high_lr
251227-174332,031,DQN,0,ego,3,57.0,247,2026-03-17T02:59:28.310646,86221,high_lr
251227-174332,031,DQN,0,ego,4,107.0,247,2026-03-17T02:59:28.540284,86222,high_lr
251226-181307,031,DQN,0,ego,0,85.0,208,2026-03-17T02:59:28.726609,86218,high_lr
251226-181307,031,DQN,0,ego,1,8.0,208,2026-03-17T02:59:28.940789,86219,high_lr
251226-181307,031,DQN,0,ego,2,63.0,208,2026-03-17T02:59:29.136488,86220,high_lr
251226-181307,031,DQN,0,ego,3,51.0,208,2026-03-17T02:59:29.349397,86221,high_lr
251226-181307,031,DQN,0,ego,4,75.0,208,2026-03-17T02:59:29.547923,86222,high_lr
251225-181630,031,DQN,0,ego,0,67.0,178,2026-03-17T02:59:29.716842,86218,high_lr
251225-181630,031,DQN,0,ego,1,8.0,178,2026-03-17T02:59:29.914020,86219,high_lr
251225-181630,031,DQN,0,ego,2,56.0,178,2026-03-17T02:59:30.095233,86220,high_lr
251225-181630,031,DQN,0,ego,3,37.0,178,2026-03-17T02:59:30.291264,86221,high_lr
251225-181630,031,DQN,0,ego,4,65.0,178,2026-03-17T02:59:30.473159,86222,high_lr
251224-181729,031,DQN,0,ego,0,34.0,80,2026-03-17T02:59:30.580510,86218,high_lr
251224-181729,031,DQN,0,ego,1,8.0,80,2026-03-17T02:59:30.688327,86219,high_lr
251224-181729,031,DQN,0,ego,2,24.0,80,2026-03-17T02:59:30.805858,86220,high_lr
251224-181729,031,DQN,0,ego,3,14.0,80,2026-03-17T02:59:30.917963,86221,high_lr
251224-181729,031,DQN,0,ego,4,22.0,80,2026-03-17T02:59:31.033067,86222,high_lr
251222-194856,031,DQN,0,ego,0,89.0,212,2026-03-17T02:59:31.227661,86218,high_lr
251222-194856,031,DQN,0,ego,1,8.0,212,2026-03-17T02:59:31.453963,86219,high_lr
251222-194856,031,DQN,0,ego,2,63.0,212,2026-03-17T02:59:31.657770,86220,high_lr
251222-194856,031,DQN,0,ego,3,51.0,212,2026-03-17T02:59:31.874317,86221,high_lr
251222-194856,031,DQN,0,ego,4,77.0,212,2026-03-17T02:59:32.075701,86222,high_lr
251221-193410,031,DQN,0,ego,0,258.0,529,2026-03-17T02:59:32.455982,86218,high_lr
251221-193410,031,DQN,0,ego,1,8.0,529,2026-03-17T02:59:33.000401,86219,high_lr
251221-193410,031,DQN,0,ego,2,117.0,529,2026-03-17T02:59:33.430558,86220,high_lr
251221-193410,031,DQN,0,ego,3,148.0,529,2026-03-17T02:59:33.860058,86221,high_lr
251221-193410,031,DQN,0,ego,4,304.0,529,2026-03-17T02:59:34.265233,86222,high_lr
251220-165800,031,DQN,0,ego,0,342.0,695,2026-03-17T02:59:34.749315,86218,high_lr
251220-165800,031,DQN,0,ego,1,51.0,695,2026-03-17T02:59:35.386237,86219,high_lr
251220-165800,031,DQN,0,ego,2,208.0,695,2026-03-17T02:59:35.914696,86220,high_lr
251220-165800,031,DQN,0,ego,3,176.0,695,2026-03-17T02:59:36.473084,86221,high_lr
251220-165800,031,DQN,0,ego,4,430.0,695,2026-03-17T02:59:36.969397,86222,high_lr
251130-232218,031,DQN,0,ego,0,102.0,239,2026-03-17T02:59:37.171628,86218,high_lr
251130-232218,031,DQN,0,ego,1,8.0,239,2026-03-17T02:59:37.401537,86219,high_lr
251130-232218,031,DQN,0,ego,2,63.0,239,2026-03-17T02:59:37.625698,86220,high_lr
251130-232218,031,DQN,0,ego,3,51.0,239,2026-03-17T02:59:37.865802,86221,high_lr
251130-232218,031,DQN,0,ego,4,99.0,239,2026-03-17T02:59:38.085853,86222,high_lr
251130-134624,031,DQN,0,ego,0,117.0,270,2026-03-17T02:59:38.311797,86218,high_lr
251130-134624,031,DQN,0,ego,1,8.0,270,2026-03-17T02:59:38.576580,86219,high_lr
251130-134624,031,DQN,0,ego,2,78.0,270,2026-03-17T02:59:38.824068,86220,high_lr
251130-134624,031,DQN,0,ego,3,62.0,270,2026-03-17T02:59:39.084572,86221,high_lr
251130-134624,031,DQN,0,ego,4,125.0,270,2026-03-17T02:59:39.320256,86222,high_lr
251129-155326,031,DQN,0,ego,0,96.0,420,2026-03-17T02:59:39.677714,86218,high_lr
251129-155326,031,DQN,0,ego,1,105.0,420,2026-03-17T02:59:40.031830,86219,high_lr
251129-155326,031,DQN,0,ego,2,25.0,420,2026-03-17T02:59:40.389557,86220,high_lr
251129-155326,031,DQN,0,ego,3,152.0,420,2026-03-17T02:59:40.726809,86221,high_lr
251129-155326,031,DQN,0,ego,4,154.0,420,2026-03-17T02:59:41.060812,86222,high_lr
251128-125956,031,DQN,0,ego,0,35.0,271,2026-03-17T02:59:41.314281,86218,high_lr
251128-125956,031,DQN,0,ego,1,64.0,271,2026-03-17T02:59:41.569261,86219,high_lr
251128-125956,031,DQN,0,ego,2,20.0,271,2026-03-17T02:59:41.827525,86220,high_lr
251128-125956,031,DQN,0,ego,3,87.0,271,2026-03-17T02:59:42.074786,86221,high_lr
251128-125956,031,DQN,0,ego,4,105.0,271,2026-03-17T02:59:42.315752,86222,high_lr
251127-113857,031,DQN,0,ego,0,24.0,140,2026-03-17T02:59:42.469303,86218,high_lr
251127-113857,031,DQN,0,ego,1,12.0,140,2026-03-17T02:59:42.622365,86219,high_lr
251127-113857,031,DQN,0,ego,2,20.0,140,2026-03-17T02:59:42.804078,86220,high_lr
251127-113857,031,DQN,0,ego,3,38.0,140,2026-03-17T02:59:42.966732,86221,high_lr
251127-113857,031,DQN,0,ego,4,53.0,140,2026-03-17T02:59:43.115659,86222,high_lr
251126-135239,031,DQN,0,ego,0,50.0,317,2026-03-17T02:59:43.390532,86218,high_lr
251126-135239,031,DQN,0,ego,1,92.0,317,2026-03-17T02:59:43.675228,86219,high_lr
251126-135239,031,DQN,0,ego,2,20.0,317,2026-03-17T02:59:43.969245,86220,high_lr
251126-135239,031,DQN,0,ego,3,109.0,317,2026-03-17T02:59:44.239816,86221,high_lr
251126-135239,031,DQN,0,ego,4,112.0,317,2026-03-17T02:59:44.513569,86222,high_lr
251125-162636,031,DQN,0,ego,0,59.0,327,2026-03-17T02:59:44.823806,86218,high_lr
251125-162636,031,DQN,0,ego,1,92.0,327,2026-03-17T02:59:45.124239,86219,high_lr
251125-162636,031,DQN,0,ego,2,20.0,327,2026-03-17T02:59:45.429579,86220,high_lr
251125-162636,031,DQN,0,ego,3,110.0,327,2026-03-17T02:59:45.709434,86221,high_lr
251125-162636,031,DQN,0,ego,4,112.0,327,2026-03-17T02:59:45.984072,86222,high_lr
251124-164313,031,DQN,0,ego,0,49.0,306,2026-03-17T02:59:46.253093,86218,high_lr
251124-164313,031,DQN,0,ego,1,86.0,306,2026-03-17T02:59:46.537783,86219,high_lr
251124-164313,031,DQN,0,ego,2,20.0,306,2026-03-17T02:59:46.831915,86220,high_lr
251124-164313,031,DQN,0,ego,3,98.0,306,2026-03-17T02:59:47.093164,86221,high_lr
251124-164313,031,DQN,0,ego,4,111.0,306,2026-03-17T02:59:47.354185,86222,high_lr
251123-125720,031,DQN,0,ego,0,26.0,219,2026-03-17T02:59:47.567997,86218,high_lr
251123-125720,031,DQN,0,ego,1,32.0,219,2026-03-17T02:59:47.786602,86219,high_lr
251123-125720,031,DQN,0,ego,2,20.0,219,2026-03-17T02:59:48.026083,86220,high_lr
251123-125720,031,DQN,0,ego,3,56.0,219,2026-03-17T02:59:48.237523,86221,high_lr
251123-125720,031,DQN,0,ego,4,84.0,219,2026-03-17T02:59:48.433837,86222,high_lr
251122-140850,031,DQN,0,ego,0,62.0,156,2026-03-17T02:59:48.590824,86218,high_lr
251122-140850,031,DQN,0,ego,1,8.0,156,2026-03-17T02:59:48.765508,86219,high_lr
251122-140850,031,DQN,0,ego,2,39.0,156,2026-03-17T02:59:48.927161,86220,high_lr
251122-140850,031,DQN,0,ego,3,18.0,156,2026-03-17T02:59:49.094315,86221,high_lr
251122-140850,031,DQN,0,ego,4,63.0,156,2026-03-17T02:59:49.264182,86222,high_lr
251121-141557,031,DQN,0,ego,0,84.0,207,2026-03-17T02:59:49.452323,86218,high_lr
251121-141557,031,DQN,0,ego,1,8.0,207,2026-03-17T02:59:49.663213,86219,high_lr
251121-141557,031,DQN,0,ego,2,63.0,207,2026-03-17T02:59:49.858434,86220,high_lr
251121-141557,031,DQN,0,ego,3,51.0,207,2026-03-17T02:59:50.075598,86221,high_lr
251121-141557,031,DQN,0,ego,4,75.0,207,2026-03-17T02:59:50.276421,86222,high_lr
251120-132717,031,DQN,0,ego,0,49.0,296,2026-03-17T02:59:50.540894,86218,high_lr
251120-132717,031,DQN,0,ego,1,78.0,296,2026-03-17T02:59:50.818565,86219,high_lr
251120-132717,031,DQN,0,ego,2,20.0,296,2026-03-17T02:59:51.099084,86220,high_lr
251120-132717,031,DQN,0,ego,3,96.0,296,2026-03-17T02:59:51.355357,86221,high_lr
251120-132717,031,DQN,0,ego,4,111.0,296,2026-03-17T02:59:51.609067,86222,high_lr
251119-171644,031,DQN,0,ego,0,369.0,546,2026-03-17T02:59:52.006100,86218,high_lr
251119-171644,031,DQN,0,ego,1,407.0,546,2026-03-17T02:59:52.411950,86219,high_lr
251119-171644,031,DQN,0,ego,2,316.0,546,2026-03-17T02:59:52.828253,86220,high_lr
251119-171644,031,DQN,0,ego,3,179.0,546,2026-03-17T02:59:53.246026,86221,high_lr
251119-171644,031,DQN,0,ego,4,283.0,546,2026-03-17T02:59:53.643861,86222,high_lr
251116-180749,033,DQN,0,ego,0,6.0,89,2026-03-17T02:59:53.760770,86218,high_lr
251116-180749,033,DQN,0,ego,1,21.0,89,2026-03-17T02:59:53.887922,86219,high_lr
251116-180749,033,DQN,0,ego,2,28.0,89,2026-03-17T02:59:54.013659,86220,high_lr
251116-180749,033,DQN,0,ego,3,9.0,89,2026-03-17T02:59:54.127352,86221,high_lr
251116-180749,033,DQN,0,ego,4,25.0,89,2026-03-17T02:59:54.261470,86222,high_lr
251115-180903,033,DQN,0,ego,0,11.0,96,2026-03-17T02:59:54.386140,86218,high_lr
251115-180903,033,DQN,0,ego,1,24.0,96,2026-03-17T02:59:54.511492,86219,high_lr
251115-180903,033,DQN,0,ego,2,39.0,96,2026-03-17T02:59:54.629851,86220,high_lr
251115-180903,033,DQN,0,ego,3,12.0,96,2026-03-17T02:59:54.760760,86221,high_lr
251115-180903,033,DQN,0,ego,4,28.0,96,2026-03-17T02:59:54.902906,86222,high_lr
251113-230441,033,DQN,0,ego,0,7.0,67,2026-03-17T02:59:55.005086,86218,high_lr
251113-230441,033,DQN,0,ego,1,19.0,67,2026-03-17T02:59:55.115317,86219,high_lr
251113-230441,033,DQN,0,ego,2,15.0,67,2026-03-17T02:59:55.217338,86220,high_lr
251113-230441,033,DQN,0,ego,3,12.0,67,2026-03-17T02:59:55.319754,86221,high_lr
251113-230441,033,DQN,0,ego,4,20.0,67,2026-03-17T02:59:55.427961,86222,high_lr
251112-225928,033,DQN,0,ego,0,11.0,90,2026-03-17T02:59:55.544805,86218,high_lr
251112-225928,033,DQN,0,ego,1,20.0,90,2026-03-17T02:59:55.668303,86219,high_lr
251112-225928,033,DQN,0,ego,2,36.0,90,2026-03-17T02:59:55.785279,86220,high_lr
251112-225928,033,DQN,0,ego,3,12.0,90,2026-03-17T02:59:55.908214,86221,high_lr
251112-225928,033,DQN,0,ego,4,26.0,90,2026-03-17T02:59:56.044111,86222,high_lr
251111-225736,033,DQN,0,ego,0,36.0,69,2026-03-17T02:59:56.141721,86218,high_lr
251111-225736,033,DQN,0,ego,1,22.0,69,2026-03-17T02:59:56.251928,86219,high_lr
251111-225736,033,DQN,0,ego,2,28.0,69,2026-03-17T02:59:56.358877,86220,high_lr
251111-225736,033,DQN,0,ego,3,8.0,69,2026-03-17T02:59:56.456461,86221,high_lr
251111-225736,033,DQN,0,ego,4,27.0,69,2026-03-17T02:59:56.559008,86222,high_lr
251109-230458,033,DQN,0,ego,0,32.0,51,2026-03-17T02:59:56.650634,86218,high_lr
251109-230458,033,DQN,0,ego,1,15.0,51,2026-03-17T02:59:56.749603,86219,high_lr
251109-230458,033,DQN,0,ego,2,23.0,51,2026-03-17T02:59:56.844709,86220,high_lr
251109-230458,033,DQN,0,ego,3,8.0,51,2026-03-17T02:59:56.936025,86221,high_lr
251109-230458,033,DQN,0,ego,4,25.0,51,2026-03-17T02:59:57.033505,86222,high_lr
251108-230846,033,DQN,0,ego,0,32.0,128,2026-03-17T02:59:57.198532,86218,high_lr
251108-230846,033,DQN,0,ego,1,42.0,128,2026-03-17T02:59:57.349113,86219,high_lr
251108-230846,033,DQN,0,ego,2,69.0,128,2026-03-17T02:59:57.485992,86220,high_lr
251108-230846,033,DQN,0,ego,3,14.0,128,2026-03-17T02:59:57.632149,86221,high_lr
251108-230846,033,DQN,0,ego,4,58.0,128,2026-03-17T02:59:57.792941,86222,high_lr
251107-230429,033,DQN,0,ego,0,35.0,146,2026-03-17T02:59:57.969819,86218,high_lr
251107-230429,033,DQN,0,ego,1,55.0,146,2026-03-17T02:59:58.127461,86219,high_lr
251107-230429,033,DQN,0,ego,2,74.0,146,2026-03-17T02:59:58.277061,86220,high_lr
251107-230429,033,DQN,0,ego,3,14.0,146,2026-03-17T02:59:58.433634,86221,high_lr
251107-230429,033,DQN,0,ego,4,74.0,146,2026-03-17T02:59:58.603841,86222,high_lr
251106-230142,033,DQN,0,ego,0,176.0,285,2026-03-17T02:59:58.842607,86218,high_lr
251106-230142,033,DQN,0,ego,1,188.0,285,2026-03-17T02:59:59.088820,86219,high_lr
251106-230142,033,DQN,0,ego,2,149.0,285,2026-03-17T02:59:59.330183,86220,high_lr
251106-230142,033,DQN,0,ego,3,56.0,285,2026-03-17T02:59:59.587621,86221,high_lr
251106-230142,033,DQN,0,ego,4,86.0,285,2026-03-17T02:59:59.826026,86222,high_lr
251105-230500,033,DQN,0,ego,0,80.0,172,2026-03-17T02:59:59.994105,86218,high_lr
251105-230500,033,DQN,0,ego,1,92.0,172,2026-03-17T03:00:00.160668,86219,high_lr
251105-230500,033,DQN,0,ego,2,60.0,172,2026-03-17T03:00:00.325567,86220,high_lr
251105-230500,033,DQN,0,ego,3,39.0,172,2026-03-17T03:00:00.510805,86221,high_lr
251105-230500,033,DQN,0,ego,4,49.0,172,2026-03-17T03:00:00.689218,86222,high_lr
251104-230415,033,DQN,0,ego,0,20.0,87,2026-03-17T03:00:00.815055,86218,high_lr
251104-230415,033,DQN,0,ego,1,40.0,87,2026-03-17T03:00:00.934116,86219,high_lr
251104-230415,033,DQN,0,ego,2,26.0,87,2026-03-17T03:00:01.050022,86220,high_lr
251104-230415,033,DQN,0,ego,3,20.0,87,2026-03-17T03:00:01.166351,86221,high_lr
251104-230415,033,DQN,0,ego,4,26.0,87,2026-03-17T03:00:01.282852,86222,high_lr
