exp_moment,animal_ID,model,history_len,config_name,repeat_idx,total_reward,n_actions,timestamp,seed,hpo_config
260203-171228,033,TRPO,0,ego,1,68.0,255,2026-03-17T03:10:07.740479,51462,default
260203-171228,033,TRPO,0,ego,2,37.0,255,2026-03-17T03:10:08.107357,51463,default
260203-171228,033,TRPO,0,ego,3,56.0,255,2026-03-17T03:10:08.507096,51464,default
260203-171228,033,TRPO,0,ego,4,42.0,255,2026-03-17T03:10:08.878409,51465,default
260204-193925,033,TRPO,0,ego,0,14.0,151,2026-03-17T03:10:09.134887,51461,default
260204-193925,033,TRPO,0,ego,1,40.0,151,2026-03-17T03:10:09.396897,51462,default
260204-193925,033,TRPO,0,ego,2,25.0,151,2026-03-17T03:10:09.652849,51463,default
260204-193925,033,TRPO,0,ego,3,35.0,151,2026-03-17T03:10:09.898395,51464,default
260204-193925,033,TRPO,0,ego,4,28.0,151,2026-03-17T03:10:10.152716,51465,default
260205-191855,033,TRPO,0,ego,0,14.0,127,2026-03-17T03:10:10.362150,51461,default
260205-191855,033,TRPO,0,ego,1,33.0,127,2026-03-17T03:10:10.601604,51462,default
260205-191855,033,TRPO,0,ego,2,22.0,127,2026-03-17T03:10:10.830025,51463,default
260205-191855,033,TRPO,0,ego,3,26.0,127,2026-03-17T03:10:11.168384,51464,default
260205-191855,033,TRPO,0,ego,4,28.0,127,2026-03-17T03:10:11.376410,51465,default
260206-144834,033,TRPO,0,ego,0,69.0,518,2026-03-17T03:10:12.067697,51461,default
260206-144834,033,TRPO,0,ego,1,122.0,518,2026-03-17T03:10:12.744007,51462,default
260206-144834,033,TRPO,0,ego,2,140.0,518,2026-03-17T03:10:13.433384,51463,default
260206-144834,033,TRPO,0,ego,3,108.0,518,2026-03-17T03:10:14.170525,51464,default
260206-144834,033,TRPO,0,ego,4,78.0,518,2026-03-17T03:10:14.910088,51465,default
260208-145358,033,TRPO,0,ego,0,26.0,234,2026-03-17T03:10:15.260049,51461,default
260208-145358,033,TRPO,0,ego,1,68.0,234,2026-03-17T03:10:15.614192,51462,default
260208-145358,033,TRPO,0,ego,2,35.0,234,2026-03-17T03:10:15.954428,51463,default
260208-145358,033,TRPO,0,ego,3,55.0,234,2026-03-17T03:10:16.324125,51464,default
260208-145358,033,TRPO,0,ego,4,37.0,234,2026-03-17T03:10:16.686555,51465,default
260209-143612,033,TRPO,0,ego,0,26.0,223,2026-03-17T03:10:17.014773,51461,default
260209-143612,033,TRPO,0,ego,1,64.0,223,2026-03-17T03:10:17.442697,51462,default
260209-143612,033,TRPO,0,ego,2,34.0,223,2026-03-17T03:10:17.798617,51463,default
260209-143612,033,TRPO,0,ego,3,53.0,223,2026-03-17T03:10:18.149190,51464,default
260209-143612,033,TRPO,0,ego,4,37.0,223,2026-03-17T03:10:18.504123,51465,default
260210-142932,033,TRPO,0,ego,0,26.0,236,2026-03-17T03:10:18.855502,51461,default
260210-142932,033,TRPO,0,ego,1,68.0,236,2026-03-17T03:10:19.212357,51462,default
260210-142932,033,TRPO,0,ego,2,35.0,236,2026-03-17T03:10:19.570602,51463,default
260210-142932,033,TRPO,0,ego,3,55.0,236,2026-03-17T03:10:19.939889,51464,default
260210-142932,033,TRPO,0,ego,4,37.0,236,2026-03-17T03:10:20.296275,51465,default
260211-143636,033,TRPO,0,ego,0,28.0,283,2026-03-17T03:10:20.711962,51461,default
260211-143636,033,TRPO,0,ego,1,69.0,283,2026-03-17T03:10:21.126449,51462,default
260211-143636,033,TRPO,0,ego,2,48.0,283,2026-03-17T03:10:21.539400,51463,default
260211-143636,033,TRPO,0,ego,3,65.0,283,2026-03-17T03:10:21.955887,51464,default
260211-143636,033,TRPO,0,ego,4,49.0,283,2026-03-17T03:10:22.365705,51465,default
260213-001923,033,TRPO,0,ego,0,28.0,250,2026-03-17T03:10:22.732448,51461,default
260213-001923,033,TRPO,0,ego,1,68.0,250,2026-03-17T03:10:23.071202,51462,default
260213-001923,033,TRPO,0,ego,2,35.0,250,2026-03-17T03:10:23.515373,51463,default
260213-001923,033,TRPO,0,ego,3,56.0,250,2026-03-17T03:10:23.934047,51464,default
260213-001923,033,TRPO,0,ego,4,41.0,250,2026-03-17T03:10:24.311107,51465,default
260213-223917,033,TRPO,0,ego,0,28.0,257,2026-03-17T03:10:24.680422,51461,default
260213-223917,033,TRPO,0,ego,1,68.0,257,2026-03-17T03:10:25.094002,51462,default
260213-223917,033,TRPO,0,ego,2,37.0,257,2026-03-17T03:10:25.466471,51463,default
260213-223917,033,TRPO,0,ego,3,56.0,257,2026-03-17T03:10:25.885157,51464,default
260213-223917,033,TRPO,0,ego,4,42.0,257,2026-03-17T03:10:26.295080,51465,default
260216-230300,033,TRPO,0,ego,0,28.0,270,2026-03-17T03:10:26.717690,51461,default
260216-230300,033,TRPO,0,ego,1,69.0,270,2026-03-17T03:10:27.134141,51462,default
260216-230300,033,TRPO,0,ego,2,42.0,270,2026-03-17T03:10:27.552428,51463,default
260216-230300,033,TRPO,0,ego,3,59.0,270,2026-03-17T03:10:27.974369,51464,default
260216-230300,033,TRPO,0,ego,4,45.0,270,2026-03-17T03:10:28.393374,51465,default
260217-193501,033,TRPO,0,ego,0,28.0,242,2026-03-17T03:10:28.761036,51461,default
260217-193501,033,TRPO,0,ego,1,68.0,242,2026-03-17T03:10:29.120213,51462,default
260217-193501,033,TRPO,0,ego,2,35.0,242,2026-03-17T03:10:29.482129,51463,default
260217-193501,033,TRPO,0,ego,3,56.0,242,2026-03-17T03:10:29.900331,51464,default
260217-193501,033,TRPO,0,ego,4,41.0,242,2026-03-17T03:10:30.270730,51465,default
260218-180723,033,TRPO,0,ego,0,52.0,291,2026-03-17T03:10:30.697825,51461,default
260218-180723,033,TRPO,0,ego,1,37.0,291,2026-03-17T03:10:31.119015,51462,default
260218-180723,033,TRPO,0,ego,2,38.0,291,2026-03-17T03:10:31.582174,51463,default
260218-180723,033,TRPO,0,ego,3,78.0,291,2026-03-17T03:10:32.050977,51464,default
260218-180723,033,TRPO,0,ego,4,39.0,291,2026-03-17T03:10:32.530579,51465,default
260219-233757,033,TRPO,0,ego,0,42.0,175,2026-03-17T03:10:32.837398,51461,default
260219-233757,033,TRPO,0,ego,1,28.0,175,2026-03-17T03:10:33.137575,51462,default
260219-233757,033,TRPO,0,ego,2,14.0,175,2026-03-17T03:10:33.442856,51463,default
260219-233757,033,TRPO,0,ego,3,42.0,175,2026-03-17T03:10:33.743635,51464,default
260219-233757,033,TRPO,0,ego,4,36.0,175,2026-03-17T03:10:34.062985,51465,default
260220-185055,033,TRPO,0,ego,0,51.0,246,2026-03-17T03:10:34.436540,51461,default
260220-185055,033,TRPO,0,ego,1,36.0,246,2026-03-17T03:10:34.799190,51462,default
260220-185055,033,TRPO,0,ego,2,24.0,246,2026-03-17T03:10:35.213101,51463,default
260220-185055,033,TRPO,0,ego,3,59.0,246,2026-03-17T03:10:35.633342,51464,default
260220-185055,033,TRPO,0,ego,4,39.0,246,2026-03-17T03:10:36.056835,51465,default
260222-190726,033,TRPO,0,ego,0,35.0,151,2026-03-17T03:10:36.318023,51461,default
260222-190726,033,TRPO,0,ego,1,23.0,151,2026-03-17T03:10:36.575541,51462,default
260222-190726,033,TRPO,0,ego,2,8.0,151,2026-03-17T03:10:36.823760,51463,default
260222-190726,033,TRPO,0,ego,3,36.0,151,2026-03-17T03:10:37.087518,51464,default
260222-190726,033,TRPO,0,ego,4,30.0,151,2026-03-17T03:10:37.349699,51465,default
260223-191545,033,TRPO,0,ego,0,28.0,131,2026-03-17T03:10:37.605631,51461,default
260223-191545,033,TRPO,0,ego,1,23.0,131,2026-03-17T03:10:37.859401,51462,default
260223-191545,033,TRPO,0,ego,2,8.0,131,2026-03-17T03:10:38.112775,51463,default
260223-191545,033,TRPO,0,ego,3,31.0,131,2026-03-17T03:10:38.341838,51464,default
260223-191545,033,TRPO,0,ego,4,28.0,131,2026-03-17T03:10:38.585439,51465,default
260124-225237,033,TRPO,0,ego,0,48.0,258,2026-03-17T03:10:39.027555,54605,loose_kl
260124-225237,033,TRPO,0,ego,1,69.0,258,2026-03-17T03:10:39.458433,54606,loose_kl
260124-225237,033,TRPO,0,ego,2,38.0,258,2026-03-17T03:10:39.942573,54607,loose_kl
260124-225237,033,TRPO,0,ego,3,51.0,258,2026-03-17T03:10:40.381759,54608,loose_kl
260124-225237,033,TRPO,0,ego,4,56.0,258,2026-03-17T03:10:40.878680,54609,loose_kl
260123-141609,033,TRPO,0,ego,0,24.0,98,2026-03-17T03:10:41.087671,54605,loose_kl
260123-141609,033,TRPO,0,ego,1,37.0,98,2026-03-17T03:10:41.301046,54606,loose_kl
260123-141609,033,TRPO,0,ego,2,25.0,98,2026-03-17T03:10:41.558327,54607,loose_kl
260123-141609,033,TRPO,0,ego,3,26.0,98,2026-03-17T03:10:41.790602,54608,loose_kl
260123-141609,033,TRPO,0,ego,4,11.0,98,2026-03-17T03:10:42.021284,54609,loose_kl
260121-174047,033,TRPO,0,ego,0,65.0,157,2026-03-17T03:10:42.346400,54605,loose_kl
260121-174047,033,TRPO,0,ego,1,14.0,157,2026-03-17T03:10:42.701894,54606,loose_kl
260121-174047,033,TRPO,0,ego,2,25.0,157,2026-03-17T03:10:43.033052,54607,loose_kl
260121-174047,033,TRPO,0,ego,3,42.0,157,2026-03-17T03:10:43.357365,54608,loose_kl
260121-174047,033,TRPO,0,ego,4,27.0,157,2026-03-17T03:10:43.676717,54609,loose_kl
260119-172108,033,TRPO,0,ego,0,70.0,195,2026-03-17T03:10:44.032584,54605,loose_kl
260119-172108,033,TRPO,0,ego,1,22.0,195,2026-03-17T03:10:44.457880,54606,loose_kl
260119-172108,033,TRPO,0,ego,2,32.0,195,2026-03-17T03:10:44.860223,54607,loose_kl
260119-172108,033,TRPO,0,ego,3,42.0,195,2026-03-17T03:10:45.257001,54608,loose_kl
260119-172108,033,TRPO,0,ego,4,27.0,195,2026-03-17T03:10:45.614794,54609,loose_kl
260117-175942,033,TRPO,0,ego,0,52.0,135,2026-03-17T03:10:45.907920,54605,loose_kl
260117-175942,033,TRPO,0,ego,1,14.0,135,2026-03-17T03:10:46.223952,54606,loose_kl
260117-175942,033,TRPO,0,ego,2,25.0,135,2026-03-17T03:10:46.517857,54607,loose_kl
260117-175942,033,TRPO,0,ego,3,35.0,135,2026-03-17T03:10:46.810649,54608,loose_kl
260117-175942,033,TRPO,0,ego,4,21.0,135,2026-03-17T03:10:47.090671,54609,loose_kl
260116-175247,033,TRPO,0,ego,0,69.0,179,2026-03-17T03:10:47.449377,54605,loose_kl
260116-175247,033,TRPO,0,ego,1,20.0,179,2026-03-17T03:10:47.837658,54606,loose_kl
260116-175247,033,TRPO,0,ego,2,25.0,179,2026-03-17T03:10:48.208984,54607,loose_kl
260116-175247,033,TRPO,0,ego,3,42.0,179,2026-03-17T03:10:48.576426,54608,loose_kl
260116-175247,033,TRPO,0,ego,4,27.0,179,2026-03-17T03:10:48.920998,54609,loose_kl
251231-172527,031,TRPO,0,ego,0,50.0,121,2026-03-17T03:10:49.213059,54605,loose_kl
251231-172527,031,TRPO,0,ego,1,14.0,121,2026-03-17T03:10:49.503233,54606,loose_kl
251231-172527,031,TRPO,0,ego,2,23.0,121,2026-03-17T03:10:49.769798,54607,loose_kl
251231-172527,031,TRPO,0,ego,3,26.0,121,2026-03-17T03:10:50.060396,54608,loose_kl
251231-172527,031,TRPO,0,ego,4,14.0,121,2026-03-17T03:10:50.316488,54609,loose_kl
251230-171810,031,TRPO,0,ego,0,69.0,171,2026-03-17T03:10:50.637792,54605,loose_kl
251230-171810,031,TRPO,0,ego,1,18.0,171,2026-03-17T03:10:51.001431,54606,loose_kl
251230-171810,031,TRPO,0,ego,2,25.0,171,2026-03-17T03:10:51.333339,54607,loose_kl
251230-171810,031,TRPO,0,ego,3,42.0,171,2026-03-17T03:10:51.691002,54608,loose_kl
251230-171810,031,TRPO,0,ego,4,27.0,171,2026-03-17T03:10:52.012614,54609,loose_kl
251229-180544,031,TRPO,0,ego,0,125.0,318,2026-03-17T03:10:52.543055,54605,loose_kl
251229-180544,031,TRPO,0,ego,1,35.0,318,2026-03-17T03:10:53.134334,54606,loose_kl
251229-180544,031,TRPO,0,ego,2,68.0,318,2026-03-17T03:10:53.764678,54607,loose_kl
251229-180544,031,TRPO,0,ego,3,92.0,318,2026-03-17T03:10:54.297822,54608,loose_kl
251229-180544,031,TRPO,0,ego,4,36.0,318,2026-03-17T03:10:54.847247,54609,loose_kl
251228-174043,031,TRPO,0,ego,0,76.0,195,2026-03-17T03:10:55.212965,54605,loose_kl
251228-174043,031,TRPO,0,ego,1,95.0,195,2026-03-17T03:10:55.607205,54606,loose_kl
251228-174043,031,TRPO,0,ego,2,24.0,195,2026-03-17T03:10:55.976272,54607,loose_kl
251228-174043,031,TRPO,0,ego,3,28.0,195,2026-03-17T03:10:56.337977,54608,loose_kl
251228-174043,031,TRPO,0,ego,4,40.0,195,2026-03-17T03:10:56.687965,54609,loose_kl
251227-174332,031,TRPO,0,ego,0,95.0,247,2026-03-17T03:10:57.118598,54605,loose_kl
251227-174332,031,TRPO,0,ego,1,125.0,247,2026-03-17T03:10:57.637340,54606,loose_kl
251227-174332,031,TRPO,0,ego,2,46.0,247,2026-03-17T03:10:58.076047,54607,loose_kl
251227-174332,031,TRPO,0,ego,3,28.0,247,2026-03-17T03:10:58.563554,54608,loose_kl
251227-174332,031,TRPO,0,ego,4,51.0,247,2026-03-17T03:10:58.998506,54609,loose_kl
251226-181307,031,TRPO,0,ego,0,84.0,208,2026-03-17T03:10:59.372172,54605,loose_kl
251226-181307,031,TRPO,0,ego,1,96.0,208,2026-03-17T03:10:59.793658,54606,loose_kl
251226-181307,031,TRPO,0,ego,2,32.0,208,2026-03-17T03:11:00.173886,54607,loose_kl
251226-181307,031,TRPO,0,ego,3,28.0,208,2026-03-17T03:11:00.567747,54608,loose_kl
251226-181307,031,TRPO,0,ego,4,42.0,208,2026-03-17T03:11:00.931553,54609,loose_kl
251225-181630,031,TRPO,0,ego,0,67.0,178,2026-03-17T03:11:01.261199,54605,loose_kl
251225-181630,031,TRPO,0,ego,1,83.0,178,2026-03-17T03:11:01.623921,54606,loose_kl
251225-181630,031,TRPO,0,ego,2,24.0,178,2026-03-17T03:11:01.958207,54607,loose_kl
251225-181630,031,TRPO,0,ego,3,28.0,178,2026-03-17T03:11:02.313083,54608,loose_kl
251225-181630,031,TRPO,0,ego,4,40.0,178,2026-03-17T03:11:02.640797,54609,loose_kl
251224-181729,031,TRPO,0,ego,0,28.0,80,2026-03-17T03:11:02.822933,54605,loose_kl
251224-181729,031,TRPO,0,ego,1,25.0,80,2026-03-17T03:11:03.044165,54606,loose_kl
251224-181729,031,TRPO,0,ego,2,13.0,80,2026-03-17T03:11:03.239230,54607,loose_kl
251224-181729,031,TRPO,0,ego,3,11.0,80,2026-03-17T03:11:03.440943,54608,loose_kl
251224-181729,031,TRPO,0,ego,4,20.0,80,2026-03-17T03:11:03.618013,54609,loose_kl
251222-194856,031,TRPO,0,ego,0,84.0,212,2026-03-17T03:11:04.025886,54605,loose_kl
251222-194856,031,TRPO,0,ego,1,98.0,212,2026-03-17T03:11:04.447595,54606,loose_kl
251222-194856,031,TRPO,0,ego,2,36.0,212,2026-03-17T03:11:04.854299,54607,loose_kl
251222-194856,031,TRPO,0,ego,3,28.0,212,2026-03-17T03:11:05.279086,54608,loose_kl
251222-194856,031,TRPO,0,ego,4,42.0,212,2026-03-17T03:11:05.648837,54609,loose_kl
251221-193410,031,TRPO,0,ego,0,252.0,529,2026-03-17T03:11:06.467097,54605,loose_kl
251221-193410,031,TRPO,0,ego,1,317.0,529,2026-03-17T03:11:07.241797,54606,loose_kl
251221-193410,031,TRPO,0,ego,2,151.0,529,2026-03-17T03:11:08.028318,54607,loose_kl
251221-193410,031,TRPO,0,ego,3,28.0,529,2026-03-17T03:11:08.874543,54608,loose_kl
251221-193410,031,TRPO,0,ego,4,146.0,529,2026-03-17T03:11:09.663534,54609,loose_kl
251220-165800,031,TRPO,0,ego,0,369.0,695,2026-03-17T03:11:10.701193,54605,loose_kl
251220-165800,031,TRPO,0,ego,1,442.0,695,2026-03-17T03:11:11.620959,54606,loose_kl
251220-165800,031,TRPO,0,ego,2,276.0,695,2026-03-17T03:11:12.577339,54607,loose_kl
251220-165800,031,TRPO,0,ego,3,28.0,695,2026-03-17T03:11:13.588401,54608,loose_kl
251220-165800,031,TRPO,0,ego,4,254.0,695,2026-03-17T03:11:14.645521,54609,loose_kl
251130-232218,031,TRPO,0,ego,0,94.0,239,2026-03-17T03:11:15.089059,54605,loose_kl
251130-232218,031,TRPO,0,ego,1,118.0,239,2026-03-17T03:11:15.541672,54606,loose_kl
251130-232218,031,TRPO,0,ego,2,42.0,239,2026-03-17T03:11:15.975814,54607,loose_kl
251130-232218,031,TRPO,0,ego,3,28.0,239,2026-03-17T03:11:16.411426,54608,loose_kl
251130-232218,031,TRPO,0,ego,4,51.0,239,2026-03-17T03:11:16.813080,54609,loose_kl
251130-134624,031,TRPO,0,ego,0,109.0,270,2026-03-17T03:11:17.284121,54605,loose_kl
251130-134624,031,TRPO,0,ego,1,133.0,270,2026-03-17T03:11:17.785781,54606,loose_kl
251130-134624,031,TRPO,0,ego,2,49.0,270,2026-03-17T03:11:18.260706,54607,loose_kl
251130-134624,031,TRPO,0,ego,3,28.0,270,2026-03-17T03:11:18.763622,54608,loose_kl
251130-134624,031,TRPO,0,ego,4,63.0,270,2026-03-17T03:11:19.238329,54609,loose_kl
251129-155326,031,TRPO,0,ego,0,178.0,420,2026-03-17T03:11:19.908375,54605,loose_kl
251129-155326,031,TRPO,0,ego,1,50.0,420,2026-03-17T03:11:20.634015,54606,loose_kl
251129-155326,031,TRPO,0,ego,2,97.0,420,2026-03-17T03:11:21.388490,54607,loose_kl
251129-155326,031,TRPO,0,ego,3,125.0,420,2026-03-17T03:11:22.076555,54608,loose_kl
251129-155326,031,TRPO,0,ego,4,50.0,420,2026-03-17T03:11:22.769645,54609,loose_kl
251128-125956,031,TRPO,0,ego,0,96.0,271,2026-03-17T03:11:23.231152,54605,loose_kl
251128-125956,031,TRPO,0,ego,1,23.0,271,2026-03-17T03:11:23.760093,54606,loose_kl
251128-125956,031,TRPO,0,ego,2,56.0,271,2026-03-17T03:11:24.302817,54607,loose_kl
251128-125956,031,TRPO,0,ego,3,78.0,271,2026-03-17T03:11:24.793972,54608,loose_kl
251128-125956,031,TRPO,0,ego,4,34.0,271,2026-03-17T03:11:25.282670,54609,loose_kl
251127-113857,031,TRPO,0,ego,0,56.0,140,2026-03-17T03:11:25.580789,54605,loose_kl
251127-113857,031,TRPO,0,ego,1,14.0,140,2026-03-17T03:11:25.903365,54606,loose_kl
251127-113857,031,TRPO,0,ego,2,25.0,140,2026-03-17T03:11:26.203564,54607,loose_kl
251127-113857,031,TRPO,0,ego,3,36.0,140,2026-03-17T03:11:26.505886,54608,loose_kl
251127-113857,031,TRPO,0,ego,4,23.0,140,2026-03-17T03:11:26.790393,54609,loose_kl
251126-135239,031,TRPO,0,ego,0,124.0,317,2026-03-17T03:11:27.306475,54605,loose_kl
251126-135239,031,TRPO,0,ego,1,35.0,317,2026-03-17T03:11:27.892641,54606,loose_kl
251126-135239,031,TRPO,0,ego,2,68.0,317,2026-03-17T03:11:28.507253,54607,loose_kl
251126-135239,031,TRPO,0,ego,3,92.0,317,2026-03-17T03:11:29.038870,54608,loose_kl
251126-135239,031,TRPO,0,ego,4,36.0,317,2026-03-17T03:11:29.589666,54609,loose_kl
251125-162636,031,TRPO,0,ego,0,133.0,327,2026-03-17T03:11:30.141265,54605,loose_kl
251125-162636,031,TRPO,0,ego,1,35.0,327,2026-03-17T03:11:30.738106,54606,loose_kl
251125-162636,031,TRPO,0,ego,2,70.0,327,2026-03-17T03:11:31.379076,54607,loose_kl
251125-162636,031,TRPO,0,ego,3,94.0,327,2026-03-17T03:11:32.010395,54608,loose_kl
251125-162636,031,TRPO,0,ego,4,37.0,327,2026-03-17T03:11:32.566694,54609,loose_kl
251124-164313,031,TRPO,0,ego,0,123.0,306,2026-03-17T03:11:33.096743,54605,loose_kl
251124-164313,031,TRPO,0,ego,1,34.0,306,2026-03-17T03:11:33.660449,54606,loose_kl
251124-164313,031,TRPO,0,ego,2,64.0,306,2026-03-17T03:11:34.278058,54607,loose_kl
251124-164313,031,TRPO,0,ego,3,84.0,306,2026-03-17T03:11:34.812114,54608,loose_kl
251124-164313,031,TRPO,0,ego,4,36.0,306,2026-03-17T03:11:35.360633,54609,loose_kl
251123-125720,031,TRPO,0,ego,0,83.0,219,2026-03-17T03:11:35.780879,54605,loose_kl
251123-125720,031,TRPO,0,ego,1,22.0,219,2026-03-17T03:11:36.242477,54606,loose_kl
251123-125720,031,TRPO,0,ego,2,42.0,219,2026-03-17T03:11:36.690013,54607,loose_kl
251123-125720,031,TRPO,0,ego,3,55.0,219,2026-03-17T03:11:37.114848,54608,loose_kl
251123-125720,031,TRPO,0,ego,4,27.0,219,2026-03-17T03:11:37.537845,54609,loose_kl
251122-140850,031,TRPO,0,ego,0,60.0,156,2026-03-17T03:11:37.868129,54605,loose_kl
251122-140850,031,TRPO,0,ego,1,68.0,156,2026-03-17T03:11:38.199926,54606,loose_kl
251122-140850,031,TRPO,0,ego,2,22.0,156,2026-03-17T03:11:38.499054,54607,loose_kl
251122-140850,031,TRPO,0,ego,3,27.0,156,2026-03-17T03:11:38.821697,54608,loose_kl
251122-140850,031,TRPO,0,ego,4,35.0,156,2026-03-17T03:11:39.121226,54609,loose_kl
251121-141557,031,TRPO,0,ego,0,83.0,207,2026-03-17T03:11:39.493091,54605,loose_kl
251121-141557,031,TRPO,0,ego,1,96.0,207,2026-03-17T03:11:39.890515,54606,loose_kl
251121-141557,031,TRPO,0,ego,2,31.0,207,2026-03-17T03:11:40.267551,54607,loose_kl
251121-141557,031,TRPO,0,ego,3,28.0,207,2026-03-17T03:11:40.662058,54608,loose_kl
251121-141557,031,TRPO,0,ego,4,41.0,207,2026-03-17T03:11:41.031616,54609,loose_kl
251120-132717,031,TRPO,0,ego,0,116.0,296,2026-03-17T03:11:41.534299,54605,loose_kl
251120-132717,031,TRPO,0,ego,1,33.0,296,2026-03-17T03:11:42.096702,54606,loose_kl
251120-132717,031,TRPO,0,ego,2,62.0,296,2026-03-17T03:11:42.681221,54607,loose_kl
251120-132717,031,TRPO,0,ego,3,80.0,296,2026-03-17T03:11:43.211788,54608,loose_kl
251120-132717,031,TRPO,0,ego,4,36.0,296,2026-03-17T03:11:43.732759,54609,loose_kl
251119-171644,031,TRPO,0,ego,0,119.0,546,2026-03-17T03:11:44.523478,54605,loose_kl
251119-171644,031,TRPO,0,ego,1,278.0,546,2026-03-17T03:11:45.306182,54606,loose_kl
251119-171644,031,TRPO,0,ego,2,127.0,546,2026-03-17T03:11:46.123488,54607,loose_kl
251119-171644,031,TRPO,0,ego,3,258.0,546,2026-03-17T03:11:46.975554,54608,loose_kl
251119-171644,031,TRPO,0,ego,4,206.0,546,2026-03-17T03:11:47.795497,54609,loose_kl
251116-180749,033,TRPO,0,ego,0,34.0,89,2026-03-17T03:11:47.992253,54605,loose_kl
251116-180749,033,TRPO,0,ego,1,26.0,89,2026-03-17T03:11:48.216940,54606,loose_kl
251116-180749,033,TRPO,0,ego,2,14.0,89,2026-03-17T03:11:48.426278,54607,loose_kl
251116-180749,033,TRPO,0,ego,3,28.0,89,2026-03-17T03:11:48.649496,54608,loose_kl
251116-180749,033,TRPO,0,ego,4,23.0,89,2026-03-17T03:11:48.867291,54609,loose_kl
251115-180903,033,TRPO,0,ego,0,20.0,96,2026-03-17T03:11:49.138942,54605,loose_kl
251115-180903,033,TRPO,0,ego,1,26.0,96,2026-03-17T03:11:49.370693,54606,loose_kl
251115-180903,033,TRPO,0,ego,2,21.0,96,2026-03-17T03:11:49.606060,54607,loose_kl
251115-180903,033,TRPO,0,ego,3,22.0,96,2026-03-17T03:11:49.834078,54608,loose_kl
251115-180903,033,TRPO,0,ego,4,25.0,96,2026-03-17T03:11:50.014910,54609,loose_kl
251113-230441,033,TRPO,0,ego,0,14.0,67,2026-03-17T03:11:50.208454,54605,loose_kl
251113-230441,033,TRPO,0,ego,1,15.0,67,2026-03-17T03:11:50.396221,54606,loose_kl
251113-230441,033,TRPO,0,ego,2,13.0,67,2026-03-17T03:11:50.588516,54607,loose_kl
251113-230441,033,TRPO,0,ego,3,18.0,67,2026-03-17T03:11:50.751956,54608,loose_kl
251113-230441,033,TRPO,0,ego,4,22.0,67,2026-03-17T03:11:50.910567,54609,loose_kl
251112-225928,033,TRPO,0,ego,0,17.0,90,2026-03-17T03:11:51.166171,54605,loose_kl
251112-225928,033,TRPO,0,ego,1,26.0,90,2026-03-17T03:11:51.392293,54606,loose_kl
251112-225928,033,TRPO,0,ego,2,20.0,90,2026-03-17T03:11:51.623894,54607,loose_kl
251112-225928,033,TRPO,0,ego,3,20.0,90,2026-03-17T03:11:51.848322,54608,loose_kl
251112-225928,033,TRPO,0,ego,4,25.0,90,2026-03-17T03:11:52.038992,54609,loose_kl
251111-225736,033,TRPO,0,ego,0,10.0,69,2026-03-17T03:11:52.227589,54605,loose_kl
251111-225736,033,TRPO,0,ego,1,9.0,69,2026-03-17T03:11:52.389770,54606,loose_kl
251111-225736,033,TRPO,0,ego,2,14.0,69,2026-03-17T03:11:52.560419,54607,loose_kl
251111-225736,033,TRPO,0,ego,3,8.0,69,2026-03-17T03:11:52.724140,54608,loose_kl
251111-225736,033,TRPO,0,ego,4,11.0,69,2026-03-17T03:11:52.918003,54609,loose_kl
251109-230458,033,TRPO,0,ego,0,9.0,51,2026-03-17T03:11:53.075149,54605,loose_kl
251109-230458,033,TRPO,0,ego,1,9.0,51,2026-03-17T03:11:53.228001,54606,loose_kl
251109-230458,033,TRPO,0,ego,2,14.0,51,2026-03-17T03:11:53.389453,54607,loose_kl
251109-230458,033,TRPO,0,ego,3,8.0,51,2026-03-17T03:11:53.547518,54608,loose_kl
251109-230458,033,TRPO,0,ego,4,8.0,51,2026-03-17T03:11:53.704974,54609,loose_kl
251108-230846,033,TRPO,0,ego,0,22.0,128,2026-03-17T03:11:54.027214,54605,loose_kl
251108-230846,033,TRPO,0,ego,1,33.0,128,2026-03-17T03:11:54.297358,54606,loose_kl
251108-230846,033,TRPO,0,ego,2,35.0,128,2026-03-17T03:11:54.614643,54607,loose_kl
251108-230846,033,TRPO,0,ego,3,26.0,128,2026-03-17T03:11:54.908342,54608,loose_kl
251108-230846,033,TRPO,0,ego,4,27.0,128,2026-03-17T03:11:55.165839,54609,loose_kl
251107-230429,033,TRPO,0,ego,0,27.0,146,2026-03-17T03:11:55.496230,54605,loose_kl
251107-230429,033,TRPO,0,ego,1,41.0,146,2026-03-17T03:11:55.788077,54606,loose_kl
251107-230429,033,TRPO,0,ego,2,40.0,146,2026-03-17T03:11:56.117633,54607,loose_kl
251107-230429,033,TRPO,0,ego,3,32.0,146,2026-03-17T03:11:56.411310,54608,loose_kl
251107-230429,033,TRPO,0,ego,4,27.0,146,2026-03-17T03:11:56.700619,54609,loose_kl
251106-230142,033,TRPO,0,ego,0,66.0,285,2026-03-17T03:11:57.176723,54605,loose_kl
251106-230142,033,TRPO,0,ego,1,80.0,285,2026-03-17T03:11:57.673488,54606,loose_kl
251106-230142,033,TRPO,0,ego,2,40.0,285,2026-03-17T03:11:58.145619,54607,loose_kl
251106-230142,033,TRPO,0,ego,3,112.0,285,2026-03-17T03:11:58.686014,54608,loose_kl
251106-230142,033,TRPO,0,ego,4,74.0,285,2026-03-17T03:11:59.159098,54609,loose_kl
251105-230500,033,TRPO,0,ego,0,39.0,172,2026-03-17T03:11:59.482885,54605,loose_kl
