exp_moment,animal_ID,model,repeat_idx,total_reward,n_actions,seed,elapsed_s,rpa,hpo_config,exploit_timeout,exploit_greediness
260124-225237,033,Random,0.0,42.0,258,42,0.0293099880218505,0.16279069767441862,,,
260124-225237,033,Random,1.0,63.0,258,43,0.0299017429351806,0.2441860465116279,,,
260124-225237,033,Random,2.0,41.0,258,44,0.0304760932922363,0.15891472868217055,,,
260124-225237,033,Random,3.0,19.0,258,45,0.02935791015625,0.07364341085271318,,,
260124-225237,033,Random,4.0,39.0,258,46,0.0286321640014648,0.1511627906976744,,,
260124-225237,033,Random_forward,0.0,96.0,258,42,0.0291159152984619,0.37209302325581395,,,
260124-225237,033,Random_forward,1.0,104.0,258,43,0.0293202400207519,0.40310077519379844,,,
260124-225237,033,Random_forward,2.0,98.0,258,44,0.0294897556304931,0.3798449612403101,,,
260124-225237,033,Random_forward,3.0,102.0,258,45,0.0290472507476806,0.3953488372093023,,,
260124-225237,033,Random_forward,4.0,125.0,258,46,0.0290760993957519,0.4844961240310077,,,
260124-225237,033,Greedy_oracle,0.0,220.0,258,42,0.0240230560302734,0.8527131782945736,,,
260124-225237,033,Greedy_oracle,1.0,220.0,258,43,0.0244560241699218,0.8527131782945736,,,
260124-225237,033,Greedy_oracle,2.0,220.0,258,44,0.0241506099700927,0.8527131782945736,,,
260124-225237,033,Greedy_oracle,3.0,220.0,258,45,0.0241048336029052,0.8527131782945736,,,
260124-225237,033,Greedy_oracle,4.0,220.0,258,46,0.0242781639099121,0.8527131782945736,,,
260123-141609,033,Random,0.0,18.0,98,42,0.0110251903533935,0.1836734693877551,,,
260123-141609,033,Random,1.0,27.0,98,43,0.0110571384429931,0.2755102040816326,,,
260123-141609,033,Random,2.0,28.0,98,44,0.0107326507568359,0.2857142857142857,,,
260123-141609,033,Random,3.0,13.0,98,45,0.0112180709838867,0.1326530612244898,,,
260123-141609,033,Random,4.0,26.0,98,46,0.0112507343292236,0.2653061224489796,,,
260123-141609,033,Random_forward,0.0,42.0,98,42,0.0109691619873046,0.42857142857142855,,,
260123-141609,033,Random_forward,1.0,39.0,98,43,0.0115389823913574,0.3979591836734694,,,
260123-141609,033,Random_forward,2.0,41.0,98,44,0.0112402439117431,0.41836734693877553,,,
260123-141609,033,Random_forward,3.0,40.0,98,45,0.0112991333007812,0.40816326530612246,,,
260123-141609,033,Random_forward,4.0,59.0,98,46,0.0111277103424072,0.6020408163265306,,,
260123-141609,033,Greedy_oracle,0.0,83.0,98,42,0.0091280937194824,0.8469387755102041,,,
260123-141609,033,Greedy_oracle,1.0,83.0,98,43,0.0092499256134033,0.8469387755102041,,,
260123-141609,033,Greedy_oracle,2.0,83.0,98,44,0.0091199874877929,0.8469387755102041,,,
260123-141609,033,Greedy_oracle,3.0,84.0,98,45,0.0093119144439697,0.8571428571428571,,,
260123-141609,033,Greedy_oracle,4.0,84.0,98,46,0.0091321468353271,0.8571428571428571,,,
260121-174047,033,Random,0.0,28.0,157,42,0.0176267623901367,0.17834394904458598,,,
260121-174047,033,Random,1.0,36.0,157,43,0.01711106300354,0.22929936305732485,,,
260121-174047,033,Random,2.0,40.0,157,44,0.0184049606323242,0.25477707006369427,,,
260121-174047,033,Random,3.0,25.0,157,45,0.0174221992492675,0.1592356687898089,,,
260121-174047,033,Random,4.0,41.0,157,46,0.0177690982818603,0.2611464968152866,,,
260121-174047,033,Random_forward,0.0,49.0,157,42,0.0174579620361328,0.31210191082802546,,,
260121-174047,033,Random_forward,1.0,70.0,157,43,0.0178267955780029,0.445859872611465,,,
260121-174047,033,Random_forward,2.0,70.0,157,44,0.0177059173583984,0.445859872611465,,,
260121-174047,033,Random_forward,3.0,55.0,157,45,0.0174169540405273,0.3503184713375796,,,
260121-174047,033,Random_forward,4.0,38.0,157,46,0.017794132232666,0.24203821656050956,,,
260121-174047,033,Greedy_oracle,0.0,135.0,157,42,0.0147571563720703,0.8598726114649682,,,
260121-174047,033,Greedy_oracle,1.0,135.0,157,43,0.014733076095581,0.8598726114649682,,,
260121-174047,033,Greedy_oracle,2.0,135.0,157,44,0.0147349834442138,0.8598726114649682,,,
260121-174047,033,Greedy_oracle,3.0,135.0,157,45,0.0144157409667968,0.8598726114649682,,,
260121-174047,033,Greedy_oracle,4.0,135.0,157,46,0.0146100521087646,0.8598726114649682,,,
260119-172108,033,Random,0.0,28.0,195,42,0.0218429565429687,0.14358974358974358,,,
260119-172108,033,Random,1.0,48.0,195,43,0.0219998359680175,0.24615384615384617,,,
260119-172108,033,Random,2.0,42.0,195,44,0.0223469734191894,0.2153846153846154,,,
260119-172108,033,Random,3.0,25.0,195,45,0.0220019817352294,0.1282051282051282,,,
260119-172108,033,Random,4.0,50.0,195,46,0.0218398571014404,0.2564102564102564,,,
260119-172108,033,Random_forward,0.0,50.0,195,42,0.0215051174163818,0.2564102564102564,,,
260119-172108,033,Random_forward,1.0,92.0,195,43,0.0223517417907714,0.4717948717948718,,,
260119-172108,033,Random_forward,2.0,94.0,195,44,0.0225038528442382,0.48205128205128206,,,
260119-172108,033,Random_forward,3.0,71.0,195,45,0.021881103515625,0.3641025641025641,,,
260119-172108,033,Random_forward,4.0,38.0,195,46,0.0223429203033447,0.19487179487179487,,,
260119-172108,033,Greedy_oracle,0.0,167.0,195,42,0.0187048912048339,0.8564102564102564,,,
260119-172108,033,Greedy_oracle,1.0,167.0,195,43,0.0184128284454345,0.8564102564102564,,,
260119-172108,033,Greedy_oracle,2.0,167.0,195,44,0.0184152126312255,0.8564102564102564,,,
260119-172108,033,Greedy_oracle,3.0,167.0,195,45,0.0183720588684082,0.8564102564102564,,,
260119-172108,033,Greedy_oracle,4.0,167.0,195,46,0.0181477069854736,0.8564102564102564,,,
260117-175942,033,Random,0.0,21.0,135,42,0.0149900913238525,0.15555555555555556,,,
260117-175942,033,Random,1.0,26.0,135,43,0.0150079727172851,0.1925925925925926,,,
260117-175942,033,Random,2.0,32.0,135,44,0.0151121616363525,0.23703703703703705,,,
260117-175942,033,Random,3.0,25.0,135,45,0.0153059959411621,0.18518518518518517,,,
260117-175942,033,Random,4.0,36.0,135,46,0.0151491165161132,0.26666666666666666,,,
260117-175942,033,Random_forward,0.0,32.0,135,42,0.0150630474090576,0.23703703703703705,,,
260117-175942,033,Random_forward,1.0,65.0,135,43,0.0155630111694335,0.48148148148148145,,,
260117-175942,033,Random_forward,2.0,57.0,135,44,0.0155930519104003,0.4222222222222222,,,
260117-175942,033,Random_forward,3.0,52.0,135,45,0.0150840282440185,0.3851851851851852,,,
260117-175942,033,Random_forward,4.0,38.0,135,46,0.0153348445892333,0.2814814814814815,,,
260117-175942,033,Greedy_oracle,0.0,116.0,135,42,0.012557029724121,0.8592592592592593,,,
260117-175942,033,Greedy_oracle,1.0,116.0,135,43,0.0123980045318603,0.8592592592592593,,,
260117-175942,033,Greedy_oracle,2.0,116.0,135,44,0.0125370025634765,0.8592592592592593,,,
260117-175942,033,Greedy_oracle,3.0,116.0,135,45,0.0124177932739257,0.8592592592592593,,,
260117-175942,033,Greedy_oracle,4.0,116.0,135,46,0.0123488903045654,0.8592592592592593,,,
260116-175247,033,Random,0.0,28.0,179,42,0.0202612876892089,0.1564245810055866,,,
260116-175247,033,Random,1.0,44.0,179,43,0.0202009677886962,0.24581005586592178,,,
260116-175247,033,Random,2.0,41.0,179,44,0.0203819274902343,0.22905027932960895,,,
260116-175247,033,Random,3.0,25.0,179,45,0.0202481746673584,0.13966480446927373,,,
260116-175247,033,Random,4.0,47.0,179,46,0.0198962688446044,0.26256983240223464,,,
260116-175247,033,Random_forward,0.0,49.0,179,42,0.0197467803955078,0.2737430167597765,,,
260116-175247,033,Random_forward,1.0,84.0,179,43,0.0206508636474609,0.4692737430167598,,,
260116-175247,033,Random_forward,2.0,82.0,179,44,0.0204029083251953,0.4581005586592179,,,
260116-175247,033,Random_forward,3.0,70.0,179,45,0.0204071998596191,0.39106145251396646,,,
260116-175247,033,Random_forward,4.0,38.0,179,46,0.0199999809265136,0.2122905027932961,,,
260116-175247,033,Greedy_oracle,0.0,153.0,179,42,0.0162301063537597,0.8547486033519553,,,
260116-175247,033,Greedy_oracle,1.0,153.0,179,43,0.0171451568603515,0.8547486033519553,,,
260116-175247,033,Greedy_oracle,2.0,153.0,179,44,0.0167701244354248,0.8547486033519553,,,
260116-175247,033,Greedy_oracle,3.0,153.0,179,45,0.0162467956542968,0.8547486033519553,,,
260116-175247,033,Greedy_oracle,4.0,153.0,179,46,0.0169012546539306,0.8547486033519553,,,
251231-172527,031,Random,0.0,21.0,121,42,0.0133781433105468,0.17355371900826447,,,
251231-172527,031,Random,1.0,26.0,121,43,0.0135722160339355,0.21487603305785125,,,
251231-172527,031,Random,2.0,27.0,121,44,0.0135219097137451,0.2231404958677686,,,
251231-172527,031,Random,3.0,25.0,121,45,0.0136051177978515,0.2066115702479339,,,
251231-172527,031,Random,4.0,35.0,121,46,0.0136592388153076,0.2892561983471074,,,
251231-172527,031,Random_forward,0.0,24.0,121,42,0.0135977268218994,0.19834710743801653,,,
251231-172527,031,Random_forward,1.0,57.0,121,43,0.0138211250305175,0.47107438016528924,,,
251231-172527,031,Random_forward,2.0,52.0,121,44,0.0138511657714843,0.4297520661157025,,,
251231-172527,031,Random_forward,3.0,48.0,121,45,0.0135359764099121,0.39669421487603307,,,
251231-172527,031,Random_forward,4.0,32.0,121,46,0.0134608745574951,0.2644628099173554,,,
251231-172527,031,Greedy_oracle,0.0,104.0,121,42,0.0111701488494873,0.859504132231405,,,
251231-172527,031,Greedy_oracle,1.0,104.0,121,43,0.0111780166625976,0.859504132231405,,,
251231-172527,031,Greedy_oracle,2.0,104.0,121,44,0.0111801624298095,0.859504132231405,,,
251231-172527,031,Greedy_oracle,3.0,104.0,121,45,0.0112218856811523,0.859504132231405,,,
251231-172527,031,Greedy_oracle,4.0,104.0,121,46,0.0114240646362304,0.859504132231405,,,
251230-171810,031,Random,0.0,28.0,171,42,0.0190558433532714,0.16374269005847952,,,
251230-171810,031,Random,1.0,40.0,171,43,0.0192620754241943,0.23391812865497075,,,
251230-171810,031,Random,2.0,40.0,171,44,0.0189189910888671,0.23391812865497075,,,
251230-171810,031,Random,3.0,25.0,171,45,0.0196249485015869,0.14619883040935672,,,
251230-171810,031,Random,4.0,45.0,171,46,0.0192246437072753,0.2631578947368421,,,
251230-171810,031,Random_forward,0.0,49.0,171,42,0.019026756286621,0.28654970760233917,,,
251230-171810,031,Random_forward,1.0,81.0,171,43,0.0199670791625976,0.47368421052631576,,,
251230-171810,031,Random_forward,2.0,77.0,171,44,0.0193221569061279,0.4502923976608187,,,
251230-171810,031,Random_forward,3.0,67.0,171,45,0.0196738243103027,0.391812865497076,,,
251230-171810,031,Random_forward,4.0,38.0,171,46,0.0195848941802978,0.2222222222222222,,,
251230-171810,031,Greedy_oracle,0.0,147.0,171,42,0.0161528587341308,0.8596491228070176,,,
251230-171810,031,Greedy_oracle,1.0,147.0,171,43,0.0163309574127197,0.8596491228070176,,,
251230-171810,031,Greedy_oracle,2.0,147.0,171,44,0.0160410404205322,0.8596491228070176,,,
251230-171810,031,Greedy_oracle,3.0,147.0,171,45,0.0152480602264404,0.8596491228070176,,,
251230-171810,031,Greedy_oracle,4.0,147.0,171,46,0.0161440372467041,0.8596491228070176,,,
251229-180544,031,Random,0.0,52.0,318,42,0.03550386428833,0.16352201257861634,,,
251229-180544,031,Random,1.0,66.0,318,43,0.0362231731414794,0.20754716981132076,,,
251229-180544,031,Random,2.0,70.0,318,44,0.0361866950988769,0.22012578616352202,,,
251229-180544,031,Random,3.0,39.0,318,45,0.0361249446868896,0.12264150943396226,,,
251229-180544,031,Random,4.0,70.0,318,46,0.0357789993286132,0.22012578616352202,,,
251229-180544,031,Random_forward,0.0,98.0,318,42,0.0357739925384521,0.3081761006289308,,,
251229-180544,031,Random_forward,1.0,137.0,318,43,0.0355100631713867,0.4308176100628931,,,
251229-180544,031,Random_forward,2.0,137.0,318,44,0.0345792770385742,0.4308176100628931,,,
251229-180544,031,Random_forward,3.0,108.0,318,45,0.0360980033874511,0.33962264150943394,,,
251229-180544,031,Random_forward,4.0,94.0,318,46,0.03580904006958,0.29559748427672955,,,
251229-180544,031,Greedy_oracle,0.0,271.0,318,42,0.0295500755310058,0.8522012578616353,,,
251229-180544,031,Greedy_oracle,1.0,271.0,318,43,0.0295288562774658,0.8522012578616353,,,
251229-180544,031,Greedy_oracle,2.0,271.0,318,44,0.0292410850524902,0.8522012578616353,,,
251229-180544,031,Greedy_oracle,3.0,271.0,318,45,0.0296430587768554,0.8522012578616353,,,
251229-180544,031,Greedy_oracle,4.0,271.0,318,46,0.0293350219726562,0.8522012578616353,,,
251228-174043,031,Random,0.0,49.0,195,42,0.0213921070098876,0.2512820512820513,,,
251228-174043,031,Random,1.0,44.0,195,43,0.0213279724121093,0.22564102564102564,,,
251228-174043,031,Random,2.0,26.0,195,44,0.0211257934570312,0.13333333333333333,,,
251228-174043,031,Random,3.0,40.0,195,45,0.0211188793182373,0.20512820512820512,,,
251228-174043,031,Random,4.0,26.0,195,46,0.021136999130249,0.13333333333333333,,,
251228-174043,031,Random_forward,0.0,28.0,195,42,0.0216360092163085,0.14358974358974358,,,
251228-174043,031,Random_forward,1.0,70.0,195,43,0.0216379165649414,0.358974358974359,,,
251228-174043,031,Random_forward,2.0,62.0,195,44,0.0216071605682373,0.31794871794871793,,,
251228-174043,031,Random_forward,3.0,105.0,195,45,0.0202701091766357,0.5384615384615384,,,
251228-174043,031,Random_forward,4.0,97.0,195,46,0.0213301181793212,0.49743589743589745,,,
251228-174043,031,Greedy_oracle,0.0,182.0,195,42,0.0172748565673828,0.9333333333333333,,,
251228-174043,031,Greedy_oracle,1.0,182.0,195,43,0.0170328617095947,0.9333333333333333,,,
251228-174043,031,Greedy_oracle,2.0,182.0,195,44,0.0164659023284912,0.9333333333333333,,,
251228-174043,031,Greedy_oracle,3.0,182.0,195,45,0.0176329612731933,0.9333333333333333,,,
251228-174043,031,Greedy_oracle,4.0,182.0,195,46,0.0174400806427001,0.9333333333333333,,,
251227-174332,031,Random,0.0,58.0,247,42,0.0270078182220459,0.23481781376518218,,,
251227-174332,031,Random,1.0,51.0,247,43,0.0266199111938476,0.20647773279352227,,,
251227-174332,031,Random,2.0,32.0,247,44,0.0258748531341552,0.12955465587044535,,,
251227-174332,031,Random,3.0,40.0,247,45,0.0263409614562988,0.16194331983805668,,,
251227-174332,031,Random,4.0,26.0,247,46,0.0269908905029296,0.10526315789473684,,,
251227-174332,031,Random_forward,0.0,55.0,247,42,0.0268220901489257,0.22267206477732793,,,
251227-174332,031,Random_forward,1.0,83.0,247,43,0.0267629623413085,0.3360323886639676,,,
251227-174332,031,Random_forward,2.0,87.0,247,44,0.0266668796539306,0.3522267206477733,,,
251227-174332,031,Random_forward,3.0,117.0,247,45,0.0265936851501464,0.47368421052631576,,,
251227-174332,031,Random_forward,4.0,105.0,247,46,0.0272111892700195,0.4251012145748988,,,
251227-174332,031,Greedy_oracle,0.0,231.0,247,42,0.0215189456939697,0.9352226720647774,,,
251227-174332,031,Greedy_oracle,1.0,231.0,247,43,0.0217010974884033,0.9352226720647774,,,
251227-174332,031,Greedy_oracle,2.0,231.0,247,44,0.0218198299407959,0.9352226720647774,,,
251227-174332,031,Greedy_oracle,3.0,231.0,247,45,0.0221109390258789,0.9352226720647774,,,
251227-174332,031,Greedy_oracle,4.0,231.0,247,46,0.0215358734130859,0.9352226720647774,,,
251226-181307,031,Random,0.0,49.0,208,42,0.0228228569030761,0.23557692307692307,,,
251226-181307,031,Random,1.0,49.0,208,43,0.0232040882110595,0.23557692307692307,,,
251226-181307,031,Random,2.0,26.0,208,44,0.0220527648925781,0.125,,,
251226-181307,031,Random,3.0,40.0,208,45,0.0226118564605712,0.19230769230769232,,,
251226-181307,031,Random,4.0,26.0,208,46,0.0225229263305664,0.125,,,
251226-181307,031,Random_forward,0.0,31.0,208,42,0.0224080085754394,0.14903846153846154,,,
251226-181307,031,Random_forward,1.0,71.0,208,43,0.0223090648651123,0.34134615384615385,,,
251226-181307,031,Random_forward,2.0,64.0,208,44,0.0225763320922851,0.3076923076923077,,,
251226-181307,031,Random_forward,3.0,107.0,208,45,0.0224099159240722,0.5144230769230769,,,
251226-181307,031,Random_forward,4.0,97.0,208,46,0.0230071544647216,0.46634615384615385,,,
251226-181307,031,Greedy_oracle,0.0,194.0,208,42,0.0183439254760742,0.9326923076923077,,,
251226-181307,031,Greedy_oracle,1.0,194.0,208,43,0.0181410312652587,0.9326923076923077,,,
251226-181307,031,Greedy_oracle,2.0,194.0,208,44,0.0182430744171142,0.9326923076923077,,,
251226-181307,031,Greedy_oracle,3.0,194.0,208,45,0.018425703048706,0.9326923076923077,,,
251226-181307,031,Greedy_oracle,4.0,194.0,208,46,0.0186729431152343,0.9326923076923077,,,
251225-181630,031,Random,0.0,45.0,178,42,0.0195422172546386,0.25280898876404495,,,
251225-181630,031,Random,1.0,36.0,178,43,0.0196607112884521,0.20224719101123595,,,
251225-181630,031,Random,2.0,26.0,178,44,0.0199601650238037,0.14606741573033707,,,
251225-181630,031,Random,3.0,40.0,178,45,0.0194950103759765,0.2247191011235955,,,
251225-181630,031,Random,4.0,26.0,178,46,0.0198972225189209,0.14606741573033707,,,
251225-181630,031,Random_forward,0.0,28.0,178,42,0.019737958908081,0.15730337078651685,,,
251225-181630,031,Random_forward,1.0,70.0,178,43,0.0197529792785644,0.39325842696629215,,,
251225-181630,031,Random_forward,2.0,49.0,178,44,0.0195081233978271,0.2752808988764045,,,
251225-181630,031,Random_forward,3.0,105.0,178,45,0.0202360153198242,0.5898876404494382,,,
251225-181630,031,Random_forward,4.0,90.0,178,46,0.0200426578521728,0.5056179775280899,,,
251225-181630,031,Greedy_oracle,0.0,166.0,178,42,0.0160121917724609,0.9325842696629213,,,
251225-181630,031,Greedy_oracle,1.0,166.0,178,43,0.0154969692230224,0.9325842696629213,,,
251225-181630,031,Greedy_oracle,2.0,166.0,178,44,0.0156731605529785,0.9325842696629213,,,
251225-181630,031,Greedy_oracle,3.0,166.0,178,45,0.016003131866455,0.9325842696629213,,,
251225-181630,031,Greedy_oracle,4.0,166.0,178,46,0.015312910079956,0.9325842696629213,,,
251224-181729,031,Random,0.0,32.0,80,42,0.0090770721435546,0.4,,,
251224-181729,031,Random,1.0,15.0,80,43,0.0090680122375488,0.1875,,,
251224-181729,031,Random,2.0,24.0,80,44,0.0089459419250488,0.3,,,
251224-181729,031,Random,3.0,20.0,80,45,0.0089859962463378,0.25,,,
251224-181729,031,Random,4.0,18.0,80,46,0.0089688301086425,0.225,,,
251224-181729,031,Random_forward,0.0,27.0,80,42,0.0087361335754394,0.3375,,,
251224-181729,031,Random_forward,1.0,41.0,80,43,0.008807897567749,0.5125,,,
251224-181729,031,Random_forward,2.0,27.0,80,44,0.0085930824279785,0.3375,,,
251224-181729,031,Random_forward,3.0,49.0,80,45,0.0092318058013916,0.6125,,,
251224-181729,031,Random_forward,4.0,40.0,80,46,0.00887131690979,0.5,,,
251224-181729,031,Greedy_oracle,0.0,75.0,80,42,0.0076992511749267,0.9375,,,
251224-181729,031,Greedy_oracle,1.0,75.0,80,43,0.0071930885314941,0.9375,,,
251224-181729,031,Greedy_oracle,2.0,75.0,80,44,0.0072472095489501,0.9375,,,
251224-181729,031,Greedy_oracle,3.0,75.0,80,45,0.0073828697204589,0.9375,,,
251224-181729,031,Greedy_oracle,4.0,75.0,80,46,0.0072300434112548,0.9375,,,
251222-194856,031,Random,0.0,49.0,212,42,0.0228850841522216,0.23113207547169812,,,
251222-194856,031,Random,1.0,50.0,212,43,0.0235292911529541,0.2358490566037736,,,
251222-194856,031,Random,2.0,27.0,212,44,0.0231010913848876,0.12735849056603774,,,
251222-194856,031,Random,3.0,40.0,212,45,0.0230860710144042,0.18867924528301888,,,
251222-194856,031,Random,4.0,26.0,212,46,0.0234501361846923,0.12264150943396226,,,
251222-194856,031,Random_forward,0.0,35.0,212,42,0.0238072872161865,0.1650943396226415,,,
251222-194856,031,Random_forward,1.0,74.0,212,43,0.0233359336853027,0.3490566037735849,,,
251222-194856,031,Random_forward,2.0,64.0,212,44,0.0233621597290039,0.3018867924528302,,,
251222-194856,031,Random_forward,3.0,111.0,212,45,0.0228011608123779,0.5235849056603774,,,
251222-194856,031,Random_forward,4.0,97.0,212,46,0.0236003398895263,0.45754716981132076,,,
251222-194856,031,Greedy_oracle,0.0,198.0,212,42,0.0184912681579589,0.9339622641509434,,,
251222-194856,031,Greedy_oracle,1.0,198.0,212,43,0.0183320045471191,0.9339622641509434,,,
251222-194856,031,Greedy_oracle,2.0,198.0,212,44,0.0191102027893066,0.9339622641509434,,,
251222-194856,031,Greedy_oracle,3.0,198.0,212,45,0.0185132026672363,0.9339622641509434,,,
251222-194856,031,Greedy_oracle,4.0,198.0,212,46,0.01884126663208,0.9339622641509434,,,
251221-193410,031,Random,0.0,69.0,529,42,0.0591628551483154,0.13043478260869565,,,
251221-193410,031,Random,1.0,90.0,529,43,0.0577559471130371,0.17013232514177692,,,
251221-193410,031,Random,2.0,64.0,529,44,0.0550448894500732,0.12098298676748583,,,
251221-193410,031,Random,3.0,93.0,529,45,0.056981086730957,0.17580340264650285,,,
251221-193410,031,Random,4.0,53.0,529,46,0.0571966171264648,0.1001890359168242,,,
251221-193410,031,Random_forward,0.0,164.0,529,42,0.057744026184082,0.31001890359168244,,,
251221-193410,031,Random_forward,1.0,168.0,529,43,0.0570268630981445,0.31758034026465026,,,
251221-193410,031,Random_forward,2.0,168.0,529,44,0.0571699142456054,0.31758034026465026,,,
251221-193410,031,Random_forward,3.0,264.0,529,45,0.0581429004669189,0.499054820415879,,,
251221-193410,031,Random_forward,4.0,193.0,529,46,0.0571699142456054,0.3648393194706994,,,
251221-193410,031,Greedy_oracle,0.0,494.0,529,42,0.0458259582519531,0.9338374291115312,,,
251221-193410,031,Greedy_oracle,1.0,494.0,529,43,0.045969009399414,0.9338374291115312,,,
251221-193410,031,Greedy_oracle,2.0,494.0,529,44,0.0469613075256347,0.9338374291115312,,,
251221-193410,031,Greedy_oracle,3.0,494.0,529,45,0.0457170009613037,0.9338374291115312,,,
251221-193410,031,Greedy_oracle,4.0,494.0,529,46,0.0464398860931396,0.9338374291115312,,,
251220-165800,031,Random,0.0,95.0,695,42,0.0739610195159912,0.1366906474820144,,,
251220-165800,031,Random,1.0,106.0,695,43,0.0739748477935791,0.15251798561151078,,,
251220-165800,031,Random,2.0,82.0,695,44,0.0731070041656494,0.11798561151079137,,,
251220-165800,031,Random,3.0,100.0,695,45,0.0738129615783691,0.14388489208633093,,,
251220-165800,031,Random,4.0,68.0,695,46,0.0746741294860839,0.09784172661870504,,,
251220-165800,031,Random_forward,0.0,224.0,695,42,0.0754759311676025,0.32230215827338127,,,
251220-165800,031,Random_forward,1.0,201.0,695,43,0.0751590728759765,0.2892086330935252,,,
251220-165800,031,Random_forward,2.0,209.0,695,44,0.0753500461578369,0.30071942446043165,,,
251220-165800,031,Random_forward,3.0,335.0,695,45,0.0744600296020507,0.48201438848920863,,,
251220-165800,031,Random_forward,4.0,245.0,695,46,0.0744750499725341,0.35251798561151076,,,
251220-165800,031,Greedy_oracle,0.0,649.0,695,42,0.0598111152648925,0.9338129496402877,,,
251220-165800,031,Greedy_oracle,1.0,649.0,695,43,0.060464859008789,0.9338129496402877,,,
251220-165800,031,Greedy_oracle,2.0,649.0,695,44,0.0603902339935302,0.9338129496402877,,,
251220-165800,031,Greedy_oracle,3.0,649.0,695,45,0.06038498878479,0.9338129496402877,,,
251220-165800,031,Greedy_oracle,4.0,649.0,695,46,0.0611300468444824,0.9338129496402877,,,
251130-232218,031,Random,0.0,53.0,239,42,0.0259251594543457,0.2217573221757322,,,
251130-232218,031,Random,1.0,50.0,239,43,0.0259938240051269,0.20920502092050208,,,
251130-232218,031,Random,2.0,32.0,239,44,0.0259540081024169,0.13389121338912133,,,
251130-232218,031,Random,3.0,40.0,239,45,0.0258290767669677,0.16736401673640167,,,
251130-232218,031,Random,4.0,26.0,239,46,0.0249702930450439,0.1087866108786611,,,
251130-232218,031,Random_forward,0.0,54.0,239,42,0.0260601043701171,0.22594142259414227,,,
251130-232218,031,Random_forward,1.0,78.0,239,43,0.0257720947265625,0.3263598326359833,,,
251130-232218,031,Random_forward,2.0,84.0,239,44,0.026008129119873,0.3514644351464435,,,
251130-232218,031,Random_forward,3.0,112.0,239,45,0.0255138874053955,0.4686192468619247,,,
251130-232218,031,Random_forward,4.0,104.0,239,46,0.0259320735931396,0.4351464435146444,,,
251130-232218,031,Greedy_oracle,0.0,223.0,239,42,0.0209898948669433,0.9330543933054394,,,
251130-232218,031,Greedy_oracle,1.0,223.0,239,43,0.0213682651519775,0.9330543933054394,,,
251130-232218,031,Greedy_oracle,2.0,223.0,239,44,0.0215730667114257,0.9330543933054394,,,
251130-232218,031,Greedy_oracle,3.0,223.0,239,45,0.0204827785491943,0.9330543933054394,,,
251130-232218,031,Greedy_oracle,4.0,223.0,239,46,0.0211968421936035,0.9330543933054394,,,
251130-134624,031,Random,0.0,62.0,270,42,0.0291528701782226,0.22962962962962963,,,
251130-134624,031,Random,1.0,53.0,270,43,0.0294122695922851,0.1962962962962963,,,
251130-134624,031,Random,2.0,37.0,270,44,0.0282440185546875,0.13703703703703704,,,
251130-134624,031,Random,3.0,47.0,270,45,0.0291528701782226,0.17407407407407408,,,
251130-134624,031,Random,4.0,26.0,270,46,0.0294079780578613,0.0962962962962963,,,
251130-134624,031,Random_forward,0.0,55.0,270,42,0.0291519165039062,0.2037037037037037,,,
251130-134624,031,Random_forward,1.0,83.0,270,43,0.0293629169464111,0.3074074074074074,,,
251130-134624,031,Random_forward,2.0,95.0,270,44,0.0292418003082275,0.35185185185185186,,,
251130-134624,031,Random_forward,3.0,130.0,270,45,0.0299887657165527,0.48148148148148145,,,
251130-134624,031,Random_forward,4.0,110.0,270,46,0.0292301177978515,0.4074074074074074,,,
251130-134624,031,Greedy_oracle,0.0,252.0,270,42,0.0235810279846191,0.9333333333333333,,,
251130-134624,031,Greedy_oracle,1.0,252.0,270,43,0.024045705795288,0.9333333333333333,,,
251130-134624,031,Greedy_oracle,2.0,252.0,270,44,0.0250968933105468,0.9333333333333333,,,
251130-134624,031,Greedy_oracle,3.0,252.0,270,45,0.0243818759918212,0.9333333333333333,,,
251130-134624,031,Greedy_oracle,4.0,252.0,270,46,0.023771047592163,0.9333333333333333,,,
251129-155326,031,Random,0.0,73.0,420,42,0.046764850616455,0.1738095238095238,,,
251129-155326,031,Random,1.0,88.0,420,43,0.0464909076690673,0.20952380952380953,,,
251129-155326,031,Random,2.0,81.0,420,44,0.048861026763916,0.19285714285714287,,,
251129-155326,031,Random,3.0,67.0,420,45,0.0472209453582763,0.1595238095238095,,,
251129-155326,031,Random,4.0,70.0,420,46,0.0471627712249755,0.16666666666666666,,,
251129-155326,031,Random_forward,0.0,134.0,420,42,0.047041893005371,0.319047619047619,,,
251129-155326,031,Random_forward,1.0,188.0,420,43,0.047029972076416,0.44761904761904764,,,
251129-155326,031,Random_forward,2.0,167.0,420,44,0.0472300052642822,0.3976190476190476,,,
251129-155326,031,Random_forward,3.0,125.0,420,45,0.0475490093231201,0.2976190476190476,,,
251129-155326,031,Random_forward,4.0,118.0,420,46,0.0470740795135498,0.28095238095238095,,,
251129-155326,031,Greedy_oracle,0.0,358.0,420,42,0.0394668579101562,0.8523809523809524,,,
251129-155326,031,Greedy_oracle,1.0,358.0,420,43,0.0383250713348388,0.8523809523809524,,,
251129-155326,031,Greedy_oracle,2.0,358.0,420,44,0.0389959812164306,0.8523809523809524,,,
