exp_moment,animal_ID,model,repeat_idx,total_reward,n_actions,seed,elapsed_s,rpa,hpo_config,exploit_timeout,exploit_greediness
251106-230142,033,Random_forward,4.0,147.0,285,46,0.032257080078125,0.5157894736842106,,,
251106-230142,033,Greedy_oracle,0.0,240.0,285,42,0.0246317386627197,0.8421052631578947,,,
251106-230142,033,Greedy_oracle,1.0,240.0,285,43,0.0241010189056396,0.8421052631578947,,,
251106-230142,033,Greedy_oracle,2.0,240.0,285,44,0.0250308513641357,0.8421052631578947,,,
251106-230142,033,Greedy_oracle,3.0,240.0,285,45,0.0244719982147216,0.8421052631578947,,,
251106-230142,033,Greedy_oracle,4.0,240.0,285,46,0.0247120857238769,0.8421052631578947,,,
251105-230500,033,Random,0.0,54.0,172,42,0.0192389488220214,0.313953488372093,,,
251105-230500,033,Random,1.0,24.0,172,43,0.0188679695129394,0.13953488372093023,,,
251105-230500,033,Random,2.0,50.0,172,44,0.0198259353637695,0.29069767441860467,,,
251105-230500,033,Random,3.0,48.0,172,45,0.0191192626953125,0.27906976744186046,,,
251105-230500,033,Random,4.0,42.0,172,46,0.0190379619598388,0.2441860465116279,,,
251105-230500,033,Random_forward,0.0,60.0,172,42,0.0194530487060546,0.3488372093023256,,,
251105-230500,033,Random_forward,1.0,66.0,172,43,0.0187218189239501,0.38372093023255816,,,
251105-230500,033,Random_forward,2.0,79.0,172,44,0.01875901222229,0.45930232558139533,,,
251105-230500,033,Random_forward,3.0,89.0,172,45,0.0195870399475097,0.5174418604651163,,,
251105-230500,033,Random_forward,4.0,77.0,172,46,0.0192577838897705,0.4476744186046512,,,
251105-230500,033,Greedy_oracle,0.0,147.0,172,42,0.0145280361175537,0.8546511627906976,,,
251105-230500,033,Greedy_oracle,1.0,147.0,172,43,0.0149602890014648,0.8546511627906976,,,
251105-230500,033,Greedy_oracle,2.0,147.0,172,44,0.0147578716278076,0.8546511627906976,,,
251105-230500,033,Greedy_oracle,3.0,147.0,172,45,0.0147271156311035,0.8546511627906976,,,
251105-230500,033,Greedy_oracle,4.0,147.0,172,46,0.014737844467163,0.8546511627906976,,,
251104-230415,033,Random,0.0,33.0,87,42,0.0094618797302246,0.3793103448275862,,,
251104-230415,033,Random,1.0,10.0,87,43,0.0095999240875244,0.11494252873563218,,,
251104-230415,033,Random,2.0,17.0,87,44,0.0095932483673095,0.19540229885057472,,,
251104-230415,033,Random,3.0,23.0,87,45,0.0095548629760742,0.26436781609195403,,,
251104-230415,033,Random,4.0,18.0,87,46,0.0097858905792236,0.20689655172413793,,,
251104-230415,033,Random_forward,0.0,32.0,87,42,0.0097138881683349,0.367816091954023,,,
251104-230415,033,Random_forward,1.0,41.0,87,43,0.0097310543060302,0.47126436781609193,,,
251104-230415,033,Random_forward,2.0,34.0,87,44,0.0098989009857177,0.39080459770114945,,,
251104-230415,033,Random_forward,3.0,46.0,87,45,0.0095970630645751,0.5287356321839081,,,
251104-230415,033,Random_forward,4.0,36.0,87,46,0.0100610256195068,0.41379310344827586,,,
251104-230415,033,Greedy_oracle,0.0,76.0,87,42,0.0076463222503662,0.8735632183908046,,,
251104-230415,033,Greedy_oracle,1.0,76.0,87,43,0.007617712020874,0.8735632183908046,,,
251104-230415,033,Greedy_oracle,2.0,76.0,87,44,0.0075268745422363,0.8735632183908046,,,
251104-230415,033,Greedy_oracle,3.0,76.0,87,45,0.0075380802154541,0.8735632183908046,,,
251104-230415,033,Greedy_oracle,4.0,76.0,87,46,0.0075972080230712,0.8735632183908046,,,
260201-212331,033,Random,0.0,52.0,294,42,0.0330209732055664,0.17687074829931973,,,
260201-212331,033,Random,1.0,64.0,294,43,0.0327248573303222,0.21768707482993196,,,
260201-212331,033,Random,2.0,46.0,294,44,0.0334701538085937,0.1564625850340136,,,
260201-212331,033,Random,3.0,22.0,294,45,0.0334188938140869,0.07482993197278912,,,
260201-212331,033,Random,4.0,40.0,294,46,0.033215045928955,0.1360544217687075,,,
260201-212331,033,Random_forward,0.0,105.0,294,42,0.0330469608306884,0.35714285714285715,,,
260201-212331,033,Random_forward,1.0,111.0,294,43,0.0336849689483642,0.37755102040816324,,,
260201-212331,033,Random_forward,2.0,108.0,294,44,0.0336596965789794,0.3673469387755102,,,
260201-212331,033,Random_forward,3.0,108.0,294,45,0.0337550640106201,0.3673469387755102,,,
260201-212331,033,Random_forward,4.0,127.0,294,46,0.0330808162689209,0.43197278911564624,,,
260201-212331,033,Greedy_oracle,0.0,250.0,294,42,0.0279629230499267,0.8503401360544217,,,
260201-212331,033,Greedy_oracle,1.0,250.0,294,43,0.0275788307189941,0.8503401360544217,,,
260201-212331,033,Greedy_oracle,2.0,250.0,294,44,0.0279319286346435,0.8503401360544217,,,
260201-212331,033,Greedy_oracle,3.0,250.0,294,45,0.0277497768402099,0.8503401360544217,,,
260201-212331,033,Greedy_oracle,4.0,250.0,294,46,0.0272881984710693,0.8503401360544217,,,
260202-202543,033,Random,0.0,40.0,236,42,0.0265579223632812,0.1694915254237288,,,
260202-202543,033,Random,1.0,56.0,236,43,0.0265431404113769,0.23728813559322035,,,
260202-202543,033,Random,2.0,41.0,236,44,0.0264561176300048,0.17372881355932204,,,
260202-202543,033,Random,3.0,13.0,236,45,0.0263481140136718,0.05508474576271186,,,
260202-202543,033,Random,4.0,39.0,236,46,0.0265519618988037,0.1652542372881356,,,
260202-202543,033,Random_forward,0.0,85.0,236,42,0.0265660285949707,0.3601694915254237,,,
260202-202543,033,Random_forward,1.0,96.0,236,43,0.0265531539916992,0.4067796610169492,,,
260202-202543,033,Random_forward,2.0,93.0,236,44,0.0277431011199951,0.3940677966101695,,,
260202-202543,033,Random_forward,3.0,97.0,236,45,0.027397871017456,0.4110169491525424,,,
260202-202543,033,Random_forward,4.0,110.0,236,46,0.0314700603485107,0.4661016949152542,,,
260202-202543,033,Greedy_oracle,0.0,201.0,236,42,0.0233001708984375,0.8516949152542372,,,
260202-202543,033,Greedy_oracle,1.0,201.0,236,43,0.0223701000213623,0.8516949152542372,,,
260202-202543,033,Greedy_oracle,2.0,201.0,236,44,0.0221989154815673,0.8516949152542372,,,
260202-202543,033,Greedy_oracle,3.0,202.0,236,45,0.0220201015472412,0.8559322033898306,,,
260202-202543,033,Greedy_oracle,4.0,202.0,236,46,0.0222971439361572,0.8559322033898306,,,
260203-171228,033,Random,0.0,42.0,255,42,0.0284900665283203,0.16470588235294117,,,
260203-171228,033,Random,1.0,63.0,255,43,0.0292088985443115,0.24705882352941178,,,
260203-171228,033,Random,2.0,41.0,255,44,0.0283801555633544,0.1607843137254902,,,
260203-171228,033,Random,3.0,17.0,255,45,0.0285079479217529,0.06666666666666667,,,
260203-171228,033,Random,4.0,39.0,255,46,0.0281422138214111,0.15294117647058825,,,
260203-171228,033,Random_forward,0.0,95.0,255,42,0.0284569263458251,0.37254901960784315,,,
260203-171228,033,Random_forward,1.0,101.0,255,43,0.0285511016845703,0.396078431372549,,,
260203-171228,033,Random_forward,2.0,96.0,255,44,0.0286569595336914,0.3764705882352941,,,
260203-171228,033,Random_forward,3.0,99.0,255,45,0.0287427902221679,0.38823529411764707,,,
260203-171228,033,Random_forward,4.0,124.0,255,46,0.0282709598541259,0.48627450980392156,,,
260203-171228,033,Greedy_oracle,0.0,217.0,255,42,0.0239350795745849,0.8509803921568627,,,
260203-171228,033,Greedy_oracle,1.0,217.0,255,43,0.0238430500030517,0.8509803921568627,,,
260203-171228,033,Greedy_oracle,2.0,217.0,255,44,0.0239119529724121,0.8509803921568627,,,
260203-171228,033,Greedy_oracle,3.0,218.0,255,45,0.0239448547363281,0.8549019607843137,,,
260203-171228,033,Greedy_oracle,4.0,218.0,255,46,0.0239448547363281,0.8549019607843137,,,
260204-193925,033,Random,0.0,27.0,151,42,0.0166840553283691,0.17880794701986755,,,
260204-193925,033,Random,1.0,40.0,151,43,0.0168511867523193,0.26490066225165565,,,
260204-193925,033,Random,2.0,39.0,151,44,0.0169150829315185,0.2582781456953642,,,
260204-193925,033,Random,3.0,13.0,151,45,0.01705002784729,0.08609271523178808,,,
260204-193925,033,Random,4.0,28.0,151,46,0.0169301033020019,0.18543046357615894,,,
260204-193925,033,Random_forward,0.0,66.0,151,42,0.0171749591827392,0.4370860927152318,,,
260204-193925,033,Random_forward,1.0,62.0,151,43,0.0172626972198486,0.4105960264900662,,,
260204-193925,033,Random_forward,2.0,56.0,151,44,0.0173287391662597,0.3708609271523179,,,
260204-193925,033,Random_forward,3.0,55.0,151,45,0.0170586109161376,0.36423841059602646,,,
260204-193925,033,Random_forward,4.0,77.0,151,46,0.0168468952178955,0.5099337748344371,,,
260204-193925,033,Greedy_oracle,0.0,129.0,151,42,0.0141849517822265,0.8543046357615894,,,
260204-193925,033,Greedy_oracle,1.0,129.0,151,43,0.0140590667724609,0.8543046357615894,,,
260204-193925,033,Greedy_oracle,2.0,129.0,151,44,0.0144870281219482,0.8543046357615894,,,
260204-193925,033,Greedy_oracle,3.0,129.0,151,45,0.0146398544311523,0.8543046357615894,,,
260204-193925,033,Greedy_oracle,4.0,129.0,151,46,0.0145039558410644,0.8543046357615894,,,
260205-191855,033,Random,0.0,21.0,127,42,0.014096975326538,0.16535433070866143,,,
260205-191855,033,Random,1.0,34.0,127,43,0.0139532089233398,0.2677165354330709,,,
260205-191855,033,Random,2.0,28.0,127,44,0.013340950012207,0.2204724409448819,,,
260205-191855,033,Random,3.0,13.0,127,45,0.0142500400543212,0.10236220472440945,,,
260205-191855,033,Random,4.0,28.0,127,46,0.0150349140167236,0.2204724409448819,,,
260205-191855,033,Random_forward,0.0,50.0,127,42,0.015308141708374,0.3937007874015748,,,
260205-191855,033,Random_forward,1.0,49.0,127,43,0.0146319866180419,0.3858267716535433,,,
260205-191855,033,Random_forward,2.0,45.0,127,44,0.0147161483764648,0.3543307086614173,,,
260205-191855,033,Random_forward,3.0,52.0,127,45,0.0144217014312744,0.4094488188976378,,,
260205-191855,033,Random_forward,4.0,69.0,127,46,0.0146460533142089,0.5433070866141733,,,
260205-191855,033,Greedy_oracle,0.0,109.0,127,42,0.0120768547058105,0.8582677165354331,,,
260205-191855,033,Greedy_oracle,1.0,109.0,127,43,0.0121791362762451,0.8582677165354331,,,
260205-191855,033,Greedy_oracle,2.0,109.0,127,44,0.0130889415740966,0.8582677165354331,,,
260205-191855,033,Greedy_oracle,3.0,108.0,127,45,0.0129969120025634,0.8503937007874016,,,
260205-191855,033,Greedy_oracle,4.0,108.0,127,46,0.0127089023590087,0.8503937007874016,,,
260206-144834,033,Random,0.0,98.0,518,42,0.0601809024810791,0.1891891891891892,,,
260206-144834,033,Random,1.0,112.0,518,43,0.0590951442718505,0.21621621621621623,,,
260206-144834,033,Random,2.0,66.0,518,44,0.0586738586425781,0.1274131274131274,,,
260206-144834,033,Random,3.0,53.0,518,45,0.0582718849182128,0.10231660231660232,,,
260206-144834,033,Random,4.0,46.0,518,46,0.0597569942474365,0.0888030888030888,,,
260206-144834,033,Random_forward,0.0,189.0,518,42,0.0592429637908935,0.36486486486486486,,,
260206-144834,033,Random_forward,1.0,208.0,518,43,0.0587940216064453,0.4015444015444015,,,
260206-144834,033,Random_forward,2.0,191.0,518,44,0.0601420402526855,0.3687258687258687,,,
260206-144834,033,Random_forward,3.0,160.0,518,45,0.0595788955688476,0.3088803088803089,,,
260206-144834,033,Random_forward,4.0,207.0,518,46,0.0590698719024658,0.3996138996138996,,,
260206-144834,033,Greedy_oracle,0.0,440.0,518,42,0.049015998840332,0.8494208494208494,,,
260206-144834,033,Greedy_oracle,1.0,440.0,518,43,0.049170970916748,0.8494208494208494,,,
260206-144834,033,Greedy_oracle,2.0,440.0,518,44,0.0497698783874511,0.8494208494208494,,,
260206-144834,033,Greedy_oracle,3.0,441.0,518,45,0.0491278171539306,0.8513513513513513,,,
260206-144834,033,Greedy_oracle,4.0,441.0,518,46,0.0489699840545654,0.8513513513513513,,,
260208-145358,033,Random,0.0,40.0,234,42,0.0269868373870849,0.17094017094017094,,,
260208-145358,033,Random,1.0,56.0,234,43,0.0270588397979736,0.23931623931623933,,,
260208-145358,033,Random,2.0,41.0,234,44,0.0272037982940673,0.1752136752136752,,,
260208-145358,033,Random,3.0,13.0,234,45,0.0268170833587646,0.05555555555555555,,,
260208-145358,033,Random,4.0,39.0,234,46,0.0268511772155761,0.16666666666666666,,,
260208-145358,033,Random_forward,0.0,84.0,234,42,0.02683687210083,0.358974358974359,,,
260208-145358,033,Random_forward,1.0,96.0,234,43,0.0277707576751709,0.41025641025641024,,,
260208-145358,033,Random_forward,2.0,92.0,234,44,0.0272459983825683,0.39316239316239315,,,
260208-145358,033,Random_forward,3.0,97.0,234,45,0.0267667770385742,0.41452991452991456,,,
260208-145358,033,Random_forward,4.0,108.0,234,46,0.0273919105529785,0.46153846153846156,,,
260208-145358,033,Greedy_oracle,0.0,199.0,234,42,0.0219583511352539,0.8504273504273504,,,
260208-145358,033,Greedy_oracle,1.0,199.0,234,43,0.0222980976104736,0.8504273504273504,,,
260208-145358,033,Greedy_oracle,2.0,199.0,234,44,0.0226531028747558,0.8504273504273504,,,
260208-145358,033,Greedy_oracle,3.0,200.0,234,45,0.0221631526947021,0.8547008547008547,,,
260208-145358,033,Greedy_oracle,4.0,200.0,234,46,0.0226681232452392,0.8547008547008547,,,
260209-143612,033,Random,0.0,37.0,223,42,0.0269927978515625,0.16591928251121077,,,
260209-143612,033,Random,1.0,55.0,223,43,0.0254750251770019,0.24663677130044842,,,
260209-143612,033,Random,2.0,41.0,223,44,0.0253987312316894,0.18385650224215247,,,
260209-143612,033,Random,3.0,13.0,223,45,0.0247912406921386,0.05829596412556054,,,
260209-143612,033,Random,4.0,39.0,223,46,0.0255529880523681,0.17488789237668162,,,
260209-143612,033,Random_forward,0.0,80.0,223,42,0.0250701904296875,0.35874439461883406,,,
260209-143612,033,Random_forward,1.0,88.0,223,43,0.0255999565124511,0.39461883408071746,,,
260209-143612,033,Random_forward,2.0,91.0,223,44,0.0253651142120361,0.4080717488789238,,,
260209-143612,033,Random_forward,3.0,96.0,223,45,0.0254971981048584,0.4304932735426009,,,
260209-143612,033,Random_forward,4.0,102.0,223,46,0.0252559185028076,0.45739910313901344,,,
260209-143612,033,Greedy_oracle,0.0,190.0,223,42,0.0207419395446777,0.852017937219731,,,
260209-143612,033,Greedy_oracle,1.0,190.0,223,43,0.0205860137939453,0.852017937219731,,,
260209-143612,033,Greedy_oracle,2.0,190.0,223,44,0.0209879875183105,0.852017937219731,,,
260209-143612,033,Greedy_oracle,3.0,190.0,223,45,0.0214872360229492,0.852017937219731,,,
260209-143612,033,Greedy_oracle,4.0,190.0,223,46,0.0217220783233642,0.852017937219731,,,
260210-142932,033,Random,0.0,40.0,236,42,0.0261492729187011,0.1694915254237288,,,
260210-142932,033,Random,1.0,56.0,236,43,0.0270352363586425,0.23728813559322035,,,
260210-142932,033,Random,2.0,41.0,236,44,0.0262339115142822,0.17372881355932204,,,
260210-142932,033,Random,3.0,13.0,236,45,0.0263571739196777,0.05508474576271186,,,
260210-142932,033,Random,4.0,39.0,236,46,0.0265061855316162,0.1652542372881356,,,
260210-142932,033,Random_forward,0.0,85.0,236,42,0.0266370773315429,0.3601694915254237,,,
260210-142932,033,Random_forward,1.0,96.0,236,43,0.0267839431762695,0.4067796610169492,,,
260210-142932,033,Random_forward,2.0,93.0,236,44,0.0269920825958251,0.3940677966101695,,,
260210-142932,033,Random_forward,3.0,97.0,236,45,0.0272181034088134,0.4110169491525424,,,
260210-142932,033,Random_forward,4.0,110.0,236,46,0.0267610549926757,0.4661016949152542,,,
260210-142932,033,Greedy_oracle,0.0,201.0,236,42,0.0220649242401123,0.8516949152542372,,,
260210-142932,033,Greedy_oracle,1.0,201.0,236,43,0.021634817123413,0.8516949152542372,,,
260210-142932,033,Greedy_oracle,2.0,201.0,236,44,0.0222330093383789,0.8516949152542372,,,
260210-142932,033,Greedy_oracle,3.0,202.0,236,45,0.0227751731872558,0.8559322033898306,,,
260210-142932,033,Greedy_oracle,4.0,202.0,236,46,0.0226790904998779,0.8559322033898306,,,
260211-143636,033,Random,0.0,50.0,283,42,0.0316190719604492,0.17667844522968199,,,
260211-143636,033,Random,1.0,64.0,283,43,0.0318188667297363,0.22614840989399293,,,
260211-143636,033,Random,2.0,42.0,283,44,0.032576560974121,0.14840989399293286,,,
260211-143636,033,Random,3.0,22.0,283,45,0.0314569473266601,0.07773851590106007,,,
260211-143636,033,Random,4.0,40.0,283,46,0.0322742462158203,0.1413427561837456,,,
260211-143636,033,Random_forward,0.0,98.0,283,42,0.0323069095611572,0.3462897526501767,,,
260211-143636,033,Random_forward,1.0,111.0,283,43,0.0330817699432373,0.392226148409894,,,
260211-143636,033,Random_forward,2.0,108.0,283,44,0.03226900100708,0.38162544169611307,,,
260211-143636,033,Random_forward,3.0,108.0,283,45,0.0320911407470703,0.38162544169611307,,,
260211-143636,033,Random_forward,4.0,126.0,283,46,0.0317070484161376,0.4452296819787986,,,
260211-143636,033,Greedy_oracle,0.0,241.0,283,42,0.0266599655151367,0.8515901060070671,,,
260211-143636,033,Greedy_oracle,1.0,241.0,283,43,0.0262911319732666,0.8515901060070671,,,
260211-143636,033,Greedy_oracle,2.0,241.0,283,44,0.0265991687774658,0.8515901060070671,,,
260211-143636,033,Greedy_oracle,3.0,241.0,283,45,0.026141881942749,0.8515901060070671,,,
260211-143636,033,Greedy_oracle,4.0,241.0,283,46,0.0270211696624755,0.8515901060070671,,,
260213-001923,033,Random,0.0,42.0,250,42,0.02797532081604,0.168,,,
260213-001923,033,Random,1.0,62.0,250,43,0.0289311408996582,0.248,,,
260213-001923,033,Random,2.0,41.0,250,44,0.0280780792236328,0.164,,,
260213-001923,033,Random,3.0,14.0,250,45,0.0275609493255615,0.056,,,
260213-001923,033,Random,4.0,39.0,250,46,0.0279791355133056,0.156,,,
260213-001923,033,Random_forward,0.0,95.0,250,42,0.0275890827178955,0.38,,,
260213-001923,033,Random_forward,1.0,97.0,250,43,0.0282669067382812,0.388,,,
260213-001923,033,Random_forward,2.0,96.0,250,44,0.0290040969848632,0.384,,,
260213-001923,033,Random_forward,3.0,98.0,250,45,0.0283629894256591,0.392,,,
260213-001923,033,Random_forward,4.0,119.0,250,46,0.0279328823089599,0.476,,,
260213-001923,033,Greedy_oracle,0.0,213.0,250,42,0.0232698917388916,0.852,,,
260213-001923,033,Greedy_oracle,1.0,213.0,250,43,0.0237977504730224,0.852,,,
260213-001923,033,Greedy_oracle,2.0,213.0,250,44,0.0230052471160888,0.852,,,
260213-001923,033,Greedy_oracle,3.0,213.0,250,45,0.0236759185791015,0.852,,,
260213-001923,033,Greedy_oracle,4.0,213.0,250,46,0.0236608982086181,0.852,,,
260213-223917,033,Random,0.0,42.0,257,42,0.0288279056549072,0.16342412451361868,,,
260213-223917,033,Random,1.0,63.0,257,43,0.0292832851409912,0.245136186770428,,,
260213-223917,033,Random,2.0,41.0,257,44,0.0285329818725585,0.15953307392996108,,,
260213-223917,033,Random,3.0,18.0,257,45,0.0289201736450195,0.07003891050583658,,,
260213-223917,033,Random,4.0,39.0,257,46,0.028332233428955,0.1517509727626459,,,
260213-223917,033,Random_forward,0.0,95.0,257,42,0.0290911197662353,0.36964980544747084,,,
260213-223917,033,Random_forward,1.0,103.0,257,43,0.0291299819946289,0.40077821011673154,,,
260213-223917,033,Random_forward,2.0,97.0,257,44,0.0288538932800292,0.377431906614786,,,
260213-223917,033,Random_forward,3.0,101.0,257,45,0.0294508934020996,0.39299610894941633,,,
260213-223917,033,Random_forward,4.0,125.0,257,46,0.029130220413208,0.48638132295719844,,,
260213-223917,033,Greedy_oracle,0.0,219.0,257,42,0.0242199897766113,0.8521400778210116,,,
260213-223917,033,Greedy_oracle,1.0,219.0,257,43,0.0239398479461669,0.8521400778210116,,,
260213-223917,033,Greedy_oracle,2.0,219.0,257,44,0.0240042209625244,0.8521400778210116,,,
260213-223917,033,Greedy_oracle,3.0,219.0,257,45,0.0242130756378173,0.8521400778210116,,,
260213-223917,033,Greedy_oracle,4.0,219.0,257,46,0.024407148361206,0.8521400778210116,,,
260216-230300,033,Random,0.0,47.0,270,42,0.0297930240631103,0.17407407407407408,,,
260216-230300,033,Random,1.0,64.0,270,43,0.0305020809173584,0.23703703703703705,,,
260216-230300,033,Random,2.0,42.0,270,44,0.0299677848815917,0.15555555555555556,,,
260216-230300,033,Random,3.0,21.0,270,45,0.0294969081878662,0.07777777777777778,,,
260216-230300,033,Random,4.0,39.0,270,46,0.0306642055511474,0.14444444444444443,,,
260216-230300,033,Random_forward,0.0,96.0,270,42,0.0300180912017822,0.35555555555555557,,,
260216-230300,033,Random_forward,1.0,110.0,270,43,0.0303568840026855,0.4074074074074074,,,
260216-230300,033,Random_forward,2.0,102.0,270,44,0.0304031372070312,0.37777777777777777,,,
260216-230300,033,Random_forward,3.0,108.0,270,45,0.0302670001983642,0.4,,,
260216-230300,033,Random_forward,4.0,126.0,270,46,0.0301499366760253,0.4666666666666667,,,
260216-230300,033,Greedy_oracle,0.0,230.0,270,42,0.0256249904632568,0.8518518518518519,,,
260216-230300,033,Greedy_oracle,1.0,230.0,270,43,0.0256967544555664,0.8518518518518519,,,
260216-230300,033,Greedy_oracle,2.0,230.0,270,44,0.0252518653869628,0.8518518518518519,,,
260216-230300,033,Greedy_oracle,3.0,230.0,270,45,0.0255517959594726,0.8518518518518519,,,
260216-230300,033,Greedy_oracle,4.0,230.0,270,46,0.025663137435913,0.8518518518518519,,,
260217-193501,033,Random,0.0,42.0,242,42,0.0272068977355957,0.17355371900826447,,,
260217-193501,033,Random,1.0,59.0,242,43,0.0277509689331054,0.24380165289256198,,,
260217-193501,033,Random,2.0,41.0,242,44,0.0266618728637695,0.16942148760330578,,,
260217-193501,033,Random,3.0,13.0,242,45,0.0271697044372558,0.05371900826446281,,,
260217-193501,033,Random,4.0,39.0,242,46,0.0268938541412353,0.16115702479338842,,,
260217-193501,033,Random_forward,0.0,89.0,242,42,0.0269558429718017,0.3677685950413223,,,
260217-193501,033,Random_forward,1.0,96.0,242,43,0.0275831222534179,0.39669421487603307,,,
260217-193501,033,Random_forward,2.0,96.0,242,44,0.027358055114746,0.39669421487603307,,,
260217-193501,033,Random_forward,3.0,98.0,242,45,0.0273401737213134,0.4049586776859504,,,
260217-193501,033,Random_forward,4.0,113.0,242,46,0.0268089771270751,0.4669421487603306,,,
260217-193501,033,Greedy_oracle,0.0,206.0,242,42,0.0225720405578613,0.8512396694214877,,,
260217-193501,033,Greedy_oracle,1.0,206.0,242,43,0.022468090057373,0.8512396694214877,,,
260217-193501,033,Greedy_oracle,2.0,206.0,242,44,0.0223140716552734,0.8512396694214877,,,
260217-193501,033,Greedy_oracle,3.0,206.0,242,45,0.022458791732788,0.8512396694214877,,,
260217-193501,033,Greedy_oracle,4.0,206.0,242,46,0.0229761600494384,0.8512396694214877,,,
260218-180723,033,Random,0.0,49.0,291,42,0.0317418575286865,0.16838487972508592,,,
260218-180723,033,Random,1.0,49.0,291,43,0.0312070846557617,0.16838487972508592,,,
260218-180723,033,Random,2.0,56.0,291,44,0.0309302806854248,0.19243986254295534,,,
260218-180723,033,Random,3.0,47.0,291,45,0.0312402248382568,0.16151202749140894,,,
260218-180723,033,Random,4.0,26.0,291,46,0.0316190719604492,0.08934707903780069,,,
260218-180723,033,Random_forward,0.0,55.0,291,42,0.0317599773406982,0.18900343642611683,,,
260218-180723,033,Random_forward,1.0,83.0,291,43,0.0313012599945068,0.2852233676975945,,,
260218-180723,033,Random_forward,2.0,116.0,291,44,0.0316298007965087,0.39862542955326463,,,
260218-180723,033,Random_forward,3.0,105.0,291,45,0.0312411785125732,0.36082474226804123,,,
260218-180723,033,Random_forward,4.0,120.0,291,46,0.0314209461212158,0.41237113402061853,,,
260218-180723,033,Greedy_oracle,0.0,269.0,291,42,0.0254168510437011,0.9243986254295533,,,
260218-180723,033,Greedy_oracle,1.0,269.0,291,43,0.0256280899047851,0.9243986254295533,,,
260218-180723,033,Greedy_oracle,2.0,269.0,291,44,0.0253410339355468,0.9243986254295533,,,
260218-180723,033,Greedy_oracle,3.0,272.0,291,45,0.0254878997802734,0.9347079037800687,,,
260218-180723,033,Greedy_oracle,4.0,272.0,291,46,0.0259590148925781,0.9347079037800687,,,
260219-233757,033,Random,0.0,28.0,175,42,0.0189700126647949,0.16,,,
260219-233757,033,Random,1.0,27.0,175,43,0.0189530849456787,0.15428571428571428,,,
260219-233757,033,Random,2.0,37.0,175,44,0.0182909965515136,0.21142857142857144,,,
260219-233757,033,Random,3.0,36.0,175,45,0.0188641548156738,0.2057142857142857,,,
260219-233757,033,Random,4.0,26.0,175,46,0.0199420452117919,0.14857142857142858,,,
260219-233757,033,Random_forward,0.0,28.0,175,42,0.020280122756958,0.16,,,
260219-233757,033,Random_forward,1.0,70.0,175,43,0.0191249847412109,0.4,,,
260219-233757,033,Random_forward,2.0,70.0,175,44,0.0200061798095703,0.4,,,
260219-233757,033,Random_forward,3.0,77.0,175,45,0.0190019607543945,0.44,,,
260219-233757,033,Random_forward,4.0,84.0,175,46,0.0192608833312988,0.48,,,
260219-233757,033,Greedy_oracle,0.0,160.0,175,42,0.0152490139007568,0.9142857142857143,,,
260219-233757,033,Greedy_oracle,1.0,160.0,175,43,0.0155820846557617,0.9142857142857143,,,
260219-233757,033,Greedy_oracle,2.0,160.0,175,44,0.0156879425048828,0.9142857142857143,,,
260219-233757,033,Greedy_oracle,3.0,163.0,175,45,0.0155327320098876,0.9314285714285714,,,
260219-233757,033,Greedy_oracle,4.0,163.0,175,46,0.0153319835662841,0.9314285714285714,,,
260220-185055,033,Random,0.0,39.0,246,42,0.0268359184265136,0.15853658536585366,,,
260220-185055,033,Random,1.0,37.0,246,43,0.0266830921173095,0.15040650406504066,,,
260220-185055,033,Random,2.0,47.0,246,44,0.0257899761199951,0.1910569105691057,,,
260220-185055,033,Random,3.0,42.0,246,45,0.0268111228942871,0.17073170731707318,,,
260220-185055,033,Random,4.0,26.0,246,46,0.0263271331787109,0.10569105691056911,,,
260220-185055,033,Random_forward,0.0,55.0,246,42,0.026688814163208,0.22357723577235772,,,
260220-185055,033,Random_forward,1.0,83.0,246,43,0.0267848968505859,0.33739837398373984,,,
260220-185055,033,Random_forward,2.0,109.0,246,44,0.026930809020996,0.44308943089430897,,,
260220-185055,033,Random_forward,3.0,84.0,246,45,0.0269229412078857,0.34146341463414637,,,
260220-185055,033,Random_forward,4.0,105.0,246,46,0.0268380641937255,0.4268292682926829,,,
260220-185055,033,Greedy_oracle,0.0,227.0,246,42,0.0217752456665039,0.9227642276422764,,,
260220-185055,033,Greedy_oracle,1.0,227.0,246,43,0.0219378471374511,0.9227642276422764,,,
260220-185055,033,Greedy_oracle,2.0,227.0,246,44,0.0219299793243408,0.9227642276422764,,,
260220-185055,033,Greedy_oracle,3.0,230.0,246,45,0.0213990211486816,0.9349593495934959,,,
260220-185055,033,Greedy_oracle,4.0,230.0,246,46,0.0214567184448242,0.9349593495934959,,,
260222-190726,033,Random,0.0,24.0,151,42,0.016510009765625,0.15894039735099338,,,
260222-190726,033,Random,1.0,27.0,151,43,0.0161278247833251,0.17880794701986755,,,
260222-190726,033,Random,2.0,36.0,151,44,0.0162057876586914,0.23841059602649006,,,
260222-190726,033,Random,3.0,29.0,151,45,0.0166859626770019,0.19205298013245034,,,
260222-190726,033,Random,4.0,24.0,151,46,0.0167088508605957,0.15894039735099338,,,
260222-190726,033,Random_forward,0.0,28.0,151,42,0.016711950302124,0.18543046357615894,,,
260222-190726,033,Random_forward,1.0,70.0,151,43,0.0162973403930664,0.46357615894039733,,,
260222-190726,033,Random_forward,2.0,68.0,151,44,0.0164029598236084,0.4503311258278146,,,
