exp_moment,model,seed,total_reward,n_actions,animal_ID
251126-135239,Clone_allo_real,44,71.0,317,031
251126-135239,Clone_allo_real,45,13.0,317,031
251126-135239,Clone_allo_real,46,13.0,317,031
251126-135239,Clone_allo_latent,42,34.0,317,031
251126-135239,Clone_allo_latent,43,83.0,317,031
251126-135239,Clone_allo_latent,44,66.0,317,031
251126-135239,Clone_allo_latent,45,28.0,317,031
251126-135239,Clone_allo_latent,46,42.0,317,031
251125-162636,FullFwd,42,69.0,327,031
251125-162636,FullFwd,43,81.0,327,031
251125-162636,FullFwd,44,52.0,327,031
251125-162636,FullFwd,45,81.0,327,031
251125-162636,FullFwd,46,37.0,327,031
251125-162636,NoBkFullFwd,42,152.0,327,031
251125-162636,NoBkFullFwd,43,183.0,327,031
251125-162636,NoBkFullFwd,44,183.0,327,031
251125-162636,NoBkFullFwd,45,182.0,327,031
251125-162636,NoBkFullFwd,46,168.0,327,031
251125-162636,Clone_ego,42,84.0,327,031
251125-162636,Clone_ego,43,66.0,327,031
251125-162636,Clone_ego,44,82.0,327,031
251125-162636,Clone_ego,45,77.0,327,031
251125-162636,Clone_ego,46,83.0,327,031
251125-162636,Clone_allo_real,42,52.0,327,031
251125-162636,Clone_allo_real,43,25.0,327,031
251125-162636,Clone_allo_real,44,77.0,327,031
251125-162636,Clone_allo_real,45,41.0,327,031
251125-162636,Clone_allo_real,46,14.0,327,031
251125-162636,Clone_allo_latent,42,39.0,327,031
251125-162636,Clone_allo_latent,43,83.0,327,031
251125-162636,Clone_allo_latent,44,69.0,327,031
251125-162636,Clone_allo_latent,45,31.0,327,031
251125-162636,Clone_allo_latent,46,42.0,327,031
251124-164313,FullFwd,42,69.0,306,031
251124-164313,FullFwd,43,81.0,306,031
251124-164313,FullFwd,44,52.0,306,031
251124-164313,FullFwd,45,81.0,306,031
251124-164313,FullFwd,46,37.0,306,031
251124-164313,NoBkFullFwd,42,139.0,306,031
251124-164313,NoBkFullFwd,43,180.0,306,031
251124-164313,NoBkFullFwd,44,175.0,306,031
251124-164313,NoBkFullFwd,45,174.0,306,031
251124-164313,NoBkFullFwd,46,158.0,306,031
251124-164313,Clone_ego,42,47.0,306,031
251124-164313,Clone_ego,43,70.0,306,031
251124-164313,Clone_ego,44,36.0,306,031
251124-164313,Clone_ego,45,55.0,306,031
251124-164313,Clone_ego,46,54.0,306,031
251124-164313,Clone_allo_real,42,52.0,306,031
251124-164313,Clone_allo_real,43,37.0,306,031
251124-164313,Clone_allo_real,44,49.0,306,031
251124-164313,Clone_allo_real,45,41.0,306,031
251124-164313,Clone_allo_real,46,14.0,306,031
251124-164313,Clone_allo_latent,42,39.0,306,031
251124-164313,Clone_allo_latent,43,80.0,306,031
251124-164313,Clone_allo_latent,44,51.0,306,031
251124-164313,Clone_allo_latent,45,28.0,306,031
251124-164313,Clone_allo_latent,46,42.0,306,031
251123-125720,FullFwd,42,63.0,219,031
251123-125720,FullFwd,43,61.0,219,031
251123-125720,FullFwd,44,41.0,219,031
251123-125720,FullFwd,45,69.0,219,031
251123-125720,FullFwd,46,23.0,219,031
251123-125720,NoBkFullFwd,42,107.0,219,031
251123-125720,NoBkFullFwd,43,124.0,219,031
251123-125720,NoBkFullFwd,44,112.0,219,031
251123-125720,NoBkFullFwd,45,140.0,219,031
251123-125720,NoBkFullFwd,46,125.0,219,031
251123-125720,Clone_ego,42,42.0,219,031
251123-125720,Clone_ego,43,39.0,219,031
251123-125720,Clone_ego,44,14.0,219,031
251123-125720,Clone_ego,45,26.0,219,031
251123-125720,Clone_ego,46,23.0,219,031
251123-125720,Clone_allo_real,42,13.0,219,031
251123-125720,Clone_allo_real,43,44.0,219,031
251123-125720,Clone_allo_real,44,13.0,219,031
251123-125720,Clone_allo_real,45,28.0,219,031
251123-125720,Clone_allo_real,46,12.0,219,031
251123-125720,Clone_allo_latent,42,38.0,219,031
251123-125720,Clone_allo_latent,43,44.0,219,031
251123-125720,Clone_allo_latent,44,55.0,219,031
251123-125720,Clone_allo_latent,45,28.0,219,031
251123-125720,Clone_allo_latent,46,41.0,219,031
251122-140850,FullFwd,42,36.0,156,031
251122-140850,FullFwd,43,42.0,156,031
251122-140850,FullFwd,44,42.0,156,031
251122-140850,FullFwd,45,24.0,156,031
251122-140850,FullFwd,46,14.0,156,031
251122-140850,NoBkFullFwd,42,111.0,156,031
251122-140850,NoBkFullFwd,43,85.0,156,031
251122-140850,NoBkFullFwd,44,64.0,156,031
251122-140850,NoBkFullFwd,45,78.0,156,031
251122-140850,NoBkFullFwd,46,100.0,156,031
251122-140850,Clone_ego,42,22.0,156,031
251122-140850,Clone_ego,43,34.0,156,031
251122-140850,Clone_ego,44,40.0,156,031
251122-140850,Clone_ego,45,18.0,156,031
251122-140850,Clone_ego,46,32.0,156,031
251122-140850,Clone_allo_real,42,23.0,156,031
251122-140850,Clone_allo_real,43,23.0,156,031
251122-140850,Clone_allo_real,44,39.0,156,031
251122-140850,Clone_allo_real,45,31.0,156,031
251122-140850,Clone_allo_real,46,28.0,156,031
251122-140850,Clone_allo_latent,42,23.0,156,031
251122-140850,Clone_allo_latent,43,23.0,156,031
251122-140850,Clone_allo_latent,44,39.0,156,031
251122-140850,Clone_allo_latent,45,31.0,156,031
251122-140850,Clone_allo_latent,46,28.0,156,031
251121-141557,FullFwd,42,55.0,207,031
251121-141557,FullFwd,43,49.0,207,031
251121-141557,FullFwd,44,42.0,207,031
251121-141557,FullFwd,45,26.0,207,031
251121-141557,FullFwd,46,14.0,207,031
251121-141557,NoBkFullFwd,42,133.0,207,031
251121-141557,NoBkFullFwd,43,105.0,207,031
251121-141557,NoBkFullFwd,44,77.0,207,031
251121-141557,NoBkFullFwd,45,111.0,207,031
251121-141557,NoBkFullFwd,46,123.0,207,031
251121-141557,Clone_ego,42,50.0,207,031
251121-141557,Clone_ego,43,27.0,207,031
251121-141557,Clone_ego,44,55.0,207,031
251121-141557,Clone_ego,45,42.0,207,031
251121-141557,Clone_ego,46,50.0,207,031
251121-141557,Clone_allo_real,42,36.0,207,031
251121-141557,Clone_allo_real,43,35.0,207,031
251121-141557,Clone_allo_real,44,12.0,207,031
251121-141557,Clone_allo_real,45,34.0,207,031
251121-141557,Clone_allo_real,46,28.0,207,031
251121-141557,Clone_allo_latent,42,50.0,207,031
251121-141557,Clone_allo_latent,43,23.0,207,031
251121-141557,Clone_allo_latent,44,36.0,207,031
251121-141557,Clone_allo_latent,45,36.0,207,031
251121-141557,Clone_allo_latent,46,14.0,207,031
251120-132717,FullFwd,42,69.0,296,031
251120-132717,FullFwd,43,79.0,296,031
251120-132717,FullFwd,44,50.0,296,031
251120-132717,FullFwd,45,81.0,296,031
251120-132717,FullFwd,46,32.0,296,031
251120-132717,NoBkFullFwd,42,139.0,296,031
251120-132717,NoBkFullFwd,43,174.0,296,031
251120-132717,NoBkFullFwd,44,166.0,296,031
251120-132717,NoBkFullFwd,45,166.0,296,031
251120-132717,NoBkFullFwd,46,152.0,296,031
251120-132717,Clone_ego,42,40.0,296,031
251120-132717,Clone_ego,43,86.0,296,031
251120-132717,Clone_ego,44,66.0,296,031
251120-132717,Clone_ego,45,26.0,296,031
251120-132717,Clone_ego,46,54.0,296,031
251120-132717,Clone_allo_real,42,13.0,296,031
251120-132717,Clone_allo_real,43,46.0,296,031
251120-132717,Clone_allo_real,44,24.0,296,031
251120-132717,Clone_allo_real,45,28.0,296,031
251120-132717,Clone_allo_real,46,14.0,296,031
251120-132717,Clone_allo_latent,42,35.0,296,031
251120-132717,Clone_allo_latent,43,76.0,296,031
251120-132717,Clone_allo_latent,44,67.0,296,031
251120-132717,Clone_allo_latent,45,35.0,296,031
251120-132717,Clone_allo_latent,46,42.0,296,031
251119-171644,FullFwd,42,143.0,546,031
251119-171644,FullFwd,43,145.0,546,031
251119-171644,FullFwd,44,147.0,546,031
251119-171644,FullFwd,45,160.0,546,031
251119-171644,FullFwd,46,98.0,546,031
251119-171644,NoBkFullFwd,42,488.0,546,031
251119-171644,NoBkFullFwd,43,488.0,546,031
251119-171644,NoBkFullFwd,44,488.0,546,031
251119-171644,NoBkFullFwd,45,488.0,546,031
251119-171644,NoBkFullFwd,46,488.0,546,031
251119-171644,Clone_ego,42,160.0,546,031
251119-171644,Clone_ego,43,136.0,546,031
251119-171644,Clone_ego,44,139.0,546,031
251119-171644,Clone_ego,45,167.0,546,031
251119-171644,Clone_ego,46,130.0,546,031
251119-171644,Clone_allo_real,42,79.0,546,031
251119-171644,Clone_allo_real,43,90.0,546,031
251119-171644,Clone_allo_real,44,70.0,546,031
251119-171644,Clone_allo_real,45,79.0,546,031
251119-171644,Clone_allo_real,46,72.0,546,031
251119-171644,Clone_allo_latent,42,79.0,546,031
251119-171644,Clone_allo_latent,43,70.0,546,031
251119-171644,Clone_allo_latent,44,80.0,546,031
251119-171644,Clone_allo_latent,45,69.0,546,031
251119-171644,Clone_allo_latent,46,73.0,546,031
251116-180749,FullFwd,42,32.0,89,033
251116-180749,FullFwd,43,14.0,89,033
251116-180749,FullFwd,44,32.0,89,033
251116-180749,FullFwd,45,14.0,89,033
251116-180749,FullFwd,46,13.0,89,033
251116-180749,NoBkFullFwd,42,56.0,89,033
251116-180749,NoBkFullFwd,43,63.0,89,033
251116-180749,NoBkFullFwd,44,47.0,89,033
251116-180749,NoBkFullFwd,45,49.0,89,033
251116-180749,NoBkFullFwd,46,57.0,89,033
251116-180749,Clone_ego,42,14.0,89,033
251116-180749,Clone_ego,43,32.0,89,033
251116-180749,Clone_ego,44,13.0,89,033
251116-180749,Clone_ego,45,22.0,89,033
251116-180749,Clone_ego,46,20.0,89,033
251116-180749,Clone_allo_real,42,14.0,89,033
251116-180749,Clone_allo_real,43,14.0,89,033
251116-180749,Clone_allo_real,44,12.0,89,033
251116-180749,Clone_allo_real,45,16.0,89,033
251116-180749,Clone_allo_real,46,12.0,89,033
251116-180749,Clone_allo_latent,42,27.0,89,033
251116-180749,Clone_allo_latent,43,19.0,89,033
251116-180749,Clone_allo_latent,44,20.0,89,033
251116-180749,Clone_allo_latent,45,14.0,89,033
251116-180749,Clone_allo_latent,46,21.0,89,033
251115-180903,FullFwd,42,23.0,96,033
251115-180903,FullFwd,43,27.0,96,033
251115-180903,FullFwd,44,16.0,96,033
251115-180903,FullFwd,45,19.0,96,033
251115-180903,FullFwd,46,22.0,96,033
251115-180903,NoBkFullFwd,42,52.0,96,033
251115-180903,NoBkFullFwd,43,50.0,96,033
251115-180903,NoBkFullFwd,44,50.0,96,033
251115-180903,NoBkFullFwd,45,58.0,96,033
251115-180903,NoBkFullFwd,46,52.0,96,033
251115-180903,Clone_ego,42,13.0,96,033
251115-180903,Clone_ego,43,23.0,96,033
251115-180903,Clone_ego,44,16.0,96,033
251115-180903,Clone_ego,45,22.0,96,033
251115-180903,Clone_ego,46,27.0,96,033
251115-180903,Clone_allo_real,42,13.0,96,033
251115-180903,Clone_allo_real,43,25.0,96,033
251115-180903,Clone_allo_real,44,25.0,96,033
251115-180903,Clone_allo_real,45,13.0,96,033
251115-180903,Clone_allo_real,46,13.0,96,033
251115-180903,Clone_allo_latent,42,14.0,96,033
251115-180903,Clone_allo_latent,43,22.0,96,033
251115-180903,Clone_allo_latent,44,28.0,96,033
251115-180903,Clone_allo_latent,45,28.0,96,033
251115-180903,Clone_allo_latent,46,13.0,96,033
251113-230441,FullFwd,42,12.0,67,033
251113-230441,FullFwd,43,25.0,67,033
251113-230441,FullFwd,44,13.0,67,033
251113-230441,FullFwd,45,14.0,67,033
251113-230441,FullFwd,46,8.0,67,033
251113-230441,NoBkFullFwd,42,28.0,67,033
251113-230441,NoBkFullFwd,43,31.0,67,033
251113-230441,NoBkFullFwd,44,29.0,67,033
251113-230441,NoBkFullFwd,45,49.0,67,033
251113-230441,NoBkFullFwd,46,31.0,67,033
251113-230441,Clone_ego,42,16.0,67,033
251113-230441,Clone_ego,43,11.0,67,033
251113-230441,Clone_ego,44,19.0,67,033
251113-230441,Clone_ego,45,16.0,67,033
251113-230441,Clone_ego,46,8.0,67,033
251113-230441,Clone_allo_real,42,9.0,67,033
251113-230441,Clone_allo_real,43,14.0,67,033
251113-230441,Clone_allo_real,44,22.0,67,033
251113-230441,Clone_allo_real,45,13.0,67,033
251113-230441,Clone_allo_real,46,12.0,67,033
251113-230441,Clone_allo_latent,42,12.0,67,033
251113-230441,Clone_allo_latent,43,12.0,67,033
251113-230441,Clone_allo_latent,44,12.0,67,033
251113-230441,Clone_allo_latent,45,24.0,67,033
251113-230441,Clone_allo_latent,46,13.0,67,033
251112-225928,FullFwd,42,22.0,90,033
251112-225928,FullFwd,43,27.0,90,033
251112-225928,FullFwd,44,14.0,90,033
251112-225928,FullFwd,45,17.0,90,033
251112-225928,FullFwd,46,18.0,90,033
251112-225928,NoBkFullFwd,42,47.0,90,033
251112-225928,NoBkFullFwd,43,46.0,90,033
251112-225928,NoBkFullFwd,44,44.0,90,033
251112-225928,NoBkFullFwd,45,52.0,90,033
251112-225928,NoBkFullFwd,46,50.0,90,033
251112-225928,Clone_ego,42,20.0,90,033
251112-225928,Clone_ego,43,23.0,90,033
251112-225928,Clone_ego,44,26.0,90,033
251112-225928,Clone_ego,45,24.0,90,033
251112-225928,Clone_ego,46,32.0,90,033
251112-225928,Clone_allo_real,42,12.0,90,033
251112-225928,Clone_allo_real,43,12.0,90,033
251112-225928,Clone_allo_real,44,28.0,90,033
251112-225928,Clone_allo_real,45,12.0,90,033
251112-225928,Clone_allo_real,46,13.0,90,033
251112-225928,Clone_allo_latent,42,14.0,90,033
251112-225928,Clone_allo_latent,43,20.0,90,033
251112-225928,Clone_allo_latent,44,28.0,90,033
251112-225928,Clone_allo_latent,45,17.0,90,033
251112-225928,Clone_allo_latent,46,13.0,90,033
251111-225736,FullFwd,42,21.0,69,033
251111-225736,FullFwd,43,14.0,69,033
251111-225736,FullFwd,44,14.0,69,033
251111-225736,FullFwd,45,13.0,69,033
251111-225736,FullFwd,46,11.0,69,033
251111-225736,NoBkFullFwd,42,45.0,69,033
251111-225736,NoBkFullFwd,43,41.0,69,033
251111-225736,NoBkFullFwd,44,25.0,69,033
251111-225736,NoBkFullFwd,45,39.0,69,033
251111-225736,NoBkFullFwd,46,46.0,69,033
251111-225736,Clone_ego,42,14.0,69,033
251111-225736,Clone_ego,43,8.0,69,033
251111-225736,Clone_ego,44,14.0,69,033
251111-225736,Clone_ego,45,8.0,69,033
251111-225736,Clone_ego,46,41.0,69,033
251111-225736,Clone_allo_real,42,22.0,69,033
251111-225736,Clone_allo_real,43,12.0,69,033
251111-225736,Clone_allo_real,44,11.0,69,033
251111-225736,Clone_allo_real,45,14.0,69,033
251111-225736,Clone_allo_real,46,13.0,69,033
251111-225736,Clone_allo_latent,42,22.0,69,033
251111-225736,Clone_allo_latent,43,12.0,69,033
251111-225736,Clone_allo_latent,44,11.0,69,033
251111-225736,Clone_allo_latent,45,14.0,69,033
251111-225736,Clone_allo_latent,46,13.0,69,033
251109-230458,FullFwd,42,9.0,51,033
251109-230458,FullFwd,43,14.0,51,033
251109-230458,FullFwd,44,14.0,51,033
251109-230458,FullFwd,45,13.0,51,033
251109-230458,FullFwd,46,11.0,51,033
251109-230458,NoBkFullFwd,42,35.0,51,033
251109-230458,NoBkFullFwd,43,25.0,51,033
251109-230458,NoBkFullFwd,44,12.0,51,033
251109-230458,NoBkFullFwd,45,39.0,51,033
251109-230458,NoBkFullFwd,46,35.0,51,033
251109-230458,Clone_ego,42,15.0,51,033
251109-230458,Clone_ego,43,8.0,51,033
251109-230458,Clone_ego,44,6.0,51,033
251109-230458,Clone_ego,45,8.0,51,033
251109-230458,Clone_ego,46,26.0,51,033
251109-230458,Clone_allo_real,42,14.0,51,033
251109-230458,Clone_allo_real,43,8.0,51,033
251109-230458,Clone_allo_real,44,14.0,51,033
251109-230458,Clone_allo_real,45,17.0,51,033
251109-230458,Clone_allo_real,46,13.0,51,033
251109-230458,Clone_allo_latent,42,14.0,51,033
251109-230458,Clone_allo_latent,43,11.0,51,033
251109-230458,Clone_allo_latent,44,9.0,51,033
251109-230458,Clone_allo_latent,45,14.0,51,033
251109-230458,Clone_allo_latent,46,11.0,51,033
251108-230846,FullFwd,42,25.0,128,033
251108-230846,FullFwd,43,38.0,128,033
251108-230846,FullFwd,44,24.0,128,033
251108-230846,FullFwd,45,39.0,128,033
251108-230846,FullFwd,46,27.0,128,033
251108-230846,NoBkFullFwd,42,67.0,128,033
251108-230846,NoBkFullFwd,43,64.0,128,033
251108-230846,NoBkFullFwd,44,70.0,128,033
251108-230846,NoBkFullFwd,45,83.0,128,033
251108-230846,NoBkFullFwd,46,81.0,128,033
251108-230846,Clone_ego,42,21.0,128,033
251108-230846,Clone_ego,43,28.0,128,033
251108-230846,Clone_ego,44,24.0,128,033
251108-230846,Clone_ego,45,39.0,128,033
251108-230846,Clone_ego,46,36.0,128,033
251108-230846,Clone_allo_real,42,8.0,128,033
251108-230846,Clone_allo_real,43,11.0,128,033
251108-230846,Clone_allo_real,44,14.0,128,033
251108-230846,Clone_allo_real,45,27.0,128,033
251108-230846,Clone_allo_real,46,9.0,128,033
251108-230846,Clone_allo_latent,42,11.0,128,033
251108-230846,Clone_allo_latent,43,23.0,128,033
251108-230846,Clone_allo_latent,44,26.0,128,033
251108-230846,Clone_allo_latent,45,26.0,128,033
251108-230846,Clone_allo_latent,46,16.0,128,033
251107-230429,FullFwd,42,28.0,146,033
251107-230429,FullFwd,43,40.0,146,033
251107-230429,FullFwd,44,28.0,146,033
251107-230429,FullFwd,45,40.0,146,033
251107-230429,FullFwd,46,27.0,146,033
251107-230429,NoBkFullFwd,42,70.0,146,033
251107-230429,NoBkFullFwd,43,68.0,146,033
251107-230429,NoBkFullFwd,44,84.0,146,033
251107-230429,NoBkFullFwd,45,95.0,146,033
251107-230429,NoBkFullFwd,46,95.0,146,033
251107-230429,Clone_ego,42,25.0,146,033
251107-230429,Clone_ego,43,27.0,146,033
251107-230429,Clone_ego,44,28.0,146,033
251107-230429,Clone_ego,45,27.0,146,033
251107-230429,Clone_ego,46,23.0,146,033
251107-230429,Clone_allo_real,42,8.0,146,033
251107-230429,Clone_allo_real,43,6.0,146,033
251107-230429,Clone_allo_real,44,9.0,146,033
251107-230429,Clone_allo_real,45,9.0,146,033
251107-230429,Clone_allo_real,46,7.0,146,033
251107-230429,Clone_allo_latent,42,37.0,146,033
251107-230429,Clone_allo_latent,43,22.0,146,033
251107-230429,Clone_allo_latent,44,26.0,146,033
251107-230429,Clone_allo_latent,45,27.0,146,033
251107-230429,Clone_allo_latent,46,26.0,146,033
251106-230142,FullFwd,42,89.0,285,033
251106-230142,FullFwd,43,85.0,285,033
251106-230142,FullFwd,44,87.0,285,033
251106-230142,FullFwd,45,94.0,285,033
251106-230142,FullFwd,46,59.0,285,033
251106-230142,NoBkFullFwd,42,255.0,285,033
251106-230142,NoBkFullFwd,43,255.0,285,033
251106-230142,NoBkFullFwd,44,255.0,285,033
251106-230142,NoBkFullFwd,45,255.0,285,033
251106-230142,NoBkFullFwd,46,255.0,285,033
251106-230142,Clone_ego,42,60.0,285,033
251106-230142,Clone_ego,43,77.0,285,033
251106-230142,Clone_ego,44,86.0,285,033
251106-230142,Clone_ego,45,96.0,285,033
251106-230142,Clone_ego,46,60.0,285,033
251106-230142,Clone_allo_real,42,36.0,285,033
251106-230142,Clone_allo_real,43,59.0,285,033
251106-230142,Clone_allo_real,44,38.0,285,033
251106-230142,Clone_allo_real,45,45.0,285,033
251106-230142,Clone_allo_real,46,37.0,285,033
251106-230142,Clone_allo_latent,42,75.0,285,033
251106-230142,Clone_allo_latent,43,40.0,285,033
251106-230142,Clone_allo_latent,44,58.0,285,033
251106-230142,Clone_allo_latent,45,48.0,285,033
251106-230142,Clone_allo_latent,46,33.0,285,033
251105-230500,FullFwd,42,58.0,172,033
251105-230500,FullFwd,43,55.0,172,033
251105-230500,FullFwd,44,64.0,172,033
251105-230500,FullFwd,45,60.0,172,033
251105-230500,FullFwd,46,30.0,172,033
251105-230500,NoBkFullFwd,42,154.0,172,033
251105-230500,NoBkFullFwd,43,154.0,172,033
251105-230500,NoBkFullFwd,44,154.0,172,033
251105-230500,NoBkFullFwd,45,154.0,172,033
251105-230500,NoBkFullFwd,46,154.0,172,033
251105-230500,Clone_ego,42,48.0,172,033
251105-230500,Clone_ego,43,38.0,172,033
251105-230500,Clone_ego,44,60.0,172,033
251105-230500,Clone_ego,45,49.0,172,033
251105-230500,Clone_ego,46,34.0,172,033
251105-230500,Clone_allo_real,42,50.0,172,033
251105-230500,Clone_allo_real,43,30.0,172,033
251105-230500,Clone_allo_real,44,46.0,172,033
251105-230500,Clone_allo_real,45,37.0,172,033
251105-230500,Clone_allo_real,46,9.0,172,033
251105-230500,Clone_allo_latent,42,38.0,172,033
251105-230500,Clone_allo_latent,43,30.0,172,033
251105-230500,Clone_allo_latent,44,46.0,172,033
251105-230500,Clone_allo_latent,45,37.0,172,033
251105-230500,Clone_allo_latent,46,10.0,172,033
251104-230415,FullFwd,42,35.0,87,033
251104-230415,FullFwd,43,28.0,87,033
251104-230415,FullFwd,44,30.0,87,033
251104-230415,FullFwd,45,27.0,87,033
251104-230415,FullFwd,46,9.0,87,033
251104-230415,NoBkFullFwd,42,77.0,87,033
251104-230415,NoBkFullFwd,43,77.0,87,033
251104-230415,NoBkFullFwd,44,77.0,87,033
251104-230415,NoBkFullFwd,45,77.0,87,033
251104-230415,NoBkFullFwd,46,77.0,87,033
251104-230415,Clone_ego,42,19.0,87,033
251104-230415,Clone_ego,43,15.0,87,033
251104-230415,Clone_ego,44,19.0,87,033
251104-230415,Clone_ego,45,20.0,87,033
251104-230415,Clone_ego,46,19.0,87,033
251104-230415,Clone_allo_real,42,28.0,87,033
251104-230415,Clone_allo_real,43,16.0,87,033
251104-230415,Clone_allo_real,44,30.0,87,033
251104-230415,Clone_allo_real,45,17.0,87,033
251104-230415,Clone_allo_real,46,9.0,87,033
251104-230415,Clone_allo_latent,42,28.0,87,033
251104-230415,Clone_allo_latent,43,16.0,87,033
251104-230415,Clone_allo_latent,44,30.0,87,033
251104-230415,Clone_allo_latent,45,17.0,87,033
251104-230415,Clone_allo_latent,46,9.0,87,033
260201-212331,FullFwd,42,55.0,294,033
260201-212331,FullFwd,43,84.0,294,033
260201-212331,FullFwd,44,68.0,294,033
260201-212331,FullFwd,45,51.0,294,033
260201-212331,FullFwd,46,14.0,294,033
260201-212331,NoBkFullFwd,42,125.0,294,033
260201-212331,NoBkFullFwd,43,166.0,294,033
260201-212331,NoBkFullFwd,44,174.0,294,033
260201-212331,NoBkFullFwd,45,173.0,294,033
260201-212331,NoBkFullFwd,46,157.0,294,033
260201-212331,Clone_ego,42,111.0,294,033
260201-212331,Clone_ego,43,83.0,294,033
260201-212331,Clone_ego,44,103.0,294,033
260201-212331,Clone_ego,45,87.0,294,033
260201-212331,Clone_ego,46,111.0,294,033
260201-212331,Clone_allo_real,42,41.0,294,033
260201-212331,Clone_allo_real,43,63.0,294,033
260201-212331,Clone_allo_real,44,83.0,294,033
260201-212331,Clone_allo_real,45,56.0,294,033
260201-212331,Clone_allo_real,46,33.0,294,033
260201-212331,Clone_allo_latent,42,41.0,294,033
260201-212331,Clone_allo_latent,43,63.0,294,033
260201-212331,Clone_allo_latent,44,83.0,294,033
260201-212331,Clone_allo_latent,45,56.0,294,033
260201-212331,Clone_allo_latent,46,33.0,294,033
260202-202543,FullFwd,42,49.0,236,033
260202-202543,FullFwd,43,84.0,236,033
260202-202543,FullFwd,44,56.0,236,033
260202-202543,FullFwd,45,41.0,236,033
260202-202543,FullFwd,46,14.0,236,033
260202-202543,NoBkFullFwd,42,118.0,236,033
260202-202543,NoBkFullFwd,43,115.0,236,033
260202-202543,NoBkFullFwd,44,134.0,236,033
260202-202543,NoBkFullFwd,45,160.0,236,033
260202-202543,NoBkFullFwd,46,149.0,236,033
260202-202543,Clone_ego,42,73.0,236,033
260202-202543,Clone_ego,43,66.0,236,033
260202-202543,Clone_ego,44,78.0,236,033
260202-202543,Clone_ego,45,67.0,236,033
260202-202543,Clone_ego,46,41.0,236,033
260202-202543,Clone_allo_real,42,41.0,236,033
260202-202543,Clone_allo_real,43,53.0,236,033
260202-202543,Clone_allo_real,44,74.0,236,033
260202-202543,Clone_allo_real,45,38.0,236,033
260202-202543,Clone_allo_real,46,21.0,236,033
260202-202543,Clone_allo_latent,42,41.0,236,033
260202-202543,Clone_allo_latent,43,53.0,236,033
260202-202543,Clone_allo_latent,44,74.0,236,033
260202-202543,Clone_allo_latent,45,38.0,236,033
260202-202543,Clone_allo_latent,46,21.0,236,033
260203-171228,FullFwd,42,53.0,255,033
260203-171228,FullFwd,43,84.0,255,033
260203-171228,FullFwd,44,60.0,255,033
260203-171228,FullFwd,45,41.0,255,033
260203-171228,FullFwd,46,14.0,255,033
260203-171228,NoBkFullFwd,42,125.0,255,033
260203-171228,NoBkFullFwd,43,131.0,255,033
260203-171228,NoBkFullFwd,44,146.0,255,033
260203-171228,NoBkFullFwd,45,166.0,255,033
260203-171228,NoBkFullFwd,46,152.0,255,033
260203-171228,Clone_ego,42,89.0,255,033
260203-171228,Clone_ego,43,53.0,255,033
260203-171228,Clone_ego,44,97.0,255,033
260203-171228,Clone_ego,45,69.0,255,033
260203-171228,Clone_ego,46,52.0,255,033
260203-171228,Clone_allo_real,42,46.0,255,033
260203-171228,Clone_allo_real,43,39.0,255,033
260203-171228,Clone_allo_real,44,41.0,255,033
260203-171228,Clone_allo_real,45,51.0,255,033
260203-171228,Clone_allo_real,46,21.0,255,033
260203-171228,Clone_allo_latent,42,46.0,255,033
260203-171228,Clone_allo_latent,43,39.0,255,033
260203-171228,Clone_allo_latent,44,41.0,255,033
260203-171228,Clone_allo_latent,45,51.0,255,033
260203-171228,Clone_allo_latent,46,21.0,255,033
260204-193925,FullFwd,42,28.0,151,033
260204-193925,FullFwd,43,56.0,151,033
260204-193925,FullFwd,44,42.0,151,033
260204-193925,FullFwd,45,21.0,151,033
260204-193925,FullFwd,46,14.0,151,033
260204-193925,NoBkFullFwd,42,70.0,151,033
260204-193925,NoBkFullFwd,43,72.0,151,033
260204-193925,NoBkFullFwd,44,95.0,151,033
260204-193925,NoBkFullFwd,45,102.0,151,033
260204-193925,NoBkFullFwd,46,96.0,151,033
260204-193925,Clone_ego,42,41.0,151,033
260204-193925,Clone_ego,43,28.0,151,033
260204-193925,Clone_ego,44,41.0,151,033
260204-193925,Clone_ego,45,27.0,151,033
260204-193925,Clone_ego,46,13.0,151,033
260204-193925,Clone_allo_real,42,31.0,151,033
260204-193925,Clone_allo_real,43,26.0,151,033
260204-193925,Clone_allo_real,44,27.0,151,033
260204-193925,Clone_allo_real,45,34.0,151,033
260204-193925,Clone_allo_real,46,13.0,151,033
260204-193925,Clone_allo_latent,42,31.0,151,033
260204-193925,Clone_allo_latent,43,26.0,151,033
260204-193925,Clone_allo_latent,44,27.0,151,033
260204-193925,Clone_allo_latent,45,34.0,151,033
260204-193925,Clone_allo_latent,46,13.0,151,033
260205-191855,FullFwd,42,28.0,127,033
260205-191855,FullFwd,43,49.0,127,033
260205-191855,FullFwd,44,38.0,127,033
260205-191855,FullFwd,45,13.0,127,033
260205-191855,FullFwd,46,14.0,127,033
260205-191855,NoBkFullFwd,42,70.0,127,033
260205-191855,NoBkFullFwd,43,68.0,127,033
260205-191855,NoBkFullFwd,44,76.0,127,033
260205-191855,NoBkFullFwd,45,83.0,127,033
260205-191855,NoBkFullFwd,46,82.0,127,033
260205-191855,Clone_ego,42,38.0,127,033
260205-191855,Clone_ego,43,13.0,127,033
260205-191855,Clone_ego,44,52.0,127,033
260205-191855,Clone_ego,45,27.0,127,033
