exp_moment,animal_ID,model,seed,total_reward,n_actions,rpa,elapsed_s,reset_val,n_init_rewards,adj_file,status,timestamp
250221-192408,29,DRQN_rand,2,19.0,68,0.27941176470588236,5.29,1,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:33:14
250221-192408,29,DRQN_rand,4,18.0,68,0.2647058823529412,3.91,1,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:33:15
250221-192408,29,DRQN_rand,3,28.0,68,0.4117647058823529,5.82,1,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:33:15
250221-192657,29,DRQN_rand,0,19.0,107,0.17757009345794392,5.28,2,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:33:17
250221-192657,29,DRQN_rand,1,35.0,107,0.32710280373831774,5.37,2,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:33:17
250221-192657,29,DRQN_rand,2,36.0,107,0.3364485981308411,6.16,2,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:33:18
250222-190353,29,DRQN_rand,0,19.0,107,0.17757009345794392,4.47,1,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:33:19
250221-192657,29,DRQN_rand,4,27.0,107,0.2523364485981308,5.0,2,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:33:19
250222-190353,29,DRQN_rand,1,35.0,107,0.32710280373831774,4.66,1,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:33:20
250221-192657,29,DRQN_rand,3,31.0,107,0.2897196261682243,6.42,2,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:33:20
250222-190353,29,DRQN_rand,2,36.0,107,0.3364485981308411,5.8,1,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:33:21
250222-190353,29,DRQN_rand,4,27.0,107,0.2523364485981308,5.01,1,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:33:22
250222-190353,29,DRQN_rand,3,31.0,107,0.2897196261682243,6.54,1,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:33:23
250222-190849,29,DRQN_rand,1,21.0,124,0.1693548387096774,5.63,2,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:33:25
250222-190849,29,DRQN_rand,2,35.0,124,0.28225806451612906,5.23,2,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:33:25
250222-190849,29,DRQN_rand,0,27.0,124,0.21774193548387097,6.18,2,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:33:25
250222-190849,29,DRQN_rand,4,32.0,124,0.25806451612903225,5.39,2,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:33:25
250222-190849,29,DRQN_rand,3,35.0,124,0.28225806451612906,6.46,2,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:33:26
250223-192945,29,DRQN_rand,0,27.0,124,0.21774193548387097,6.13,1,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:33:27
250223-192945,29,DRQN_rand,1,21.0,124,0.1693548387096774,5.37,1,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:33:28
250223-192945,29,DRQN_rand,2,35.0,124,0.28225806451612906,4.83,1,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:33:28
250223-192945,29,DRQN_rand,4,32.0,124,0.25806451612903225,5.01,1,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:33:30
250223-192945,29,DRQN_rand,3,35.0,124,0.28225806451612906,5.97,1,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:33:31
250223-234045,29,DRQN_rand,2,30.0,169,0.17751479289940827,6.88,2,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:33:33
250223-234045,29,DRQN_rand,0,38.0,169,0.22485207100591717,8.51,2,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:33:33
250223-234045,29,DRQN_rand,1,31.0,169,0.1834319526627219,8.5,2,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:33:34
250223-234045,29,DRQN_rand,4,38.0,169,0.22485207100591717,6.48,2,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:33:34
250223-234045,29,DRQN_rand,3,32.0,169,0.1893491124260355,7.2,2,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:33:34
250224-225815,29,DRQN_rand,0,38.0,169,0.22485207100591717,9.06,1,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:33:37
250224-225815,29,DRQN_rand,2,30.0,169,0.17751479289940827,7.48,1,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:33:38
250224-225815,29,DRQN_rand,1,31.0,169,0.1834319526627219,9.02,1,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:33:39
250224-225815,29,DRQN_rand,4,38.0,169,0.22485207100591717,6.63,1,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:33:40
250224-225815,29,DRQN_rand,3,32.0,169,0.1893491124260355,7.47,1,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:33:41
250224-225928,29,DRQN_rand,2,34.0,176,0.19318181818181818,7.68,2,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:33:42
250224-225928,29,DRQN_rand,0,35.0,176,0.19886363636363635,8.35,2,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:33:42
250224-225928,29,DRQN_rand,1,35.0,176,0.19886363636363635,8.19,2,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:33:42
250224-225928,29,DRQN_rand,4,34.0,176,0.19318181818181818,7.27,2,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:33:45
250224-225928,29,DRQN_rand,3,37.0,176,0.21022727272727273,8.45,2,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:33:46
250225-195443,29,DRQN_rand,0,35.0,176,0.19886363636363635,8.25,1,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:33:47
250225-195443,29,DRQN_rand,1,35.0,176,0.19886363636363635,8.19,1,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:33:48
250225-195443,29,DRQN_rand,2,34.0,176,0.19318181818181818,7.62,1,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:33:48
250225-195443,29,DRQN_rand,4,34.0,176,0.19318181818181818,7.38,1,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:33:49
250225-203146,29,DRQN_rand,0,33.0,178,0.1853932584269663,7.68,2,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:33:50
250225-195443,29,DRQN_rand,3,37.0,176,0.21022727272727273,8.67,1,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:33:51
250225-203146,29,DRQN_rand,1,28.0,178,0.15730337078651685,8.38,2,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:33:54
250225-203146,29,DRQN_rand,2,28.0,178,0.15730337078651685,7.93,2,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:33:54
250225-203146,29,DRQN_rand,3,39.0,178,0.21910112359550563,8.67,2,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:33:56
250225-203146,29,DRQN_rand,4,32.0,178,0.1797752808988764,7.56,2,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:33:56
250226-201407,29,DRQN_rand,0,33.0,178,0.1853932584269663,7.54,1,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:33:56
250226-201407,29,DRQN_rand,1,28.0,178,0.15730337078651685,8.37,1,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:33:58
250226-201407,29,DRQN_rand,2,28.0,178,0.15730337078651685,7.88,1,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:33:58
250226-201407,29,DRQN_rand,3,39.0,178,0.21910112359550563,8.62,1,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:33:59
250226-201604,29,DRQN_rand,0,30.0,145,0.20689655172413793,7.3,2,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:34:01
250226-201407,29,DRQN_rand,4,32.0,178,0.1797752808988764,7.6,1,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:34:01
250226-201604,29,DRQN_rand,3,32.0,145,0.2206896551724138,6.63,2,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:34:03
250226-201604,29,DRQN_rand,2,37.0,145,0.25517241379310346,7.13,2,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:34:03
250226-201604,29,DRQN_rand,1,37.0,145,0.25517241379310346,7.48,2,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:34:03
250226-201604,29,DRQN_rand,4,39.0,145,0.2689655172413793,6.55,2,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:34:04
250227-155403,29,DRQN_rand,0,30.0,145,0.20689655172413793,7.31,1,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:34:05
250227-175300,29,DRQN_rand,0,13.0,57,0.22807017543859648,3.25,2,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:34:06
250227-175300,29,DRQN_rand,1,25.0,57,0.43859649122807015,3.83,2,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:34:07
250227-155403,29,DRQN_rand,1,37.0,145,0.25517241379310346,8.22,1,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:34:08
250227-155403,29,DRQN_rand,3,32.0,145,0.2206896551724138,7.24,1,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:34:09
250227-175300,29,DRQN_rand,2,19.0,57,0.3333333333333333,4.35,2,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:34:09
250227-155403,29,DRQN_rand,2,37.0,145,0.25517241379310346,7.79,1,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:34:09
250227-175300,29,DRQN_rand,4,21.0,57,0.3684210526315789,3.41,2,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:34:10
250228-013606,29,DRQN_rand,0,13.0,57,0.22807017543859648,2.75,1,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:34:10
250227-155403,29,DRQN_rand,4,39.0,145,0.2689655172413793,7.25,1,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:34:10
250228-013606,29,DRQN_rand,1,25.0,57,0.43859649122807015,3.22,1,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:34:11
250227-175300,29,DRQN_rand,3,24.0,57,0.42105263157894735,5.8,2,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:34:11
250228-013606,29,DRQN_rand,4,21.0,57,0.3684210526315789,4.57,1,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:34:14
250228-013606,29,DRQN_rand,2,19.0,57,0.3333333333333333,4.93,1,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:34:14
250228-013606,29,DRQN_rand,3,24.0,57,0.42105263157894735,6.04,1,41,240901_latMaz007-mop001half-adjacency.csv,ok,2026-05-05T13:34:15
250228-020101,29,DRQN_rand,2,27.0,206,0.13106796116504854,10.16,2,41,250228_latMaz007-mp002circleGone-adjacency.csv,ok,2026-05-05T13:34:20
250228-020101,29,DRQN_rand,0,31.0,206,0.15048543689320387,10.51,2,41,250228_latMaz007-mp002circleGone-adjacency.csv,ok,2026-05-05T13:34:20
250228-020101,29,DRQN_rand,4,33.0,206,0.16019417475728157,9.74,2,41,250228_latMaz007-mp002circleGone-adjacency.csv,ok,2026-05-05T13:34:21
250228-020101,29,DRQN_rand,1,26.0,206,0.1262135922330097,11.28,2,41,250228_latMaz007-mp002circleGone-adjacency.csv,ok,2026-05-05T13:34:21
250301-175949,29,DRQN_rand,0,31.0,206,0.15048543689320387,9.23,1,33,250228_latMaz007-mp002circleGone-adjacency.csv,ok,2026-05-05T13:34:23
250301-175949,29,DRQN_rand,1,26.0,206,0.1262135922330097,10.0,1,33,250228_latMaz007-mp002circleGone-adjacency.csv,ok,2026-05-05T13:34:24
250301-175949,29,DRQN_rand,2,27.0,206,0.13106796116504854,8.84,1,33,250228_latMaz007-mp002circleGone-adjacency.csv,ok,2026-05-05T13:34:24
250228-020101,29,DRQN_rand,3,32.0,206,0.1553398058252427,12.99,2,41,250228_latMaz007-mp002circleGone-adjacency.csv,ok,2026-05-05T13:34:24
250301-180211,29,DRQN_rand,0,32.0,136,0.23529411764705882,5.99,2,41,250228_latMaz007-mp002circleGone-adjacency.csv,ok,2026-05-05T13:34:27
250301-180211,29,DRQN_rand,1,27.0,136,0.19852941176470587,6.25,2,41,250228_latMaz007-mp002circleGone-adjacency.csv,ok,2026-05-05T13:34:28
250301-180211,29,DRQN_rand,2,32.0,136,0.23529411764705882,5.94,2,41,250228_latMaz007-mp002circleGone-adjacency.csv,ok,2026-05-05T13:34:29
250301-175949,29,DRQN_rand,4,51.0,206,0.24757281553398058,8.98,1,33,250228_latMaz007-mp002circleGone-adjacency.csv,ok,2026-05-05T13:34:29
250302-193449,29,DRQN_rand,0,32.0,136,0.23529411764705882,5.82,1,33,250228_latMaz007-mp002circleGone-adjacency.csv,ok,2026-05-05T13:34:30
250301-180211,29,DRQN_rand,4,30.0,136,0.22058823529411764,6.29,2,41,250228_latMaz007-mp002circleGone-adjacency.csv,ok,2026-05-05T13:34:30
250301-180211,29,DRQN_rand,3,22.0,136,0.16176470588235295,6.48,2,41,250228_latMaz007-mp002circleGone-adjacency.csv,ok,2026-05-05T13:34:30
250301-175949,29,DRQN_rand,3,32.0,206,0.1553398058252427,11.67,1,33,250228_latMaz007-mp002circleGone-adjacency.csv,ok,2026-05-05T13:34:32
250302-193449,29,DRQN_rand,1,27.0,136,0.19852941176470587,5.94,1,33,250228_latMaz007-mp002circleGone-adjacency.csv,ok,2026-05-05T13:34:33
250302-193449,29,DRQN_rand,2,32.0,136,0.23529411764705882,5.7,1,33,250228_latMaz007-mp002circleGone-adjacency.csv,ok,2026-05-05T13:34:33
250302-194314,29,DRQN_rand,0,27.0,109,0.24770642201834864,4.33,2,41,250228_latMaz007-mp002circleGone-adjacency.csv,ok,2026-05-05T13:34:34
250302-194314,29,DRQN_rand,2,24.0,109,0.22018348623853212,4.38,2,41,250228_latMaz007-mp002circleGone-adjacency.csv,ok,2026-05-05T13:34:35
250302-193449,29,DRQN_rand,3,22.0,136,0.16176470588235295,6.02,1,33,250228_latMaz007-mp002circleGone-adjacency.csv,ok,2026-05-05T13:34:35
250302-193449,29,DRQN_rand,4,30.0,136,0.22058823529411764,5.87,1,33,250228_latMaz007-mp002circleGone-adjacency.csv,ok,2026-05-05T13:34:35
250302-194314,29,DRQN_rand,1,25.0,109,0.22935779816513763,5.27,2,41,250228_latMaz007-mp002circleGone-adjacency.csv,ok,2026-05-05T13:34:36
250302-194314,29,DRQN_rand,3,32.0,109,0.29357798165137616,4.44,2,41,250228_latMaz007-mp002circleGone-adjacency.csv,ok,2026-05-05T13:34:36
250302-194314,29,DRQN_rand,4,29.0,109,0.26605504587155965,4.51,2,41,250228_latMaz007-mp002circleGone-adjacency.csv,ok,2026-05-05T13:34:38
250302-214043,29,DRQN_rand,0,27.0,109,0.24770642201834864,4.45,1,33,250228_latMaz007-mp002circleGone-adjacency.csv,ok,2026-05-05T13:34:38
250305-193821,30,DRQN_rand,0,16.0,74,0.21621621621621623,3.17,2,25,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:34:39
250305-193821,30,DRQN_rand,1,16.0,74,0.21621621621621623,2.83,2,25,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:34:39
250302-214043,29,DRQN_rand,2,24.0,109,0.22018348623853212,4.76,1,33,250228_latMaz007-mp002circleGone-adjacency.csv,ok,2026-05-05T13:34:40
250302-214043,29,DRQN_rand,3,32.0,109,0.29357798165137616,4.78,1,33,250228_latMaz007-mp002circleGone-adjacency.csv,ok,2026-05-05T13:34:40
250302-214043,29,DRQN_rand,1,25.0,109,0.22935779816513763,5.69,1,33,250228_latMaz007-mp002circleGone-adjacency.csv,ok,2026-05-05T13:34:40
250302-214043,29,DRQN_rand,4,29.0,109,0.26605504587155965,5.12,1,33,250228_latMaz007-mp002circleGone-adjacency.csv,ok,2026-05-05T13:34:40
250305-193821,30,DRQN_rand,3,16.0,74,0.21621621621621623,3.16,2,25,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:34:41
250305-193821,30,DRQN_rand,2,18.0,74,0.24324324324324326,3.43,2,25,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:34:41
250305-193821,30,DRQN_rand,4,17.0,74,0.22972972972972974,3.32,2,25,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:34:42
250306-144143,30,DRQN_rand,1,16.0,74,0.21621621621621623,2.97,1,18,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:34:43
250306-144143,30,DRQN_rand,0,16.0,74,0.21621621621621623,3.35,1,18,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:34:43
250306-144143,30,DRQN_rand,3,16.0,74,0.21621621621621623,2.86,1,18,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:34:43
250306-144143,30,DRQN_rand,2,18.0,74,0.24324324324324326,3.18,1,18,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:34:43
250306-145313,30,DRQN_rand,1,12.0,58,0.20689655172413793,2.05,2,25,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:34:43
250306-145313,30,DRQN_rand,0,12.0,58,0.20689655172413793,2.21,2,25,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:34:43
250306-144143,30,DRQN_rand,4,17.0,74,0.22972972972972974,3.01,1,18,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:34:44
250306-145313,30,DRQN_rand,2,11.0,58,0.1896551724137931,2.02,2,25,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:34:44
250306-145313,30,DRQN_rand,3,13.0,58,0.22413793103448276,2.1,2,25,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:34:45
250306-164357,30,DRQN_rand,0,12.0,58,0.20689655172413793,2.44,1,18,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:34:45
250306-145313,30,DRQN_rand,4,16.0,58,0.27586206896551724,2.61,2,25,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:34:45
250306-164357,30,DRQN_rand,2,11.0,58,0.1896551724137931,2.21,1,18,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:34:46
250306-164357,30,DRQN_rand,1,12.0,58,0.20689655172413793,2.35,1,18,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:34:46
250306-164357,30,DRQN_rand,3,13.0,58,0.22413793103448276,2.23,1,18,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:34:46
250306-164357,30,DRQN_rand,4,16.0,58,0.27586206896551724,2.59,1,18,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:34:46
250306-164415,30,DRQN_rand,4,18.0,440,0.04090909090909091,16.07,2,25,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:35:02
250306-164415,30,DRQN_rand,0,18.0,440,0.04090909090909091,17.8,2,25,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:35:02
250307-153155,30,DRQN_rand,1,176.0,440,0.4,16.69,1,18,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:35:02
250307-153155,30,DRQN_rand,0,94.0,440,0.21363636363636362,16.91,1,18,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:35:03
250307-153155,30,DRQN_rand,2,118.0,440,0.2681818181818182,16.6,1,18,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:35:03
250306-164415,30,DRQN_rand,1,18.0,440,0.04090909090909091,18.19,2,25,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:35:03
250306-164415,30,DRQN_rand,3,18.0,440,0.04090909090909091,17.96,2,25,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:35:04
250306-164415,30,DRQN_rand,2,18.0,440,0.04090909090909091,23.25,2,25,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:35:09
250307-154133,30,DRQN_rand,1,18.0,327,0.05504587155963303,12.2,2,25,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:35:15
250307-154133,30,DRQN_rand,0,18.0,327,0.05504587155963303,12.44,2,25,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:35:15
250307-154133,30,DRQN_rand,2,18.0,327,0.05504587155963303,12.25,2,25,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:35:15
250307-154133,30,DRQN_rand,3,18.0,327,0.05504587155963303,12.65,2,25,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:35:16
250307-154133,30,DRQN_rand,4,18.0,327,0.05504587155963303,12.56,2,25,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:35:16
250307-153155,30,DRQN_rand,4,135.0,440,0.3068181818181818,17.03,1,18,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:35:19
250307-153155,30,DRQN_rand,3,87.0,440,0.19772727272727272,17.97,1,18,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:35:20
250308-151501,30,DRQN_rand,0,69.0,327,0.21100917431192662,14.23,2,18,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:35:23
250308-152310,30,DRQN_rand,0,18.0,180,0.1,7.57,2,25,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:35:24
250308-152310,30,DRQN_rand,2,18.0,180,0.1,6.61,2,25,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:35:26
250308-151501,30,DRQN_rand,2,94.0,327,0.2874617737003058,12.29,2,18,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:35:27
250308-152310,30,DRQN_rand,1,18.0,180,0.1,8.08,2,25,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:35:27
250308-151501,30,DRQN_rand,3,96.0,327,0.29357798165137616,12.22,2,18,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:35:27
250308-151501,30,DRQN_rand,1,96.0,327,0.29357798165137616,12.6,2,18,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:35:27
250308-151501,30,DRQN_rand,4,90.0,327,0.27522935779816515,12.66,2,18,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:35:28
250308-152310,30,DRQN_rand,3,18.0,180,0.1,6.68,2,25,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:35:30
250308-152310,30,DRQN_rand,4,18.0,180,0.1,8.1,2,25,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:35:32
250308-172531,30,DRQN_rand,2,45.0,180,0.25,8.0,2,18,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:35:35
250308-172531,30,DRQN_rand,0,57.0,180,0.31666666666666665,9.05,2,18,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:35:35
250308-172531,30,DRQN_rand,3,40.0,180,0.2222222222222222,8.0,2,18,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:35:35
250308-172531,30,DRQN_rand,4,28.0,180,0.15555555555555556,8.4,2,18,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:35:36
250308-172531,30,DRQN_rand,1,36.0,180,0.2,9.58,2,18,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:35:37
250308-173325,30,DRQN_rand,0,18.0,552,0.03260869565217391,29.83,2,25,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:35:58
250308-173325,30,DRQN_rand,1,18.0,552,0.03260869565217391,28.73,2,25,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:35:59
250308-173325,30,DRQN_rand,2,18.0,552,0.03260869565217391,28.38,2,25,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:36:00
250309-175714,30,DRQN_rand,0,215.0,552,0.3894927536231884,26.87,2,18,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:36:02
250309-175714,30,DRQN_rand,1,336.0,552,0.6086956521739131,27.85,2,18,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:36:04
250308-173325,30,DRQN_rand,4,18.0,552,0.03260869565217391,28.62,2,25,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:36:04
250309-175714,30,DRQN_rand,2,197.0,552,0.35688405797101447,27.3,2,18,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:36:04
250308-173325,30,DRQN_rand,3,18.0,552,0.03260869565217391,41.65,2,25,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:36:17
250309-180128,30,DRQN_rand,0,18.0,431,0.04176334106728538,20.65,2,25,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:36:21
250309-175714,30,DRQN_rand,4,233.0,552,0.4221014492753623,22.81,2,18,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:36:21
250309-180128,30,DRQN_rand,1,18.0,431,0.04176334106728538,18.99,2,25,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:36:21
250309-180128,30,DRQN_rand,4,18.0,431,0.04176334106728538,17.74,2,25,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:36:22
250309-180128,30,DRQN_rand,2,18.0,431,0.04176334106728538,18.43,2,25,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:36:22
250309-175714,30,DRQN_rand,3,221.0,552,0.4003623188405797,24.33,2,18,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:36:23
250309-180128,30,DRQN_rand,3,18.0,431,0.04176334106728538,20.09,2,25,250304_latent_maze_010-5x5-adjacency.csv,ok,2026-05-05T13:36:24
250310-153229,30,DRQN_rand,0,17.0,57,0.2982456140350877,3.18,2,25,250310_latent_maze_011-5x5-adjacency.csv,ok,2026-05-05T13:36:26
250310-153229,30,DRQN_rand,1,14.0,57,0.24561403508771928,3.18,2,25,250310_latent_maze_011-5x5-adjacency.csv,ok,2026-05-05T13:36:26
250310-153229,30,DRQN_rand,2,10.0,57,0.17543859649122806,2.25,2,25,250310_latent_maze_011-5x5-adjacency.csv,ok,2026-05-05T13:36:27
250310-153229,30,DRQN_rand,3,17.0,57,0.2982456140350877,2.35,2,25,250310_latent_maze_011-5x5-adjacency.csv,ok,2026-05-05T13:36:28
250310-153229,30,DRQN_rand,4,11.0,57,0.19298245614035087,3.21,2,25,250310_latent_maze_011-5x5-adjacency.csv,ok,2026-05-05T13:36:29
250310-170629,30,DRQN_rand,0,19.0,57,0.3333333333333333,3.06,2,18,250310_latent_maze_011-5x5-adjacency.csv,ok,2026-05-05T13:36:30
