exp_moment,animal_ID,model,seed,total_reward,n_actions,rpa,elapsed_s,reset_val,n_init_rewards,adj_file,status,timestamp
240304-130506,2,PPO,1,17.0,55,0.3090909090909091,0.54,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:45
240304-130506,2,PPO,4,9.0,55,0.16363636363636364,0.46,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:45
240304-145453,7,PPO,0,8.0,84,0.09523809523809523,0.61,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:45
240304-145453,7,PPO,1,12.0,84,0.14285714285714285,0.66,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:46
240304-145453,7,PPO,2,15.0,84,0.17857142857142858,0.67,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:46
240304-145453,7,PPO,3,20.0,84,0.23809523809523808,0.7,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:46
240304-145453,7,PPO,4,13.0,84,0.15476190476190477,0.73,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:46
240304-231522,8,PPO,0,8.0,68,0.11764705882352941,0.33,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:46
240304-213329,7,PPO,0,14.0,161,0.08695652173913043,0.92,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:46
240304-231522,8,PPO,1,9.0,68,0.1323529411764706,0.3,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:46
240304-213329,7,PPO,1,31.0,161,0.19254658385093168,0.89,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:46
240304-231522,8,PPO,2,12.0,68,0.17647058823529413,0.31,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:46
240304-213329,7,PPO,3,24.0,161,0.14906832298136646,0.89,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:46
240304-213329,7,PPO,2,39.0,161,0.2422360248447205,1.14,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:46
240304-231522,8,PPO,3,20.0,68,0.29411764705882354,0.39,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:46
240304-231522,8,PPO,4,12.0,68,0.17647058823529413,0.36,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:46
240304-213329,7,PPO,4,18.0,161,0.11180124223602485,1.14,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:47
240305-141714,2,PPO,1,40.0,237,0.16877637130801687,1.54,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:48
240305-151215,7,PPO,0,18.0,190,0.09473684210526316,1.29,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:48
240305-141714,2,PPO,2,66.0,237,0.27848101265822783,1.57,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:48
240305-151215,7,PPO,1,33.0,190,0.1736842105263158,1.28,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:48
240305-141714,2,PPO,0,33.0,237,0.13924050632911392,1.8,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:48
240305-141714,2,PPO,3,24.0,237,0.10126582278481013,1.52,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:48
240305-151215,7,PPO,2,42.0,190,0.22105263157894736,1.21,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:48
240305-141714,2,PPO,4,20.0,237,0.08438818565400844,1.7,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:48
240305-151215,7,PPO,3,24.0,190,0.12631578947368421,0.91,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:49
240305-151215,7,PPO,4,18.0,190,0.09473684210526316,0.92,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:49
240305-182215,8,PPO,1,33.0,195,0.16923076923076924,0.91,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:49
240305-182215,8,PPO,0,18.0,195,0.09230769230769231,0.93,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:49
240305-204136,4,PPO,0,15.0,172,0.0872093023255814,0.63,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:49
240305-182215,8,PPO,3,24.0,195,0.12307692307692308,0.85,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:49
240305-182215,8,PPO,2,47.0,195,0.24102564102564103,1.02,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:49
240305-182215,8,PPO,4,18.0,195,0.09230769230769231,1.02,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:49
240305-204136,4,PPO,3,24.0,172,0.13953488372093023,0.62,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:49
240305-204136,4,PPO,1,33.0,172,0.19186046511627908,0.78,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:50
240305-204136,4,PPO,2,39.0,172,0.22674418604651161,0.8,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:50
240305-204136,4,PPO,4,18.0,172,0.10465116279069768,0.81,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:50
240306-142016,2,PPO,1,43.0,271,0.15867158671586715,1.3,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:50
240306-142016,2,PPO,0,34.0,271,0.12546125461254612,1.61,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:51
240306-142016,2,PPO,2,80.0,271,0.2952029520295203,1.47,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:51
240306-142016,2,PPO,3,24.0,271,0.08856088560885608,1.47,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:51
240306-142016,2,PPO,4,24.0,271,0.08856088560885608,1.6,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:51
240306-165856,7,PPO,2,103.0,479,0.2150313152400835,2.5,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:52
240306-165856,7,PPO,0,43.0,479,0.08977035490605428,2.54,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:52
240306-165856,7,PPO,1,85.0,479,0.17745302713987474,2.53,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:52
240306-191216,8,PPO,1,75.0,354,0.211864406779661,1.65,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:52
240306-165856,7,PPO,3,24.0,479,0.05010438413361169,2.11,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:52
240306-191216,8,PPO,0,37.0,354,0.10451977401129943,1.81,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:52
240306-191216,8,PPO,2,84.0,354,0.23728813559322035,1.58,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:53
240306-165856,7,PPO,4,31.0,479,0.06471816283924843,2.42,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:53
240306-210028,4,PPO,0,18.0,194,0.09278350515463918,0.88,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:53
240306-210028,4,PPO,1,33.0,194,0.17010309278350516,0.87,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:53
240306-210028,4,PPO,3,24.0,194,0.12371134020618557,0.88,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:53
240306-210028,4,PPO,2,46.0,194,0.23711340206185566,1.05,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:53
240306-210028,4,PPO,4,18.0,194,0.09278350515463918,0.81,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:54
240306-191216,8,PPO,3,24.0,354,0.06779661016949153,1.57,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:54
240306-191216,8,PPO,4,31.0,354,0.08757062146892655,1.76,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:54
240307-162458,2,PPO,1,76.0,362,0.20994475138121546,1.58,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:55
240307-162458,2,PPO,0,39.0,362,0.10773480662983426,1.74,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:55
240307-162458,2,PPO,2,84.0,362,0.23204419889502761,1.59,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:55
240307-162458,2,PPO,3,24.0,362,0.06629834254143646,1.61,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:55
240307-162458,2,PPO,4,31.0,362,0.0856353591160221,1.81,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:55
240307-201718,8,PPO,0,34.0,266,0.12781954887218044,1.2,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:56
240307-183319,7,PPO,0,43.0,559,0.07692307692307693,2.53,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:56
240307-201718,8,PPO,1,40.0,266,0.15037593984962405,1.18,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:56
240307-183319,7,PPO,1,85.0,559,0.1520572450805009,2.38,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:56
240307-201718,8,PPO,2,75.0,266,0.2819548872180451,1.16,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:57
240307-183319,7,PPO,2,108.0,559,0.19320214669051877,2.54,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:57
240307-221731,4,PPO,1,33.0,202,0.16336633663366337,0.87,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:57
240307-183319,7,PPO,3,24.0,559,0.04293381037567084,2.38,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:57
240307-201718,8,PPO,3,24.0,266,0.09022556390977443,1.06,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:57
240307-221731,4,PPO,0,18.0,202,0.0891089108910891,1.08,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:57
240307-201718,8,PPO,4,24.0,266,0.09022556390977443,1.29,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:58
240307-221731,4,PPO,3,24.0,202,0.1188118811881188,0.91,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:58
240307-183319,7,PPO,4,31.0,559,0.055456171735241505,2.78,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:58
240307-221731,4,PPO,2,53.0,202,0.2623762376237624,1.09,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:58
240307-221731,4,PPO,4,18.0,202,0.0891089108910891,1.02,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:58
240413-044848,7,PPO,0,23.0,218,0.10550458715596331,1.02,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:58
240413-044848,7,PPO,1,33.0,218,0.15137614678899083,1.02,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:58
240413-044848,7,PPO,3,24.0,218,0.11009174311926606,0.8,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:58
240413-044848,7,PPO,2,61.0,218,0.2798165137614679,0.99,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:58
240413-044848,7,PPO,4,20.0,218,0.09174311926605505,1.03,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:03:59
240415-115155,7,PPO,0,43.0,390,0.11025641025641025,2.18,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:01
240415-115155,7,PPO,1,76.0,390,0.19487179487179487,2.17,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:01
240415-115155,7,PPO,2,85.0,390,0.21794871794871795,2.05,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:01
240414-160518,7,PPO,1,116.0,726,0.15977961432506887,3.27,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:01
240414-160518,7,PPO,0,74.0,726,0.10192837465564739,3.46,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:01
240414-160518,7,PPO,2,116.0,726,0.15977961432506887,3.6,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:02
240414-160518,7,PPO,3,33.0,726,0.045454545454545456,3.64,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:02
240414-160518,7,PPO,4,31.0,726,0.04269972451790634,3.65,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:02
240415-115155,7,PPO,3,24.0,390,0.06153846153846154,1.93,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:03
240415-115155,7,PPO,4,31.0,390,0.07948717948717948,2.34,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:03
240416-101226,7,PPO,1,76.0,367,0.20708446866485014,1.95,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:03
240416-101226,7,PPO,0,40.0,367,0.10899182561307902,2.12,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:03
240416-101226,7,PPO,2,84.0,367,0.22888283378746593,2.03,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:03
240416-101226,7,PPO,3,24.0,367,0.0653950953678474,2.01,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:04
240416-101226,7,PPO,4,31.0,367,0.08446866485013624,2.2,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:04
240417-140814,7,PPO,0,43.0,446,0.09641255605381166,2.4,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:04
240418-224522,7,PPO,0,33.0,243,0.13580246913580246,1.37,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:05
240417-140814,7,PPO,1,85.0,446,0.1905829596412556,2.25,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:05
240417-140814,7,PPO,3,24.0,446,0.053811659192825115,1.98,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:05
240418-224522,7,PPO,1,40.0,243,0.1646090534979424,1.05,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:05
240417-140814,7,PPO,2,101.0,446,0.226457399103139,2.15,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:05
240417-140814,7,PPO,4,31.0,446,0.06950672645739911,2.32,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:05
240418-224522,7,PPO,2,67.0,243,0.2757201646090535,1.18,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:05
240418-224522,7,PPO,3,24.0,243,0.09876543209876543,0.96,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:05
240418-224522,7,PPO,4,20.0,243,0.0823045267489712,1.15,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:06
240422-173957,7,PPO,1,60.0,318,0.18867924528301888,1.55,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:07
240422-173957,7,PPO,0,34.0,318,0.1069182389937107,1.72,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:07
240422-173957,7,PPO,2,84.0,318,0.2641509433962264,1.53,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:07
240422-005057,7,PPO,0,74.0,990,0.07474747474747474,3.55,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:08
240422-005057,7,PPO,1,116.0,990,0.11717171717171718,3.59,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:09
240422-005057,7,PPO,2,116.0,990,0.11717171717171718,3.6,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:09
240422-005057,7,PPO,3,33.0,990,0.03333333333333333,3.64,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:09
240422-173957,7,PPO,3,24.0,318,0.07547169811320754,1.82,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:09
240422-005057,7,PPO,4,31.0,990,0.031313131313131314,3.69,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:09
240422-173957,7,PPO,4,25.0,318,0.07861635220125786,2.04,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:09
240424-114249,7,PPO,0,74.0,710,0.10422535211267606,3.54,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:11
240424-114249,7,PPO,1,112.0,710,0.15774647887323945,2.93,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:11
240424-114249,7,PPO,3,32.0,710,0.04507042253521127,3.03,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:12
240424-114249,7,PPO,2,116.0,710,0.16338028169014085,3.3,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:12
240424-114249,7,PPO,4,31.0,710,0.04366197183098591,3.3,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:12
240426-143601,7,PPO,0,14.0,122,0.11475409836065574,0.54,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:12
240425-213639,7,PPO,0,82.0,1046,0.07839388145315487,3.49,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:13
240426-143601,7,PPO,1,21.0,122,0.1721311475409836,0.49,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:13
240425-213639,7,PPO,1,124.0,1046,0.11854684512428298,3.49,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:13
240426-143601,7,PPO,3,23.0,122,0.1885245901639344,0.46,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:13
240425-213639,7,PPO,2,127.0,1046,0.121414913957935,3.51,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:13
240426-143601,7,PPO,2,29.0,122,0.23770491803278687,0.63,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:13
240426-143601,7,PPO,4,18.0,122,0.14754098360655737,0.6,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:13
240429-105006,3,PPO,0,33.0,258,0.12790697674418605,1.24,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:14
240425-213639,7,PPO,3,34.0,1046,0.032504780114722756,3.53,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:15
240425-213639,7,PPO,4,31.0,1046,0.029636711281070746,3.48,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:15
240428-155325,3,PPO,0,74.0,806,0.09181141439205956,3.04,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:16
240429-105006,3,PPO,1,40.0,258,0.15503875968992248,1.22,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:16
240429-105006,3,PPO,2,72.0,258,0.27906976744186046,1.33,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:16
240428-155325,3,PPO,1,116.0,806,0.14392059553349876,3.28,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:16
240428-155325,3,PPO,2,116.0,806,0.14392059553349876,3.4,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:16
240428-155325,3,PPO,3,33.0,806,0.04094292803970223,3.41,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:16
240429-105006,3,PPO,3,24.0,258,0.09302325581395349,1.34,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:16
240428-155325,3,PPO,4,31.0,806,0.038461538461538464,3.41,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:16
240429-105006,3,PPO,4,20.0,258,0.07751937984496124,1.75,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:18
240430-182903,3,PPO,1,76.0,366,0.20765027322404372,2.07,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:18
240430-182903,3,PPO,0,39.0,366,0.10655737704918032,2.35,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:18
240430-182903,3,PPO,2,84.0,366,0.22950819672131148,1.97,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:18
240430-182903,3,PPO,3,24.0,366,0.06557377049180328,1.95,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:18
240430-182903,3,PPO,4,31.0,366,0.08469945355191257,2.3,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:19
240501-171554,7,PPO,1,80.0,400,0.2,2.31,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:19
240501-171554,7,PPO,0,43.0,400,0.1075,2.56,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:19
240501-171554,7,PPO,2,85.0,400,0.2125,2.11,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:20
240501-171554,7,PPO,3,24.0,400,0.06,2.03,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:20
240501-171554,7,PPO,4,31.0,400,0.0775,2.18,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:20
240503-162432,7,PPO,0,74.0,989,0.07482305358948432,3.31,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:22
240503-162432,7,PPO,1,116.0,989,0.1172901921132457,3.27,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:22
240503-162432,7,PPO,2,116.0,989,0.1172901921132457,3.1,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:22
240503-162432,7,PPO,3,33.0,989,0.033367037411526794,3.09,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:22
240503-162432,7,PPO,4,31.0,989,0.03134479271991911,3.03,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:22
240504-233305,7,PPO,0,74.0,961,0.07700312174817898,3.02,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:23
240504-233305,7,PPO,1,116.0,961,0.12070759625390219,3.51,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:24
240504-233305,7,PPO,2,116.0,961,0.12070759625390219,3.68,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:24
240504-233305,7,PPO,3,33.0,961,0.03433922996878252,4.04,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:26
240504-233305,7,PPO,4,31.0,961,0.03225806451612903,4.02,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:26
240508-163458,7,PPO,0,34.0,276,0.12318840579710146,1.73,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:26
240508-163458,7,PPO,1,43.0,276,0.15579710144927536,1.19,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:27
240508-163458,7,PPO,2,81.0,276,0.29347826086956524,1.43,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:27
240508-163458,7,PPO,3,24.0,276,0.08695652173913043,1.25,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:27
240510-122217,3,PPO,0,17.0,102,0.16666666666666666,0.57,2,25,240507_latent_maze_004-5x5-adjacency.csv,ok,2026-05-05T14:04:28
240510-122217,3,PPO,1,20.0,102,0.19607843137254902,0.73,2,25,240507_latent_maze_004-5x5-adjacency.csv,ok,2026-05-05T14:04:28
240507-221523,7,PPO,0,151.0,1676,0.09009546539379475,6.23,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:28
240507-221523,7,PPO,1,128.0,1676,0.07637231503579953,6.24,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:28
240507-221523,7,PPO,2,180.0,1676,0.10739856801909307,6.21,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:28
240510-122217,3,PPO,2,19.0,102,0.18627450980392157,0.44,2,25,240507_latent_maze_004-5x5-adjacency.csv,ok,2026-05-05T14:04:28
240508-163458,7,PPO,4,25.0,276,0.09057971014492754,1.32,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:28
240510-122217,3,PPO,3,9.0,102,0.08823529411764706,0.42,2,25,240507_latent_maze_004-5x5-adjacency.csv,ok,2026-05-05T14:04:29
240510-122217,3,PPO,4,21.0,102,0.20588235294117646,0.6,2,25,240507_latent_maze_004-5x5-adjacency.csv,ok,2026-05-05T14:04:29
240507-221523,7,PPO,3,86.0,1676,0.0513126491646778,6.13,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:29
240507-221523,7,PPO,4,43.0,1676,0.0256563245823389,5.79,2,45,240218_intuition_maze_003-adjacency.csv,ok,2026-05-05T14:04:30
240510-153746,3,PPO,0,36.0,276,0.13043478260869565,1.43,2,25,240507_latent_maze_004-5x5-adjacency.csv,ok,2026-05-05T14:04:30
240510-153746,3,PPO,2,43.0,276,0.15579710144927536,1.46,2,25,240507_latent_maze_004-5x5-adjacency.csv,ok,2026-05-05T14:04:30
240512-025401,7,PPO,1,35.0,169,0.20710059171597633,0.9,2,45,240510_latent_maze_003b_5x9-adjacency.csv,ok,2026-05-05T14:04:30
240510-153746,3,PPO,3,37.0,276,0.13405797101449277,1.47,2,25,240507_latent_maze_004-5x5-adjacency.csv,ok,2026-05-05T14:04:30
240510-153746,3,PPO,1,40.0,276,0.14492753623188406,1.64,2,25,240507_latent_maze_004-5x5-adjacency.csv,ok,2026-05-05T14:04:30
240512-025401,7,PPO,0,39.0,169,0.23076923076923078,1.41,2,45,240510_latent_maze_003b_5x9-adjacency.csv,ok,2026-05-05T14:04:30
240510-153746,3,PPO,4,43.0,276,0.15579710144927536,1.83,2,25,240507_latent_maze_004-5x5-adjacency.csv,ok,2026-05-05T14:04:30
240512-025401,7,PPO,2,17.0,169,0.10059171597633136,1.1,2,45,240510_latent_maze_003b_5x9-adjacency.csv,ok,2026-05-05T14:04:31
240512-025401,7,PPO,3,14.0,169,0.08284023668639054,1.34,2,45,240510_latent_maze_003b_5x9-adjacency.csv,ok,2026-05-05T14:04:31
240512-025401,7,PPO,4,21.0,169,0.1242603550295858,1.3,2,45,240510_latent_maze_003b_5x9-adjacency.csv,ok,2026-05-05T14:04:31
240512-185132,3,PPO,0,64.0,927,0.06903991370010787,3.38,2,25,240507_latent_maze_004-5x5-adjacency.csv,ok,2026-05-05T14:04:33
240512-185132,3,PPO,1,60.0,927,0.06472491909385113,3.46,2,25,240507_latent_maze_004-5x5-adjacency.csv,ok,2026-05-05T14:04:33
240512-185132,3,PPO,2,77.0,927,0.08306364617044229,3.41,2,25,240507_latent_maze_004-5x5-adjacency.csv,ok,2026-05-05T14:04:34
