exp_moment,animal_ID,maze,model,repeat_idx,total_reward,n_actions,mouse_reward,seed,elapsed_s,date_part
240305-204136,004,240218_intuition_maze_003,OOI,2,30.0,172,25,44,0.0394,240305
240305-204136,004,240218_intuition_maze_003,OOI,3,25.0,172,25,45,0.0395,240305
240305-204136,004,240218_intuition_maze_003,OOI,4,36.0,172,25,46,0.0392,240305
240305-182215,008,240218_intuition_maze_003,OOI,0,36.0,195,8,42,0.0392,240305
240305-182215,008,240218_intuition_maze_003,OOI,1,18.0,195,8,43,0.04,240305
240305-182215,008,240218_intuition_maze_003,OOI,2,31.0,195,8,44,0.0401,240305
240305-182215,008,240218_intuition_maze_003,OOI,3,25.0,195,8,45,0.039,240305
240305-182215,008,240218_intuition_maze_003,OOI,4,36.0,195,8,46,0.0412,240305
240305-151215,007,240218_intuition_maze_003,OOI,0,36.0,190,27,42,0.0401,240305
240305-151215,007,240218_intuition_maze_003,OOI,1,18.0,190,27,43,0.04,240305
240305-151215,007,240218_intuition_maze_003,OOI,2,30.0,190,27,44,0.0395,240305
240305-151215,007,240218_intuition_maze_003,OOI,3,25.0,190,27,45,0.0408,240305
240305-151215,007,240218_intuition_maze_003,OOI,4,36.0,190,27,46,0.0424,240305
240305-141714,002,240218_intuition_maze_003,OOI,0,39.0,237,27,42,0.0406,240305
240305-141714,002,240218_intuition_maze_003,OOI,1,20.0,237,27,43,0.0398,240305
240305-141714,002,240218_intuition_maze_003,OOI,2,33.0,237,27,44,0.0409,240305
240305-141714,002,240218_intuition_maze_003,OOI,3,32.0,237,27,45,0.0411,240305
240305-141714,002,240218_intuition_maze_003,OOI,4,40.0,237,27,46,0.0394,240305
240304-231522,008,240218_intuition_maze_003,OOI,0,13.0,68,5,42,0.0376,240304
240304-231522,008,240218_intuition_maze_003,OOI,1,12.0,68,5,43,0.0411,240304
240304-231522,008,240218_intuition_maze_003,OOI,2,21.0,68,5,44,0.0384,240304
240304-231522,008,240218_intuition_maze_003,OOI,3,14.0,68,5,45,0.0377,240304
240304-231522,008,240218_intuition_maze_003,OOI,4,11.0,68,5,46,0.0383,240304
240304-213329,007,240218_intuition_maze_003,OOI,0,26.0,161,5,42,0.0391,240304
240304-213329,007,240218_intuition_maze_003,OOI,1,18.0,161,5,43,0.0396,240304
240304-213329,007,240218_intuition_maze_003,OOI,2,30.0,161,5,44,0.0391,240304
240304-213329,007,240218_intuition_maze_003,OOI,3,25.0,161,5,45,0.0379,240304
240304-213329,007,240218_intuition_maze_003,OOI,4,36.0,161,5,46,0.0369,240304
240304-195016,002,240218_intuition_maze_003,OOI,0,8.0,46,0,42,0.0355,240304
240304-195016,002,240218_intuition_maze_003,OOI,1,8.0,46,0,43,0.0361,240304
240304-195016,002,240218_intuition_maze_003,OOI,2,19.0,46,0,44,0.0372,240304
240304-195016,002,240218_intuition_maze_003,OOI,3,14.0,46,0,45,0.0361,240304
240304-195016,002,240218_intuition_maze_003,OOI,4,11.0,46,0,46,0.0383,240304
240304-174540,004,240218_intuition_maze_003,OOI,0,8.0,30,0,42,0.0374,240304
240304-174540,004,240218_intuition_maze_003,OOI,1,8.0,30,0,43,0.0371,240304
240304-174540,004,240218_intuition_maze_003,OOI,2,12.0,30,0,44,0.0379,240304
240304-174540,004,240218_intuition_maze_003,OOI,3,14.0,30,0,45,0.0363,240304
240304-174540,004,240218_intuition_maze_003,OOI,4,10.0,30,0,46,0.0357,240304
240304-164255,008,240218_intuition_maze_003,OOI,0,8.0,46,0,42,0.0359,240304
240304-164255,008,240218_intuition_maze_003,OOI,1,8.0,46,0,43,0.0371,240304
240304-164255,008,240218_intuition_maze_003,OOI,2,19.0,46,0,44,0.0365,240304
240304-164255,008,240218_intuition_maze_003,OOI,3,14.0,46,0,45,0.0368,240304
240304-164255,008,240218_intuition_maze_003,OOI,4,11.0,46,0,46,0.0359,240304
240304-145453,007,240218_intuition_maze_003,OOI,0,13.0,84,0,42,0.0364,240304
240304-145453,007,240218_intuition_maze_003,OOI,1,12.0,84,0,43,0.0369,240304
240304-145453,007,240218_intuition_maze_003,OOI,2,26.0,84,0,44,0.0367,240304
240304-145453,007,240218_intuition_maze_003,OOI,3,17.0,84,0,45,0.0396,240304
240304-145453,007,240218_intuition_maze_003,OOI,4,11.0,84,0,46,0.0364,240304
240304-130506,002,240218_intuition_maze_003,OOI,0,8.0,55,6,42,0.0364,240304
240304-130506,002,240218_intuition_maze_003,OOI,1,10.0,55,6,43,0.0364,240304
240304-130506,002,240218_intuition_maze_003,OOI,2,19.0,55,6,44,0.0364,240304
240304-130506,002,240218_intuition_maze_003,OOI,3,14.0,55,6,45,0.0377,240304
240304-130506,002,240218_intuition_maze_003,OOI,4,11.0,55,6,46,0.0378,240304
240301-192504,004,240218_intuition_maze_003,OOI,0,13.0,72,0,42,0.0376,240301
240301-192504,004,240218_intuition_maze_003,OOI,1,12.0,72,0,43,0.0361,240301
240301-192504,004,240218_intuition_maze_003,OOI,2,21.0,72,0,44,0.0361,240301
240301-192504,004,240218_intuition_maze_003,OOI,3,14.0,72,0,45,0.0361,240301
240301-192504,004,240218_intuition_maze_003,OOI,4,11.0,72,0,46,0.0364,240301
240301-173418,008,240218_intuition_maze_003,OOI,0,39.0,227,22,42,0.0389,240301
240301-173418,008,240218_intuition_maze_003,OOI,1,18.0,227,22,43,0.0409,240301
240301-173418,008,240218_intuition_maze_003,OOI,2,33.0,227,22,44,0.0398,240301
240301-173418,008,240218_intuition_maze_003,OOI,3,32.0,227,22,45,0.0378,240301
240301-173418,008,240218_intuition_maze_003,OOI,4,40.0,227,22,46,0.0386,240301
240301-153931,007,240218_intuition_maze_003,OOI,0,58.0,388,46,42,0.0407,240301
240301-153931,007,240218_intuition_maze_003,OOI,1,28.0,388,46,43,0.0414,240301
240301-153931,007,240218_intuition_maze_003,OOI,2,33.0,388,46,44,0.0418,240301
240301-153931,007,240218_intuition_maze_003,OOI,3,37.0,388,46,45,0.0415,240301
240301-153931,007,240218_intuition_maze_003,OOI,4,40.0,388,46,46,0.0417,240301
240301-131705,002,240218_intuition_maze_003,OOI,0,40.0,290,53,42,0.0391,240301
240301-131705,002,240218_intuition_maze_003,OOI,1,28.0,290,53,43,0.039,240301
240301-131705,002,240218_intuition_maze_003,OOI,2,33.0,290,53,44,0.0388,240301
240301-131705,002,240218_intuition_maze_003,OOI,3,32.0,290,53,45,0.0393,240301
240301-131705,002,240218_intuition_maze_003,OOI,4,40.0,290,53,46,0.0413,240301
240229-224036,008,240218_intuition_maze_003,OOI,0,13.0,113,24,42,0.0362,240229
240229-224036,008,240218_intuition_maze_003,OOI,1,16.0,113,24,43,0.0365,240229
240229-224036,008,240218_intuition_maze_003,OOI,2,28.0,113,24,44,0.0381,240229
240229-224036,008,240218_intuition_maze_003,OOI,3,24.0,113,24,45,0.0365,240229
240229-224036,008,240218_intuition_maze_003,OOI,4,22.0,113,24,46,0.0386,240229
240229-205533,007,240218_intuition_maze_003,OOI,0,40.0,250,13,42,0.0405,240229
240229-205533,007,240218_intuition_maze_003,OOI,1,28.0,250,13,43,0.04,240229
240229-205533,007,240218_intuition_maze_003,OOI,2,33.0,250,13,44,0.0384,240229
240229-205533,007,240218_intuition_maze_003,OOI,3,32.0,250,13,45,0.039,240229
240229-205533,007,240218_intuition_maze_003,OOI,4,40.0,250,13,46,0.0377,240229
240229-190110,002,240218_intuition_maze_003,OOI,0,27.0,175,22,42,0.037,240229
240229-190110,002,240218_intuition_maze_003,OOI,1,18.0,175,22,43,0.0374,240229
240229-190110,002,240218_intuition_maze_003,OOI,2,30.0,175,22,44,0.0402,240229
240229-190110,002,240218_intuition_maze_003,OOI,3,25.0,175,22,45,0.0386,240229
240229-190110,002,240218_intuition_maze_003,OOI,4,36.0,175,22,46,0.0381,240229
240229-172154,008,240218_intuition_maze_003,OOI,0,18.0,150,28,42,0.0381,240229
240229-172154,008,240218_intuition_maze_003,OOI,1,18.0,150,28,43,0.037,240229
240229-172154,008,240218_intuition_maze_003,OOI,2,29.0,150,28,44,0.0381,240229
240229-172154,008,240218_intuition_maze_003,OOI,3,25.0,150,28,45,0.0375,240229
240229-172154,008,240218_intuition_maze_003,OOI,4,34.0,150,28,46,0.0377,240229
240229-152434,007,240218_intuition_maze_003,OOI,0,40.0,338,32,42,0.0401,240229
240229-152434,007,240218_intuition_maze_003,OOI,1,28.0,338,32,43,0.0402,240229
240229-152434,007,240218_intuition_maze_003,OOI,2,33.0,338,32,44,0.0402,240229
240229-152434,007,240218_intuition_maze_003,OOI,3,33.0,338,32,45,0.0391,240229
240229-152434,007,240218_intuition_maze_003,OOI,4,40.0,338,32,46,0.0393,240229
240229-135528,002,240218_intuition_maze_003,OOI,0,40.0,246,43,42,0.0414,240229
240229-135528,002,240218_intuition_maze_003,OOI,1,27.0,246,43,43,0.0389,240229
240229-135528,002,240218_intuition_maze_003,OOI,2,33.0,246,43,44,0.0394,240229
240229-135528,002,240218_intuition_maze_003,OOI,3,32.0,246,43,45,0.0394,240229
240229-135528,002,240218_intuition_maze_003,OOI,4,40.0,246,43,46,0.0416,240229
240228-220335,008,240218_intuition_maze_003,OOI,0,13.0,86,19,42,0.0392,240228
240228-220335,008,240218_intuition_maze_003,OOI,1,12.0,86,19,43,0.0387,240228
240228-220335,008,240218_intuition_maze_003,OOI,2,26.0,86,19,44,0.0373,240228
240228-220335,008,240218_intuition_maze_003,OOI,3,17.0,86,19,45,0.0382,240228
240228-220335,008,240218_intuition_maze_003,OOI,4,11.0,86,19,46,0.0384,240228
240228-201752,007,240218_intuition_maze_003,OOI,0,16.0,147,27,42,0.0374,240228
240228-201752,007,240218_intuition_maze_003,OOI,1,18.0,147,27,43,0.0374,240228
240228-201752,007,240218_intuition_maze_003,OOI,2,29.0,147,27,44,0.0364,240228
240228-201752,007,240218_intuition_maze_003,OOI,3,25.0,147,27,45,0.0414,240228
240228-201752,007,240218_intuition_maze_003,OOI,4,32.0,147,27,46,0.039,240228
240228-172920,002,240218_intuition_maze_003,OOI,0,13.0,116,8,42,0.0381,240228
240228-172920,002,240218_intuition_maze_003,OOI,1,17.0,116,8,43,0.0379,240228
240228-172920,002,240218_intuition_maze_003,OOI,2,29.0,116,8,44,0.0371,240228
240228-172920,002,240218_intuition_maze_003,OOI,3,24.0,116,8,45,0.038,240228
240228-172920,002,240218_intuition_maze_003,OOI,4,24.0,116,8,46,0.038,240228
240228-154948,008,240218_intuition_maze_003,OOI,0,16.0,144,30,42,0.0381,240228
240228-154948,008,240218_intuition_maze_003,OOI,1,18.0,144,30,43,0.0382,240228
240228-154948,008,240218_intuition_maze_003,OOI,2,29.0,144,30,44,0.0381,240228
240228-154948,008,240218_intuition_maze_003,OOI,3,25.0,144,30,45,0.0384,240228
240228-154948,008,240218_intuition_maze_003,OOI,4,32.0,144,30,46,0.0375,240228
240228-132725,007,240218_intuition_maze_003,OOI,0,26.0,167,28,42,0.0379,240228
240228-132725,007,240218_intuition_maze_003,OOI,1,18.0,167,28,43,0.0405,240228
240228-132725,007,240218_intuition_maze_003,OOI,2,30.0,167,28,44,0.037,240228
240228-132725,007,240218_intuition_maze_003,OOI,3,25.0,167,28,45,0.0371,240228
240228-132725,007,240218_intuition_maze_003,OOI,4,36.0,167,28,46,0.0377,240228
240228-120043,002,240218_intuition_maze_003,OOI,0,11.0,66,29,42,0.0359,240228
240228-120043,002,240218_intuition_maze_003,OOI,1,12.0,66,29,43,0.0379,240228
240228-120043,002,240218_intuition_maze_003,OOI,2,20.0,66,29,44,0.0388,240228
240228-120043,002,240218_intuition_maze_003,OOI,3,14.0,66,29,45,0.0392,240228
240228-120043,002,240218_intuition_maze_003,OOI,4,11.0,66,29,46,0.0364,240228
240227-225707,008,240218_intuition_maze_003,OOI,0,27.0,94,27,42,0.0364,240227
240227-225707,008,240218_intuition_maze_003,OOI,1,17.0,94,27,43,0.0371,240227
240227-225707,008,240218_intuition_maze_003,OOI,2,17.0,94,27,44,0.0363,240227
240227-225707,008,240218_intuition_maze_003,OOI,3,29.0,94,27,45,0.0357,240227
240227-225707,008,240218_intuition_maze_003,OOI,4,17.0,94,27,46,0.0399,240227
240227-204747,008,240218_intuition_maze_003,OOI,0,8.0,25,9,42,0.0356,240227
240227-204747,008,240218_intuition_maze_003,OOI,1,7.0,25,9,43,0.0349,240227
240227-204747,008,240218_intuition_maze_003,OOI,2,12.0,25,9,44,0.0363,240227
240227-204747,008,240218_intuition_maze_003,OOI,3,12.0,25,9,45,0.0351,240227
240227-204747,008,240218_intuition_maze_003,OOI,4,10.0,25,9,46,0.0363,240227
240227-203646,007,240218_intuition_maze_003,OOI,0,13.0,139,36,42,0.0372,240227
240227-203646,007,240218_intuition_maze_003,OOI,1,18.0,139,36,43,0.0369,240227
240227-203646,007,240218_intuition_maze_003,OOI,2,29.0,139,36,44,0.0374,240227
240227-203646,007,240218_intuition_maze_003,OOI,3,25.0,139,36,45,0.0382,240227
240227-203646,007,240218_intuition_maze_003,OOI,4,32.0,139,36,46,0.0379,240227
240227-191813,002,240218_intuition_maze_003,OOI,0,26.0,161,39,42,0.0381,240227
240227-191813,002,240218_intuition_maze_003,OOI,1,18.0,161,39,43,0.0378,240227
240227-191813,002,240218_intuition_maze_003,OOI,2,30.0,161,39,44,0.0391,240227
240227-191813,002,240218_intuition_maze_003,OOI,3,25.0,161,39,45,0.0397,240227
240227-191813,002,240218_intuition_maze_003,OOI,4,36.0,161,39,46,0.037,240227
240227-180045,008,240218_intuition_maze_003,OOI,0,46.0,360,43,42,0.0401,240227
240227-180045,008,240218_intuition_maze_003,OOI,1,28.0,360,43,43,0.04,240227
240227-180045,008,240218_intuition_maze_003,OOI,2,33.0,360,43,44,0.0409,240227
240227-180045,008,240218_intuition_maze_003,OOI,3,36.0,360,43,45,0.0417,240227
240227-180045,008,240218_intuition_maze_003,OOI,4,40.0,360,43,46,0.0421,240227
240227-143115,007,240218_intuition_maze_003,OOI,0,40.0,266,37,42,0.0403,240227
240227-143115,007,240218_intuition_maze_003,OOI,1,28.0,266,37,43,0.0385,240227
240227-143115,007,240218_intuition_maze_003,OOI,2,33.0,266,37,44,0.0382,240227
240227-143115,007,240218_intuition_maze_003,OOI,3,32.0,266,37,45,0.039,240227
240227-143115,007,240218_intuition_maze_003,OOI,4,40.0,266,37,46,0.039,240227
240227-130621,002,240218_intuition_maze_003,OOI,0,34.0,183,38,42,0.0412,240227
240227-130621,002,240218_intuition_maze_003,OOI,1,18.0,183,38,43,0.0378,240227
240227-130621,002,240218_intuition_maze_003,OOI,2,30.0,183,38,44,0.0367,240227
240227-130621,002,240218_intuition_maze_003,OOI,3,25.0,183,38,45,0.0382,240227
240227-130621,002,240218_intuition_maze_003,OOI,4,36.0,183,38,46,0.0374,240227
240226-190437,008,240218_intuition_maze_003,OOI,0,24.0,158,21,42,0.0383,240226
240226-190437,008,240218_intuition_maze_003,OOI,1,18.0,158,21,43,0.038,240226
240226-190437,008,240218_intuition_maze_003,OOI,2,30.0,158,21,44,0.037,240226
240226-190437,008,240218_intuition_maze_003,OOI,3,25.0,158,21,45,0.0376,240226
240226-190437,008,240218_intuition_maze_003,OOI,4,34.0,158,21,46,0.037,240226
240226-171009,007,240218_intuition_maze_003,OOI,0,13.0,116,17,42,0.0371,240226
240226-171009,007,240218_intuition_maze_003,OOI,1,17.0,116,17,43,0.0368,240226
240226-171009,007,240218_intuition_maze_003,OOI,2,29.0,116,17,44,0.037,240226
240226-171009,007,240218_intuition_maze_003,OOI,3,24.0,116,17,45,0.0391,240226
240226-171009,007,240218_intuition_maze_003,OOI,4,24.0,116,17,46,0.0382,240226
240226-155338,007,240218_intuition_maze_003,OOI,0,4.0,10,8,42,0.0348,240226
240226-155338,007,240218_intuition_maze_003,OOI,1,4.0,10,8,43,0.0349,240226
240226-155338,007,240218_intuition_maze_003,OOI,2,6.0,10,8,44,0.0348,240226
240226-155338,007,240218_intuition_maze_003,OOI,3,10.0,10,8,45,0.0364,240226
240226-155338,007,240218_intuition_maze_003,OOI,4,4.0,10,8,46,0.0362,240226
240226-154652,002,240218_intuition_maze_003,OOI,0,13.0,135,37,42,0.0385,240226
240226-154652,002,240218_intuition_maze_003,OOI,1,18.0,135,37,43,0.0389,240226
240226-154652,002,240218_intuition_maze_003,OOI,2,29.0,135,37,44,0.0382,240226
240226-154652,002,240218_intuition_maze_003,OOI,3,25.0,135,37,45,0.0374,240226
240226-154652,002,240218_intuition_maze_003,OOI,4,30.0,135,37,46,0.0371,240226
240226-140907,008,240218_intuition_maze_003,OOI,0,37.0,221,19,42,0.0386,240226
240226-140907,008,240218_intuition_maze_003,OOI,1,18.0,221,19,43,0.0388,240226
240226-140907,008,240218_intuition_maze_003,OOI,2,33.0,221,19,44,0.0411,240226
240226-140907,008,240218_intuition_maze_003,OOI,3,32.0,221,19,45,0.039,240226
240226-140907,008,240218_intuition_maze_003,OOI,4,40.0,221,19,46,0.0388,240226
240226-124049,007,240218_intuition_maze_003,OOI,0,40.0,276,44,42,0.0387,240226
240226-124049,007,240218_intuition_maze_003,OOI,1,28.0,276,44,43,0.0381,240226
240226-124049,007,240218_intuition_maze_003,OOI,2,33.0,276,44,44,0.0392,240226
240226-124049,007,240218_intuition_maze_003,OOI,3,32.0,276,44,45,0.0389,240226
240226-124049,007,240218_intuition_maze_003,OOI,4,40.0,276,44,46,0.0394,240226
240226-112600,002,240218_intuition_maze_003,OOI,0,8.0,62,13,42,0.0367,240226
240226-112600,002,240218_intuition_maze_003,OOI,1,11.0,62,13,43,0.0368,240226
240226-112600,002,240218_intuition_maze_003,OOI,2,19.0,62,13,44,0.0369,240226
240226-112600,002,240218_intuition_maze_003,OOI,3,14.0,62,13,45,0.0369,240226
240226-112600,002,240218_intuition_maze_003,OOI,4,11.0,62,13,46,0.0367,240226
240225-213306,002,240218_intuition_maze_003,OOI,0,40.0,257,25,42,0.0411,240225
240225-213306,002,240218_intuition_maze_003,OOI,1,28.0,257,25,43,0.0399,240225
240225-213306,002,240218_intuition_maze_003,OOI,2,33.0,257,25,44,0.0419,240225
240225-213306,002,240218_intuition_maze_003,OOI,3,32.0,257,25,45,0.0389,240225
240225-213306,002,240218_intuition_maze_003,OOI,4,40.0,257,25,46,0.0383,240225
240225-192809,008,240218_intuition_maze_003,OOI,0,36.0,208,22,42,0.0408,240225
240225-192809,008,240218_intuition_maze_003,OOI,1,18.0,208,22,43,0.0394,240225
240225-192809,008,240218_intuition_maze_003,OOI,2,33.0,208,22,44,0.0396,240225
240225-192809,008,240218_intuition_maze_003,OOI,3,29.0,208,22,45,0.0394,240225
240225-192809,008,240218_intuition_maze_003,OOI,4,38.0,208,22,46,0.0391,240225
240225-175244,007,240218_intuition_maze_003,OOI,0,40.0,347,43,42,0.0408,240225
240225-175244,007,240218_intuition_maze_003,OOI,1,28.0,347,43,43,0.041,240225
240225-175244,007,240218_intuition_maze_003,OOI,2,33.0,347,43,44,0.044,240225
240225-175244,007,240218_intuition_maze_003,OOI,3,33.0,347,43,45,0.0418,240225
240225-175244,007,240218_intuition_maze_003,OOI,4,40.0,347,43,46,0.0398,240225
240225-160114,002,240218_intuition_maze_003,OOI,0,13.0,123,34,42,0.0387,240225
240225-160114,002,240218_intuition_maze_003,OOI,1,17.0,123,34,43,0.0364,240225
240225-160114,002,240218_intuition_maze_003,OOI,2,29.0,123,34,44,0.0369,240225
240225-160114,002,240218_intuition_maze_003,OOI,3,25.0,123,34,45,0.0375,240225
240225-160114,002,240218_intuition_maze_003,OOI,4,30.0,123,34,46,0.0374,240225
240224-203254,002,240218_intuition_maze_003,OOI,0,16.0,144,38,42,0.0378,240224
240224-203254,002,240218_intuition_maze_003,OOI,1,18.0,144,38,43,0.0376,240224
240224-203254,002,240218_intuition_maze_003,OOI,2,29.0,144,38,44,0.0383,240224
240224-203254,002,240218_intuition_maze_003,OOI,3,25.0,144,38,45,0.0371,240224
240224-203254,002,240218_intuition_maze_003,OOI,4,32.0,144,38,46,0.0373,240224
240224-190358,008,240218_intuition_maze_003,OOI,0,40.0,269,23,42,0.0408,240224
240224-190358,008,240218_intuition_maze_003,OOI,1,28.0,269,23,43,0.0405,240224
240224-190358,008,240218_intuition_maze_003,OOI,2,33.0,269,23,44,0.0382,240224
240224-190358,008,240218_intuition_maze_003,OOI,3,32.0,269,23,45,0.0396,240224
240224-190358,008,240218_intuition_maze_003,OOI,4,40.0,269,23,46,0.0381,240224
240224-171744,007,240218_intuition_maze_003,OOI,0,40.0,298,41,42,0.0399,240224
240224-171744,007,240218_intuition_maze_003,OOI,1,28.0,298,41,43,0.0407,240224
240224-171744,007,240218_intuition_maze_003,OOI,2,33.0,298,41,44,0.0415,240224
240224-171744,007,240218_intuition_maze_003,OOI,3,33.0,298,41,45,0.04,240224
240224-171744,007,240218_intuition_maze_003,OOI,4,40.0,298,41,46,0.0394,240224
240224-150641,002,240218_intuition_maze_003,OOI,0,13.0,109,21,42,0.0368,240224
240224-150641,002,240218_intuition_maze_003,OOI,1,16.0,109,21,43,0.0367,240224
240224-150641,002,240218_intuition_maze_003,OOI,2,28.0,109,21,44,0.0372,240224
240224-150641,002,240218_intuition_maze_003,OOI,3,22.0,109,21,45,0.0396,240224
240224-150641,002,240218_intuition_maze_003,OOI,4,18.0,109,21,46,0.0372,240224
240223-221851,007,240218_intuition_maze_003,OOI,0,13.0,83,20,42,0.0366,240223
240223-221851,007,240218_intuition_maze_003,OOI,1,12.0,83,20,43,0.0373,240223
240223-221851,007,240218_intuition_maze_003,OOI,2,26.0,83,20,44,0.0367,240223
240223-221851,007,240218_intuition_maze_003,OOI,3,17.0,83,20,45,0.0372,240223
240223-221851,007,240218_intuition_maze_003,OOI,4,11.0,83,20,46,0.0359,240223
240223-214541,002,240218_intuition_maze_003,OOI,0,13.0,111,35,42,0.0364,240223
240223-214541,002,240218_intuition_maze_003,OOI,1,16.0,111,35,43,0.0373,240223
240223-214541,002,240218_intuition_maze_003,OOI,2,28.0,111,35,44,0.0363,240223
240223-214541,002,240218_intuition_maze_003,OOI,3,23.0,111,35,45,0.037,240223
240223-214541,002,240218_intuition_maze_003,OOI,4,20.0,111,35,46,0.0375,240223
240223-193124,008,240218_intuition_maze_003,OOI,0,37.0,218,23,42,0.038,240223
240223-193124,008,240218_intuition_maze_003,OOI,1,18.0,218,23,43,0.0404,240223
240223-193124,008,240218_intuition_maze_003,OOI,2,33.0,218,23,44,0.0394,240223
240223-193124,008,240218_intuition_maze_003,OOI,3,32.0,218,23,45,0.0383,240223
240223-193124,008,240218_intuition_maze_003,OOI,4,40.0,218,23,46,0.0383,240223
240223-174033,007,240218_intuition_maze_003,OOI,0,36.0,189,40,42,0.0383,240223
240223-174033,007,240218_intuition_maze_003,OOI,1,18.0,189,40,43,0.0385,240223
240223-174033,007,240218_intuition_maze_003,OOI,2,30.0,189,40,44,0.0386,240223
240223-174033,007,240218_intuition_maze_003,OOI,3,25.0,189,40,45,0.0388,240223
240223-174033,007,240218_intuition_maze_003,OOI,4,36.0,189,40,46,0.0392,240223
240223-160431,002,240218_intuition_maze_003,OOI,0,13.0,81,15,42,0.0362,240223
