exp_moment,animal_ID,model,hpo_config,pretrain_type,n_pretrain_episodes,repeat_idx,total_reward,n_actions,seed,elapsed_s,timestamp
251119-171644,031,DRQN_seq,large_net,target_session,20,4,380.0,546,46,33.97912812232971,2026-03-16T22:14:28.490696
251116-180749,033,DRQN_seq,large_net,target_session,0,0,14.0,89,42,0.4066488742828369,2026-03-16T22:14:28.910850
251116-180749,033,DRQN_seq,large_net,target_session,0,1,14.0,89,43,0.3581271171569824,2026-03-16T22:14:29.269004
251116-180749,033,DRQN_seq,large_net,target_session,0,2,25.0,89,44,0.3929131031036377,2026-03-16T22:14:29.661941
251116-180749,033,DRQN_seq,large_net,target_session,0,3,14.0,89,45,0.3558342456817627,2026-03-16T22:14:30.017799
251116-180749,033,DRQN_seq,large_net,target_session,0,4,13.0,89,46,0.4049859046936035,2026-03-16T22:14:30.422807
251116-180749,033,DRQN_seq,large_net,target_session,1,0,27.0,89,42,0.6044337749481201,2026-03-16T22:14:31.027269
251116-180749,033,DRQN_seq,large_net,target_session,1,1,22.0,89,43,0.665287971496582,2026-03-16T22:14:31.692581
251116-180749,033,DRQN_seq,large_net,target_session,1,2,28.0,89,44,0.6180980205535889,2026-03-16T22:14:32.310703
251116-180749,033,DRQN_seq,large_net,target_session,1,3,54.0,89,45,0.6941940784454346,2026-03-16T22:14:33.004919
251116-180749,033,DRQN_seq,large_net,target_session,1,4,33.0,89,46,0.6950058937072754,2026-03-16T22:14:33.699946
251116-180749,033,DRQN_seq,large_net,target_session,2,0,28.0,89,42,1.167212963104248,2026-03-16T22:14:34.867186
251116-180749,033,DRQN_seq,large_net,target_session,2,1,36.0,89,43,1.0914397239685059,2026-03-16T22:14:35.958648
251116-180749,033,DRQN_seq,large_net,target_session,2,2,54.0,89,44,0.9450900554656982,2026-03-16T22:14:36.903759
251116-180749,033,DRQN_seq,large_net,target_session,2,3,61.0,89,45,1.0418920516967773,2026-03-16T22:14:37.945674
251116-180749,033,DRQN_seq,large_net,target_session,2,4,6.0,89,46,1.0465431213378906,2026-03-16T22:14:38.992239
251116-180749,033,DRQN_seq,large_net,target_session,5,0,80.0,89,42,1.9322869777679443,2026-03-16T22:14:40.924552
251116-180749,033,DRQN_seq,large_net,target_session,5,1,56.0,89,43,1.8932232856750488,2026-03-16T22:14:42.817799
251116-180749,033,DRQN_seq,large_net,target_session,5,2,68.0,89,44,1.7329449653625488,2026-03-16T22:14:44.550767
251116-180749,033,DRQN_seq,large_net,target_session,5,3,54.0,89,45,1.6879730224609375,2026-03-16T22:14:46.238762
251116-180749,033,DRQN_seq,large_net,target_session,5,4,76.0,89,46,1.8157520294189453,2026-03-16T22:14:48.054538
251116-180749,033,DRQN_seq,large_net,target_session,10,0,80.0,89,42,3.449859142303467,2026-03-16T22:14:51.504424
251116-180749,033,DRQN_seq,large_net,target_session,10,1,69.0,89,43,3.404900074005127,2026-03-16T22:14:54.909348
251116-180749,033,DRQN_seq,large_net,target_session,10,2,77.0,89,44,3.2151007652282715,2026-03-16T22:14:58.124473
251116-180749,033,DRQN_seq,large_net,target_session,10,3,40.0,89,45,3.288486957550049,2026-03-16T22:15:01.412983
251116-180749,033,DRQN_seq,large_net,target_session,10,4,81.0,89,46,3.288451910018921,2026-03-16T22:15:04.701458
251116-180749,033,DRQN_seq,large_net,target_session,20,0,78.0,89,42,6.333057165145874,2026-03-16T22:15:11.034542
251116-180749,033,DRQN_seq,large_net,target_session,20,1,69.0,89,43,6.237742185592651,2026-03-16T22:15:17.272308
251116-180749,033,DRQN_seq,large_net,target_session,20,2,77.0,89,44,5.989016056060791,2026-03-16T22:15:23.261348
251116-180749,033,DRQN_seq,large_net,target_session,20,3,26.0,89,45,5.94591212272644,2026-03-16T22:15:29.207285
251116-180749,033,DRQN_seq,large_net,target_session,20,4,81.0,89,46,6.133192777633667,2026-03-16T22:15:35.340502
251115-180903,033,DRQN_seq,large_net,target_session,0,0,13.0,96,42,0.44420504570007324,2026-03-16T22:15:35.785252
251115-180903,033,DRQN_seq,large_net,target_session,0,1,22.0,96,43,0.43053603172302246,2026-03-16T22:15:36.215811
251115-180903,033,DRQN_seq,large_net,target_session,0,2,28.0,96,44,0.5237491130828857,2026-03-16T22:15:36.739584
251115-180903,033,DRQN_seq,large_net,target_session,0,3,22.0,96,45,0.5118041038513184,2026-03-16T22:15:37.251413
251115-180903,033,DRQN_seq,large_net,target_session,0,4,11.0,96,46,0.5505480766296387,2026-03-16T22:15:37.801986
251115-180903,033,DRQN_seq,large_net,target_session,1,0,19.0,96,42,0.7611100673675537,2026-03-16T22:15:38.563125
251115-180903,033,DRQN_seq,large_net,target_session,1,1,25.0,96,43,0.748115062713623,2026-03-16T22:15:39.311263
251115-180903,033,DRQN_seq,large_net,target_session,1,2,22.0,96,44,0.8092601299285889,2026-03-16T22:15:40.120548
251115-180903,033,DRQN_seq,large_net,target_session,1,3,11.0,96,45,0.8983280658721924,2026-03-16T22:15:41.018898
251115-180903,033,DRQN_seq,large_net,target_session,1,4,24.0,96,46,1.0246999263763428,2026-03-16T22:15:42.043621
251115-180903,033,DRQN_seq,large_net,target_session,2,0,20.0,96,42,1.0406420230865479,2026-03-16T22:15:43.084291
251115-180903,033,DRQN_seq,large_net,target_session,2,1,41.0,96,43,1.134608268737793,2026-03-16T22:15:44.218921
251115-180903,033,DRQN_seq,large_net,target_session,2,2,18.0,96,44,1.1193218231201172,2026-03-16T22:15:45.338263
251115-180903,033,DRQN_seq,large_net,target_session,2,3,24.0,96,45,1.4715492725372314,2026-03-16T22:15:46.809835
251115-180903,033,DRQN_seq,large_net,target_session,2,4,47.0,96,46,1.403775930404663,2026-03-16T22:15:48.213633
251115-180903,033,DRQN_seq,large_net,target_session,5,0,24.0,96,42,2.054905891418457,2026-03-16T22:15:50.268566
251115-180903,033,DRQN_seq,large_net,target_session,5,1,40.0,96,43,1.9457333087921143,2026-03-16T22:15:52.214322
251115-180903,033,DRQN_seq,large_net,target_session,5,2,27.0,96,44,2.0989937782287598,2026-03-16T22:15:54.313340
251115-180903,033,DRQN_seq,large_net,target_session,5,3,50.0,96,45,2.488355875015259,2026-03-16T22:15:56.801718
251115-180903,033,DRQN_seq,large_net,target_session,5,4,12.0,96,46,2.21159029006958,2026-03-16T22:15:59.013331
251115-180903,033,DRQN_seq,large_net,target_session,10,0,53.0,96,42,3.7578470706939697,2026-03-16T22:16:02.771205
251115-180903,033,DRQN_seq,large_net,target_session,10,1,69.0,96,43,3.5473101139068604,2026-03-16T22:16:06.318538
251115-180903,033,DRQN_seq,large_net,target_session,10,2,14.0,96,44,3.357577323913574,2026-03-16T22:16:09.676138
251115-180903,033,DRQN_seq,large_net,target_session,10,3,52.0,96,45,3.8913962841033936,2026-03-16T22:16:13.567557
251115-180903,033,DRQN_seq,large_net,target_session,10,4,28.0,96,46,3.6202518939971924,2026-03-16T22:16:17.187834
251115-180903,033,DRQN_seq,large_net,target_session,20,0,88.0,96,42,6.644986867904663,2026-03-16T22:16:23.832847
251115-180903,033,DRQN_seq,large_net,target_session,20,1,68.0,96,43,6.406239032745361,2026-03-16T22:16:30.239109
251115-180903,033,DRQN_seq,large_net,target_session,20,2,23.0,96,44,6.326267957687378,2026-03-16T22:16:36.565400
251115-180903,033,DRQN_seq,large_net,target_session,20,3,86.0,96,45,6.781275033950806,2026-03-16T22:16:43.346698
251115-180903,033,DRQN_seq,large_net,target_session,20,4,65.0,96,46,6.766752004623413,2026-03-16T22:16:50.113473
251113-230441,033,DRQN_seq,large_net,target_session,0,0,11.0,67,42,0.3732640743255615,2026-03-16T22:16:50.487230
251113-230441,033,DRQN_seq,large_net,target_session,0,1,13.0,67,43,0.3602712154388428,2026-03-16T22:16:50.847526
251113-230441,033,DRQN_seq,large_net,target_session,0,2,20.0,67,44,0.3345301151275635,2026-03-16T22:16:51.182078
251113-230441,033,DRQN_seq,large_net,target_session,0,3,11.0,67,45,0.39078211784362793,2026-03-16T22:16:51.572882
251113-230441,033,DRQN_seq,large_net,target_session,0,4,10.0,67,46,0.31784582138061523,2026-03-16T22:16:51.890750
251113-230441,033,DRQN_seq,large_net,target_session,1,0,14.0,67,42,0.6020910739898682,2026-03-16T22:16:52.492866
251113-230441,033,DRQN_seq,large_net,target_session,1,1,25.0,67,43,0.6168630123138428,2026-03-16T22:16:53.109751
251113-230441,033,DRQN_seq,large_net,target_session,1,2,12.0,67,44,0.6011178493499756,2026-03-16T22:16:53.710893
251113-230441,033,DRQN_seq,large_net,target_session,1,3,13.0,67,45,0.6368532180786133,2026-03-16T22:16:54.347768
251113-230441,033,DRQN_seq,large_net,target_session,1,4,18.0,67,46,0.6257221698760986,2026-03-16T22:16:54.973512
251113-230441,033,DRQN_seq,large_net,target_session,2,0,27.0,67,42,0.862166166305542,2026-03-16T22:16:55.835704
251113-230441,033,DRQN_seq,large_net,target_session,2,1,54.0,67,43,0.8604159355163574,2026-03-16T22:16:56.696143
251113-230441,033,DRQN_seq,large_net,target_session,2,2,30.0,67,44,0.7894160747528076,2026-03-16T22:16:57.485580
251113-230441,033,DRQN_seq,large_net,target_session,2,3,41.0,67,45,0.9535019397735596,2026-03-16T22:16:58.439105
251113-230441,033,DRQN_seq,large_net,target_session,2,4,28.0,67,46,0.9324662685394287,2026-03-16T22:16:59.371594
251113-230441,033,DRQN_seq,large_net,target_session,5,0,13.0,67,42,1.4651641845703125,2026-03-16T22:17:00.836784
251113-230441,033,DRQN_seq,large_net,target_session,5,1,26.0,67,43,1.5574500560760498,2026-03-16T22:17:02.394257
251113-230441,033,DRQN_seq,large_net,target_session,5,2,12.0,67,44,1.437349796295166,2026-03-16T22:17:03.831629
251113-230441,033,DRQN_seq,large_net,target_session,5,3,42.0,67,45,1.6722748279571533,2026-03-16T22:17:05.503926
251113-230441,033,DRQN_seq,large_net,target_session,5,4,26.0,67,46,1.4882118701934814,2026-03-16T22:17:06.992161
251113-230441,033,DRQN_seq,large_net,target_session,10,0,35.0,67,42,2.670593023300171,2026-03-16T22:17:09.662781
251113-230441,033,DRQN_seq,large_net,target_session,10,1,28.0,67,43,2.588029146194458,2026-03-16T22:17:12.250834
251113-230441,033,DRQN_seq,large_net,target_session,10,2,35.0,67,44,2.6505258083343506,2026-03-16T22:17:14.901382
251113-230441,033,DRQN_seq,large_net,target_session,10,3,12.0,67,45,2.6729698181152344,2026-03-16T22:17:17.574374
251113-230441,033,DRQN_seq,large_net,target_session,10,4,42.0,67,46,2.605177879333496,2026-03-16T22:17:20.179575
251113-230441,033,DRQN_seq,large_net,target_session,20,0,37.0,67,42,4.862011909484863,2026-03-16T22:17:25.041614
251113-230441,033,DRQN_seq,large_net,target_session,20,1,24.0,67,43,4.646470069885254,2026-03-16T22:17:29.688106
251113-230441,033,DRQN_seq,large_net,target_session,20,2,24.0,67,44,4.729237794876099,2026-03-16T22:17:34.417366
251113-230441,033,DRQN_seq,large_net,target_session,20,3,12.0,67,45,4.940186023712158,2026-03-16T22:17:39.357576
251113-230441,033,DRQN_seq,large_net,target_session,20,4,20.0,67,46,4.735012054443359,2026-03-16T22:17:44.092611
251112-225928,033,DRQN_seq,large_net,target_session,0,0,13.0,90,42,0.430095911026001,2026-03-16T22:17:44.523252
251112-225928,033,DRQN_seq,large_net,target_session,0,1,21.0,90,43,0.45177292823791504,2026-03-16T22:17:44.975048
251112-225928,033,DRQN_seq,large_net,target_session,0,2,27.0,90,44,0.5132269859313965,2026-03-16T22:17:45.488296
251112-225928,033,DRQN_seq,large_net,target_session,0,3,17.0,90,45,0.4803018569946289,2026-03-16T22:17:45.968621
251112-225928,033,DRQN_seq,large_net,target_session,0,4,11.0,90,46,0.5065567493438721,2026-03-16T22:17:46.475203
251112-225928,033,DRQN_seq,large_net,target_session,1,0,18.0,90,42,0.7015769481658936,2026-03-16T22:17:47.176804
251112-225928,033,DRQN_seq,large_net,target_session,1,1,26.0,90,43,0.7026510238647461,2026-03-16T22:17:47.879477
251112-225928,033,DRQN_seq,large_net,target_session,1,2,28.0,90,44,0.7883901596069336,2026-03-16T22:17:48.667890
251112-225928,033,DRQN_seq,large_net,target_session,1,3,26.0,90,45,0.7783949375152588,2026-03-16T22:17:49.446307
251112-225928,033,DRQN_seq,large_net,target_session,1,4,41.0,90,46,1.0212070941925049,2026-03-16T22:17:50.467534
251112-225928,033,DRQN_seq,large_net,target_session,2,0,18.0,90,42,1.0066277980804443,2026-03-16T22:17:51.474187
251112-225928,033,DRQN_seq,large_net,target_session,2,1,62.0,90,43,1.0875270366668701,2026-03-16T22:17:52.561738
251112-225928,033,DRQN_seq,large_net,target_session,2,2,38.0,90,44,1.0764122009277344,2026-03-16T22:17:53.638173
251112-225928,033,DRQN_seq,large_net,target_session,2,3,28.0,90,45,1.1252660751342773,2026-03-16T22:17:54.763460
251112-225928,033,DRQN_seq,large_net,target_session,2,4,30.0,90,46,1.3764829635620117,2026-03-16T22:17:56.139966
251112-225928,033,DRQN_seq,large_net,target_session,5,0,41.0,90,42,1.9266080856323242,2026-03-16T22:17:58.066599
251112-225928,033,DRQN_seq,large_net,target_session,5,1,50.0,90,43,1.8816018104553223,2026-03-16T22:17:59.948223
251112-225928,033,DRQN_seq,large_net,target_session,5,2,28.0,90,44,1.9811971187591553,2026-03-16T22:18:01.929441
251112-225928,033,DRQN_seq,large_net,target_session,5,3,40.0,90,45,1.9363272190093994,2026-03-16T22:18:03.865791
251112-225928,033,DRQN_seq,large_net,target_session,5,4,40.0,90,46,2.216923952102661,2026-03-16T22:18:06.082736
251112-225928,033,DRQN_seq,large_net,target_session,10,0,14.0,90,42,3.2398061752319336,2026-03-16T22:18:09.322569
251112-225928,033,DRQN_seq,large_net,target_session,10,1,36.0,90,43,3.1735377311706543,2026-03-16T22:18:12.496129
251112-225928,033,DRQN_seq,large_net,target_session,10,2,28.0,90,44,3.3415520191192627,2026-03-16T22:18:15.837702
251112-225928,033,DRQN_seq,large_net,target_session,10,3,12.0,90,45,3.3949460983276367,2026-03-16T22:18:19.232669
251112-225928,033,DRQN_seq,large_net,target_session,10,4,21.0,90,46,3.594575881958008,2026-03-16T22:18:22.827268
251112-225928,033,DRQN_seq,large_net,target_session,20,0,74.0,90,42,6.427632808685303,2026-03-16T22:18:29.254927
251112-225928,033,DRQN_seq,large_net,target_session,20,1,14.0,90,43,6.0627899169921875,2026-03-16T22:18:35.317741
251112-225928,033,DRQN_seq,large_net,target_session,20,2,50.0,90,44,6.1908979415893555,2026-03-16T22:18:41.508662
251112-225928,033,DRQN_seq,large_net,target_session,20,3,62.0,90,45,6.230876207351685,2026-03-16T22:18:47.739562
251112-225928,033,DRQN_seq,large_net,target_session,20,4,52.0,90,46,6.335547208786011,2026-03-16T22:18:54.075133
251111-225736,033,DRQN_seq,large_net,target_session,0,0,13.0,69,42,0.3488619327545166,2026-03-16T22:18:54.424539
251111-225736,033,DRQN_seq,large_net,target_session,0,1,10.0,69,43,0.4057648181915283,2026-03-16T22:18:54.830328
251111-225736,033,DRQN_seq,large_net,target_session,0,2,14.0,69,44,0.3837890625,2026-03-16T22:18:55.214140
251111-225736,033,DRQN_seq,large_net,target_session,0,3,8.0,69,45,0.3241291046142578,2026-03-16T22:18:55.538292
251111-225736,033,DRQN_seq,large_net,target_session,0,4,11.0,69,46,0.35823988914489746,2026-03-16T22:18:55.896557
251111-225736,033,DRQN_seq,large_net,target_session,1,0,9.0,69,42,0.8752219676971436,2026-03-16T22:18:56.771805
251111-225736,033,DRQN_seq,large_net,target_session,1,1,6.0,69,43,0.7113680839538574,2026-03-16T22:18:57.483194
251111-225736,033,DRQN_seq,large_net,target_session,1,2,18.0,69,44,0.6752407550811768,2026-03-16T22:18:58.158456
251111-225736,033,DRQN_seq,large_net,target_session,1,3,27.0,69,45,0.6344540119171143,2026-03-16T22:18:58.792934
251111-225736,033,DRQN_seq,large_net,target_session,1,4,22.0,69,46,0.8080329895019531,2026-03-16T22:18:59.600989
251111-225736,033,DRQN_seq,large_net,target_session,2,0,19.0,69,42,1.1711151599884033,2026-03-16T22:19:00.772129
251111-225736,033,DRQN_seq,large_net,target_session,2,1,25.0,69,43,0.9166140556335449,2026-03-16T22:19:01.688766
251111-225736,033,DRQN_seq,large_net,target_session,2,2,14.0,69,44,0.8383598327636719,2026-03-16T22:19:02.527147
251111-225736,033,DRQN_seq,large_net,target_session,2,3,28.0,69,45,0.9205060005187988,2026-03-16T22:19:03.447674
251111-225736,033,DRQN_seq,large_net,target_session,2,4,26.0,69,46,1.0474491119384766,2026-03-16T22:19:04.495144
251111-225736,033,DRQN_seq,large_net,target_session,5,0,56.0,69,42,1.868791103363037,2026-03-16T22:19:06.363960
251111-225736,033,DRQN_seq,large_net,target_session,5,1,42.0,69,43,1.8445172309875488,2026-03-16T22:19:08.208500
251111-225736,033,DRQN_seq,large_net,target_session,5,2,18.0,69,44,1.5049669742584229,2026-03-16T22:19:09.713488
251111-225736,033,DRQN_seq,large_net,target_session,5,3,55.0,69,45,1.6186800003051758,2026-03-16T22:19:11.332189
251111-225736,033,DRQN_seq,large_net,target_session,5,4,39.0,69,46,1.695192813873291,2026-03-16T22:19:13.027403
251111-225736,033,DRQN_seq,large_net,target_session,10,0,45.0,69,42,2.9470620155334473,2026-03-16T22:19:15.974490
251111-225736,033,DRQN_seq,large_net,target_session,10,1,51.0,69,43,2.9154391288757324,2026-03-16T22:19:18.889949
251111-225736,033,DRQN_seq,large_net,target_session,10,2,46.0,69,44,2.7064387798309326,2026-03-16T22:19:21.596410
251111-225736,033,DRQN_seq,large_net,target_session,10,3,55.0,69,45,2.6748218536376953,2026-03-16T22:19:24.271256
251111-225736,033,DRQN_seq,large_net,target_session,10,4,44.0,69,46,2.818844795227051,2026-03-16T22:19:27.090125
251111-225736,033,DRQN_seq,large_net,target_session,20,0,27.0,69,42,5.2470479011535645,2026-03-16T22:19:32.337199
251111-225736,033,DRQN_seq,large_net,target_session,20,1,40.0,69,43,5.163435220718384,2026-03-16T22:19:37.500656
251111-225736,033,DRQN_seq,large_net,target_session,20,2,54.0,69,44,5.080417156219482,2026-03-16T22:19:42.581096
251111-225736,033,DRQN_seq,large_net,target_session,20,3,50.0,69,45,4.948437213897705,2026-03-16T22:19:47.529557
251111-225736,033,DRQN_seq,large_net,target_session,20,4,56.0,69,46,4.932398080825806,2026-03-16T22:19:52.461977
251109-230458,033,DRQN_seq,large_net,target_session,0,0,13.0,51,42,0.273101806640625,2026-03-16T22:19:52.735616
251109-230458,033,DRQN_seq,large_net,target_session,0,1,10.0,51,43,0.31162524223327637,2026-03-16T22:19:53.047263
251109-230458,033,DRQN_seq,large_net,target_session,0,2,14.0,51,44,0.3211648464202881,2026-03-16T22:19:53.368450
251109-230458,033,DRQN_seq,large_net,target_session,0,3,8.0,51,45,0.27373695373535156,2026-03-16T22:19:53.642209
251109-230458,033,DRQN_seq,large_net,target_session,0,4,8.0,51,46,0.3023989200592041,2026-03-16T22:19:53.944628
251109-230458,033,DRQN_seq,large_net,target_session,1,0,8.0,51,42,0.547266960144043,2026-03-16T22:19:54.491921
251109-230458,033,DRQN_seq,large_net,target_session,1,1,8.0,51,43,0.48369693756103516,2026-03-16T22:19:54.975641
251109-230458,033,DRQN_seq,large_net,target_session,1,2,15.0,51,44,0.5297281742095947,2026-03-16T22:19:55.505391
251109-230458,033,DRQN_seq,large_net,target_session,1,3,11.0,51,45,0.4800989627838135,2026-03-16T22:19:55.985511
251109-230458,033,DRQN_seq,large_net,target_session,1,4,12.0,51,46,0.5168077945709229,2026-03-16T22:19:56.502342
251109-230458,033,DRQN_seq,large_net,target_session,2,0,6.0,51,42,0.7815139293670654,2026-03-16T22:19:57.283881
251109-230458,033,DRQN_seq,large_net,target_session,2,1,13.0,51,43,0.6707940101623535,2026-03-16T22:19:57.954697
251109-230458,033,DRQN_seq,large_net,target_session,2,2,18.0,51,44,0.6831550598144531,2026-03-16T22:19:58.637874
251109-230458,033,DRQN_seq,large_net,target_session,2,3,12.0,51,45,0.8281009197235107,2026-03-16T22:19:59.465997
251109-230458,033,DRQN_seq,large_net,target_session,2,4,13.0,51,46,0.6951360702514648,2026-03-16T22:20:00.161155
251109-230458,033,DRQN_seq,large_net,target_session,5,0,28.0,51,42,1.454275131225586,2026-03-16T22:20:01.615459
251109-230458,033,DRQN_seq,large_net,target_session,5,1,35.0,51,43,1.2895822525024414,2026-03-16T22:20:02.905062
251109-230458,033,DRQN_seq,large_net,target_session,5,2,23.0,51,44,1.220473051071167,2026-03-16T22:20:04.125555
251109-230458,033,DRQN_seq,large_net,target_session,5,3,32.0,51,45,1.3294856548309326,2026-03-16T22:20:05.455063
251109-230458,033,DRQN_seq,large_net,target_session,5,4,8.0,51,46,1.2637228965759277,2026-03-16T22:20:06.718807
251109-230458,033,DRQN_seq,large_net,target_session,10,0,28.0,51,42,2.349902629852295,2026-03-16T22:20:09.068737
251109-230458,033,DRQN_seq,large_net,target_session,10,1,43.0,51,43,2.1948740482330322,2026-03-16T22:20:11.263633
251109-230458,033,DRQN_seq,large_net,target_session,10,2,35.0,51,44,2.1081347465515137,2026-03-16T22:20:13.371791
251109-230458,033,DRQN_seq,large_net,target_session,10,3,21.0,51,45,2.2105138301849365,2026-03-16T22:20:15.582328
251109-230458,033,DRQN_seq,large_net,target_session,10,4,28.0,51,46,2.0446279048919678,2026-03-16T22:20:17.626978
251109-230458,033,DRQN_seq,large_net,target_session,20,0,12.0,51,42,4.311070919036865,2026-03-16T22:20:21.938075
251109-230458,033,DRQN_seq,large_net,target_session,20,1,14.0,51,43,4.028393030166626,2026-03-16T22:20:25.966491
251109-230458,033,DRQN_seq,large_net,target_session,20,2,43.0,51,44,3.918022871017456,2026-03-16T22:20:29.884536
251109-230458,033,DRQN_seq,large_net,target_session,20,3,23.0,51,45,4.020817041397095,2026-03-16T22:20:33.905374
251109-230458,033,DRQN_seq,large_net,target_session,20,4,38.0,51,46,4.000635862350464,2026-03-16T22:20:37.906031
251108-230846,033,DRQN_seq,large_net,target_session,0,0,14.0,128,42,0.603992223739624,2026-03-16T22:20:38.510569
251108-230846,033,DRQN_seq,large_net,target_session,0,1,27.0,128,43,0.5740230083465576,2026-03-16T22:20:39.084612
251108-230846,033,DRQN_seq,large_net,target_session,0,2,34.0,128,44,0.6071789264678955,2026-03-16T22:20:39.691812
251108-230846,033,DRQN_seq,large_net,target_session,0,3,32.0,128,45,0.5957140922546387,2026-03-16T22:20:40.287547
251108-230846,033,DRQN_seq,large_net,target_session,0,4,11.0,128,46,0.8117129802703857,2026-03-16T22:20:41.099284
251108-230846,033,DRQN_seq,large_net,target_session,1,0,22.0,128,42,1.0474441051483154,2026-03-16T22:20:42.146756
251108-230846,033,DRQN_seq,large_net,target_session,1,1,32.0,128,43,1.0006568431854248,2026-03-16T22:20:43.147435
251108-230846,033,DRQN_seq,large_net,target_session,1,2,42.0,128,44,1.0766410827636719,2026-03-16T22:20:44.224099
251108-230846,033,DRQN_seq,large_net,target_session,1,3,28.0,128,45,1.1827807426452637,2026-03-16T22:20:45.406901
251108-230846,033,DRQN_seq,large_net,target_session,1,4,37.0,128,46,1.2206079959869385,2026-03-16T22:20:46.627531
251108-230846,033,DRQN_seq,large_net,target_session,2,0,38.0,128,42,1.4451451301574707,2026-03-16T22:20:48.072701
251108-230846,033,DRQN_seq,large_net,target_session,2,1,53.0,128,43,1.4294028282165527,2026-03-16T22:20:49.502126
251108-230846,033,DRQN_seq,large_net,target_session,2,2,26.0,128,44,1.4621858596801758,2026-03-16T22:20:50.964335
251108-230846,033,DRQN_seq,large_net,target_session,2,3,40.0,128,45,1.693345069885254,2026-03-16T22:20:52.657703
251108-230846,033,DRQN_seq,large_net,target_session,2,4,40.0,128,46,1.697601079940796,2026-03-16T22:20:54.355326
251108-230846,033,DRQN_seq,large_net,target_session,5,0,36.0,128,42,2.6346681118011475,2026-03-16T22:20:56.990019
251108-230846,033,DRQN_seq,large_net,target_session,5,1,28.0,128,43,2.637371063232422,2026-03-16T22:20:59.627411
251108-230846,033,DRQN_seq,large_net,target_session,5,2,36.0,128,44,2.7570719718933105,2026-03-16T22:21:02.384506
251108-230846,033,DRQN_seq,large_net,target_session,5,3,12.0,128,45,2.8946540355682373,2026-03-16T22:21:05.279184
251108-230846,033,DRQN_seq,large_net,target_session,5,4,28.0,128,46,3.0370371341705322,2026-03-16T22:21:08.316244
251108-230846,033,DRQN_seq,large_net,target_session,10,0,95.0,128,42,4.645971775054932,2026-03-16T22:21:12.962244
251108-230846,033,DRQN_seq,large_net,target_session,10,1,46.0,128,43,4.463055849075317,2026-03-16T22:21:17.425326
251108-230846,033,DRQN_seq,large_net,target_session,10,2,54.0,128,44,4.409157037734985,2026-03-16T22:21:21.834506
251108-230846,033,DRQN_seq,large_net,target_session,10,3,12.0,128,45,4.6850221157073975,2026-03-16T22:21:26.519552
251108-230846,033,DRQN_seq,large_net,target_session,10,4,107.0,128,46,4.928217172622681,2026-03-16T22:21:31.447793
251108-230846,033,DRQN_seq,large_net,target_session,20,0,97.0,128,42,8.330291986465454,2026-03-16T22:21:39.778115
251108-230846,033,DRQN_seq,large_net,target_session,20,1,110.0,128,43,8.639355897903442,2026-03-16T22:21:48.417494
251108-230846,033,DRQN_seq,large_net,target_session,20,2,102.0,128,44,8.301297187805176,2026-03-16T22:21:56.718813
251108-230846,033,DRQN_seq,large_net,target_session,20,3,50.0,128,45,8.892470836639404,2026-03-16T22:22:05.611307
251108-230846,033,DRQN_seq,large_net,target_session,20,4,85.0,128,46,8.759094953536987,2026-03-16T22:22:14.370425
251107-230429,033,DRQN_seq,large_net,target_session,0,0,14.0,146,42,0.639272928237915,2026-03-16T22:22:15.010207
251107-230429,033,DRQN_seq,large_net,target_session,0,1,39.0,146,43,0.6493840217590332,2026-03-16T22:22:15.659615
251107-230429,033,DRQN_seq,large_net,target_session,0,2,34.0,146,44,0.6639971733093262,2026-03-16T22:22:16.323635
251107-230429,033,DRQN_seq,large_net,target_session,0,3,32.0,146,45,0.6225247383117676,2026-03-16T22:22:16.946183
251107-230429,033,DRQN_seq,large_net,target_session,0,4,11.0,146,46,0.7914707660675049,2026-03-16T22:22:17.737678
251107-230429,033,DRQN_seq,large_net,target_session,1,0,14.0,146,42,1.0914990901947021,2026-03-16T22:22:18.829203
251107-230429,033,DRQN_seq,large_net,target_session,1,1,64.0,146,43,1.1273748874664307,2026-03-16T22:22:19.956601
251107-230429,033,DRQN_seq,large_net,target_session,1,2,44.0,146,44,1.0763041973114014,2026-03-16T22:22:21.032926
251107-230429,033,DRQN_seq,large_net,target_session,1,3,28.0,146,45,1.229679822921753,2026-03-16T22:22:22.262629
251107-230429,033,DRQN_seq,large_net,target_session,1,4,26.0,146,46,1.348618984222412,2026-03-16T22:22:23.611269
251107-230429,033,DRQN_seq,large_net,target_session,2,0,35.0,146,42,1.3500580787658691,2026-03-16T22:22:24.961353
251107-230429,033,DRQN_seq,large_net,target_session,2,1,68.0,146,43,1.6485950946807861,2026-03-16T22:22:26.609971
251107-230429,033,DRQN_seq,large_net,target_session,2,2,49.0,146,44,1.505903720855713,2026-03-16T22:22:28.115897
251107-230429,033,DRQN_seq,large_net,target_session,2,3,12.0,146,45,1.7996070384979248,2026-03-16T22:22:29.915528
251107-230429,033,DRQN_seq,large_net,target_session,2,4,63.0,146,46,1.9061126708984375,2026-03-16T22:22:31.821664
251107-230429,033,DRQN_seq,large_net,target_session,5,0,68.0,146,42,2.8849661350250244,2026-03-16T22:22:34.706656
251107-230429,033,DRQN_seq,large_net,target_session,5,1,40.0,146,43,2.893073081970215,2026-03-16T22:22:37.599754
251107-230429,033,DRQN_seq,large_net,target_session,5,2,53.0,146,44,2.916404962539673,2026-03-16T22:22:40.516183
