exp_moment,animal_ID,model,hpo_config,pretrain_type,n_pretrain_episodes,repeat_idx,total_reward,n_actions,seed,elapsed_s,timestamp
251115-180903,033,DQN,default,target_session,2,4,22.0,96,46,0.228956937789917,2026-03-16T20:47:59.280473
251115-180903,033,DQN,default,target_session,5,0,40.0,96,42,0.3748447895050049,2026-03-16T20:47:59.655341
251115-180903,033,DQN,default,target_session,5,1,51.0,96,43,0.3945341110229492,2026-03-16T20:48:00.049896
251115-180903,033,DQN,default,target_session,5,2,12.0,96,44,0.35053491592407227,2026-03-16T20:48:00.400453
251115-180903,033,DQN,default,target_session,5,3,40.0,96,45,0.37038397789001465,2026-03-16T20:48:00.770860
251115-180903,033,DQN,default,target_session,5,4,47.0,96,46,0.3374791145324707,2026-03-16T20:48:01.108359
251115-180903,033,DQN,default,target_session,10,0,63.0,96,42,0.5967228412628174,2026-03-16T20:48:01.705105
251115-180903,033,DQN,default,target_session,10,1,62.0,96,43,0.5980401039123535,2026-03-16T20:48:02.303166
251115-180903,033,DQN,default,target_session,10,2,53.0,96,44,0.5670638084411621,2026-03-16T20:48:02.870250
251115-180903,033,DQN,default,target_session,10,3,52.0,96,45,0.5782608985900879,2026-03-16T20:48:03.448533
251115-180903,033,DQN,default,target_session,10,4,51.0,96,46,0.567620038986206,2026-03-16T20:48:04.016176
251115-180903,033,DQN,default,target_session,20,0,80.0,96,42,1.012660026550293,2026-03-16T20:48:05.028860
251115-180903,033,DQN,default,target_session,20,1,79.0,96,43,1.0460758209228516,2026-03-16T20:48:06.074957
251115-180903,033,DQN,default,target_session,20,2,53.0,96,44,0.9939539432525635,2026-03-16T20:48:07.068931
251115-180903,033,DQN,default,target_session,20,3,64.0,96,45,1.0307519435882568,2026-03-16T20:48:08.099704
251115-180903,033,DQN,default,target_session,20,4,83.0,96,46,1.0015110969543457,2026-03-16T20:48:09.101237
251113-230441,033,DQN,default,target_session,0,0,13.0,67,42,0.1411609649658203,2026-03-16T20:48:09.242928
251113-230441,033,DQN,default,target_session,0,1,14.0,67,43,0.11887478828430176,2026-03-16T20:48:09.361824
251113-230441,033,DQN,default,target_session,0,2,34.0,67,44,0.13348388671875,2026-03-16T20:48:09.495329
251113-230441,033,DQN,default,target_session,0,3,10.0,67,45,0.1304628849029541,2026-03-16T20:48:09.625816
251113-230441,033,DQN,default,target_session,0,4,27.0,67,46,0.1305530071258545,2026-03-16T20:48:09.756391
251113-230441,033,DQN,default,target_session,1,0,20.0,67,42,0.18010425567626953,2026-03-16T20:48:09.936521
251113-230441,033,DQN,default,target_session,1,1,14.0,67,43,0.1723182201385498,2026-03-16T20:48:10.108861
251113-230441,033,DQN,default,target_session,1,2,11.0,67,44,0.16761302947998047,2026-03-16T20:48:10.276494
251113-230441,033,DQN,default,target_session,1,3,22.0,67,45,0.15981507301330566,2026-03-16T20:48:10.436329
251113-230441,033,DQN,default,target_session,1,4,13.0,67,46,0.15995502471923828,2026-03-16T20:48:10.596304
251113-230441,033,DQN,default,target_session,2,0,14.0,67,42,0.20464086532592773,2026-03-16T20:48:10.800970
251113-230441,033,DQN,default,target_session,2,1,23.0,67,43,0.23198914527893066,2026-03-16T20:48:11.032981
251113-230441,033,DQN,default,target_session,2,2,25.0,67,44,0.1950819492340088,2026-03-16T20:48:11.228084
251113-230441,033,DQN,default,target_session,2,3,10.0,67,45,0.20815491676330566,2026-03-16T20:48:11.436261
251113-230441,033,DQN,default,target_session,2,4,42.0,67,46,0.18903517723083496,2026-03-16T20:48:11.625316
251113-230441,033,DQN,default,target_session,5,0,60.0,67,42,0.2879757881164551,2026-03-16T20:48:11.913318
251113-230441,033,DQN,default,target_session,5,1,18.0,67,43,0.3034999370574951,2026-03-16T20:48:12.216838
251113-230441,033,DQN,default,target_session,5,2,12.0,67,44,0.2921280860900879,2026-03-16T20:48:12.508989
251113-230441,033,DQN,default,target_session,5,3,30.0,67,45,0.29212284088134766,2026-03-16T20:48:12.801134
251113-230441,033,DQN,default,target_session,5,4,61.0,67,46,0.29674601554870605,2026-03-16T20:48:13.097900
251113-230441,033,DQN,default,target_session,10,0,53.0,67,42,0.43905210494995117,2026-03-16T20:48:13.536975
251113-230441,033,DQN,default,target_session,10,1,54.0,67,43,0.42891716957092285,2026-03-16T20:48:13.965912
251113-230441,033,DQN,default,target_session,10,2,38.0,67,44,0.43067026138305664,2026-03-16T20:48:14.396602
251113-230441,033,DQN,default,target_session,10,3,14.0,67,45,0.4160330295562744,2026-03-16T20:48:14.812656
251113-230441,033,DQN,default,target_session,10,4,52.0,67,46,0.4279191493988037,2026-03-16T20:48:15.240594
251113-230441,033,DQN,default,target_session,20,0,53.0,67,42,0.6809070110321045,2026-03-16T20:48:15.921523
251113-230441,033,DQN,default,target_session,20,1,28.0,67,43,0.7082231044769287,2026-03-16T20:48:16.629764
251113-230441,033,DQN,default,target_session,20,2,12.0,67,44,0.6830241680145264,2026-03-16T20:48:17.312805
251113-230441,033,DQN,default,target_session,20,3,43.0,67,45,0.7308499813079834,2026-03-16T20:48:18.043674
251113-230441,033,DQN,default,target_session,20,4,32.0,67,46,0.7161900997161865,2026-03-16T20:48:18.759886
251112-225928,033,DQN,default,target_session,0,0,24.0,90,42,0.14497590065002441,2026-03-16T20:48:18.905402
251112-225928,033,DQN,default,target_session,0,1,20.0,90,43,0.1142418384552002,2026-03-16T20:48:19.019671
251112-225928,033,DQN,default,target_session,0,2,52.0,90,44,0.14426279067993164,2026-03-16T20:48:19.163958
251112-225928,033,DQN,default,target_session,0,3,10.0,90,45,0.12146830558776855,2026-03-16T20:48:19.285447
251112-225928,033,DQN,default,target_session,0,4,27.0,90,46,0.12435293197631836,2026-03-16T20:48:19.409822
251112-225928,033,DQN,default,target_session,1,0,38.0,90,42,0.18546199798583984,2026-03-16T20:48:19.595308
251112-225928,033,DQN,default,target_session,1,1,28.0,90,43,0.20974397659301758,2026-03-16T20:48:19.805074
251112-225928,033,DQN,default,target_session,1,2,11.0,90,44,0.1848750114440918,2026-03-16T20:48:19.989971
251112-225928,033,DQN,default,target_session,1,3,22.0,90,45,0.1694488525390625,2026-03-16T20:48:20.159440
251112-225928,033,DQN,default,target_session,1,4,36.0,90,46,0.17045998573303223,2026-03-16T20:48:20.329920
251112-225928,033,DQN,default,target_session,2,0,24.0,90,42,0.2410581111907959,2026-03-16T20:48:20.571002
251112-225928,033,DQN,default,target_session,2,1,63.0,90,43,0.2591378688812256,2026-03-16T20:48:20.830163
251112-225928,033,DQN,default,target_session,2,2,21.0,90,44,0.22290587425231934,2026-03-16T20:48:21.053090
251112-225928,033,DQN,default,target_session,2,3,44.0,90,45,0.2357640266418457,2026-03-16T20:48:21.288873
251112-225928,033,DQN,default,target_session,2,4,44.0,90,46,0.2259352207183838,2026-03-16T20:48:21.514831
251112-225928,033,DQN,default,target_session,5,0,36.0,90,42,0.3311028480529785,2026-03-16T20:48:21.845958
251112-225928,033,DQN,default,target_session,5,1,44.0,90,43,0.37914609909057617,2026-03-16T20:48:22.225125
251112-225928,033,DQN,default,target_session,5,2,28.0,90,44,0.3563079833984375,2026-03-16T20:48:22.581452
251112-225928,033,DQN,default,target_session,5,3,63.0,90,45,0.35686302185058594,2026-03-16T20:48:22.938336
251112-225928,033,DQN,default,target_session,5,4,79.0,90,46,0.33002424240112305,2026-03-16T20:48:23.268382
251112-225928,033,DQN,default,target_session,10,0,82.0,90,42,0.5542399883270264,2026-03-16T20:48:23.822646
251112-225928,033,DQN,default,target_session,10,1,26.0,90,43,0.571052074432373,2026-03-16T20:48:24.393718
251112-225928,033,DQN,default,target_session,10,2,40.0,90,44,0.5436410903930664,2026-03-16T20:48:24.937380
251112-225928,033,DQN,default,target_session,10,3,50.0,90,45,0.5565199851989746,2026-03-16T20:48:25.493922
251112-225928,033,DQN,default,target_session,10,4,78.0,90,46,0.5362532138824463,2026-03-16T20:48:26.030195
251112-225928,033,DQN,default,target_session,20,0,71.0,90,42,0.9130339622497559,2026-03-16T20:48:26.943253
251112-225928,033,DQN,default,target_session,20,1,22.0,90,43,0.9670538902282715,2026-03-16T20:48:27.910328
251112-225928,033,DQN,default,target_session,20,2,28.0,90,44,0.926915168762207,2026-03-16T20:48:28.837264
251112-225928,033,DQN,default,target_session,20,3,41.0,90,45,0.9699451923370361,2026-03-16T20:48:29.807225
251112-225928,033,DQN,default,target_session,20,4,82.0,90,46,0.8850002288818359,2026-03-16T20:48:30.692244
251111-225736,033,DQN,default,target_session,0,0,8.0,69,42,0.10696291923522949,2026-03-16T20:48:30.799654
251111-225736,033,DQN,default,target_session,0,1,9.0,69,43,0.10087800025939941,2026-03-16T20:48:30.900550
251111-225736,033,DQN,default,target_session,0,2,9.0,69,44,0.08661603927612305,2026-03-16T20:48:30.987184
251111-225736,033,DQN,default,target_session,0,3,8.0,69,45,0.10044002532958984,2026-03-16T20:48:31.087644
251111-225736,033,DQN,default,target_session,0,4,14.0,69,46,0.11917304992675781,2026-03-16T20:48:31.206836
251111-225736,033,DQN,default,target_session,1,0,32.0,69,42,0.1412210464477539,2026-03-16T20:48:31.348079
251111-225736,033,DQN,default,target_session,1,1,14.0,69,43,0.19606924057006836,2026-03-16T20:48:31.544168
251111-225736,033,DQN,default,target_session,1,2,21.0,69,44,0.15030503273010254,2026-03-16T20:48:31.694494
251111-225736,033,DQN,default,target_session,1,3,24.0,69,45,0.1782832145690918,2026-03-16T20:48:31.872798
251111-225736,033,DQN,default,target_session,1,4,56.0,69,46,0.18290281295776367,2026-03-16T20:48:32.055724
251111-225736,033,DQN,default,target_session,2,0,42.0,69,42,0.2049238681793213,2026-03-16T20:48:32.260672
251111-225736,033,DQN,default,target_session,2,1,32.0,69,43,0.27146434783935547,2026-03-16T20:48:32.532158
251111-225736,033,DQN,default,target_session,2,2,49.0,69,44,0.1788029670715332,2026-03-16T20:48:32.710983
251111-225736,033,DQN,default,target_session,2,3,33.0,69,45,0.20228791236877441,2026-03-16T20:48:32.913293
251111-225736,033,DQN,default,target_session,2,4,57.0,69,46,0.19185304641723633,2026-03-16T20:48:33.105168
251111-225736,033,DQN,default,target_session,5,0,55.0,69,42,0.2754707336425781,2026-03-16T20:48:33.380664
251111-225736,033,DQN,default,target_session,5,1,21.0,69,43,0.35202622413635254,2026-03-16T20:48:33.732710
251111-225736,033,DQN,default,target_session,5,2,48.0,69,44,0.253950834274292,2026-03-16T20:48:33.986681
251111-225736,033,DQN,default,target_session,5,3,54.0,69,45,0.3054671287536621,2026-03-16T20:48:34.292168
251111-225736,033,DQN,default,target_session,5,4,35.0,69,46,0.306427001953125,2026-03-16T20:48:34.598616
251111-225736,033,DQN,default,target_session,10,0,38.0,69,42,0.4337790012359619,2026-03-16T20:48:35.032420
251111-225736,033,DQN,default,target_session,10,1,37.0,69,43,0.5087060928344727,2026-03-16T20:48:35.541146
251111-225736,033,DQN,default,target_session,10,2,50.0,69,44,0.40995192527770996,2026-03-16T20:48:35.951119
251111-225736,033,DQN,default,target_session,10,3,42.0,69,45,0.42842698097229004,2026-03-16T20:48:36.379566
251111-225736,033,DQN,default,target_session,10,4,57.0,69,46,0.44679713249206543,2026-03-16T20:48:36.826384
251111-225736,033,DQN,default,target_session,20,0,55.0,69,42,0.7266950607299805,2026-03-16T20:48:37.553101
251111-225736,033,DQN,default,target_session,20,1,47.0,69,43,0.8017339706420898,2026-03-16T20:48:38.354856
251111-225736,033,DQN,default,target_session,20,2,56.0,69,44,0.7225120067596436,2026-03-16T20:48:39.077389
251111-225736,033,DQN,default,target_session,20,3,41.0,69,45,0.7625041007995605,2026-03-16T20:48:39.839914
251111-225736,033,DQN,default,target_session,20,4,52.0,69,46,0.7382409572601318,2026-03-16T20:48:40.578174
251109-230458,033,DQN,default,target_session,0,0,8.0,51,42,0.12508797645568848,2026-03-16T20:48:40.703811
251109-230458,033,DQN,default,target_session,0,1,9.0,51,43,0.10038518905639648,2026-03-16T20:48:40.804217
251109-230458,033,DQN,default,target_session,0,2,9.0,51,44,0.10584807395935059,2026-03-16T20:48:40.910084
251109-230458,033,DQN,default,target_session,0,3,8.0,51,45,0.12325811386108398,2026-03-16T20:48:41.033364
251109-230458,033,DQN,default,target_session,0,4,11.0,51,46,0.13988685607910156,2026-03-16T20:48:41.173271
251109-230458,033,DQN,default,target_session,1,0,21.0,51,42,0.13214397430419922,2026-03-16T20:48:41.305439
251109-230458,033,DQN,default,target_session,1,1,11.0,51,43,0.17321181297302246,2026-03-16T20:48:41.478669
251109-230458,033,DQN,default,target_session,1,2,4.0,51,44,0.14216017723083496,2026-03-16T20:48:41.620849
251109-230458,033,DQN,default,target_session,1,3,17.0,51,45,0.15439105033874512,2026-03-16T20:48:41.775262
251109-230458,033,DQN,default,target_session,1,4,34.0,51,46,0.16835784912109375,2026-03-16T20:48:41.943642
251109-230458,033,DQN,default,target_session,2,0,12.0,51,42,0.16770195960998535,2026-03-16T20:48:42.111366
251109-230458,033,DQN,default,target_session,2,1,22.0,51,43,0.195997953414917,2026-03-16T20:48:42.307388
251109-230458,033,DQN,default,target_session,2,2,17.0,51,44,0.14981985092163086,2026-03-16T20:48:42.457231
251109-230458,033,DQN,default,target_session,2,3,14.0,51,45,0.21573400497436523,2026-03-16T20:48:42.672985
251109-230458,033,DQN,default,target_session,2,4,13.0,51,46,0.1869959831237793,2026-03-16T20:48:42.860003
251109-230458,033,DQN,default,target_session,5,0,32.0,51,42,0.23842692375183105,2026-03-16T20:48:43.098456
251109-230458,033,DQN,default,target_session,5,1,43.0,51,43,0.26619696617126465,2026-03-16T20:48:43.364673
251109-230458,033,DQN,default,target_session,5,2,36.0,51,44,0.22866606712341309,2026-03-16T20:48:43.593362
251109-230458,033,DQN,default,target_session,5,3,42.0,51,45,0.2562088966369629,2026-03-16T20:48:43.849592
251109-230458,033,DQN,default,target_session,5,4,43.0,51,46,0.2489478588104248,2026-03-16T20:48:44.098559
251109-230458,033,DQN,default,target_session,10,0,37.0,51,42,0.3109748363494873,2026-03-16T20:48:44.409556
251109-230458,033,DQN,default,target_session,10,1,22.0,51,43,0.3550448417663574,2026-03-16T20:48:44.764620
251109-230458,033,DQN,default,target_session,10,2,24.0,51,44,0.30296921730041504,2026-03-16T20:48:45.067607
251109-230458,033,DQN,default,target_session,10,3,42.0,51,45,0.3542940616607666,2026-03-16T20:48:45.421921
251109-230458,033,DQN,default,target_session,10,4,30.0,51,46,0.3257482051849365,2026-03-16T20:48:45.747689
251109-230458,033,DQN,default,target_session,20,0,43.0,51,42,0.5632908344268799,2026-03-16T20:48:46.311001
251109-230458,033,DQN,default,target_session,20,1,18.0,51,43,0.5911638736724854,2026-03-16T20:48:46.902187
251109-230458,033,DQN,default,target_session,20,2,38.0,51,44,0.5494372844696045,2026-03-16T20:48:47.451645
251109-230458,033,DQN,default,target_session,20,3,43.0,51,45,0.6002678871154785,2026-03-16T20:48:48.051934
251109-230458,033,DQN,default,target_session,20,4,43.0,51,46,0.5904688835144043,2026-03-16T20:48:48.642423
251108-230846,033,DQN,default,target_session,0,0,33.0,128,42,0.17877817153930664,2026-03-16T20:48:48.821736
251108-230846,033,DQN,default,target_session,0,1,25.0,128,43,0.18906092643737793,2026-03-16T20:48:49.010817
251108-230846,033,DQN,default,target_session,0,2,56.0,128,44,0.1408989429473877,2026-03-16T20:48:49.151737
251108-230846,033,DQN,default,target_session,0,3,18.0,128,45,0.16335296630859375,2026-03-16T20:48:49.315109
251108-230846,033,DQN,default,target_session,0,4,27.0,128,46,0.16071200370788574,2026-03-16T20:48:49.475842
251108-230846,033,DQN,default,target_session,1,0,28.0,128,42,0.23691487312316895,2026-03-16T20:48:49.712781
251108-230846,033,DQN,default,target_session,1,1,28.0,128,43,0.26023387908935547,2026-03-16T20:48:49.973035
251108-230846,033,DQN,default,target_session,1,2,28.0,128,44,0.21875405311584473,2026-03-16T20:48:50.191810
251108-230846,033,DQN,default,target_session,1,3,18.0,128,45,0.2462608814239502,2026-03-16T20:48:50.438093
251108-230846,033,DQN,default,target_session,1,4,54.0,128,46,0.22995305061340332,2026-03-16T20:48:50.668066
251108-230846,033,DQN,default,target_session,2,0,56.0,128,42,0.28821611404418945,2026-03-16T20:48:50.956304
251108-230846,033,DQN,default,target_session,2,1,83.0,128,43,0.3218691349029541,2026-03-16T20:48:51.278194
251108-230846,033,DQN,default,target_session,2,2,14.0,128,44,0.28086400032043457,2026-03-16T20:48:51.559078
251108-230846,033,DQN,default,target_session,2,3,11.0,128,45,0.2978701591491699,2026-03-16T20:48:51.856969
251108-230846,033,DQN,default,target_session,2,4,10.0,128,46,0.272568941116333,2026-03-16T20:48:52.129558
251108-230846,033,DQN,default,target_session,5,0,67.0,128,42,0.46244096755981445,2026-03-16T20:48:52.592024
251108-230846,033,DQN,default,target_session,5,1,109.0,128,43,0.47980713844299316,2026-03-16T20:48:53.071852
251108-230846,033,DQN,default,target_session,5,2,60.0,128,44,0.4516639709472656,2026-03-16T20:48:53.523537
251108-230846,033,DQN,default,target_session,5,3,74.0,128,45,0.4698140621185303,2026-03-16T20:48:53.993372
251108-230846,033,DQN,default,target_session,5,4,40.0,128,46,0.4470710754394531,2026-03-16T20:48:54.440465
251108-230846,033,DQN,default,target_session,10,0,84.0,128,42,0.7068827152252197,2026-03-16T20:48:55.147373
251108-230846,033,DQN,default,target_session,10,1,55.0,128,43,0.7661638259887695,2026-03-16T20:48:55.913560
251108-230846,033,DQN,default,target_session,10,2,22.0,128,44,0.7305490970611572,2026-03-16T20:48:56.644132
251108-230846,033,DQN,default,target_session,10,3,68.0,128,45,0.741220235824585,2026-03-16T20:48:57.385372
251108-230846,033,DQN,default,target_session,10,4,74.0,128,46,0.7178778648376465,2026-03-16T20:48:58.103271
251108-230846,033,DQN,default,target_session,20,0,102.0,128,42,1.3088188171386719,2026-03-16T20:48:59.412112
251108-230846,033,DQN,default,target_session,20,1,95.0,128,43,1.2893118858337402,2026-03-16T20:49:00.701443
251108-230846,033,DQN,default,target_session,20,2,26.0,128,44,1.2917420864105225,2026-03-16T20:49:01.993206
251108-230846,033,DQN,default,target_session,20,3,36.0,128,45,1.311007022857666,2026-03-16T20:49:03.304235
251108-230846,033,DQN,default,target_session,20,4,64.0,128,46,1.295262098312378,2026-03-16T20:49:04.599518
251107-230429,033,DQN,default,target_session,0,0,33.0,146,42,0.17499780654907227,2026-03-16T20:49:04.775072
251107-230429,033,DQN,default,target_session,0,1,25.0,146,43,0.19271278381347656,2026-03-16T20:49:04.967808
251107-230429,033,DQN,default,target_session,0,2,60.0,146,44,0.16533899307250977,2026-03-16T20:49:05.133169
251107-230429,033,DQN,default,target_session,0,3,18.0,146,45,0.16689801216125488,2026-03-16T20:49:05.300088
251107-230429,033,DQN,default,target_session,0,4,28.0,146,46,0.17364192008972168,2026-03-16T20:49:05.473752
251107-230429,033,DQN,default,target_session,1,0,42.0,146,42,0.24440383911132812,2026-03-16T20:49:05.718180
251107-230429,033,DQN,default,target_session,1,1,23.0,146,43,0.24808287620544434,2026-03-16T20:49:05.966285
251107-230429,033,DQN,default,target_session,1,2,26.0,146,44,0.2356278896331787,2026-03-16T20:49:06.201934
251107-230429,033,DQN,default,target_session,1,3,14.0,146,45,0.22447609901428223,2026-03-16T20:49:06.426430
251107-230429,033,DQN,default,target_session,1,4,42.0,146,46,0.24365806579589844,2026-03-16T20:49:06.670109
251107-230429,033,DQN,default,target_session,2,0,28.0,146,42,0.3053433895111084,2026-03-16T20:49:06.975476
251107-230429,033,DQN,default,target_session,2,1,53.0,146,43,0.31978583335876465,2026-03-16T20:49:07.295284
251107-230429,033,DQN,default,target_session,2,2,70.0,146,44,0.3020589351654053,2026-03-16T20:49:07.597366
251107-230429,033,DQN,default,target_session,2,3,9.0,146,45,0.28435373306274414,2026-03-16T20:49:07.881739
251107-230429,033,DQN,default,target_session,2,4,36.0,146,46,0.30479907989501953,2026-03-16T20:49:08.186560
251107-230429,033,DQN,default,target_session,5,0,97.0,146,42,0.5091841220855713,2026-03-16T20:49:08.695770
251107-230429,033,DQN,default,target_session,5,1,125.0,146,43,0.5121841430664062,2026-03-16T20:49:09.207976
251107-230429,033,DQN,default,target_session,5,2,41.0,146,44,0.49773502349853516,2026-03-16T20:49:09.705733
251107-230429,033,DQN,default,target_session,5,3,50.0,146,45,0.4751770496368408,2026-03-16T20:49:10.180931
251107-230429,033,DQN,default,target_session,5,4,64.0,146,46,0.5065841674804688,2026-03-16T20:49:10.687535
251107-230429,033,DQN,default,target_session,10,0,104.0,146,42,0.8099629878997803,2026-03-16T20:49:11.497523
251107-230429,033,DQN,default,target_session,10,1,82.0,146,43,0.8083338737487793,2026-03-16T20:49:12.305879
251107-230429,033,DQN,default,target_session,10,2,70.0,146,44,0.7919027805328369,2026-03-16T20:49:13.097803
251107-230429,033,DQN,default,target_session,10,3,68.0,146,45,0.7753558158874512,2026-03-16T20:49:13.873178
251107-230429,033,DQN,default,target_session,10,4,46.0,146,46,0.7844359874725342,2026-03-16T20:49:14.657634
251107-230429,033,DQN,default,target_session,20,0,105.0,146,42,1.456068992614746,2026-03-16T20:49:16.113728
251107-230429,033,DQN,default,target_session,20,1,128.0,146,43,1.469853162765503,2026-03-16T20:49:17.583602
251107-230429,033,DQN,default,target_session,20,2,81.0,146,44,1.4292848110198975,2026-03-16T20:49:19.012908
251107-230429,033,DQN,default,target_session,20,3,28.0,146,45,1.4641180038452148,2026-03-16T20:49:20.477047
251107-230429,033,DQN,default,target_session,20,4,42.0,146,46,1.4357731342315674,2026-03-16T20:49:21.912844
251106-230142,033,DQN,default,target_session,0,0,122.0,285,42,0.22560524940490723,2026-03-16T20:49:22.138991
251106-230142,033,DQN,default,target_session,0,1,50.0,285,43,0.2380819320678711,2026-03-16T20:49:22.377095
251106-230142,033,DQN,default,target_session,0,2,146.0,285,44,0.2264249324798584,2026-03-16T20:49:22.603541
251106-230142,033,DQN,default,target_session,0,3,16.0,285,45,0.22661566734313965,2026-03-16T20:49:22.830177
251106-230142,033,DQN,default,target_session,0,4,83.0,285,46,0.2174971103668213,2026-03-16T20:49:23.047694
251106-230142,033,DQN,default,target_session,1,0,240.0,285,42,0.3459320068359375,2026-03-16T20:49:23.393650
251106-230142,033,DQN,default,target_session,1,1,204.0,285,43,0.3577737808227539,2026-03-16T20:49:23.751445
251106-230142,033,DQN,default,target_session,1,2,242.0,285,44,0.35472798347473145,2026-03-16T20:49:24.106197
251106-230142,033,DQN,default,target_session,1,3,14.0,285,45,0.382659912109375,2026-03-16T20:49:24.488878
251106-230142,033,DQN,default,target_session,1,4,196.0,285,46,0.36338305473327637,2026-03-16T20:49:24.852283
251106-230142,033,DQN,default,target_session,2,0,226.0,285,42,0.47470998764038086,2026-03-16T20:49:25.327017
251106-230142,033,DQN,default,target_session,2,1,216.0,285,43,0.4969801902770996,2026-03-16T20:49:25.824019
251106-230142,033,DQN,default,target_session,2,2,236.0,285,44,0.4562110900878906,2026-03-16T20:49:26.280253
251106-230142,033,DQN,default,target_session,2,3,30.0,285,45,0.5190510749816895,2026-03-16T20:49:26.799324
251106-230142,033,DQN,default,target_session,2,4,226.0,285,46,0.49064183235168457,2026-03-16T20:49:27.289986
251106-230142,033,DQN,default,target_session,5,0,242.0,285,42,0.810950756072998,2026-03-16T20:49:28.100959
251106-230142,033,DQN,default,target_session,5,1,238.0,285,43,0.8336799144744873,2026-03-16T20:49:28.934659
251106-230142,033,DQN,default,target_session,5,2,212.0,285,44,0.8411900997161865,2026-03-16T20:49:29.775869
251106-230142,033,DQN,default,target_session,5,3,240.0,285,45,0.906731128692627,2026-03-16T20:49:30.682621
251106-230142,033,DQN,default,target_session,5,4,219.0,285,46,0.8343350887298584,2026-03-16T20:49:31.516975
251106-230142,033,DQN,default,target_session,10,0,239.0,285,42,1.4583680629730225,2026-03-16T20:49:32.975368
251106-230142,033,DQN,default,target_session,10,1,224.0,285,43,1.4847407341003418,2026-03-16T20:49:34.460132
251106-230142,033,DQN,default,target_session,10,2,240.0,285,44,1.4812941551208496,2026-03-16T20:49:35.941448
251106-230142,033,DQN,default,target_session,10,3,231.0,285,45,1.526906967163086,2026-03-16T20:49:37.468377
251106-230142,033,DQN,default,target_session,10,4,243.0,285,46,1.4901180267333984,2026-03-16T20:49:38.958517
251106-230142,033,DQN,default,target_session,20,0,218.0,285,42,2.781129837036133,2026-03-16T20:49:41.739671
251106-230142,033,DQN,default,target_session,20,1,230.0,285,43,3.2154533863067627,2026-03-16T20:49:44.955144
251106-230142,033,DQN,default,target_session,20,2,243.0,285,44,3.242316246032715,2026-03-16T20:49:48.197484
251106-230142,033,DQN,default,target_session,20,3,223.0,285,45,3.535475969314575,2026-03-16T20:49:51.732981
251106-230142,033,DQN,default,target_session,20,4,235.0,285,46,3.1811182498931885,2026-03-16T20:49:54.914122
251105-230500,033,DQN,default,target_session,0,0,35.0,172,42,0.18405914306640625,2026-03-16T20:49:55.098738
251105-230500,033,DQN,default,target_session,0,1,18.0,172,43,0.20246386528015137,2026-03-16T20:49:55.301224
251105-230500,033,DQN,default,target_session,0,2,54.0,172,44,0.18648982048034668,2026-03-16T20:49:55.487737
251105-230500,033,DQN,default,target_session,0,3,16.0,172,45,0.20910000801086426,2026-03-16T20:49:55.696860
251105-230500,033,DQN,default,target_session,0,4,38.0,172,46,0.21251416206359863,2026-03-16T20:49:55.909396
251105-230500,033,DQN,default,target_session,1,0,136.0,172,42,0.36060428619384766,2026-03-16T20:49:56.270024
251105-230500,033,DQN,default,target_session,1,1,91.0,172,43,0.24082684516906738,2026-03-16T20:49:56.510870
251105-230500,033,DQN,default,target_session,1,2,137.0,172,44,0.2441108226776123,2026-03-16T20:49:56.754999
251105-230500,033,DQN,default,target_session,1,3,10.0,172,45,0.2853240966796875,2026-03-16T20:49:57.040343
251105-230500,033,DQN,default,target_session,1,4,78.0,172,46,0.2699391841888428,2026-03-16T20:49:57.310301
251105-230500,033,DQN,default,target_session,2,0,148.0,172,42,0.31353282928466797,2026-03-16T20:49:57.623857
251105-230500,033,DQN,default,target_session,2,1,104.0,172,43,0.3808460235595703,2026-03-16T20:49:58.004723
251105-230500,033,DQN,default,target_session,2,2,122.0,172,44,0.36582088470458984,2026-03-16T20:49:58.370567
251105-230500,033,DQN,default,target_session,2,3,10.0,172,45,0.36857104301452637,2026-03-16T20:49:58.739159
251105-230500,033,DQN,default,target_session,2,4,52.0,172,46,0.4175081253051758,2026-03-16T20:49:59.156687
251105-230500,033,DQN,default,target_session,5,0,150.0,172,42,0.6399078369140625,2026-03-16T20:49:59.796621
251105-230500,033,DQN,default,target_session,5,1,144.0,172,43,0.659919023513794,2026-03-16T20:50:00.456563
251105-230500,033,DQN,default,target_session,5,2,139.0,172,44,0.7123966217041016,2026-03-16T20:50:01.168982
251105-230500,033,DQN,default,target_session,5,3,29.0,172,45,0.7007138729095459,2026-03-16T20:50:01.869718
251105-230500,033,DQN,default,target_session,5,4,142.0,172,46,0.6580910682678223,2026-03-16T20:50:02.527832
251105-230500,033,DQN,default,target_session,10,0,145.0,172,42,1.1086089611053467,2026-03-16T20:50:03.636465
251105-230500,033,DQN,default,target_session,10,1,137.0,172,43,1.0844969749450684,2026-03-16T20:50:04.720983
251105-230500,033,DQN,default,target_session,10,2,134.0,172,44,1.0942041873931885,2026-03-16T20:50:05.815207
251105-230500,033,DQN,default,target_session,10,3,34.0,172,45,1.3453528881072998,2026-03-16T20:50:07.160579
251105-230500,033,DQN,default,target_session,10,4,145.0,172,46,1.1687281131744385,2026-03-16T20:50:08.329329
251105-230500,033,DQN,default,target_session,20,0,146.0,172,42,1.9760000705718994,2026-03-16T20:50:10.305352
251105-230500,033,DQN,default,target_session,20,1,141.0,172,43,1.6502389907836914,2026-03-16T20:50:11.955611
