exp_moment,animal_ID,model,seed,total_reward,n_actions,rpa,status
260408-222044,044,Random,2,,174,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260408-222044,044,Random_forward,2,,174,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260408-222044,044,Greedy_oracle,2,,174,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260408-222044,044,FullFwd,2,12.0,174,0.06896551724137931,ok
260408-222044,044,NoBkFullFwd,2,12.0,174,0.06896551724137931,ok
260408-222044,044,FSC_bio,2,12.0,174,0.06896551724137931,ok
260408-222044,044,Mouse-bias_ego,2,12.0,174,0.06896551724137931,ok
260408-222044,044,Mouse-bias_allo_real,2,12.0,174,0.06896551724137931,ok
260408-222044,044,Mouse-bias_allo_latent,2,12.0,174,0.06896551724137931,ok
260408-222044,044,ConditionalClone_ego,2,12.0,174,0.06896551724137931,ok
260408-222044,044,Random,3,,174,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260408-222044,044,Random_forward,3,,174,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260408-222044,044,Greedy_oracle,3,,174,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260408-222044,044,FullFwd,3,12.0,174,0.06896551724137931,ok
260408-222044,044,NoBkFullFwd,3,12.0,174,0.06896551724137931,ok
260408-222044,044,FSC_bio,3,12.0,174,0.06896551724137931,ok
260408-222044,044,Mouse-bias_ego,3,12.0,174,0.06896551724137931,ok
260408-222044,044,Mouse-bias_allo_real,3,12.0,174,0.06896551724137931,ok
260408-222044,044,Mouse-bias_allo_latent,3,12.0,174,0.06896551724137931,ok
260408-222044,044,ConditionalClone_ego,3,12.0,174,0.06896551724137931,ok
260408-222044,044,Random,4,,174,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260408-222044,044,Random_forward,4,,174,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260408-222044,044,Greedy_oracle,4,,174,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260408-222044,044,FullFwd,4,12.0,174,0.06896551724137931,ok
260408-222044,044,NoBkFullFwd,4,12.0,174,0.06896551724137931,ok
260408-222044,044,FSC_bio,4,12.0,174,0.06896551724137931,ok
260408-222044,044,Mouse-bias_ego,4,10.0,174,0.05747126436781609,ok
260408-222044,044,Mouse-bias_allo_real,4,12.0,174,0.06896551724137931,ok
260408-222044,044,Mouse-bias_allo_latent,4,12.0,174,0.06896551724137931,ok
260408-222044,044,ConditionalClone_ego,4,12.0,174,0.06896551724137931,ok
260409-203034,044,Random,0,,158,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260409-203034,044,Random_forward,0,,158,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260409-203034,044,Greedy_oracle,0,,158,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260409-203034,044,FullFwd,0,12.0,158,0.0759493670886076,ok
260409-203034,044,NoBkFullFwd,0,12.0,158,0.0759493670886076,ok
260409-203034,044,FSC_bio,0,12.0,158,0.0759493670886076,ok
260409-203034,044,Mouse-bias_ego,0,12.0,158,0.0759493670886076,ok
260409-203034,044,Mouse-bias_allo_real,0,12.0,158,0.0759493670886076,ok
260409-203034,044,Mouse-bias_allo_latent,0,12.0,158,0.0759493670886076,ok
260409-203034,044,ConditionalClone_ego,0,12.0,158,0.0759493670886076,ok
260409-203034,044,Random,1,,158,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260409-203034,044,Random_forward,1,,158,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260409-203034,044,Greedy_oracle,1,,158,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260409-203034,044,FullFwd,1,12.0,158,0.0759493670886076,ok
260409-203034,044,NoBkFullFwd,1,12.0,158,0.0759493670886076,ok
260409-203034,044,FSC_bio,1,12.0,158,0.0759493670886076,ok
260409-203034,044,Mouse-bias_ego,1,12.0,158,0.0759493670886076,ok
260409-203034,044,Mouse-bias_allo_real,1,11.0,158,0.06962025316455696,ok
260409-203034,044,Mouse-bias_allo_latent,1,11.0,158,0.06962025316455696,ok
260409-203034,044,ConditionalClone_ego,1,12.0,158,0.0759493670886076,ok
260409-203034,044,Random,2,,158,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260409-203034,044,Random_forward,2,,158,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260409-203034,044,Greedy_oracle,2,,158,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260409-203034,044,FullFwd,2,12.0,158,0.0759493670886076,ok
260409-203034,044,NoBkFullFwd,2,12.0,158,0.0759493670886076,ok
260409-203034,044,FSC_bio,2,12.0,158,0.0759493670886076,ok
260409-203034,044,Mouse-bias_ego,2,12.0,158,0.0759493670886076,ok
260409-203034,044,Mouse-bias_allo_real,2,12.0,158,0.0759493670886076,ok
260409-203034,044,Mouse-bias_allo_latent,2,12.0,158,0.0759493670886076,ok
260409-203034,044,ConditionalClone_ego,2,12.0,158,0.0759493670886076,ok
260409-203034,044,Random,3,,158,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260409-203034,044,Random_forward,3,,158,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260409-203034,044,Greedy_oracle,3,,158,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260409-203034,044,FullFwd,3,12.0,158,0.0759493670886076,ok
260409-203034,044,NoBkFullFwd,3,12.0,158,0.0759493670886076,ok
260409-203034,044,FSC_bio,3,12.0,158,0.0759493670886076,ok
260409-203034,044,Mouse-bias_ego,3,12.0,158,0.0759493670886076,ok
260409-203034,044,Mouse-bias_allo_real,3,12.0,158,0.0759493670886076,ok
260409-203034,044,Mouse-bias_allo_latent,3,12.0,158,0.0759493670886076,ok
260409-203034,044,ConditionalClone_ego,3,12.0,158,0.0759493670886076,ok
260409-203034,044,Random,4,,158,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260409-203034,044,Random_forward,4,,158,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260409-203034,044,Greedy_oracle,4,,158,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260409-203034,044,FullFwd,4,12.0,158,0.0759493670886076,ok
260409-203034,044,NoBkFullFwd,4,12.0,158,0.0759493670886076,ok
260409-203034,044,FSC_bio,4,12.0,158,0.0759493670886076,ok
260409-203034,044,Mouse-bias_ego,4,12.0,158,0.0759493670886076,ok
260409-203034,044,Mouse-bias_allo_real,4,12.0,158,0.0759493670886076,ok
260409-203034,044,Mouse-bias_allo_latent,4,12.0,158,0.0759493670886076,ok
260409-203034,044,ConditionalClone_ego,4,12.0,158,0.0759493670886076,ok
260410-174758,044,Random,0,,298,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260410-174758,044,Random_forward,0,,298,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260410-174758,044,Greedy_oracle,0,,298,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260410-174758,044,FullFwd,0,12.0,298,0.040268456375838924,ok
260410-174758,044,NoBkFullFwd,0,12.0,298,0.040268456375838924,ok
260410-174758,044,FSC_bio,0,12.0,298,0.040268456375838924,ok
260410-174758,044,Mouse-bias_ego,0,12.0,298,0.040268456375838924,ok
260410-174758,044,Mouse-bias_allo_real,0,12.0,298,0.040268456375838924,ok
260410-174758,044,Mouse-bias_allo_latent,0,12.0,298,0.040268456375838924,ok
260410-174758,044,ConditionalClone_ego,0,12.0,298,0.040268456375838924,ok
260410-174758,044,Random,1,,298,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260410-174758,044,Random_forward,1,,298,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260410-174758,044,Greedy_oracle,1,,298,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260410-174758,044,FullFwd,1,12.0,298,0.040268456375838924,ok
260410-174758,044,NoBkFullFwd,1,12.0,298,0.040268456375838924,ok
260410-174758,044,FSC_bio,1,12.0,298,0.040268456375838924,ok
260410-174758,044,Mouse-bias_ego,1,12.0,298,0.040268456375838924,ok
260410-174758,044,Mouse-bias_allo_real,1,12.0,298,0.040268456375838924,ok
260410-174758,044,Mouse-bias_allo_latent,1,12.0,298,0.040268456375838924,ok
260410-174758,044,ConditionalClone_ego,1,12.0,298,0.040268456375838924,ok
260410-174758,044,Random,2,,298,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260410-174758,044,Random_forward,2,,298,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260410-174758,044,Greedy_oracle,2,,298,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260410-174758,044,FullFwd,2,12.0,298,0.040268456375838924,ok
260410-174758,044,NoBkFullFwd,2,12.0,298,0.040268456375838924,ok
260410-174758,044,FSC_bio,2,12.0,298,0.040268456375838924,ok
260410-174758,044,Mouse-bias_ego,2,12.0,298,0.040268456375838924,ok
260410-174758,044,Mouse-bias_allo_real,2,12.0,298,0.040268456375838924,ok
260410-174758,044,Mouse-bias_allo_latent,2,12.0,298,0.040268456375838924,ok
260410-174758,044,ConditionalClone_ego,2,12.0,298,0.040268456375838924,ok
260410-174758,044,Random,3,,298,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260410-174758,044,Random_forward,3,,298,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260410-174758,044,Greedy_oracle,3,,298,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260410-174758,044,FullFwd,3,12.0,298,0.040268456375838924,ok
260410-174758,044,NoBkFullFwd,3,12.0,298,0.040268456375838924,ok
260410-174758,044,FSC_bio,3,12.0,298,0.040268456375838924,ok
260410-174758,044,Mouse-bias_ego,3,12.0,298,0.040268456375838924,ok
260410-174758,044,Mouse-bias_allo_real,3,12.0,298,0.040268456375838924,ok
260410-174758,044,Mouse-bias_allo_latent,3,12.0,298,0.040268456375838924,ok
260410-174758,044,ConditionalClone_ego,3,12.0,298,0.040268456375838924,ok
260410-174758,044,Random,4,,298,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260410-174758,044,Random_forward,4,,298,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260410-174758,044,Greedy_oracle,4,,298,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260410-174758,044,FullFwd,4,12.0,298,0.040268456375838924,ok
260410-174758,044,NoBkFullFwd,4,12.0,298,0.040268456375838924,ok
260410-174758,044,FSC_bio,4,12.0,298,0.040268456375838924,ok
260410-174758,044,Mouse-bias_ego,4,12.0,298,0.040268456375838924,ok
260410-174758,044,Mouse-bias_allo_real,4,12.0,298,0.040268456375838924,ok
260410-174758,044,Mouse-bias_allo_latent,4,12.0,298,0.040268456375838924,ok
260410-174758,044,ConditionalClone_ego,4,12.0,298,0.040268456375838924,ok
260411-180701,044,Random,0,,214,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260411-180701,044,Random_forward,0,,214,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260411-180701,044,Greedy_oracle,0,,214,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260411-180701,044,FullFwd,0,12.0,214,0.056074766355140186,ok
260411-180701,044,NoBkFullFwd,0,12.0,214,0.056074766355140186,ok
260411-180701,044,FSC_bio,0,12.0,214,0.056074766355140186,ok
260411-180701,044,Mouse-bias_ego,0,12.0,214,0.056074766355140186,ok
260411-180701,044,Mouse-bias_allo_real,0,12.0,214,0.056074766355140186,ok
260411-180701,044,Mouse-bias_allo_latent,0,12.0,214,0.056074766355140186,ok
260411-180701,044,ConditionalClone_ego,0,12.0,214,0.056074766355140186,ok
260411-180701,044,Random,1,,214,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260411-180701,044,Random_forward,1,,214,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260411-180701,044,Greedy_oracle,1,,214,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260411-180701,044,FullFwd,1,12.0,214,0.056074766355140186,ok
260411-180701,044,NoBkFullFwd,1,12.0,214,0.056074766355140186,ok
260411-180701,044,FSC_bio,1,12.0,214,0.056074766355140186,ok
260411-180701,044,Mouse-bias_ego,1,12.0,214,0.056074766355140186,ok
260411-180701,044,Mouse-bias_allo_real,1,11.0,214,0.0514018691588785,ok
260411-180701,044,Mouse-bias_allo_latent,1,11.0,214,0.0514018691588785,ok
260411-180701,044,ConditionalClone_ego,1,12.0,214,0.056074766355140186,ok
260411-180701,044,Random,2,,214,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260411-180701,044,Random_forward,2,,214,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260411-180701,044,Greedy_oracle,2,,214,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260411-180701,044,FullFwd,2,12.0,214,0.056074766355140186,ok
260411-180701,044,NoBkFullFwd,2,12.0,214,0.056074766355140186,ok
260411-180701,044,FSC_bio,2,12.0,214,0.056074766355140186,ok
260411-180701,044,Mouse-bias_ego,2,12.0,214,0.056074766355140186,ok
260411-180701,044,Mouse-bias_allo_real,2,12.0,214,0.056074766355140186,ok
260411-180701,044,Mouse-bias_allo_latent,2,12.0,214,0.056074766355140186,ok
260411-180701,044,ConditionalClone_ego,2,12.0,214,0.056074766355140186,ok
260411-180701,044,Random,3,,214,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260411-180701,044,Random_forward,3,,214,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260411-180701,044,Greedy_oracle,3,,214,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260411-180701,044,FullFwd,3,12.0,214,0.056074766355140186,ok
260411-180701,044,NoBkFullFwd,3,12.0,214,0.056074766355140186,ok
260411-180701,044,FSC_bio,3,12.0,214,0.056074766355140186,ok
260411-180701,044,Mouse-bias_ego,3,12.0,214,0.056074766355140186,ok
260411-180701,044,Mouse-bias_allo_real,3,12.0,214,0.056074766355140186,ok
260411-180701,044,Mouse-bias_allo_latent,3,12.0,214,0.056074766355140186,ok
260411-180701,044,ConditionalClone_ego,3,12.0,214,0.056074766355140186,ok
260411-180701,044,Random,4,,214,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260411-180701,044,Random_forward,4,,214,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260411-180701,044,Greedy_oracle,4,,214,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260411-180701,044,FullFwd,4,12.0,214,0.056074766355140186,ok
260411-180701,044,NoBkFullFwd,4,12.0,214,0.056074766355140186,ok
260411-180701,044,FSC_bio,4,12.0,214,0.056074766355140186,ok
260411-180701,044,Mouse-bias_ego,4,12.0,214,0.056074766355140186,ok
260411-180701,044,Mouse-bias_allo_real,4,12.0,214,0.056074766355140186,ok
260411-180701,044,Mouse-bias_allo_latent,4,12.0,214,0.056074766355140186,ok
260411-180701,044,ConditionalClone_ego,4,12.0,214,0.056074766355140186,ok
260412-175257,044,Random,0,,305,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260412-175257,044,Random_forward,0,,305,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260412-175257,044,Greedy_oracle,0,,305,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260412-175257,044,FullFwd,0,12.0,305,0.03934426229508197,ok
260412-175257,044,NoBkFullFwd,0,12.0,305,0.03934426229508197,ok
260412-175257,044,FSC_bio,0,12.0,305,0.03934426229508197,ok
260412-175257,044,Mouse-bias_ego,0,12.0,305,0.03934426229508197,ok
260412-175257,044,Mouse-bias_allo_real,0,12.0,305,0.03934426229508197,ok
260412-175257,044,Mouse-bias_allo_latent,0,12.0,305,0.03934426229508197,ok
260412-175257,044,ConditionalClone_ego,0,12.0,305,0.03934426229508197,ok
260412-175257,044,Random,1,,305,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260412-175257,044,Random_forward,1,,305,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260412-175257,044,Greedy_oracle,1,,305,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260412-175257,044,FullFwd,1,12.0,305,0.03934426229508197,ok
260412-175257,044,NoBkFullFwd,1,12.0,305,0.03934426229508197,ok
260412-175257,044,FSC_bio,1,12.0,305,0.03934426229508197,ok
260412-175257,044,Mouse-bias_ego,1,12.0,305,0.03934426229508197,ok
260412-175257,044,Mouse-bias_allo_real,1,12.0,305,0.03934426229508197,ok
260412-175257,044,Mouse-bias_allo_latent,1,12.0,305,0.03934426229508197,ok
260412-175257,044,ConditionalClone_ego,1,12.0,305,0.03934426229508197,ok
260412-175257,044,Random,2,,305,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260412-175257,044,Random_forward,2,,305,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260412-175257,044,Greedy_oracle,2,,305,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260412-175257,044,FullFwd,2,12.0,305,0.03934426229508197,ok
260412-175257,044,NoBkFullFwd,2,12.0,305,0.03934426229508197,ok
260412-175257,044,FSC_bio,2,12.0,305,0.03934426229508197,ok
260412-175257,044,Mouse-bias_ego,2,12.0,305,0.03934426229508197,ok
260412-175257,044,Mouse-bias_allo_real,2,12.0,305,0.03934426229508197,ok
260412-175257,044,Mouse-bias_allo_latent,2,12.0,305,0.03934426229508197,ok
260412-175257,044,ConditionalClone_ego,2,12.0,305,0.03934426229508197,ok
260412-175257,044,Random,3,,305,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260412-175257,044,Random_forward,3,,305,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260412-175257,044,Greedy_oracle,3,,305,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260412-175257,044,FullFwd,3,12.0,305,0.03934426229508197,ok
260412-175257,044,NoBkFullFwd,3,12.0,305,0.03934426229508197,ok
260412-175257,044,FSC_bio,3,12.0,305,0.03934426229508197,ok
260412-175257,044,Mouse-bias_ego,3,12.0,305,0.03934426229508197,ok
260412-175257,044,Mouse-bias_allo_real,3,12.0,305,0.03934426229508197,ok
260412-175257,044,Mouse-bias_allo_latent,3,12.0,305,0.03934426229508197,ok
260412-175257,044,ConditionalClone_ego,3,12.0,305,0.03934426229508197,ok
260412-175257,044,Random,4,,305,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260412-175257,044,Random_forward,4,,305,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260412-175257,044,Greedy_oracle,4,,305,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260412-175257,044,FullFwd,4,12.0,305,0.03934426229508197,ok
260412-175257,044,NoBkFullFwd,4,12.0,305,0.03934426229508197,ok
260412-175257,044,FSC_bio,4,12.0,305,0.03934426229508197,ok
260412-175257,044,Mouse-bias_ego,4,12.0,305,0.03934426229508197,ok
260412-175257,044,Mouse-bias_allo_real,4,12.0,305,0.03934426229508197,ok
260412-175257,044,Mouse-bias_allo_latent,4,12.0,305,0.03934426229508197,ok
260412-175257,044,ConditionalClone_ego,4,12.0,305,0.03934426229508197,ok
260413-174854,044,Random,0,,224,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260413-174854,044,Random_forward,0,,224,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260413-174854,044,Greedy_oracle,0,,224,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260413-174854,044,FullFwd,0,12.0,224,0.05357142857142857,ok
260413-174854,044,NoBkFullFwd,0,12.0,224,0.05357142857142857,ok
260413-174854,044,FSC_bio,0,12.0,224,0.05357142857142857,ok
260413-174854,044,Mouse-bias_ego,0,12.0,224,0.05357142857142857,ok
260413-174854,044,Mouse-bias_allo_real,0,12.0,224,0.05357142857142857,ok
260413-174854,044,Mouse-bias_allo_latent,0,12.0,224,0.05357142857142857,ok
260413-174854,044,ConditionalClone_ego,0,12.0,224,0.05357142857142857,ok
260413-174854,044,Random,1,,224,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260413-174854,044,Random_forward,1,,224,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260413-174854,044,Greedy_oracle,1,,224,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260413-174854,044,FullFwd,1,12.0,224,0.05357142857142857,ok
260413-174854,044,NoBkFullFwd,1,12.0,224,0.05357142857142857,ok
260413-174854,044,FSC_bio,1,12.0,224,0.05357142857142857,ok
260413-174854,044,Mouse-bias_ego,1,12.0,224,0.05357142857142857,ok
260413-174854,044,Mouse-bias_allo_real,1,12.0,224,0.05357142857142857,ok
260413-174854,044,Mouse-bias_allo_latent,1,12.0,224,0.05357142857142857,ok
260413-174854,044,ConditionalClone_ego,1,12.0,224,0.05357142857142857,ok
260413-174854,044,Random,2,,224,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260413-174854,044,Random_forward,2,,224,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260413-174854,044,Greedy_oracle,2,,224,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260413-174854,044,FullFwd,2,12.0,224,0.05357142857142857,ok
260413-174854,044,NoBkFullFwd,2,12.0,224,0.05357142857142857,ok
260413-174854,044,FSC_bio,2,12.0,224,0.05357142857142857,ok
260413-174854,044,Mouse-bias_ego,2,12.0,224,0.05357142857142857,ok
260413-174854,044,Mouse-bias_allo_real,2,12.0,224,0.05357142857142857,ok
260413-174854,044,Mouse-bias_allo_latent,2,12.0,224,0.05357142857142857,ok
260413-174854,044,ConditionalClone_ego,2,12.0,224,0.05357142857142857,ok
260413-174854,044,Random,3,,224,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260413-174854,044,Random_forward,3,,224,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260413-174854,044,Greedy_oracle,3,,224,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260413-174854,044,FullFwd,3,12.0,224,0.05357142857142857,ok
260413-174854,044,NoBkFullFwd,3,12.0,224,0.05357142857142857,ok
260413-174854,044,FSC_bio,3,12.0,224,0.05357142857142857,ok
260413-174854,044,Mouse-bias_ego,3,12.0,224,0.05357142857142857,ok
260413-174854,044,Mouse-bias_allo_real,3,12.0,224,0.05357142857142857,ok
260413-174854,044,Mouse-bias_allo_latent,3,12.0,224,0.05357142857142857,ok
260413-174854,044,ConditionalClone_ego,3,12.0,224,0.05357142857142857,ok
260413-174854,044,Random,4,,224,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260413-174854,044,Random_forward,4,,224,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260413-174854,044,Greedy_oracle,4,,224,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260413-174854,044,FullFwd,4,12.0,224,0.05357142857142857,ok
260413-174854,044,NoBkFullFwd,4,12.0,224,0.05357142857142857,ok
260413-174854,044,FSC_bio,4,12.0,224,0.05357142857142857,ok
260413-174854,044,Mouse-bias_ego,4,12.0,224,0.05357142857142857,ok
260413-174854,044,Mouse-bias_allo_real,4,12.0,224,0.05357142857142857,ok
260413-174854,044,Mouse-bias_allo_latent,4,12.0,224,0.05357142857142857,ok
260413-174854,044,ConditionalClone_ego,4,12.0,224,0.05357142857142857,ok
260414-173529,044,Random,0,,124,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260414-173529,044,Random_forward,0,,124,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260414-173529,044,Greedy_oracle,0,,124,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260414-173529,044,FullFwd,0,12.0,124,0.0967741935483871,ok
260414-173529,044,NoBkFullFwd,0,12.0,124,0.0967741935483871,ok
260414-173529,044,FSC_bio,0,12.0,124,0.0967741935483871,ok
260414-173529,044,Mouse-bias_ego,0,11.0,124,0.08870967741935484,ok
260414-173529,044,Mouse-bias_allo_real,0,12.0,124,0.0967741935483871,ok
260414-173529,044,Mouse-bias_allo_latent,0,12.0,124,0.0967741935483871,ok
260414-173529,044,ConditionalClone_ego,0,9.0,124,0.07258064516129033,ok
260414-173529,044,Random,1,,124,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260414-173529,044,Random_forward,1,,124,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260414-173529,044,Greedy_oracle,1,,124,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260414-173529,044,FullFwd,1,12.0,124,0.0967741935483871,ok
260414-173529,044,NoBkFullFwd,1,12.0,124,0.0967741935483871,ok
260414-173529,044,FSC_bio,1,12.0,124,0.0967741935483871,ok
260414-173529,044,Mouse-bias_ego,1,11.0,124,0.08870967741935484,ok
260414-173529,044,Mouse-bias_allo_real,1,11.0,124,0.08870967741935484,ok
260414-173529,044,Mouse-bias_allo_latent,1,11.0,124,0.08870967741935484,ok
260414-173529,044,ConditionalClone_ego,1,12.0,124,0.0967741935483871,ok
260414-173529,044,Random,2,,124,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260414-173529,044,Random_forward,2,,124,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260414-173529,044,Greedy_oracle,2,,124,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260414-173529,044,FullFwd,2,12.0,124,0.0967741935483871,ok
260414-173529,044,NoBkFullFwd,2,12.0,124,0.0967741935483871,ok
260414-173529,044,FSC_bio,2,12.0,124,0.0967741935483871,ok
260414-173529,044,Mouse-bias_ego,2,12.0,124,0.0967741935483871,ok
260414-173529,044,Mouse-bias_allo_real,2,12.0,124,0.0967741935483871,ok
260414-173529,044,Mouse-bias_allo_latent,2,12.0,124,0.0967741935483871,ok
260414-173529,044,ConditionalClone_ego,2,12.0,124,0.0967741935483871,ok
260414-173529,044,Random,3,,124,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260414-173529,044,Random_forward,3,,124,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260414-173529,044,Greedy_oracle,3,,124,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260414-173529,044,FullFwd,3,12.0,124,0.0967741935483871,ok
260414-173529,044,NoBkFullFwd,3,12.0,124,0.0967741935483871,ok
260414-173529,044,FSC_bio,3,12.0,124,0.0967741935483871,ok
260414-173529,044,Mouse-bias_ego,3,11.0,124,0.08870967741935484,ok
260414-173529,044,Mouse-bias_allo_real,3,12.0,124,0.0967741935483871,ok
260414-173529,044,Mouse-bias_allo_latent,3,12.0,124,0.0967741935483871,ok
260414-173529,044,ConditionalClone_ego,3,12.0,124,0.0967741935483871,ok
260414-173529,044,Random,4,,124,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260414-173529,044,Random_forward,4,,124,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
