exp_moment,animal_ID,model,seed,total_reward,n_actions,rpa,status
260414-173529,044,Greedy_oracle,4,,124,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260414-173529,044,FullFwd,4,12.0,124,0.0967741935483871,ok
260414-173529,044,NoBkFullFwd,4,12.0,124,0.0967741935483871,ok
260414-173529,044,FSC_bio,4,12.0,124,0.0967741935483871,ok
260414-173529,044,Mouse-bias_ego,4,10.0,124,0.08064516129032258,ok
260414-173529,044,Mouse-bias_allo_real,4,12.0,124,0.0967741935483871,ok
260414-173529,044,Mouse-bias_allo_latent,4,12.0,124,0.0967741935483871,ok
260414-173529,044,ConditionalClone_ego,4,12.0,124,0.0967741935483871,ok
260416-191722,044,Random,0,,92,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260416-191722,044,Random_forward,0,,92,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260416-191722,044,Greedy_oracle,0,,92,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260416-191722,044,FullFwd,0,12.0,92,0.13043478260869565,ok
260416-191722,044,NoBkFullFwd,0,12.0,92,0.13043478260869565,ok
260416-191722,044,FSC_bio,0,12.0,92,0.13043478260869565,ok
260416-191722,044,Mouse-bias_ego,0,9.0,92,0.09782608695652174,ok
260416-191722,044,Mouse-bias_allo_real,0,12.0,92,0.13043478260869565,ok
260416-191722,044,Mouse-bias_allo_latent,0,12.0,92,0.13043478260869565,ok
260416-191722,044,ConditionalClone_ego,0,12.0,92,0.13043478260869565,ok
260416-191722,044,Random,1,,92,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260416-191722,044,Random_forward,1,,92,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260416-191722,044,Greedy_oracle,1,,92,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260416-191722,044,FullFwd,1,12.0,92,0.13043478260869565,ok
260416-191722,044,NoBkFullFwd,1,12.0,92,0.13043478260869565,ok
260416-191722,044,FSC_bio,1,12.0,92,0.13043478260869565,ok
260416-191722,044,Mouse-bias_ego,1,11.0,92,0.11956521739130435,ok
260416-191722,044,Mouse-bias_allo_real,1,11.0,92,0.11956521739130435,ok
260416-191722,044,Mouse-bias_allo_latent,1,11.0,92,0.11956521739130435,ok
260416-191722,044,ConditionalClone_ego,1,12.0,92,0.13043478260869565,ok
260416-191722,044,Random,2,,92,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260416-191722,044,Random_forward,2,,92,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260416-191722,044,Greedy_oracle,2,,92,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260416-191722,044,FullFwd,2,12.0,92,0.13043478260869565,ok
260416-191722,044,NoBkFullFwd,2,12.0,92,0.13043478260869565,ok
260416-191722,044,FSC_bio,2,12.0,92,0.13043478260869565,ok
260416-191722,044,Mouse-bias_ego,2,12.0,92,0.13043478260869565,ok
260416-191722,044,Mouse-bias_allo_real,2,12.0,92,0.13043478260869565,ok
260416-191722,044,Mouse-bias_allo_latent,2,12.0,92,0.13043478260869565,ok
260416-191722,044,ConditionalClone_ego,2,12.0,92,0.13043478260869565,ok
260416-191722,044,Random,3,,92,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260416-191722,044,Random_forward,3,,92,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260416-191722,044,Greedy_oracle,3,,92,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260416-191722,044,FullFwd,3,12.0,92,0.13043478260869565,ok
260416-191722,044,NoBkFullFwd,3,12.0,92,0.13043478260869565,ok
260416-191722,044,FSC_bio,3,12.0,92,0.13043478260869565,ok
260416-191722,044,Mouse-bias_ego,3,11.0,92,0.11956521739130435,ok
260416-191722,044,Mouse-bias_allo_real,3,12.0,92,0.13043478260869565,ok
260416-191722,044,Mouse-bias_allo_latent,3,12.0,92,0.13043478260869565,ok
260416-191722,044,ConditionalClone_ego,3,10.0,92,0.10869565217391304,ok
260416-191722,044,Random,4,,92,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260416-191722,044,Random_forward,4,,92,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260416-191722,044,Greedy_oracle,4,,92,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260416-191722,044,FullFwd,4,10.0,92,0.10869565217391304,ok
260416-191722,044,NoBkFullFwd,4,12.0,92,0.13043478260869565,ok
260416-191722,044,FSC_bio,4,12.0,92,0.13043478260869565,ok
260416-191722,044,Mouse-bias_ego,4,11.0,92,0.11956521739130435,ok
260416-191722,044,Mouse-bias_allo_real,4,12.0,92,0.13043478260869565,ok
260416-191722,044,Mouse-bias_allo_latent,4,12.0,92,0.13043478260869565,ok
260416-191722,044,ConditionalClone_ego,4,12.0,92,0.13043478260869565,ok
260417-212943,044,Random,0,,142,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260417-212943,044,Random_forward,0,,142,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260417-212943,044,Greedy_oracle,0,,142,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260417-212943,044,FullFwd,0,12.0,142,0.08450704225352113,ok
260417-212943,044,NoBkFullFwd,0,12.0,142,0.08450704225352113,ok
260417-212943,044,FSC_bio,0,12.0,142,0.08450704225352113,ok
260417-212943,044,Mouse-bias_ego,0,12.0,142,0.08450704225352113,ok
260417-212943,044,Mouse-bias_allo_real,0,12.0,142,0.08450704225352113,ok
260417-212943,044,Mouse-bias_allo_latent,0,12.0,142,0.08450704225352113,ok
260417-212943,044,ConditionalClone_ego,0,12.0,142,0.08450704225352113,ok
260417-212943,044,Random,1,,142,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260417-212943,044,Random_forward,1,,142,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260417-212943,044,Greedy_oracle,1,,142,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260417-212943,044,FullFwd,1,12.0,142,0.08450704225352113,ok
260417-212943,044,NoBkFullFwd,1,12.0,142,0.08450704225352113,ok
260417-212943,044,FSC_bio,1,12.0,142,0.08450704225352113,ok
260417-212943,044,Mouse-bias_ego,1,12.0,142,0.08450704225352113,ok
260417-212943,044,Mouse-bias_allo_real,1,12.0,142,0.08450704225352113,ok
260417-212943,044,Mouse-bias_allo_latent,1,12.0,142,0.08450704225352113,ok
260417-212943,044,ConditionalClone_ego,1,12.0,142,0.08450704225352113,ok
260417-212943,044,Random,2,,142,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260417-212943,044,Random_forward,2,,142,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260417-212943,044,Greedy_oracle,2,,142,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260417-212943,044,FullFwd,2,12.0,142,0.08450704225352113,ok
260417-212943,044,NoBkFullFwd,2,12.0,142,0.08450704225352113,ok
260417-212943,044,FSC_bio,2,12.0,142,0.08450704225352113,ok
260417-212943,044,Mouse-bias_ego,2,12.0,142,0.08450704225352113,ok
260417-212943,044,Mouse-bias_allo_real,2,12.0,142,0.08450704225352113,ok
260417-212943,044,Mouse-bias_allo_latent,2,12.0,142,0.08450704225352113,ok
260417-212943,044,ConditionalClone_ego,2,11.0,142,0.07746478873239436,ok
260417-212943,044,Random,3,,142,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260417-212943,044,Random_forward,3,,142,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260417-212943,044,Greedy_oracle,3,,142,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260417-212943,044,FullFwd,3,12.0,142,0.08450704225352113,ok
260417-212943,044,NoBkFullFwd,3,12.0,142,0.08450704225352113,ok
260417-212943,044,FSC_bio,3,12.0,142,0.08450704225352113,ok
260417-212943,044,Mouse-bias_ego,3,12.0,142,0.08450704225352113,ok
260417-212943,044,Mouse-bias_allo_real,3,12.0,142,0.08450704225352113,ok
260417-212943,044,Mouse-bias_allo_latent,3,12.0,142,0.08450704225352113,ok
260417-212943,044,ConditionalClone_ego,3,12.0,142,0.08450704225352113,ok
260417-212943,044,Random,4,,142,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260417-212943,044,Random_forward,4,,142,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260417-212943,044,Greedy_oracle,4,,142,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260417-212943,044,FullFwd,4,12.0,142,0.08450704225352113,ok
260417-212943,044,NoBkFullFwd,4,12.0,142,0.08450704225352113,ok
260417-212943,044,FSC_bio,4,12.0,142,0.08450704225352113,ok
260417-212943,044,Mouse-bias_ego,4,11.0,142,0.07746478873239436,ok
260417-212943,044,Mouse-bias_allo_real,4,12.0,142,0.08450704225352113,ok
260417-212943,044,Mouse-bias_allo_latent,4,12.0,142,0.08450704225352113,ok
260417-212943,044,ConditionalClone_ego,4,10.0,142,0.07042253521126761,ok
260418-220634,044,Random,0,,98,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260418-220634,044,Random_forward,0,,98,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260418-220634,044,Greedy_oracle,0,,98,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260418-220634,044,FullFwd,0,12.0,98,0.12244897959183673,ok
260418-220634,044,NoBkFullFwd,0,12.0,98,0.12244897959183673,ok
260418-220634,044,FSC_bio,0,12.0,98,0.12244897959183673,ok
260418-220634,044,Mouse-bias_ego,0,12.0,98,0.12244897959183673,ok
260418-220634,044,Mouse-bias_allo_real,0,12.0,98,0.12244897959183673,ok
260418-220634,044,Mouse-bias_allo_latent,0,12.0,98,0.12244897959183673,ok
260418-220634,044,ConditionalClone_ego,0,12.0,98,0.12244897959183673,ok
260418-220634,044,Random,1,,98,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260418-220634,044,Random_forward,1,,98,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260418-220634,044,Greedy_oracle,1,,98,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260418-220634,044,FullFwd,1,12.0,98,0.12244897959183673,ok
260418-220634,044,NoBkFullFwd,1,12.0,98,0.12244897959183673,ok
260418-220634,044,FSC_bio,1,12.0,98,0.12244897959183673,ok
260418-220634,044,Mouse-bias_ego,1,12.0,98,0.12244897959183673,ok
260418-220634,044,Mouse-bias_allo_real,1,11.0,98,0.11224489795918367,ok
260418-220634,044,Mouse-bias_allo_latent,1,11.0,98,0.11224489795918367,ok
260418-220634,044,ConditionalClone_ego,1,12.0,98,0.12244897959183673,ok
260418-220634,044,Random,2,,98,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260418-220634,044,Random_forward,2,,98,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260418-220634,044,Greedy_oracle,2,,98,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260418-220634,044,FullFwd,2,12.0,98,0.12244897959183673,ok
260418-220634,044,NoBkFullFwd,2,12.0,98,0.12244897959183673,ok
260418-220634,044,FSC_bio,2,12.0,98,0.12244897959183673,ok
260418-220634,044,Mouse-bias_ego,2,12.0,98,0.12244897959183673,ok
260418-220634,044,Mouse-bias_allo_real,2,11.0,98,0.11224489795918367,ok
260418-220634,044,Mouse-bias_allo_latent,2,11.0,98,0.11224489795918367,ok
260418-220634,044,ConditionalClone_ego,2,10.0,98,0.10204081632653061,ok
260418-220634,044,Random,3,,98,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260418-220634,044,Random_forward,3,,98,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260418-220634,044,Greedy_oracle,3,,98,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260418-220634,044,FullFwd,3,12.0,98,0.12244897959183673,ok
260418-220634,044,NoBkFullFwd,3,12.0,98,0.12244897959183673,ok
260418-220634,044,FSC_bio,3,12.0,98,0.12244897959183673,ok
260418-220634,044,Mouse-bias_ego,3,12.0,98,0.12244897959183673,ok
260418-220634,044,Mouse-bias_allo_real,3,12.0,98,0.12244897959183673,ok
260418-220634,044,Mouse-bias_allo_latent,3,12.0,98,0.12244897959183673,ok
260418-220634,044,ConditionalClone_ego,3,12.0,98,0.12244897959183673,ok
260418-220634,044,Random,4,,98,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260418-220634,044,Random_forward,4,,98,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260418-220634,044,Greedy_oracle,4,,98,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260418-220634,044,FullFwd,4,10.0,98,0.10204081632653061,ok
260418-220634,044,NoBkFullFwd,4,12.0,98,0.12244897959183673,ok
260418-220634,044,FSC_bio,4,12.0,98,0.12244897959183673,ok
260418-220634,044,Mouse-bias_ego,4,12.0,98,0.12244897959183673,ok
260418-220634,044,Mouse-bias_allo_real,4,12.0,98,0.12244897959183673,ok
260418-220634,044,Mouse-bias_allo_latent,4,12.0,98,0.12244897959183673,ok
260418-220634,044,ConditionalClone_ego,4,10.0,98,0.10204081632653061,ok
260419-221955,044,Random,0,,91,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260419-221955,044,Random_forward,0,,91,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260419-221955,044,Greedy_oracle,0,,91,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260419-221955,044,FullFwd,0,12.0,91,0.13186813186813187,ok
260419-221955,044,NoBkFullFwd,0,12.0,91,0.13186813186813187,ok
260419-221955,044,FSC_bio,0,12.0,91,0.13186813186813187,ok
260419-221955,044,Mouse-bias_ego,0,12.0,91,0.13186813186813187,ok
260419-221955,044,Mouse-bias_allo_real,0,12.0,91,0.13186813186813187,ok
260419-221955,044,Mouse-bias_allo_latent,0,12.0,91,0.13186813186813187,ok
260419-221955,044,ConditionalClone_ego,0,12.0,91,0.13186813186813187,ok
260419-221955,044,Random,1,,91,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260419-221955,044,Random_forward,1,,91,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260419-221955,044,Greedy_oracle,1,,91,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260419-221955,044,FullFwd,1,12.0,91,0.13186813186813187,ok
260419-221955,044,NoBkFullFwd,1,12.0,91,0.13186813186813187,ok
260419-221955,044,FSC_bio,1,12.0,91,0.13186813186813187,ok
260419-221955,044,Mouse-bias_ego,1,10.0,91,0.10989010989010989,ok
260419-221955,044,Mouse-bias_allo_real,1,12.0,91,0.13186813186813187,ok
260419-221955,044,Mouse-bias_allo_latent,1,12.0,91,0.13186813186813187,ok
260419-221955,044,ConditionalClone_ego,1,12.0,91,0.13186813186813187,ok
260419-221955,044,Random,2,,91,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260419-221955,044,Random_forward,2,,91,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260419-221955,044,Greedy_oracle,2,,91,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260419-221955,044,FullFwd,2,12.0,91,0.13186813186813187,ok
260419-221955,044,NoBkFullFwd,2,12.0,91,0.13186813186813187,ok
260419-221955,044,FSC_bio,2,12.0,91,0.13186813186813187,ok
260419-221955,044,Mouse-bias_ego,2,10.0,91,0.10989010989010989,ok
260419-221955,044,Mouse-bias_allo_real,2,9.0,91,0.0989010989010989,ok
260419-221955,044,Mouse-bias_allo_latent,2,9.0,91,0.0989010989010989,ok
260419-221955,044,ConditionalClone_ego,2,11.0,91,0.12087912087912088,ok
260419-221955,044,Random,3,,91,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260419-221955,044,Random_forward,3,,91,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260419-221955,044,Greedy_oracle,3,,91,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260419-221955,044,FullFwd,3,12.0,91,0.13186813186813187,ok
260419-221955,044,NoBkFullFwd,3,12.0,91,0.13186813186813187,ok
260419-221955,044,FSC_bio,3,12.0,91,0.13186813186813187,ok
260419-221955,044,Mouse-bias_ego,3,10.0,91,0.10989010989010989,ok
260419-221955,044,Mouse-bias_allo_real,3,12.0,91,0.13186813186813187,ok
260419-221955,044,Mouse-bias_allo_latent,3,12.0,91,0.13186813186813187,ok
260419-221955,044,ConditionalClone_ego,3,11.0,91,0.12087912087912088,ok
260419-221955,044,Random,4,,91,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260419-221955,044,Random_forward,4,,91,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260419-221955,044,Greedy_oracle,4,,91,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260419-221955,044,FullFwd,4,10.0,91,0.10989010989010989,ok
260419-221955,044,NoBkFullFwd,4,12.0,91,0.13186813186813187,ok
260419-221955,044,FSC_bio,4,12.0,91,0.13186813186813187,ok
260419-221955,044,Mouse-bias_ego,4,12.0,91,0.13186813186813187,ok
260419-221955,044,Mouse-bias_allo_real,4,12.0,91,0.13186813186813187,ok
260419-221955,044,Mouse-bias_allo_latent,4,12.0,91,0.13186813186813187,ok
260419-221955,044,ConditionalClone_ego,4,12.0,91,0.13186813186813187,ok
260421-233854,044,Random,0,,71,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260421-233854,044,Random_forward,0,,71,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260421-233854,044,Greedy_oracle,0,,71,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260421-233854,044,FullFwd,0,12.0,71,0.16901408450704225,ok
260421-233854,044,NoBkFullFwd,0,12.0,71,0.16901408450704225,ok
260421-233854,044,FSC_bio,0,12.0,71,0.16901408450704225,ok
260421-233854,044,Mouse-bias_ego,0,12.0,71,0.16901408450704225,ok
260421-233854,044,Mouse-bias_allo_real,0,11.0,71,0.15492957746478872,ok
260421-233854,044,Mouse-bias_allo_latent,0,11.0,71,0.15492957746478872,ok
260421-233854,044,ConditionalClone_ego,0,12.0,71,0.16901408450704225,ok
260421-233854,044,Random,1,,71,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260421-233854,044,Random_forward,1,,71,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260421-233854,044,Greedy_oracle,1,,71,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260421-233854,044,FullFwd,1,12.0,71,0.16901408450704225,ok
260421-233854,044,NoBkFullFwd,1,12.0,71,0.16901408450704225,ok
260421-233854,044,FSC_bio,1,12.0,71,0.16901408450704225,ok
260421-233854,044,Mouse-bias_ego,1,10.0,71,0.14084507042253522,ok
260421-233854,044,Mouse-bias_allo_real,1,11.0,71,0.15492957746478872,ok
260421-233854,044,Mouse-bias_allo_latent,1,11.0,71,0.15492957746478872,ok
260421-233854,044,ConditionalClone_ego,1,11.0,71,0.15492957746478872,ok
260421-233854,044,Random,2,,71,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260421-233854,044,Random_forward,2,,71,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260421-233854,044,Greedy_oracle,2,,71,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260421-233854,044,FullFwd,2,12.0,71,0.16901408450704225,ok
260421-233854,044,NoBkFullFwd,2,12.0,71,0.16901408450704225,ok
260421-233854,044,FSC_bio,2,12.0,71,0.16901408450704225,ok
260421-233854,044,Mouse-bias_ego,2,12.0,71,0.16901408450704225,ok
260421-233854,044,Mouse-bias_allo_real,2,11.0,71,0.15492957746478872,ok
260421-233854,044,Mouse-bias_allo_latent,2,11.0,71,0.15492957746478872,ok
260421-233854,044,ConditionalClone_ego,2,12.0,71,0.16901408450704225,ok
260421-233854,044,Random,3,,71,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260421-233854,044,Random_forward,3,,71,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260421-233854,044,Greedy_oracle,3,,71,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260421-233854,044,FullFwd,3,9.0,71,0.1267605633802817,ok
260421-233854,044,NoBkFullFwd,3,12.0,71,0.16901408450704225,ok
260421-233854,044,FSC_bio,3,12.0,71,0.16901408450704225,ok
260421-233854,044,Mouse-bias_ego,3,12.0,71,0.16901408450704225,ok
260421-233854,044,Mouse-bias_allo_real,3,12.0,71,0.16901408450704225,ok
260421-233854,044,Mouse-bias_allo_latent,3,12.0,71,0.16901408450704225,ok
260421-233854,044,ConditionalClone_ego,3,10.0,71,0.14084507042253522,ok
260421-233854,044,Random,4,,71,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260421-233854,044,Random_forward,4,,71,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260421-233854,044,Greedy_oracle,4,,71,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260421-233854,044,FullFwd,4,9.0,71,0.1267605633802817,ok
260421-233854,044,NoBkFullFwd,4,12.0,71,0.16901408450704225,ok
260421-233854,044,FSC_bio,4,12.0,71,0.16901408450704225,ok
260421-233854,044,Mouse-bias_ego,4,12.0,71,0.16901408450704225,ok
260421-233854,044,Mouse-bias_allo_real,4,12.0,71,0.16901408450704225,ok
260421-233854,044,Mouse-bias_allo_latent,4,12.0,71,0.16901408450704225,ok
260421-233854,044,ConditionalClone_ego,4,11.0,71,0.15492957746478872,ok
260422-180900,044,Random,0,,94,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260422-180900,044,Random_forward,0,,94,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260422-180900,044,Greedy_oracle,0,,94,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260422-180900,044,FullFwd,0,12.0,94,0.1276595744680851,ok
260422-180900,044,NoBkFullFwd,0,12.0,94,0.1276595744680851,ok
260422-180900,044,FSC_bio,0,12.0,94,0.1276595744680851,ok
260422-180900,044,Mouse-bias_ego,0,10.0,94,0.10638297872340426,ok
260422-180900,044,Mouse-bias_allo_real,0,12.0,94,0.1276595744680851,ok
260422-180900,044,Mouse-bias_allo_latent,0,12.0,94,0.1276595744680851,ok
260422-180900,044,ConditionalClone_ego,0,12.0,94,0.1276595744680851,ok
260422-180900,044,Random,1,,94,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260422-180900,044,Random_forward,1,,94,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260422-180900,044,Greedy_oracle,1,,94,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260422-180900,044,FullFwd,1,12.0,94,0.1276595744680851,ok
260422-180900,044,NoBkFullFwd,1,12.0,94,0.1276595744680851,ok
260422-180900,044,FSC_bio,1,12.0,94,0.1276595744680851,ok
260422-180900,044,Mouse-bias_ego,1,12.0,94,0.1276595744680851,ok
260422-180900,044,Mouse-bias_allo_real,1,11.0,94,0.11702127659574468,ok
260422-180900,044,Mouse-bias_allo_latent,1,11.0,94,0.11702127659574468,ok
260422-180900,044,ConditionalClone_ego,1,12.0,94,0.1276595744680851,ok
260422-180900,044,Random,2,,94,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260422-180900,044,Random_forward,2,,94,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260422-180900,044,Greedy_oracle,2,,94,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260422-180900,044,FullFwd,2,12.0,94,0.1276595744680851,ok
260422-180900,044,NoBkFullFwd,2,12.0,94,0.1276595744680851,ok
260422-180900,044,FSC_bio,2,12.0,94,0.1276595744680851,ok
260422-180900,044,Mouse-bias_ego,2,12.0,94,0.1276595744680851,ok
260422-180900,044,Mouse-bias_allo_real,2,11.0,94,0.11702127659574468,ok
260422-180900,044,Mouse-bias_allo_latent,2,11.0,94,0.11702127659574468,ok
260422-180900,044,ConditionalClone_ego,2,12.0,94,0.1276595744680851,ok
260422-180900,044,Random,3,,94,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260422-180900,044,Random_forward,3,,94,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260422-180900,044,Greedy_oracle,3,,94,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260422-180900,044,FullFwd,3,12.0,94,0.1276595744680851,ok
260422-180900,044,NoBkFullFwd,3,12.0,94,0.1276595744680851,ok
260422-180900,044,FSC_bio,3,12.0,94,0.1276595744680851,ok
260422-180900,044,Mouse-bias_ego,3,11.0,94,0.11702127659574468,ok
260422-180900,044,Mouse-bias_allo_real,3,12.0,94,0.1276595744680851,ok
260422-180900,044,Mouse-bias_allo_latent,3,12.0,94,0.1276595744680851,ok
260422-180900,044,ConditionalClone_ego,3,12.0,94,0.1276595744680851,ok
260422-180900,044,Random,4,,94,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260422-180900,044,Random_forward,4,,94,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260422-180900,044,Greedy_oracle,4,,94,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260422-180900,044,FullFwd,4,10.0,94,0.10638297872340426,ok
260422-180900,044,NoBkFullFwd,4,12.0,94,0.1276595744680851,ok
260422-180900,044,FSC_bio,4,12.0,94,0.1276595744680851,ok
260422-180900,044,Mouse-bias_ego,4,12.0,94,0.1276595744680851,ok
260422-180900,044,Mouse-bias_allo_real,4,12.0,94,0.1276595744680851,ok
260422-180900,044,Mouse-bias_allo_latent,4,12.0,94,0.1276595744680851,ok
260422-180900,044,ConditionalClone_ego,4,12.0,94,0.1276595744680851,ok
260423-183127,044,Random,0,,149,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260423-183127,044,Random_forward,0,,149,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260423-183127,044,Greedy_oracle,0,,149,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260423-183127,044,FullFwd,0,12.0,149,0.08053691275167785,ok
260423-183127,044,NoBkFullFwd,0,12.0,149,0.08053691275167785,ok
260423-183127,044,FSC_bio,0,12.0,149,0.08053691275167785,ok
260423-183127,044,Mouse-bias_ego,0,12.0,149,0.08053691275167785,ok
260423-183127,044,Mouse-bias_allo_real,0,12.0,149,0.08053691275167785,ok
260423-183127,044,Mouse-bias_allo_latent,0,12.0,149,0.08053691275167785,ok
260423-183127,044,ConditionalClone_ego,0,12.0,149,0.08053691275167785,ok
260423-183127,044,Random,1,,149,,"error: TypeError(""run_random_agent() got multiple values for argument 'seed'"")"
260423-183127,044,Random_forward,1,,149,,"error: TypeError(""run_forward_random_agent() got multiple values for argument 'seed'"")"
260423-183127,044,Greedy_oracle,1,,149,,"error: TypeError(""run_greedy_agent() got multiple values for argument 'seed'"")"
260423-183127,044,FullFwd,1,12.0,149,0.08053691275167785,ok
260423-183127,044,NoBkFullFwd,1,12.0,149,0.08053691275167785,ok
